,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,CH_ba,FF_ba,SI_ba,FC_ba,CU_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,ST_ba,SL_ba,KC%,wKC/C,vKC
0,2023-09-01,716761,Groundout,field_out,True,664774,608379,LaMonte Wade Jr.,Michael Wacha,1,0,0,736d1a15-f78e-4e8c-88ad-ed54a792dbf4,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,0.11,0.345,1.23,-2.13,-0.36,1.04,1.06,92.0,86.9,91.9,74.0,0.207,0.188,0.25,0.364,0.172,,,,,,,,,,,
1,2023-09-01,716761,Home Run,home_run,False,527038,608379,Wilmer Flores,Michael Wacha,0,0,0,a93c1d44-c528-41e8-a935-ac4b7dcc0147,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,0.11,0.345,1.23,-2.13,-0.36,1.04,1.06,92.0,86.9,91.9,74.0,0.207,0.188,0.25,0.364,0.172,,,,,,,,,,,
2,2023-09-01,716761,Strikeout,strikeout,True,592626,608379,Joc Pederson,Michael Wacha,0,0,0,817dc987-a810-48f4-b4fe-37532b8c39de,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,0.11,0.345,1.23,-2.13,-0.36,1.04,1.06,92.0,86.9,91.9,74.0,0.207,0.188,0.25,0.364,0.172,,,,,,,,,,,
3,2023-09-01,716761,Pop Out,field_out,True,573262,608379,Mike Yastrzemski,Michael Wacha,0,0,0,81b8aff8-fba5-4b93-bd11-c1bdb78f95d6,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,81.6,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,96.0,100.0,96.0,0.133,0.28800000000000003,0.124,0.11,0.345,1.23,-2.13,-0.36,1.04,1.06,92.0,86.9,91.9,74.0,0.207,0.188,0.25,0.364,0.172,,,,,,,,,,,
4,2023-09-01,716761,Single,single,False,673490,663941,Ha-Seong Kim,Tristan Beck,0,0,0,e569b671-fbca-4ca4-9063-6e9ae8815c29,663941.0,tristanbeck,Beck,Right,Tristan Beck,3.92,3.71,85.0,99.0,102.0,101.0,0.782,7.2,2.22,8.79,1.06,1.03,0.243,0.384,0.152,0.312,0.43,86.6,75.0,84.0,78.0,88.0,97.0,98.0,85.0,96.0,93.0,,,,,,,,0.36700000000000005,,0.079,0.004,3.24,,,-2.73,-2.94,94.7,,,79.2,,0.17,,,0.385,118.0,102.0,108.0,0.55,-0.35,85.5,0.25,0.309,,,
5,2023-09-01,716761,Home Run,home_run,False,665487,663941,Fernando Tatis Jr.,Tristan Beck,0,0,1,3c61fd78-b02a-48e7-be99-2ace94a57919,663941.0,tristanbeck,Beck,Right,Tristan Beck,3.92,3.71,85.0,99.0,102.0,101.0,0.782,7.2,2.22,8.79,1.06,1.03,0.243,0.384,0.152,0.312,0.43,86.6,75.0,84.0,78.0,88.0,97.0,98.0,85.0,96.0,93.0,,,,,,,,0.36700000000000005,,0.079,0.004,3.24,,,-2.73,-2.94,94.7,,,79.2,,0.17,,,0.385,118.0,102.0,108.0,0.55,-0.35,85.5,0.25,0.309,,,
6,2023-09-01,716761,Home Run,home_run,False,665742,663941,Juan Soto,Tristan Beck,1,0,0,7147323e-edbc-43f3-bf16-55d60fc742de,663941.0,tristanbeck,Beck,Right,Tristan Beck,3.92,3.71,85.0,99.0,102.0,101.0,0.782,7.2,2.22,8.79,1.06,1.03,0.243,0.384,0.152,0.312,0.43,86.6,75.0,84.0,78.0,88.0,97.0,98.0,85.0,96.0,93.0,,,,,,,,0.36700000000000005,,0.079,0.004,3.24,,,-2.73,-2.94,94.7,,,79.2,,0.17,,,0.385,118.0,102.0,108.0,0.55,-0.35,85.5,0.25,0.309,,,
7,2023-09-01,716761,Lineout,field_out,True,592518,663941,Manny Machado,Tristan Beck,0,0,0,812f51b0-06ae-4bd8-936d-bf3100a26b6d,663941.0,tristanbeck,Beck,Right,Tristan Beck,3.92,3.71,85.0,99.0,102.0,101.0,0.782,7.2,2.22,8.79,1.06,1.03,0.243,0.384,0.152,0.312,0.43,86.6,75.0,84.0,78.0,88.0,97.0,98.0,85.0,96.0,93.0,,,,,,,,0.36700000000000005,,0.079,0.004,3.24,,,-2.73,-2.94,94.7,,,79.2,,0.17,,,0.385,118.0,102.0,108.0,0.55,-0.35,85.5,0.25,0.309,,,
8,2023-09-01,716761,Flyout,field_out,True,593428,663941,Xander Bogaerts,Tristan Beck,0,0,0,7ae895ff-204d-4729-81ab-dcd939d01720,663941.0,tristanbeck,Beck,Right,Tristan Beck,3.92,3.71,85.0,99.0,102.0,101.0,0.782,7.2,2.22,8.79,1.06,1.03,0.243,0.384,0.152,0.312,0.43,86.6,75.0,84.0,78.0,88.0,97.0,98.0,85.0,96.0,93.0,,,,,,,,0.36700000000000005,,0.079,0.004,3.24,,,-2.73,-2.94,94.7,,,79.2,,0.17,,,0.385,118.0,102.0,108.0,0.55,-0.35,85.5,0.25,0.309,,,
9,2023-09-01,716761,Flyout,field_out,True,643265,663941,Garrett Cooper,Tristan Beck,0,0,0,e867f443-a947-4a81-b37a-af862b19d6bc,663941.0,tristanbeck,Beck,Right,Tristan Beck,3.92,3.71,85.0,99.0,102.0,101.0,0.782,7.2,2.22,8.79,1.06,1.03,0.243,0.384,0.152,0.312,0.43,86.6,75.0,84.0,78.0,88.0,97.0,98.0,85.0,96.0,93.0,,,,,,,,0.36700000000000005,,0.079,0.004,3.24,,,-2.73,-2.94,94.7,,,79.2,,0.17,,,0.385,118.0,102.0,108.0,0.55,-0.35,85.5,0.25,0.309,,,
