,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,FC_ba,CU_ba,SI_ba,FF_ba,SL_ba,FS_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,ST_ba,CH_ba
0,2023-06-20,717679,Groundout,field_out,True,665923,650644,Esteury Ruiz,Aaron Civale,1,0,0,2d91e301-f0fd-49c8-b02b-2936d22c3d3a,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,153.0,113.0,120.0,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.12300000000000001,0.37200000000000005,0.017,0.057999999999999996,0.244,-0.65,1.13,-6.33,1.59,0.15,0.77,91.8,87.7,85.2,92.4,82.5,78.1,0.261,0.188,0.202,0.359,0.172,0.5,,,,,,,,
1,2023-06-20,717679,Flyout,field_out,True,676116,650644,Ryan Noda,Aaron Civale,0,0,0,285bb8ff-b4b7-4fbd-947c-4de2ea37a3e7,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,153.0,113.0,120.0,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.12300000000000001,0.37200000000000005,0.017,0.057999999999999996,0.244,-0.65,1.13,-6.33,1.59,0.15,0.77,91.8,87.7,85.2,92.4,82.5,78.1,0.261,0.188,0.202,0.359,0.172,0.5,,,,,,,,
2,2023-06-20,717679,Strikeout,strikeout,True,667670,650644,Brent Rooker,Aaron Civale,0,0,0,45219333-097b-48be-9e21-ffc1572dd217,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,153.0,113.0,120.0,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.12300000000000001,0.37200000000000005,0.017,0.057999999999999996,0.244,-0.65,1.13,-6.33,1.59,0.15,0.77,91.8,87.7,85.2,92.4,82.5,78.1,0.261,0.188,0.202,0.359,0.172,0.5,,,,,,,,
3,2023-06-20,717679,Double,double,False,680757,686610,Steven Kwan,Ken Waldichuk,0,0,0,dd2e744b-306d-4623-b5ed-d60d5a6c7d8c,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,93.0,77.0,85.0,89.0,95.0,92.0,,,,96.0,99.0,100.0,,,,,,,,0.5429999999999999,,,0.271,0.02,-0.52,,,,-0.79,-3.62,93.3,,,,81.1,74.5,,0.333,,0.275,,,84.2,92.0,90.0,88.0,0.166,-1.4,0.218,0.34
4,2023-06-20,717679,Groundout,field_out,True,642708,686610,Amed Rosario,Ken Waldichuk,1,0,0,acc85b99-6716-4438-86c0-91ea6573c3fa,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,93.0,77.0,85.0,89.0,95.0,92.0,,,,96.0,99.0,100.0,,,,,,,,0.5429999999999999,,,0.271,0.02,-0.52,,,,-0.79,-3.62,93.3,,,,81.1,74.5,,0.333,,0.275,,,84.2,92.0,90.0,88.0,0.166,-1.4,0.218,0.34
5,2023-06-20,717679,Lineout,field_out,True,608070,686610,José Ramírez,Ken Waldichuk,1,0,0,befde7fc-dbc1-4f3c-85bc-be4d53e08d48,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,93.0,77.0,85.0,89.0,95.0,92.0,,,,96.0,99.0,100.0,,,,,,,,0.5429999999999999,,,0.271,0.02,-0.52,,,,-0.79,-3.62,93.3,,,,81.1,74.5,,0.333,,0.275,,,84.2,92.0,90.0,88.0,0.166,-1.4,0.218,0.34
6,2023-06-20,717679,Strikeout,strikeout,True,647304,686610,Josh Naylor,Ken Waldichuk,0,0,0,f9d581e0-d1ac-4636-b85d-df5e4acd587a,686610.0,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,93.0,77.0,85.0,89.0,95.0,92.0,,,,96.0,99.0,100.0,,,,,,,,0.5429999999999999,,,0.271,0.02,-0.52,,,,-0.79,-3.62,93.3,,,,81.1,74.5,,0.333,,0.275,,,84.2,92.0,90.0,88.0,0.166,-1.4,0.218,0.34
7,2023-06-20,717679,Strikeout,strikeout,True,664913,650644,Seth Brown,Aaron Civale,0,0,0,0d91d8ce-e12a-4840-91c0-073d332e8de8,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,153.0,113.0,120.0,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.12300000000000001,0.37200000000000005,0.017,0.057999999999999996,0.244,-0.65,1.13,-6.33,1.59,0.15,0.77,91.8,87.7,85.2,92.4,82.5,78.1,0.261,0.188,0.202,0.359,0.172,0.5,,,,,,,,
8,2023-06-20,717679,Flyout,field_out,True,607054,650644,Jace Peterson,Aaron Civale,0,0,0,6d938de6-625e-4498-b2ab-3c45eaddfaad,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,153.0,113.0,120.0,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.12300000000000001,0.37200000000000005,0.017,0.057999999999999996,0.244,-0.65,1.13,-6.33,1.59,0.15,0.77,91.8,87.7,85.2,92.4,82.5,78.1,0.261,0.188,0.202,0.359,0.172,0.5,,,,,,,,
9,2023-06-20,717679,Double,double,False,649557,650644,Aledmys Díaz,Aaron Civale,0,0,0,7e3a680d-efd3-479a-8c48-ae1a1355661c,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,153.0,113.0,120.0,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.12300000000000001,0.37200000000000005,0.017,0.057999999999999996,0.244,-0.65,1.13,-6.33,1.59,0.15,0.77,91.8,87.7,85.2,92.4,82.5,78.1,0.261,0.188,0.202,0.359,0.172,0.5,,,,,,,,
10,2023-06-20,717679,Strikeout,strikeout,True,657656,650644,Ramón Laureano,Aaron Civale,0,0,0,5696f0a0-33a0-4b1a-84eb-3ca3d98307b8,650644.0,aaroncivale,Civale,Right,Aaron Civale,3.46,3.69,122.1,106.0,105.0,104.0,0.7859999999999999,8.53,2.43,8.02,0.88,1.0,0.212,0.45799999999999996,0.149,0.307,0.413,153.0,113.0,120.0,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.12300000000000001,0.37200000000000005,0.017,0.057999999999999996,0.244,-0.65,1.13,-6.33,1.59,0.15,0.77,91.8,87.7,85.2,92.4,82.5,78.1,0.261,0.188,0.202,0.359,0.172,0.5,,,,,,,,
