,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vSI,vSL,SI_ba,ST_ba,SL_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,CU%,wFA/C,wFC/C,wFS/C,wCU/C,vFA,vFC,vFS,vCU,FC_ba,CU_ba,FF_ba,CH_ba,FS_ba
0,2023-05-22,718077,Pop Out,field_out,True,543807,665001,George Springer,Trevor Kelley,0,0,0,90e1cb92-2066-4e71-ba85-a299cffa5f7b,665001.0,trevorkelley,Kelley,Right,Trevor Kelley,5.87,5.34,15.1,99.0,111.0,100.0,0.7929999999999999,6.46,3.52,9.39,2.35,0.68,0.3,0.48,0.26,0.34,0.386,79.3,34.0,82.0,75.0,101.0,103.0,98.0,107.0,93.0,101.0,0.529,0.46,0.011000000000000001,0.91,-2.06,-49.23,89.1,76.6,0.25,0.238,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-22,718077,Groundout,field_out,True,666182,665001,Bo Bichette,Trevor Kelley,1,0,0,ee42b20d-6348-46ff-abb7-d594189fcc37,665001.0,trevorkelley,Kelley,Right,Trevor Kelley,5.87,5.34,15.1,99.0,111.0,100.0,0.7929999999999999,6.46,3.52,9.39,2.35,0.68,0.3,0.48,0.26,0.34,0.386,79.3,34.0,82.0,75.0,101.0,103.0,98.0,107.0,93.0,101.0,0.529,0.46,0.011000000000000001,0.91,-2.06,-49.23,89.1,76.6,0.25,0.238,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-22,718077,Double,double,False,665489,665001,Vladimir Guerrero Jr.,Trevor Kelley,1,0,0,70e3854a-1e8f-4bfc-b6ed-0f78706d4fd1,665001.0,trevorkelley,Kelley,Right,Trevor Kelley,5.87,5.34,15.1,99.0,111.0,100.0,0.7929999999999999,6.46,3.52,9.39,2.35,0.68,0.3,0.48,0.26,0.34,0.386,79.3,34.0,82.0,75.0,101.0,103.0,98.0,107.0,93.0,101.0,0.529,0.46,0.011000000000000001,0.91,-2.06,-49.23,89.1,76.6,0.25,0.238,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-22,718077,Lineout,field_out,True,656305,665001,Matt Chapman,Trevor Kelley,0,0,0,9a946f55-aaee-40d4-a027-d54f0d718c52,665001.0,trevorkelley,Kelley,Right,Trevor Kelley,5.87,5.34,15.1,99.0,111.0,100.0,0.7929999999999999,6.46,3.52,9.39,2.35,0.68,0.3,0.48,0.26,0.34,0.386,79.3,34.0,82.0,75.0,101.0,103.0,98.0,107.0,93.0,101.0,0.529,0.46,0.011000000000000001,0.91,-2.06,-49.23,89.1,76.6,0.25,0.238,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-05-22,718077,Flyout,field_out,True,650490,605135,Yandy Díaz,Chris Bassitt,0,0,0,abdd3c19-7ef9-471d-9d80-aaa939fb0def,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,92.0,104.0,98.0,106.0,93.0,102.0,0.39299999999999996,0.136,0.065,2.11,-0.72,1.71,91.9,75.6,0.22,0.197,0.227,93.0,92.0,100.0,74.0,106.0,98.0,95.0,105.0,102.0,78.0,84.0,84.0,0.09300000000000001,0.153,0.033,0.126,-3.9,-1.13,-3.07,0.67,92.4,87.8,82.6,70.7,0.274,0.192,0.333,0.189,0.375
5,2023-05-22,718077,Single,single,False,677551,605135,Wander Franco,Chris Bassitt,1,1,0,b112fd6c-8d79-46f0-9d50-68133e7f81c8,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,92.0,104.0,98.0,106.0,93.0,102.0,0.39299999999999996,0.136,0.065,2.11,-0.72,1.71,91.9,75.6,0.22,0.197,0.227,93.0,92.0,100.0,74.0,106.0,98.0,95.0,105.0,102.0,78.0,84.0,84.0,0.09300000000000001,0.153,0.033,0.126,-3.9,-1.13,-3.07,0.67,92.4,87.8,82.6,70.7,0.274,0.192,0.333,0.189,0.375
6,2023-05-22,718077,Strikeout,strikeout,True,664040,605135,Brandon Lowe,Chris Bassitt,0,0,1,4abd4483-a9f4-45a8-a581-8dc3834ff79a,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.45899999999999996,84.1,72.0,93.0,91.0,92.0,104.0,98.0,106.0,93.0,102.0,0.39299999999999996,0.136,0.065,2.11,-0.72,1.71,91.9,75.6,0.22,0.197,0.227,93.0,92.0,100.0,74.0,106.0,98.0,95.0,105.0,102.0,78.0,84.0,84.0,0.09300000000000001,0.153,0.033,0.126,-3.9,-1.13,-3.07,0.67,92.4,87.8,82.6,70.7,0.274,0.192,0.333,0.189,0.375
7,2023-05-22,718077,Flyout,field_out,True,662139,665001,Daulton Varsho,Trevor Kelley,0,0,0,4969a94f-805c-43a6-96b0-9311598975b3,665001.0,trevorkelley,Kelley,Right,Trevor Kelley,5.87,5.34,15.1,99.0,111.0,100.0,0.7929999999999999,6.46,3.52,9.39,2.35,0.68,0.3,0.48,0.26,0.34,0.386,79.3,34.0,82.0,75.0,101.0,103.0,98.0,107.0,93.0,101.0,0.529,0.46,0.011000000000000001,0.91,-2.06,-49.23,89.1,76.6,0.25,0.238,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-05-22,718077,Groundout,field_out,True,672386,665001,Alejandro Kirk,Trevor Kelley,1,0,0,ca447fbc-033d-4ba4-95f2-df3eb59dd008,665001.0,trevorkelley,Kelley,Right,Trevor Kelley,5.87,5.34,15.1,99.0,111.0,100.0,0.7929999999999999,6.46,3.52,9.39,2.35,0.68,0.3,0.48,0.26,0.34,0.386,79.3,34.0,82.0,75.0,101.0,103.0,98.0,107.0,93.0,101.0,0.529,0.46,0.011000000000000001,0.91,-2.06,-49.23,89.1,76.6,0.25,0.238,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-05-22,718077,Single,single,False,593160,665001,Whit Merrifield,Trevor Kelley,0,0,0,1665ad14-d12d-4b2a-91ec-76079b8b03b9,665001.0,trevorkelley,Kelley,Right,Trevor Kelley,5.87,5.34,15.1,99.0,111.0,100.0,0.7929999999999999,6.46,3.52,9.39,2.35,0.68,0.3,0.48,0.26,0.34,0.386,79.3,34.0,82.0,75.0,101.0,103.0,98.0,107.0,93.0,101.0,0.529,0.46,0.011000000000000001,0.91,-2.06,-49.23,89.1,76.6,0.25,0.238,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
