,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,CH_ba,SL_ba,FF_ba,SI_ba,CU_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-05-28,717984,Groundout,field_out,True,641505,663776,Jonathan Davis,Patrick Sandoval,1,0,0,a1a5cce6-a8c6-47d5-b889-8f1df0c64273,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.09,0.258,-1.22,0.36,0.02,0.27,0.3,93.0,93.2,86.5,76.5,0.184,0.267,0.336,0.269,0.286,0.2,,,,,,,,,,,,,,,,,,,,
1,2023-05-28,717984,Groundout,field_out,True,624585,663776,Jorge Soler,Patrick Sandoval,1,0,0,18d7f209-0373-4f4a-8a03-6480e8141767,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.09,0.258,-1.22,0.36,0.02,0.27,0.3,93.0,93.2,86.5,76.5,0.184,0.267,0.336,0.269,0.286,0.2,,,,,,,,,,,,,,,,,,,,
2,2023-05-28,717984,Flyout,field_out,True,650333,663776,Luis Arraez,Patrick Sandoval,1,0,0,e648c261-e5a6-49a2-b42c-c3b8ecfaca06,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.09,0.258,-1.22,0.36,0.02,0.27,0.3,93.0,93.2,86.5,76.5,0.184,0.267,0.336,0.269,0.286,0.2,,,,,,,,,,,,,,,,,,,,
3,2023-05-28,717984,Flyout,field_out,True,666160,691587,Mickey Moniak,Eury Pérez,0,0,0,3a4831a9-7b43-4d77-9c8b-9ca7c446a84c,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,0.45399999999999996,0.308,0.14,0.098,-0.47,,0.99,1.89,0.99,97.5,,86.4,81.2,0.045,0.183,0.289,,0.098,,,,,,,,,,,,,,,,,,,,,
4,2023-05-28,717984,Flyout,field_out,True,545361,691587,Mike Trout,Eury Pérez,1,0,0,e3b3dfaa-866c-43f3-8a1a-12d7cf2a4ae2,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,0.45399999999999996,0.308,0.14,0.098,-0.47,,0.99,1.89,0.99,97.5,,86.4,81.2,0.045,0.183,0.289,,0.098,,,,,,,,,,,,,,,,,,,,,
5,2023-05-28,717984,Strikeout,strikeout,True,660271,691587,Shohei Ohtani,Eury Pérez,0,0,0,cce5cf45-0ce9-4178-9675-08f86e6970ad,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,0.45399999999999996,0.308,0.14,0.098,-0.47,,0.99,1.89,0.99,97.5,,86.4,81.2,0.045,0.183,0.289,,0.098,,,,,,,,,,,,,,,,,,,,,
6,2023-05-28,717984,Lineout,field_out,True,643265,663776,Garrett Cooper,Patrick Sandoval,1,1,0,4fc14d99-eba1-43ea-8453-41fc881e2424,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.09,0.258,-1.22,0.36,0.02,0.27,0.3,93.0,93.2,86.5,76.5,0.184,0.267,0.336,0.269,0.286,0.2,,,,,,,,,,,,,,,,,,,,
7,2023-05-28,717984,Flyout,field_out,True,650559,663776,Bryan De La Cruz,Patrick Sandoval,0,0,0,48ff2664-a77e-491c-a2a5-4b719ba66469,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.09,0.258,-1.22,0.36,0.02,0.27,0.3,93.0,93.2,86.5,76.5,0.184,0.267,0.336,0.269,0.286,0.2,,,,,,,,,,,,,,,,,,,,
8,2023-05-28,717984,Lineout,field_out,True,493329,663776,Yuli Gurriel,Patrick Sandoval,0,0,0,08df992c-7206-4cb2-846d-eddd6aa25218,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,83.0,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.09,0.258,-1.22,0.36,0.02,0.27,0.3,93.0,93.2,86.5,76.5,0.184,0.267,0.336,0.269,0.286,0.2,,,,,,,,,,,,,,,,,,,,
9,2023-05-28,717984,Walk,walk,False,592273,691587,Brandon Drury,Eury Pérez,1,0,0,33642d90-cd54-43f2-8952-17cd532a0b41,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,0.45399999999999996,0.308,0.14,0.098,-0.47,,0.99,1.89,0.99,97.5,,86.4,81.2,0.045,0.183,0.289,,0.098,,,,,,,,,,,,,,,,,,,,,
10,2023-05-28,717984,Grounded Into DP,grounded_into_double_play,True,665120,691587,Jared Walsh,Eury Pérez,0,0,1,a2871a34-1e1e-4626-95bd-9f209a23e0b4,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,0.45399999999999996,0.308,0.14,0.098,-0.47,,0.99,1.89,0.99,97.5,,86.4,81.2,0.045,0.183,0.289,,0.098,,,,,,,,,,,,,,,,,,,,,
11,2023-05-28,717984,Triple,triple,False,570482,691587,Gio Urshela,Eury Pérez,1,0,0,e9c86393-23fd-4e80-b028-b5143e46be94,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,0.45399999999999996,0.308,0.14,0.098,-0.47,,0.99,1.89,0.99,97.5,,86.4,81.2,0.045,0.183,0.289,,0.098,,,,,,,,,,,,,,,,,,,,,
12,2023-05-28,717984,Walk,walk,False,642136,691587,Matt Thaiss,Eury Pérez,1,0,0,cfb3dea4-e5e9-4751-8763-ba46e61ddfa8,691587.0,euryperez,"Pérez, Eu",Right,Eury Pérez,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.20600000000000002,0.46399999999999997,0.159,0.391,0.40700000000000003,89.7,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,0.45399999999999996,0.308,0.14,0.098,-0.47,,0.99,1.89,0.99,97.5,,86.4,81.2,0.045,0.183,0.289,,0.098,,,,,,,,,,,,,,,,,,,,,
