,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSL/C,wCU/C,vFA,vFC,vFS,vSL,vCU,FF_ba,CU_ba,SL_ba,FC_ba,ST_ba,FS_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vSI,SI_ba,CH_ba,KC%,wKC/C,vKC
0,2023-09-12,716628,Pop Out,field_out,True,518934,601713,DJ LeMahieu,Nick Pivetta,1,0,0,a9ad2f24-0114-4fa5-a312-7a3e864b7741,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,4.04,3.98,142.2,102.0,119.0,107.0,0.733,11.54,3.15,6.94,1.45,0.87,0.231,0.43799999999999994,0.124,0.354,0.42100000000000004,117.0,102.0,106.0,125.0,101.0,109.0,124.0,107.0,112.0,78.0,104.0,98.0,49.0,109.0,69.0,0.506,0.078,0.005,0.165,0.247,0.57,0.67,-13.1,1.59,-0.09,94.6,88.4,84.8,85.8,79.4,0.214,0.215,0.189,0.267,0.114,0.25,,,,,,,,,,,,,,,,,
1,2023-09-12,716628,Strikeout,strikeout,True,592450,601713,Aaron Judge,Nick Pivetta,0,0,0,6cd23ad4-35ae-450a-a3d7-1d0511ffbfa3,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,4.04,3.98,142.2,102.0,119.0,107.0,0.733,11.54,3.15,6.94,1.45,0.87,0.231,0.43799999999999994,0.124,0.354,0.42100000000000004,117.0,102.0,106.0,125.0,101.0,109.0,124.0,107.0,112.0,78.0,104.0,98.0,49.0,109.0,69.0,0.506,0.078,0.005,0.165,0.247,0.57,0.67,-13.1,1.59,-0.09,94.6,88.4,84.8,85.8,79.4,0.214,0.215,0.189,0.267,0.114,0.25,,,,,,,,,,,,,,,,,
2,2023-09-12,716628,Strikeout,strikeout,True,650402,601713,Gleyber Torres,Nick Pivetta,0,0,0,184e844d-9a35-41c5-b94f-167d9cb3fca1,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,4.04,3.98,142.2,102.0,119.0,107.0,0.733,11.54,3.15,6.94,1.45,0.87,0.231,0.43799999999999994,0.124,0.354,0.42100000000000004,117.0,102.0,106.0,125.0,101.0,109.0,124.0,107.0,112.0,78.0,104.0,98.0,49.0,109.0,69.0,0.506,0.078,0.005,0.165,0.247,0.57,0.67,-13.1,1.59,-0.09,94.6,88.4,84.8,85.8,79.4,0.214,0.215,0.189,0.267,0.114,0.25,,,,,,,,,,,,,,,,,
3,2023-09-12,716628,Groundout,field_out,True,657077,681190,Alex Verdugo,Randy Vásquez,0,0,0,a9b591dc-1b21-48a5-a730-80acefe74c80,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,2.87,5.37,37.2,99.0,100.0,96.0,0.85,7.88,4.3,7.17,1.19,0.87,0.22699999999999998,0.42700000000000005,0.255,0.273,0.405,84.0,101.0,98.0,100.0,101.0,96.0,133.0,103.0,112.0,107.0,85.0,79.0,,,,0.262,0.166,,0.127,0.105,1.16,-1.61,,-1.01,-1.21,94.4,87.7,,80.9,79.7,0.176,0.235,,0.3,0.235,,87.8,83.0,101.0,94.0,89.0,102.0,98.0,0.223,0.11800000000000001,0.44,1.32,94.2,0.235,0.1,,,
4,2023-09-12,716628,Groundout,field_out,True,646240,681190,Rafael Devers,Randy Vásquez,0,0,0,8a593eed-7484-4c2c-81ea-be324c9f0cf2,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,2.87,5.37,37.2,99.0,100.0,96.0,0.85,7.88,4.3,7.17,1.19,0.87,0.22699999999999998,0.42700000000000005,0.255,0.273,0.405,84.0,101.0,98.0,100.0,101.0,96.0,133.0,103.0,112.0,107.0,85.0,79.0,,,,0.262,0.166,,0.127,0.105,1.16,-1.61,,-1.01,-1.21,94.4,87.7,,80.9,79.7,0.176,0.235,,0.3,0.235,,87.8,83.0,101.0,94.0,89.0,102.0,98.0,0.223,0.11800000000000001,0.44,1.32,94.2,0.235,0.1,,,
5,2023-09-12,716628,Groundout,field_out,True,457759,681190,Justin Turner,Randy Vásquez,1,0,0,864074d4-60de-460e-8bed-b77a7dc8e191,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,2.87,5.37,37.2,99.0,100.0,96.0,0.85,7.88,4.3,7.17,1.19,0.87,0.22699999999999998,0.42700000000000005,0.255,0.273,0.405,84.0,101.0,98.0,100.0,101.0,96.0,133.0,103.0,112.0,107.0,85.0,79.0,,,,0.262,0.166,,0.127,0.105,1.16,-1.61,,-1.01,-1.21,94.4,87.7,,80.9,79.7,0.176,0.235,,0.3,0.235,,87.8,83.0,101.0,94.0,89.0,102.0,98.0,0.223,0.11800000000000001,0.44,1.32,94.2,0.235,0.1,,,
6,2023-09-12,716628,Strikeout,strikeout,True,519317,601713,Giancarlo Stanton,Nick Pivetta,0,0,0,ccc2f24b-1186-4d4a-afd5-7077f5281761,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,4.04,3.98,142.2,102.0,119.0,107.0,0.733,11.54,3.15,6.94,1.45,0.87,0.231,0.43799999999999994,0.124,0.354,0.42100000000000004,117.0,102.0,106.0,125.0,101.0,109.0,124.0,107.0,112.0,78.0,104.0,98.0,49.0,109.0,69.0,0.506,0.078,0.005,0.165,0.247,0.57,0.67,-13.1,1.59,-0.09,94.6,88.4,84.8,85.8,79.4,0.214,0.215,0.189,0.267,0.114,0.25,,,,,,,,,,,,,,,,,
7,2023-09-12,716628,Groundout,field_out,True,683011,601713,Anthony Volpe,Nick Pivetta,1,1,0,32a1f364-28b6-4e5d-b9a9-99d7a36f8378,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,4.04,3.98,142.2,102.0,119.0,107.0,0.733,11.54,3.15,6.94,1.45,0.87,0.231,0.43799999999999994,0.124,0.354,0.42100000000000004,117.0,102.0,106.0,125.0,101.0,109.0,124.0,107.0,112.0,78.0,104.0,98.0,49.0,109.0,69.0,0.506,0.078,0.005,0.165,0.247,0.57,0.67,-13.1,1.59,-0.09,94.6,88.4,84.8,85.8,79.4,0.214,0.215,0.189,0.267,0.114,0.25,,,,,,,,,,,,,,,,,
8,2023-09-12,716628,Strikeout,strikeout,True,643396,601713,Isiah Kiner-Falefa,Nick Pivetta,0,0,0,68420d58-b0e7-479f-b233-25480b7eac4a,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,4.04,3.98,142.2,102.0,119.0,107.0,0.733,11.54,3.15,6.94,1.45,0.87,0.231,0.43799999999999994,0.124,0.354,0.42100000000000004,117.0,102.0,106.0,125.0,101.0,109.0,124.0,107.0,112.0,78.0,104.0,98.0,49.0,109.0,69.0,0.506,0.078,0.005,0.165,0.247,0.57,0.67,-13.1,1.59,-0.09,94.6,88.4,84.8,85.8,79.4,0.214,0.215,0.189,0.267,0.114,0.25,,,,,,,,,,,,,,,,,
9,2023-09-12,716628,Single,single,False,671213,681190,Triston Casas,Randy Vásquez,0,0,0,e8b56ef0-9418-4460-b0ba-1dcd3fd747a8,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,2.87,5.37,37.2,99.0,100.0,96.0,0.85,7.88,4.3,7.17,1.19,0.87,0.22699999999999998,0.42700000000000005,0.255,0.273,0.405,84.0,101.0,98.0,100.0,101.0,96.0,133.0,103.0,112.0,107.0,85.0,79.0,,,,0.262,0.166,,0.127,0.105,1.16,-1.61,,-1.01,-1.21,94.4,87.7,,80.9,79.7,0.176,0.235,,0.3,0.235,,87.8,83.0,101.0,94.0,89.0,102.0,98.0,0.223,0.11800000000000001,0.44,1.32,94.2,0.235,0.1,,,
