,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vSL,vKC,SL_ba,FF_ba,CU_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,CU%,wFC/C,wFS/C,wCU/C,vFC,vFS,vCU,FS_ba,FC_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,ST_ba
0,2023-06-20,717675,Strikeout,strikeout,True,543760,656302,Marcus Semien,Dylan Cease,0,0,0,6030c8de-96ff-4e15-a48a-b5c3c74da280,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-20,717675,Walk,walk,False,608369,656302,Corey Seager,Dylan Cease,1,0,0,26f9b22c-0a96-493a-9b3f-b0415b3e425b,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-20,717675,Pop Out,field_out,True,673962,656302,Josh Jung,Dylan Cease,0,0,0,00223770-8a77-4581-b72e-4403344fbdee,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-20,717675,Double,double,False,666969,656302,Adolis García,Dylan Cease,1,0,1,ee1aadd9-279c-4493-b9bc-e37e3c1c11a1,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-06-20,717675,Lineout,field_out,True,663993,656302,Nathaniel Lowe,Dylan Cease,1,0,0,83f0c378-dbc5-4936-beac-554c65dbd19d,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-06-20,717675,Lineout,field_out,True,643217,543135,Andrew Benintendi,Nathan Eovaldi,0,0,0,8c27a0b8-a5c9-4a6c-89ab-ed163da523b2,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,,,,,92.0,97.0,93.0,101.0,113.0,109.0,,,,0.37200000000000005,0.04,,,0.41,-3.23,,,95.1,83.9,,0.303,0.234,0.2,,99.0,104.0,102.0,86.0,98.0,92.0,125.0,101.0,106.0,0.17600000000000002,0.276,0.135,1.33,1.26,0.86,90.6,87.9,76.0,0.196,0.238,,,,,,,,
6,2023-06-20,717675,Single,single,False,683734,543135,Andrew Vaughn,Nathan Eovaldi,1,0,0,418c05b6-6cf8-46d2-b784-7f84d05c1e88,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,,,,,92.0,97.0,93.0,101.0,113.0,109.0,,,,0.37200000000000005,0.04,,,0.41,-3.23,,,95.1,83.9,,0.303,0.234,0.2,,99.0,104.0,102.0,86.0,98.0,92.0,125.0,101.0,106.0,0.17600000000000002,0.276,0.135,1.33,1.26,0.86,90.6,87.9,76.0,0.196,0.238,,,,,,,,
7,2023-06-20,717675,Home Run,home_run,False,650391,543135,Eloy Jiménez,Nathan Eovaldi,0,0,1,8173a675-63b4-4d9d-841b-020acb88c146,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,,,,,92.0,97.0,93.0,101.0,113.0,109.0,,,,0.37200000000000005,0.04,,,0.41,-3.23,,,95.1,83.9,,0.303,0.234,0.2,,99.0,104.0,102.0,86.0,98.0,92.0,125.0,101.0,106.0,0.17600000000000002,0.276,0.135,1.33,1.26,0.86,90.6,87.9,76.0,0.196,0.238,,,,,,,,
8,2023-06-20,717675,Groundout,field_out,True,669394,543135,Jake Burger,Nathan Eovaldi,0,0,0,10d62eb7-e669-4c72-8162-8dcfbded4545,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,,,,,92.0,97.0,93.0,101.0,113.0,109.0,,,,0.37200000000000005,0.04,,,0.41,-3.23,,,95.1,83.9,,0.303,0.234,0.2,,99.0,104.0,102.0,86.0,98.0,92.0,125.0,101.0,106.0,0.17600000000000002,0.276,0.135,1.33,1.26,0.86,90.6,87.9,76.0,0.196,0.238,,,,,,,,
9,2023-06-20,717675,Flyout,field_out,True,657757,543135,Gavin Sheets,Nathan Eovaldi,0,0,0,d9a96c10-0504-4919-873a-56759dea642a,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,,,,,92.0,97.0,93.0,101.0,113.0,109.0,,,,0.37200000000000005,0.04,,,0.41,-3.23,,,95.1,83.9,,0.303,0.234,0.2,,99.0,104.0,102.0,86.0,98.0,92.0,125.0,101.0,106.0,0.17600000000000002,0.276,0.135,1.33,1.26,0.86,90.6,87.9,76.0,0.196,0.238,,,,,,,,
