,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,CH%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFS,vSI,vSL,vCU,SL_ba,FF_ba,CU_ba,CH_ba,FS_ba,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba
0,2023-04-18,718516,Field Error,field_error,False,607043,477132,Brandon Nimmo,Clayton Kershaw,1,0,1,5aa40b00-304c-4bc4-aef9-9810a5859c00,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,2.46,3.77,131.2,100.0,101.0,101.0,0.733,9.36,2.73,6.84,1.3,1.43,0.23,0.493,0.155,0.332,0.425,84.6,34.0,98.0,91.0,94.0,100.0,106.0,96.0,97.0,96.0,90.0,115.0,107.0,112.0,102.0,104.0,116.0,127.0,165.0,0.002,0.369,0.002,0.434,0.175,0.017,0.23,13.51,14.84,2.06,0.13,-0.46,90.7,84.4,90.9,86.5,73.4,0.167,0.281,0.212,0.2,0.0,0.0,,,,,,,,
1,2023-04-18,718516,Strikeout,strikeout,True,516782,477132,Starling Marte,Clayton Kershaw,0,0,0,d7d44ed2-574c-42fd-9b84-69c9de384ed3,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,2.46,3.77,131.2,100.0,101.0,101.0,0.733,9.36,2.73,6.84,1.3,1.43,0.23,0.493,0.155,0.332,0.425,84.6,34.0,98.0,91.0,94.0,100.0,106.0,96.0,97.0,96.0,90.0,115.0,107.0,112.0,102.0,104.0,116.0,127.0,165.0,0.002,0.369,0.002,0.434,0.175,0.017,0.23,13.51,14.84,2.06,0.13,-0.46,90.7,84.4,90.9,86.5,73.4,0.167,0.281,0.212,0.2,0.0,0.0,,,,,,,,
2,2023-04-18,718516,Strikeout,strikeout,True,596019,477132,Francisco Lindor,Clayton Kershaw,0,0,0,b65df364-266e-489a-8e6a-99027659caed,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,2.46,3.77,131.2,100.0,101.0,101.0,0.733,9.36,2.73,6.84,1.3,1.43,0.23,0.493,0.155,0.332,0.425,84.6,34.0,98.0,91.0,94.0,100.0,106.0,96.0,97.0,96.0,90.0,115.0,107.0,112.0,102.0,104.0,116.0,127.0,165.0,0.002,0.369,0.002,0.434,0.175,0.017,0.23,13.51,14.84,2.06,0.13,-0.46,90.7,84.4,90.9,86.5,73.4,0.167,0.281,0.212,0.2,0.0,0.0,,,,,,,,
3,2023-04-18,718516,Strikeout,strikeout,True,624413,477132,Pete Alonso,Clayton Kershaw,0,0,0,598fb444-deaf-4025-bcc2-2eea9de2f8f1,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,2.46,3.77,131.2,100.0,101.0,101.0,0.733,9.36,2.73,6.84,1.3,1.43,0.23,0.493,0.155,0.332,0.425,84.6,34.0,98.0,91.0,94.0,100.0,106.0,96.0,97.0,96.0,90.0,115.0,107.0,112.0,102.0,104.0,116.0,127.0,165.0,0.002,0.369,0.002,0.434,0.175,0.017,0.23,13.51,14.84,2.06,0.13,-0.46,90.7,84.4,90.9,86.5,73.4,0.167,0.281,0.212,0.2,0.0,0.0,,,,,,,,
4,2023-04-18,718516,Strikeout,strikeout,True,681546,656731,James Outman,Tylor Megill,0,0,0,7689754a-89be-4b1c-9efd-d71891f70814,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,,,,96.0,103.0,106.0,116.0,83.0,118.0,,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,,-1.04,-0.05,-0.09,94.9,86.1,,84.4,77.2,0.264,0.314,0.167,0.264,,,,,,,,,,
5,2023-04-18,718516,Single,single,False,518692,656731,Freddie Freeman,Tylor Megill,0,0,0,a70697a6-2ce4-4037-8bd2-24aab29b056f,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,,,,96.0,103.0,106.0,116.0,83.0,118.0,,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,,-1.04,-0.05,-0.09,94.9,86.1,,84.4,77.2,0.264,0.314,0.167,0.264,,,,,,,,,,
6,2023-04-18,718516,Home Run,home_run,False,502110,656731,J.D. Martinez,Tylor Megill,1,1,1,3c627f44-9a8d-43bb-ae6b-0cab563d5a0c,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,,,,96.0,103.0,106.0,116.0,83.0,118.0,,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,,-1.04,-0.05,-0.09,94.9,86.1,,84.4,77.2,0.264,0.314,0.167,0.264,,,,,,,,,,
7,2023-04-18,718516,Walk,walk,False,571970,656731,Max Muncy,Tylor Megill,1,0,0,487398c6-7d97-4fdd-950d-9fbead6319fa,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,,,,96.0,103.0,106.0,116.0,83.0,118.0,,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,,-1.04,-0.05,-0.09,94.9,86.1,,84.4,77.2,0.264,0.314,0.167,0.264,,,,,,,,,,
8,2023-04-18,718516,Flyout,field_out,True,518792,656731,Jason Heyward,Tylor Megill,0,0,0,5b60d68e-169c-463e-9164-5d5022777186,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,,,,96.0,103.0,106.0,116.0,83.0,118.0,,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,,-1.04,-0.05,-0.09,94.9,86.1,,84.4,77.2,0.264,0.314,0.167,0.264,,,,,,,,,,
9,2023-04-18,718516,Strikeout,strikeout,True,678246,656731,Miguel Vargas,Tylor Megill,0,0,0,7c84448d-6f55-432f-8d5a-7c8bb558ecec,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,,,,96.0,103.0,106.0,116.0,83.0,118.0,,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,,-1.04,-0.05,-0.09,94.9,86.1,,84.4,77.2,0.264,0.314,0.167,0.264,,,,,,,,,,
