,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,FF_ba,SL_ba,CH_ba,SI_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,ST_ba
0,2023-08-28,716814,Strikeout,strikeout,True,514888,519242,Jose Altuve,Chris Sale,0,0,0,18ab475e-b478-4184-8149-148fd8fe20c8,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,86.1,81.0,103.0,99.0,99.0,102.0,100.0,98.0,94.0,96.0,92.0,98.0,100.0,0.062,0.43200000000000005,0.375,0.131,0.46,-1.13,0.7,-1.09,93.9,93.3,77.8,0.252,0.162,0.309,0.267,,,,,,,,,,,,,,,,,,,,,
1,2023-08-28,716814,Strikeout,strikeout,True,608324,519242,Alex Bregman,Chris Sale,0,0,0,4b5be4cf-c0d8-41bd-8d06-279409493b0a,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,86.1,81.0,103.0,99.0,99.0,102.0,100.0,98.0,94.0,96.0,92.0,98.0,100.0,0.062,0.43200000000000005,0.375,0.131,0.46,-1.13,0.7,-1.09,93.9,93.3,77.8,0.252,0.162,0.309,0.267,,,,,,,,,,,,,,,,,,,,,
2,2023-08-28,716814,Walk,walk,False,670541,519242,Yordan Alvarez,Chris Sale,0,0,0,69cc4b3c-e7aa-4441-9794-2da2e05d9e33,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,86.1,81.0,103.0,99.0,99.0,102.0,100.0,98.0,94.0,96.0,92.0,98.0,100.0,0.062,0.43200000000000005,0.375,0.131,0.46,-1.13,0.7,-1.09,93.9,93.3,77.8,0.252,0.162,0.309,0.267,,,,,,,,,,,,,,,,,,,,,
3,2023-08-28,716814,Pop Out,field_out,True,663656,519242,Kyle Tucker,Chris Sale,1,0,0,b75373db-ea0e-48a7-8ce6-87ac57e5178a,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,86.1,81.0,103.0,99.0,99.0,102.0,100.0,98.0,94.0,96.0,92.0,98.0,100.0,0.062,0.43200000000000005,0.375,0.131,0.46,-1.13,0.7,-1.09,93.9,93.3,77.8,0.252,0.162,0.309,0.267,,,,,,,,,,,,,,,,,,,,,
4,2023-08-28,716814,Groundout,field_out,True,657077,664299,Alex Verdugo,Cristian Javier,0,0,0,3d0f6132-3750-4178-ab3c-e321af41a704,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,,,,108.0,95.0,102.0,,0.584,0.3,0.040999999999999995,0.44,,-0.09,-1.29,92.7,,79.5,0.236,0.211,0.28,,91.0,99.0,102.0,0.075,-1.17,76.6,0.268,,,,,,,,,,,,,,
5,2023-08-28,716814,Strikeout,strikeout,True,646240,664299,Rafael Devers,Cristian Javier,0,0,0,c3a33073-b834-43ea-b3ac-0aab19c154f1,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,,,,108.0,95.0,102.0,,0.584,0.3,0.040999999999999995,0.44,,-0.09,-1.29,92.7,,79.5,0.236,0.211,0.28,,91.0,99.0,102.0,0.075,-1.17,76.6,0.268,,,,,,,,,,,,,,
6,2023-08-28,716814,Single,single,False,457759,664299,Justin Turner,Cristian Javier,0,0,0,ac6b5247-234c-48c2-961b-e1fe2a7c9a90,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,,,,108.0,95.0,102.0,,0.584,0.3,0.040999999999999995,0.44,,-0.09,-1.29,92.7,,79.5,0.236,0.211,0.28,,91.0,99.0,102.0,0.075,-1.17,76.6,0.268,,,,,,,,,,,,,,
7,2023-08-28,716814,Single,single,False,807799,664299,Masataka Yoshida,Cristian Javier,0,0,1,62415e4f-801f-4ee7-a74f-4f96b8bb6812,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,,,,108.0,95.0,102.0,,0.584,0.3,0.040999999999999995,0.44,,-0.09,-1.29,92.7,,79.5,0.236,0.211,0.28,,91.0,99.0,102.0,0.075,-1.17,76.6,0.268,,,,,,,,,,,,,,
8,2023-08-28,716814,Walk,walk,False,594807,664299,Adam Duvall,Cristian Javier,0,0,1,aef80daa-538e-4ee6-af40-30f5dd6a978b,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,,,,108.0,95.0,102.0,,0.584,0.3,0.040999999999999995,0.44,,-0.09,-1.29,92.7,,79.5,0.236,0.211,0.28,,91.0,99.0,102.0,0.075,-1.17,76.6,0.268,,,,,,,,,,,,,,
9,2023-08-28,716814,Double,double,False,671213,664299,Triston Casas,Cristian Javier,0,0,1,2f7d0869-8895-46f8-a684-73fcea30b1a6,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,,,,108.0,95.0,102.0,,0.584,0.3,0.040999999999999995,0.44,,-0.09,-1.29,92.7,,79.5,0.236,0.211,0.28,,91.0,99.0,102.0,0.075,-1.17,76.6,0.268,,,,,,,,,,,,,,
10,2023-08-28,716814,Strikeout,strikeout,True,596115,664299,Trevor Story,Cristian Javier,0,0,0,bd55c7ad-a614-4860-a315-dc7b51228eed,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,,,,108.0,95.0,102.0,,0.584,0.3,0.040999999999999995,0.44,,-0.09,-1.29,92.7,,79.5,0.236,0.211,0.28,,91.0,99.0,102.0,0.075,-1.17,76.6,0.268,,,,,,,,,,,,,,
11,2023-08-28,716814,Home Run,home_run,False,547989,519242,José Abreu,Chris Sale,1,0,0,24604eed-23c6-4bcd-9c9b-79490889fc13,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,86.1,81.0,103.0,99.0,99.0,102.0,100.0,98.0,94.0,96.0,92.0,98.0,100.0,0.062,0.43200000000000005,0.375,0.131,0.46,-1.13,0.7,-1.09,93.9,93.3,77.8,0.252,0.162,0.309,0.267,,,,,,,,,,,,,,,,,,,,,
12,2023-08-28,716814,Flyout,field_out,True,676801,519242,Chas McCormick,Chris Sale,1,0,0,cb6cc8a4-a136-459c-b859-a5f90a7c7156,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,86.1,81.0,103.0,99.0,99.0,102.0,100.0,98.0,94.0,96.0,92.0,98.0,100.0,0.062,0.43200000000000005,0.375,0.131,0.46,-1.13,0.7,-1.09,93.9,93.3,77.8,0.252,0.162,0.309,0.267,,,,,,,,,,,,,,,,,,,,,
13,2023-08-28,716814,Lineout,field_out,True,673237,519242,Yainer Diaz,Chris Sale,0,0,0,f858f963-947d-463f-900c-61c5a6bfce18,519242.0,chrissale,Sale,Left,Chris Sale,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,86.1,81.0,103.0,99.0,99.0,102.0,100.0,98.0,94.0,96.0,92.0,98.0,100.0,0.062,0.43200000000000005,0.375,0.131,0.46,-1.13,0.7,-1.09,93.9,93.3,77.8,0.252,0.162,0.309,0.267,,,,,,,,,,,,,,,,,,,,,
