,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vFC,vSI,vSL,vCU,vKC,FF_ba,SL_ba,CH_ba,SI_ba,CU_ba,FC_ba,SV_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FO%,wFO/C,vFO
0,2023-08-01,717170,Flyout,field_out,True,643446,425844,Jeff McNeil,Zack Greinke,1,0,0,24bbbd6f-a8a5-4a85-bb00-4767ec8e30c7,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,86.5,84.0,109.0,109.0,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,100.0,113.0,103.0,0.157,0.265,0.07,0.2,0.141,0.0,0.166,0.25,-0.94,-0.92,1.12,-2.99,-3.64,0.06,89.5,85.2,89.8,79.2,72.5,57.9,0.276,0.214,0.241,0.333,0.386,0.32,,,,,,,,,,,,,,,
1,2023-08-01,717170,Strikeout,strikeout,True,682626,425844,Francisco Alvarez,Zack Greinke,0,0,0,ef8f0e96-74e6-40fd-a640-2e2dfbd6df5b,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,86.5,84.0,109.0,109.0,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,100.0,113.0,103.0,0.157,0.265,0.07,0.2,0.141,0.0,0.166,0.25,-0.94,-0.92,1.12,-2.99,-3.64,0.06,89.5,85.2,89.8,79.2,72.5,57.9,0.276,0.214,0.241,0.333,0.386,0.32,,,,,,,,,,,,,,,
2,2023-08-01,717170,Single,single,False,596019,425844,Francisco Lindor,Zack Greinke,0,0,0,420016c8-7c85-4ddf-8cb3-0c1b28b17cee,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,86.5,84.0,109.0,109.0,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,100.0,113.0,103.0,0.157,0.265,0.07,0.2,0.141,0.0,0.166,0.25,-0.94,-0.92,1.12,-2.99,-3.64,0.06,89.5,85.2,89.8,79.2,72.5,57.9,0.276,0.214,0.241,0.333,0.386,0.32,,,,,,,,,,,,,,,
3,2023-08-01,717170,Pickoff 1B,pickoff_1b,True,624413,425844,Pete Alonso,Zack Greinke,0,0,0,66fba69c-5ff2-4b21-b9bf-7f5b65ff69bc,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,86.5,84.0,109.0,109.0,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,100.0,113.0,103.0,0.157,0.265,0.07,0.2,0.141,0.0,0.166,0.25,-0.94,-0.92,1.12,-2.99,-3.64,0.06,89.5,85.2,89.8,79.2,72.5,57.9,0.276,0.214,0.241,0.333,0.386,0.32,,,,,,,,,,,,,,,
4,2023-08-01,717170,Walk,walk,False,672580,500779,Maikel Garcia,Jose Quintana,1,0,0,bc661699-fe27-4a0b-bb8e-7f2d882db0e8,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,,,,,,,0.32299999999999995,0.242,,,0.253,,0.18100000000000002,-2.28,,3.29,,1.45,,-1.18,90.2,,90.4,,77.2,,0.391,,0.276,0.196,0.214,,0.211,,,,,,,,,,,,,,
5,2023-08-01,717170,Pop Out,field_out,True,677951,500779,Bobby Witt Jr.,Jose Quintana,0,0,0,4f750783-5610-4151-a304-30dc3e9c3e04,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,,,,,,,0.32299999999999995,0.242,,,0.253,,0.18100000000000002,-2.28,,3.29,,1.45,,-1.18,90.2,,90.4,,77.2,,0.391,,0.276,0.196,0.214,,0.211,,,,,,,,,,,,,,
6,2023-08-01,717170,Walk,walk,False,669004,500779,MJ Melendez,Jose Quintana,1,0,1,842f9780-5801-45c9-b0d4-a2133834894a,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,,,,,,,0.32299999999999995,0.242,,,0.253,,0.18100000000000002,-2.28,,3.29,,1.45,,-1.18,90.2,,90.4,,77.2,,0.391,,0.276,0.196,0.214,,0.211,,,,,,,,,,,,,,
7,2023-08-01,717170,Groundout,field_out,True,521692,500779,Salvador Perez,Jose Quintana,0,0,1,7522a5fa-8e8b-4ebc-9927-3c91eab7a09a,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,,,,,,,0.32299999999999995,0.242,,,0.253,,0.18100000000000002,-2.28,,3.29,,1.45,,-1.18,90.2,,90.4,,77.2,,0.391,,0.276,0.196,0.214,,0.211,,,,,,,,,,,,,,
8,2023-08-01,717170,Lineout,field_out,True,666023,500779,Freddy Fermin,Jose Quintana,1,0,0,af8f175c-454a-4e21-ba77-18c2cf2b9c85,500779.0,josequintana,Quintana,Left,Jose Quintana,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.28600000000000003,0.349,85.8,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,78.0,99.0,91.0,,,,,,,0.32299999999999995,0.242,,,0.253,,0.18100000000000002,-2.28,,3.29,,1.45,,-1.18,90.2,,90.4,,77.2,,0.391,,0.276,0.196,0.214,,0.211,,,,,,,,,,,,,,
9,2023-08-01,717170,Home Run,home_run,False,624413,425844,Pete Alonso,Zack Greinke,0,0,0,4b190be4-23d1-45d1-bd08-22beab160267,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,86.5,84.0,109.0,109.0,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,100.0,113.0,103.0,0.157,0.265,0.07,0.2,0.141,0.0,0.166,0.25,-0.94,-0.92,1.12,-2.99,-3.64,0.06,89.5,85.2,89.8,79.2,72.5,57.9,0.276,0.214,0.241,0.333,0.386,0.32,,,,,,,,,,,,,,,
