,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSL/C,wCH/C,vFA,vFC,vSL,FF_ba,SL_ba,FC_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,CU_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,SV_ba
0,2023-04-19,718506,Single,single,False,663538,695243,Nico Hoerner,Mason Miller,0,0,0,b7b8e53e-feec-4a81-b4dc-f81aff8ae856,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,136.0,98.0,106.0,113.0,97.0,104.0,117.0,95.0,100.0,0.555,0.158,0.23800000000000002,0.049,0.94,-1.76,1.87,1.62,98.3,94.1,85.8,0.219,0.118,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-19,718506,Pop Out,field_out,True,621020,695243,Dansby Swanson,Mason Miller,0,0,0,04b4494e-0a1a-4bae-b55c-4d8f3f21a2e4,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,136.0,98.0,106.0,113.0,97.0,104.0,117.0,95.0,100.0,0.555,0.158,0.23800000000000002,0.049,0.94,-1.76,1.87,1.62,98.3,94.1,85.8,0.219,0.118,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-19,718506,Double Play,double_play,True,664023,695243,Ian Happ,Mason Miller,0,0,1,ac1bb069-c365-47e4-97c7-12f418a757e2,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,136.0,98.0,106.0,113.0,97.0,104.0,117.0,95.0,100.0,0.555,0.158,0.23800000000000002,0.049,0.94,-1.76,1.87,1.62,98.3,94.1,85.8,0.219,0.118,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-19,718506,Hit By Pitch,hit_by_pitch,False,665923,657006,Esteury Ruiz,Justin Steele,1,0,0,89e6f314-8d99-4166-bdb8-f1e1a4b8f8c4,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,88.0,102.0,98.0,123.0,104.0,111.0,,,,0.626,,0.33899999999999997,0.01,0.67,,0.54,-1.94,91.8,,83.3,0.275,0.217,,0.4,87.0,98.0,109.0,45.0,95.0,88.0,0.018000000000000002,0.006,0.89,2.44,92.2,80.7,0.25,0.0,,,,,,,,,
4,2023-04-19,718506,Strikeout,strikeout,True,649557,657006,Aledmys Díaz,Justin Steele,0,0,1,5d08cd02-9054-4a52-ad45-fc1f04ec3d05,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,88.0,102.0,98.0,123.0,104.0,111.0,,,,0.626,,0.33899999999999997,0.01,0.67,,0.54,-1.94,91.8,,83.3,0.275,0.217,,0.4,87.0,98.0,109.0,45.0,95.0,88.0,0.018000000000000002,0.006,0.89,2.44,92.2,80.7,0.25,0.0,,,,,,,,,
5,2023-04-19,718506,Groundout,field_out,True,542583,657006,Jesús Aguilar,Justin Steele,0,0,1,48741d3f-7045-4b3b-955a-6253d90504b4,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,88.0,102.0,98.0,123.0,104.0,111.0,,,,0.626,,0.33899999999999997,0.01,0.67,,0.54,-1.94,91.8,,83.3,0.275,0.217,,0.4,87.0,98.0,109.0,45.0,95.0,88.0,0.018000000000000002,0.006,0.89,2.44,92.2,80.7,0.25,0.0,,,,,,,,,
6,2023-04-19,718506,Strikeout,strikeout,True,669127,657006,Shea Langeliers,Justin Steele,0,0,0,a3d2ab73-59bf-45c8-abc9-7a1b6af76b6b,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,88.0,102.0,98.0,123.0,104.0,111.0,,,,0.626,,0.33899999999999997,0.01,0.67,,0.54,-1.94,91.8,,83.3,0.275,0.217,,0.4,87.0,98.0,109.0,45.0,95.0,88.0,0.018000000000000002,0.006,0.89,2.44,92.2,80.7,0.25,0.0,,,,,,,,,
7,2023-04-19,718506,Strikeout,strikeout,True,641355,695243,Cody Bellinger,Mason Miller,0,0,0,6d522b20-ce92-49e5-bc1f-b299d509a0b8,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,136.0,98.0,106.0,113.0,97.0,104.0,117.0,95.0,100.0,0.555,0.158,0.23800000000000002,0.049,0.94,-1.76,1.87,1.62,98.3,94.1,85.8,0.219,0.118,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,,
8,2023-04-19,718506,Strikeout,strikeout,True,621458,695243,Edwin Ríos,Mason Miller,0,0,0,0d3388ea-2e57-49d5-87e3-76ee0b9d3341,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,136.0,98.0,106.0,113.0,97.0,104.0,117.0,95.0,100.0,0.555,0.158,0.23800000000000002,0.049,0.94,-1.76,1.87,1.62,98.3,94.1,85.8,0.219,0.118,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,,
9,2023-04-19,718506,Strikeout,strikeout,True,621550,695243,Patrick Wisdom,Mason Miller,0,0,0,e54f86df-5b2d-4655-94fc-4b49f89d769a,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,136.0,98.0,106.0,113.0,97.0,104.0,117.0,95.0,100.0,0.555,0.158,0.23800000000000002,0.049,0.94,-1.76,1.87,1.62,98.3,94.1,85.8,0.219,0.118,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,,
10,2023-04-19,718506,Groundout,field_out,True,542208,657006,Carlos Pérez,Justin Steele,1,0,0,80c4957d-d74b-4102-8aae-545bd777ff8c,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,88.0,102.0,98.0,123.0,104.0,111.0,,,,0.626,,0.33899999999999997,0.01,0.67,,0.54,-1.94,91.8,,83.3,0.275,0.217,,0.4,87.0,98.0,109.0,45.0,95.0,88.0,0.018000000000000002,0.006,0.89,2.44,92.2,80.7,0.25,0.0,,,,,,,,,
11,2023-04-19,718506,Groundout,field_out,True,675656,657006,Kevin Smith,Justin Steele,0,0,0,9c5a7e21-1a1d-41b2-bd5b-15bcf3b1860d,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,88.0,102.0,98.0,123.0,104.0,111.0,,,,0.626,,0.33899999999999997,0.01,0.67,,0.54,-1.94,91.8,,83.3,0.275,0.217,,0.4,87.0,98.0,109.0,45.0,95.0,88.0,0.018000000000000002,0.006,0.89,2.44,92.2,80.7,0.25,0.0,,,,,,,,,
12,2023-04-19,718506,Strikeout,strikeout,True,642180,657006,Tyler Wade,Justin Steele,0,0,0,0a1f1b0e-65a4-43c2-9007-eb8ae3b42934,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,88.0,102.0,98.0,123.0,104.0,111.0,,,,0.626,,0.33899999999999997,0.01,0.67,,0.54,-1.94,91.8,,83.3,0.275,0.217,,0.4,87.0,98.0,109.0,45.0,95.0,88.0,0.018000000000000002,0.006,0.89,2.44,92.2,80.7,0.25,0.0,,,,,,,,,
13,2023-04-19,718506,Pop Out,field_out,True,543333,695243,Eric Hosmer,Mason Miller,0,0,0,1b528581-3ae6-45bc-aad6-5b548ec23d36,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,136.0,98.0,106.0,113.0,97.0,104.0,117.0,95.0,100.0,0.555,0.158,0.23800000000000002,0.049,0.94,-1.76,1.87,1.62,98.3,94.1,85.8,0.219,0.118,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,,
14,2023-04-19,718506,Flyout,field_out,True,663611,695243,Nick Madrigal,Mason Miller,1,0,0,c9b56cbd-f0e7-4e15-8362-a5bb80814c0d,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,136.0,98.0,106.0,113.0,97.0,104.0,117.0,95.0,100.0,0.555,0.158,0.23800000000000002,0.049,0.94,-1.76,1.87,1.62,98.3,94.1,85.8,0.219,0.118,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,,
15,2023-04-19,718506,Hit By Pitch,hit_by_pitch,False,571466,695243,Tucker Barnhart,Mason Miller,1,1,0,f7202554-9797-47ac-836b-0d285305976e,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,136.0,98.0,106.0,113.0,97.0,104.0,117.0,95.0,100.0,0.555,0.158,0.23800000000000002,0.049,0.94,-1.76,1.87,1.62,98.3,94.1,85.8,0.219,0.118,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,,
16,2023-04-19,718506,Groundout,field_out,True,663538,695243,Nico Hoerner,Mason Miller,1,0,0,babeb34e-fad5-43c2-b3f3-b96183cb7c63,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,136.0,98.0,106.0,113.0,97.0,104.0,117.0,95.0,100.0,0.555,0.158,0.23800000000000002,0.049,0.94,-1.76,1.87,1.62,98.3,94.1,85.8,0.219,0.118,0.375,0.0,,,,,,,,,,,,,,,,,,,,,,,
17,2023-04-19,718506,Lineout,field_out,True,672478,657006,Jordan Diaz,Justin Steele,1,0,0,93979254-8c71-45cb-b27b-c6c7e6f83778,657006.0,justinsteele,Steele,Left,Justin Steele,3.06,3.5,173.1,102.0,99.0,102.0,0.7809999999999999,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.5,69.0,85.0,78.0,88.0,102.0,98.0,123.0,104.0,111.0,,,,0.626,,0.33899999999999997,0.01,0.67,,0.54,-1.94,91.8,,83.3,0.275,0.217,,0.4,87.0,98.0,109.0,45.0,95.0,88.0,0.018000000000000002,0.006,0.89,2.44,92.2,80.7,0.25,0.0,,,,,,,,,
