,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,CU_ba,FC_ba,FF_ba,CH_ba,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,ST_ba,SI_ba
0,2023-05-07,718268,Flyout,field_out,True,665923,642232,Esteury Ruiz,Ryan Yarbrough,1,0,0,4964bb46-d34c-484e-8075-82fcc8d9edd5,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,102.0,98.0,108.0,76.0,108.0,89.0,77.0,106.0,93.0,0.002,0.308,0.248,0.26,0.182,0.59,1.48,1.21,-0.24,-2.4,87.0,84.2,88.2,71.9,0.208,0.289,0.283,0.329,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-07,718268,Flyout,field_out,True,676116,642232,Ryan Noda,Ryan Yarbrough,0,0,0,b446f228-0e9e-478e-b16c-c141f17e2269,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,102.0,98.0,108.0,76.0,108.0,89.0,77.0,106.0,93.0,0.002,0.308,0.248,0.26,0.182,0.59,1.48,1.21,-0.24,-2.4,87.0,84.2,88.2,71.9,0.208,0.289,0.283,0.329,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-07,718268,Strikeout,strikeout,True,667670,642232,Brent Rooker,Ryan Yarbrough,0,0,0,f7c0ff9d-51e9-4428-8872-74eee3d42f24,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,102.0,98.0,108.0,76.0,108.0,89.0,77.0,106.0,93.0,0.002,0.308,0.248,0.26,0.182,0.59,1.48,1.21,-0.24,-2.4,87.0,84.2,88.2,71.9,0.208,0.289,0.283,0.329,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-07,718268,Flyout,field_out,True,677951,695243,Bobby Witt Jr.,Mason Miller,0,0,0,411db9b2-f9db-433b-94a8-35f5e883f493,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,,,,,,,117.0,95.0,100.0,,0.555,0.158,,0.049,0.94,-1.76,,,1.62,98.3,94.1,,,,0.375,0.219,0.0,136.0,98.0,106.0,113.0,97.0,104.0,0.23800000000000002,1.87,85.8,0.118,,,,,,,,,,,,,,,
4,2023-05-07,718268,Pop Out,field_out,True,686469,695243,Vinnie Pasquantino,Mason Miller,1,0,0,8ca24cfa-9cad-4868-b083-2f797dde90d6,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,,,,,,,117.0,95.0,100.0,,0.555,0.158,,0.049,0.94,-1.76,,,1.62,98.3,94.1,,,,0.375,0.219,0.0,136.0,98.0,106.0,113.0,97.0,104.0,0.23800000000000002,1.87,85.8,0.118,,,,,,,,,,,,,,,
5,2023-05-07,718268,Home Run,home_run,False,521692,695243,Salvador Perez,Mason Miller,1,1,0,fde2643b-bd7d-4037-8a6a-fb97763fea59,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,,,,,,,117.0,95.0,100.0,,0.555,0.158,,0.049,0.94,-1.76,,,1.62,98.3,94.1,,,,0.375,0.219,0.0,136.0,98.0,106.0,113.0,97.0,104.0,0.23800000000000002,1.87,85.8,0.118,,,,,,,,,,,,,,,
6,2023-05-07,718268,Strikeout,strikeout,True,669004,695243,MJ Melendez,Mason Miller,0,0,0,05c30f25-75b3-4bb1-bba9-7cb29db0e626,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,,,,,,,117.0,95.0,100.0,,0.555,0.158,,0.049,0.94,-1.76,,,1.62,98.3,94.1,,,,0.375,0.219,0.0,136.0,98.0,106.0,113.0,97.0,104.0,0.23800000000000002,1.87,85.8,0.118,,,,,,,,,,,,,,,
7,2023-05-07,718268,Pop Out,field_out,True,542583,642232,Jesús Aguilar,Ryan Yarbrough,1,0,0,b4f946a8-8d37-4b2b-9257-7cb0a651ede1,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,102.0,98.0,108.0,76.0,108.0,89.0,77.0,106.0,93.0,0.002,0.308,0.248,0.26,0.182,0.59,1.48,1.21,-0.24,-2.4,87.0,84.2,88.2,71.9,0.208,0.289,0.283,0.329,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-05-07,718268,Pop Out,field_out,True,657656,642232,Ramón Laureano,Ryan Yarbrough,0,0,0,8f4bcb2e-3eb1-4516-b865-26cd0475270a,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,102.0,98.0,108.0,76.0,108.0,89.0,77.0,106.0,93.0,0.002,0.308,0.248,0.26,0.182,0.59,1.48,1.21,-0.24,-2.4,87.0,84.2,88.2,71.9,0.208,0.289,0.283,0.329,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-05-07,718268,Single,single,False,542208,642232,Carlos Pérez,Ryan Yarbrough,1,0,0,2e9f87f3-2faf-4865-b881-dd06e256ab60,642232.0,ryanyarbrough,Yarbrough,Left,Ryan Yarbrough,4.52,4.39,89.2,105.0,79.0,97.0,0.794,6.72,1.41,9.64,1.3,0.95,0.267,0.358,0.21899999999999997,0.285,0.444,78.5,61.0,105.0,94.0,102.0,98.0,108.0,76.0,108.0,89.0,77.0,106.0,93.0,0.002,0.308,0.248,0.26,0.182,0.59,1.48,1.21,-0.24,-2.4,87.0,84.2,88.2,71.9,0.208,0.289,0.283,0.329,,,,,,,,,,,,,,,,,,,,,,,,,
