,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,CH%,wFA/C,wFS/C,wSL/C,wCU/C,wCH/C,vFA,vFS,vSL,vCU,FF_ba,SL_ba,CH_ba,CU_ba,ST_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,FC_ba
0,2023-08-28,716818,Lineout,field_out,True,543760,656731,Marcus Semien,Tylor Megill,0,0,0,2cc97f01-b6c4-4b8a-9592-ecf302e28c4e,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,
1,2023-08-28,716818,Strikeout,strikeout,True,608369,656731,Corey Seager,Tylor Megill,0,0,0,d5bc0c68-52c4-4ffc-bdc3-1ea6a4e1532e,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,
2,2023-08-28,716818,Single,single,False,663993,656731,Nathaniel Lowe,Tylor Megill,1,0,0,b3cfece3-ea89-4889-8bed-ca6f32976f7a,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,
3,2023-08-28,716818,Forceout,force_out,True,666969,656731,Adolis García,Tylor Megill,1,0,1,4e3564f6-4868-4dbc-86dd-a94f702e43f8,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,
4,2023-08-28,716818,Strikeout,strikeout,True,607043,592351,Brandon Nimmo,Jon Gray,0,0,0,f349ce23-aaa7-49be-8a13-e5ede726a727,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,,,,0.424,,0.39799999999999996,0.062,0.11599999999999999,-1.83,,2.33,-1.69,1.71,95.7,,87.2,78.2,0.346,0.194,0.211,0.263,0.105,,,,,,,,,,,,,,
5,2023-08-28,716818,Strikeout,strikeout,True,596019,592351,Francisco Lindor,Jon Gray,0,0,0,2a0b13f6-6446-433c-9461-1ef8cb22c040,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,,,,0.424,,0.39799999999999996,0.062,0.11599999999999999,-1.83,,2.33,-1.69,1.71,95.7,,87.2,78.2,0.346,0.194,0.211,0.263,0.105,,,,,,,,,,,,,,
6,2023-08-28,716818,Flyout,field_out,True,643446,592351,Jeff McNeil,Jon Gray,1,0,0,07037f7d-8e96-4057-b11f-5147f54c7d82,592351.0,jongray,"Gray, Jn",Right,Jon Gray,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.28800000000000003,0.348,0.157,0.324,0.43700000000000006,88.8,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,,,,0.424,,0.39799999999999996,0.062,0.11599999999999999,-1.83,,2.33,-1.69,1.71,95.7,,87.2,78.2,0.346,0.194,0.211,0.263,0.105,,,,,,,,,,,,,,
7,2023-08-28,716818,Lineout,field_out,True,543257,656731,Robbie Grossman,Tylor Megill,1,1,0,60528197-e2cd-48c0-8f75-0e80e87f4d35,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,
8,2023-08-28,716818,Strikeout,strikeout,True,679881,656731,J.P. Martínez,Tylor Megill,0,0,0,fb3f53c0-c513-4cfb-a0ad-60aa63de8c92,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,
9,2023-08-28,716818,Strikeout,strikeout,True,641680,656731,Jonah Heim,Tylor Megill,0,0,0,73b8b6e8-ed9e-42ae-ad19-068000ef04b1,656731.0,tylormegill,Megill,Right,Tylor Megill,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.12300000000000001,0.32,0.414,87.9,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.20600000000000002,0.086,0.149,-0.4,5.58,-1.04,-0.05,-0.09,94.9,86.1,84.4,77.2,0.314,0.264,0.264,0.167,,,,,,,,,,,,,,,
