,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,CH%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFS,vSI,vSL,vCU,SL_ba,FF_ba,CU_ba,CH_ba,FS_ba,SI_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba
0,2023-06-02,717917,Single,single,False,650402,477132,Gleyber Torres,Clayton Kershaw,0,0,0,86d80586-a784-41b3-b5a6-45f322175545,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,2.46,3.77,131.2,100.0,101.0,101.0,0.733,9.36,2.73,6.84,1.3,1.43,0.23,0.493,0.155,0.332,0.425,84.6,34.0,98.0,91.0,94.0,100.0,106.0,96.0,97.0,96.0,90.0,115.0,107.0,112.0,102.0,104.0,116.0,127.0,165.0,0.002,0.369,0.002,0.434,0.175,0.017,0.23,13.51,14.84,2.06,0.13,-0.46,90.7,84.4,90.9,86.5,73.4,0.167,0.281,0.212,0.2,0.0,0.0,,,,,,,,
1,2023-06-02,717917,Grounded Into DP,grounded_into_double_play,True,592450,477132,Aaron Judge,Clayton Kershaw,0,0,1,6b3eedc1-7e69-4c76-88d9-1b0381b69fd7,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,2.46,3.77,131.2,100.0,101.0,101.0,0.733,9.36,2.73,6.84,1.3,1.43,0.23,0.493,0.155,0.332,0.425,84.6,34.0,98.0,91.0,94.0,100.0,106.0,96.0,97.0,96.0,90.0,115.0,107.0,112.0,102.0,104.0,116.0,127.0,165.0,0.002,0.369,0.002,0.434,0.175,0.017,0.23,13.51,14.84,2.06,0.13,-0.46,90.7,84.4,90.9,86.5,73.4,0.167,0.281,0.212,0.2,0.0,0.0,,,,,,,,
2,2023-06-02,717917,Strikeout,strikeout,True,519203,477132,Anthony Rizzo,Clayton Kershaw,0,0,0,7119a618-3531-4b4f-b2f9-d7020b76a36c,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,2.46,3.77,131.2,100.0,101.0,101.0,0.733,9.36,2.73,6.84,1.3,1.43,0.23,0.493,0.155,0.332,0.425,84.6,34.0,98.0,91.0,94.0,100.0,106.0,96.0,97.0,96.0,90.0,115.0,107.0,112.0,102.0,104.0,116.0,127.0,165.0,0.002,0.369,0.002,0.434,0.175,0.017,0.23,13.51,14.84,2.06,0.13,-0.46,90.7,84.4,90.9,86.5,73.4,0.167,0.281,0.212,0.2,0.0,0.0,,,,,,,,
3,2023-06-02,717917,Home Run,home_run,False,605141,622663,Mookie Betts,Luis Severino,0,0,0,4f48f245-a80e-42ab-a87a-36260d83c40b,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,,,,103.0,104.0,98.0,92.0,91.0,87.0,126.0,109.0,117.0,,,,0.027999999999999997,0.449,,0.188,,0.18600000000000003,-2.42,,5.41,-2.59,,-1.4,96.5,,95.7,84.7,,0.289,0.355,,0.279,,0.091,110.0,100.0,98.0,0.15,-0.08,90.8,0.208,
4,2023-06-02,717917,Groundout,field_out,True,518692,622663,Freddie Freeman,Luis Severino,0,0,0,d464e681-63de-46d9-86e9-aadfcb60921c,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,,,,103.0,104.0,98.0,92.0,91.0,87.0,126.0,109.0,117.0,,,,0.027999999999999997,0.449,,0.188,,0.18600000000000003,-2.42,,5.41,-2.59,,-1.4,96.5,,95.7,84.7,,0.289,0.355,,0.279,,0.091,110.0,100.0,98.0,0.15,-0.08,90.8,0.208,
5,2023-06-02,717917,Single,single,False,669257,622663,Will Smith,Luis Severino,0,0,0,f5ce39ce-8f11-43af-ae50-fbe9a51eb753,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,,,,103.0,104.0,98.0,92.0,91.0,87.0,126.0,109.0,117.0,,,,0.027999999999999997,0.449,,0.188,,0.18600000000000003,-2.42,,5.41,-2.59,,-1.4,96.5,,95.7,84.7,,0.289,0.355,,0.279,,0.091,110.0,100.0,98.0,0.15,-0.08,90.8,0.208,
6,2023-06-02,717917,Home Run,home_run,False,571970,622663,Max Muncy,Luis Severino,1,0,1,859979ef-7e7f-4c06-ab84-ef88a76ac981,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,,,,103.0,104.0,98.0,92.0,91.0,87.0,126.0,109.0,117.0,,,,0.027999999999999997,0.449,,0.188,,0.18600000000000003,-2.42,,5.41,-2.59,,-1.4,96.5,,95.7,84.7,,0.289,0.355,,0.279,,0.091,110.0,100.0,98.0,0.15,-0.08,90.8,0.208,
7,2023-06-02,717917,Single,single,False,502110,622663,J.D. Martinez,Luis Severino,1,0,0,ece0664a-18b4-4026-ac82-5f62fc4a7187,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,,,,103.0,104.0,98.0,92.0,91.0,87.0,126.0,109.0,117.0,,,,0.027999999999999997,0.449,,0.188,,0.18600000000000003,-2.42,,5.41,-2.59,,-1.4,96.5,,95.7,84.7,,0.289,0.355,,0.279,,0.091,110.0,100.0,98.0,0.15,-0.08,90.8,0.208,
8,2023-06-02,717917,Single,single,False,518792,622663,Jason Heyward,Luis Severino,0,0,1,cd1dc224-6695-41af-a1cb-4c438562e4ff,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,,,,103.0,104.0,98.0,92.0,91.0,87.0,126.0,109.0,117.0,,,,0.027999999999999997,0.449,,0.188,,0.18600000000000003,-2.42,,5.41,-2.59,,-1.4,96.5,,95.7,84.7,,0.289,0.355,,0.279,,0.091,110.0,100.0,98.0,0.15,-0.08,90.8,0.208,
9,2023-06-02,717917,Single,single,False,678246,622663,Miguel Vargas,Luis Severino,0,0,1,a193d35e-2005-49af-9415-9d6ac0514a37,622663.0,luisseverino,"Severino, L",Right,Luis Severino,6.65,5.89,89.1,103.0,104.0,101.0,0.8220000000000001,7.96,3.43,11.38,2.32,1.14,0.248,0.39899999999999997,0.14400000000000002,0.34600000000000003,0.447,86.7,80.0,99.0,97.0,,,,103.0,104.0,98.0,92.0,91.0,87.0,126.0,109.0,117.0,,,,0.027999999999999997,0.449,,0.188,,0.18600000000000003,-2.42,,5.41,-2.59,,-1.4,96.5,,95.7,84.7,,0.289,0.355,,0.279,,0.091,110.0,100.0,98.0,0.15,-0.08,90.8,0.208,
