,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSL,vCU,FF_ba,FC_ba,SL_ba,CH_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,SI_ba,FS_ba
10,2023-03-28,719409,Groundout,field_out,True,572233,615698,Christian Walker,Cal Quantrill,0,0,0,a782b841-9300-41cb-ae51-0cbed57b059d,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,,,,103.0,94.0,93.0,0.01,0.24100000000000002,,0.109,0.10099999999999999,-2.44,-0.89,,1.28,-2.42,93.8,88.1,,82.0,0.333,0.33,,0.344,0.188,86.0,96.0,90.0,113.0,104.0,104.0,0.41600000000000004,0.12300000000000001,-1.13,0.18,86.8,93.7,0.277,0.241
11,2023-03-28,719409,Walk,walk,False,682998,615698,Corbin Carroll,Cal Quantrill,0,0,0,bee48556-ea78-47e9-9e02-cdc2dadbffbf,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,,,,103.0,94.0,93.0,0.01,0.24100000000000002,,0.109,0.10099999999999999,-2.44,-0.89,,1.28,-2.42,93.8,88.1,,82.0,0.333,0.33,,0.344,0.188,86.0,96.0,90.0,113.0,104.0,104.0,0.41600000000000004,0.12300000000000001,-1.13,0.18,86.8,93.7,0.277,0.241
12,2023-03-28,719409,Flyout,field_out,True,664983,615698,Jake McCarthy,Cal Quantrill,0,0,0,c7a3c488-d9aa-447d-963f-78b144361d50,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,,,,103.0,94.0,93.0,0.01,0.24100000000000002,,0.109,0.10099999999999999,-2.44,-0.89,,1.28,-2.42,93.8,88.1,,82.0,0.333,0.33,,0.344,0.188,86.0,96.0,90.0,113.0,104.0,104.0,0.41600000000000004,0.12300000000000001,-1.13,0.18,86.8,93.7,0.277,0.241
13,2023-03-28,719409,Hit By Pitch,hit_by_pitch,False,672515,615698,Gabriel Moreno,Cal Quantrill,0,0,1,d2b67925-f719-4ef2-8790-62c83eed4e9f,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,,,,103.0,94.0,93.0,0.01,0.24100000000000002,,0.109,0.10099999999999999,-2.44,-0.89,,1.28,-2.42,93.8,88.1,,82.0,0.333,0.33,,0.344,0.188,86.0,96.0,90.0,113.0,104.0,104.0,0.41600000000000004,0.12300000000000001,-1.13,0.18,86.8,93.7,0.277,0.241
14,2023-03-28,719409,Hit By Pitch,hit_by_pitch,False,677950,615698,Alek Thomas,Cal Quantrill,0,0,1,f8226d8a-6cf4-4ca9-8284-a2018dc81f91,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,,,,103.0,94.0,93.0,0.01,0.24100000000000002,,0.109,0.10099999999999999,-2.44,-0.89,,1.28,-2.42,93.8,88.1,,82.0,0.333,0.33,,0.344,0.188,86.0,96.0,90.0,113.0,104.0,104.0,0.41600000000000004,0.12300000000000001,-1.13,0.18,86.8,93.7,0.277,0.241
15,2023-03-28,719409,Walk,walk,False,672695,615698,Geraldo Perdomo,Cal Quantrill,0,0,1,02aa69b0-571b-4678-a2bb-be216ddbab1a,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,,,,103.0,94.0,93.0,0.01,0.24100000000000002,,0.109,0.10099999999999999,-2.44,-0.89,,1.28,-2.42,93.8,88.1,,82.0,0.333,0.33,,0.344,0.188,86.0,96.0,90.0,113.0,104.0,104.0,0.41600000000000004,0.12300000000000001,-1.13,0.18,86.8,93.7,0.277,0.241
16,2023-03-28,719409,Flyout,field_out,True,446334,615698,Evan Longoria,Cal Quantrill,1,0,0,3e40a652-a772-4ace-b926-5af32f14405e,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,,,,103.0,94.0,93.0,0.01,0.24100000000000002,,0.109,0.10099999999999999,-2.44,-0.89,,1.28,-2.42,93.8,88.1,,82.0,0.333,0.33,,0.344,0.188,86.0,96.0,90.0,113.0,104.0,104.0,0.41600000000000004,0.12300000000000001,-1.13,0.18,86.8,93.7,0.277,0.241
17,2023-03-28,719409,Double,double,False,664702,669194,Myles Straw,Ryne Nelson,0,0,0,fc5d03d8-6e54-4303-b24a-17b806204ac4,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,101.0,111.0,105.0,0.546,0.135,0.134,0.052000000000000005,0.133,-0.72,-1.72,0.52,-2.44,-0.16,94.4,85.6,81.7,76.4,0.308,0.326,0.177,0.203,0.429,,,,,,,,,,,,,,
18,2023-03-28,719409,Lineout,field_out,True,682657,669194,Angel Martínez,Ryne Nelson,0,0,0,e8c79d51-e920-4b6e-ba26-142bdd516a4d,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,101.0,111.0,105.0,0.546,0.135,0.134,0.052000000000000005,0.133,-0.72,-1.72,0.52,-2.44,-0.16,94.4,85.6,81.7,76.4,0.308,0.326,0.177,0.203,0.429,,,,,,,,,,,,,,
19,2023-03-28,719409,Single,single,False,680757,669194,Steven Kwan,Ryne Nelson,1,0,1,9f3c30ab-ef19-4a37-95ce-097d6f27bd74,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,101.0,111.0,105.0,0.546,0.135,0.134,0.052000000000000005,0.133,-0.72,-1.72,0.52,-2.44,-0.16,94.4,85.6,81.7,76.4,0.308,0.326,0.177,0.203,0.429,,,,,,,,,,,,,,
20,2023-03-28,719409,Sac Fly,sac_fly,True,642708,669194,Amed Rosario,Ryne Nelson,0,0,1,45950fd9-c1f7-4e0e-8ba4-125ff3fa8256,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,101.0,111.0,105.0,0.546,0.135,0.134,0.052000000000000005,0.133,-0.72,-1.72,0.52,-2.44,-0.16,94.4,85.6,81.7,76.4,0.308,0.326,0.177,0.203,0.429,,,,,,,,,,,,,,
21,2023-03-28,719409,Strikeout,strikeout,True,686823,669194,Will Brennan,Ryne Nelson,0,0,0,fd216d68-f290-47eb-a527-51eb5be67121,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,101.0,111.0,105.0,0.546,0.135,0.134,0.052000000000000005,0.133,-0.72,-1.72,0.52,-2.44,-0.16,94.4,85.6,81.7,76.4,0.308,0.326,0.177,0.203,0.429,,,,,,,,,,,,,,
22,2023-03-28,719409,Single,single,False,606466,615698,Ketel Marte,Cal Quantrill,0,0,0,8a43a0c7-5170-4cc6-a550-fbc610dc70ba,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,,,,103.0,94.0,93.0,0.01,0.24100000000000002,,0.109,0.10099999999999999,-2.44,-0.89,,1.28,-2.42,93.8,88.1,,82.0,0.333,0.33,,0.344,0.188,86.0,96.0,90.0,113.0,104.0,104.0,0.41600000000000004,0.12300000000000001,-1.13,0.18,86.8,93.7,0.277,0.241
23,2023-03-28,719409,Double Play,double_play,True,641786,615698,Kyle Lewis,Cal Quantrill,0,0,1,ee29f301-e781-40b6-90f9-1ea49241aa8f,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,,,,103.0,94.0,93.0,0.01,0.24100000000000002,,0.109,0.10099999999999999,-2.44,-0.89,,1.28,-2.42,93.8,88.1,,82.0,0.333,0.33,,0.344,0.188,86.0,96.0,90.0,113.0,104.0,104.0,0.41600000000000004,0.12300000000000001,-1.13,0.18,86.8,93.7,0.277,0.241
24,2023-03-28,719409,Walk,walk,False,666971,615698,Lourdes Gurriel Jr.,Cal Quantrill,0,0,0,eb487262-5499-4698-826e-505cf5fa6aaa,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,,,,103.0,94.0,93.0,0.01,0.24100000000000002,,0.109,0.10099999999999999,-2.44,-0.89,,1.28,-2.42,93.8,88.1,,82.0,0.333,0.33,,0.344,0.188,86.0,96.0,90.0,113.0,104.0,104.0,0.41600000000000004,0.12300000000000001,-1.13,0.18,86.8,93.7,0.277,0.241
25,2023-03-28,719409,Walk,walk,False,682998,615698,Corbin Carroll,Cal Quantrill,1,0,1,dbb642a1-54b2-4570-8182-6f1d4421a7ac,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,,,,103.0,94.0,93.0,0.01,0.24100000000000002,,0.109,0.10099999999999999,-2.44,-0.89,,1.28,-2.42,93.8,88.1,,82.0,0.333,0.33,,0.344,0.188,86.0,96.0,90.0,113.0,104.0,104.0,0.41600000000000004,0.12300000000000001,-1.13,0.18,86.8,93.7,0.277,0.241
26,2023-03-28,719409,Flyout,field_out,True,664983,615698,Jake McCarthy,Cal Quantrill,0,0,0,6126d50e-c896-4cad-9993-2a9682271906,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,,,,103.0,94.0,93.0,0.01,0.24100000000000002,,0.109,0.10099999999999999,-2.44,-0.89,,1.28,-2.42,93.8,88.1,,82.0,0.333,0.33,,0.344,0.188,86.0,96.0,90.0,113.0,104.0,104.0,0.41600000000000004,0.12300000000000001,-1.13,0.18,86.8,93.7,0.277,0.241
27,2023-03-28,719409,Strikeout,strikeout,True,605137,669194,Josh Bell,Ryne Nelson,0,0,0,434e537c-30bb-4633-b5f9-b9902b6c074e,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,101.0,111.0,105.0,0.546,0.135,0.134,0.052000000000000005,0.133,-0.72,-1.72,0.52,-2.44,-0.16,94.4,85.6,81.7,76.4,0.308,0.326,0.177,0.203,0.429,,,,,,,,,,,,,,
28,2023-03-28,719409,Lineout,field_out,True,683172,669194,Joe Naranjo,Ryne Nelson,1,0,0,c8beeeaf-16ba-41ce-9ef3-5e84df999279,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,101.0,111.0,105.0,0.546,0.135,0.134,0.052000000000000005,0.133,-0.72,-1.72,0.52,-2.44,-0.16,94.4,85.6,81.7,76.4,0.308,0.326,0.177,0.203,0.429,,,,,,,,,,,,,,
29,2023-03-28,719409,Single,single,False,672356,669194,Gabriel Arias,Ryne Nelson,1,0,0,b50d503c-7b74-4666-bf21-b135ee5a676f,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,101.0,111.0,105.0,0.546,0.135,0.134,0.052000000000000005,0.133,-0.72,-1.72,0.52,-2.44,-0.16,94.4,85.6,81.7,76.4,0.308,0.326,0.177,0.203,0.429,,,,,,,,,,,,,,
30,2023-03-28,719409,Pop Out,field_out,True,595956,669194,Cam Gallagher,Ryne Nelson,0,0,0,4ef920f9-ed8f-4a38-966f-a2df54f660bb,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,101.0,111.0,105.0,0.546,0.135,0.134,0.052000000000000005,0.133,-0.72,-1.72,0.52,-2.44,-0.16,94.4,85.6,81.7,76.4,0.308,0.326,0.177,0.203,0.429,,,,,,,,,,,,,,
31,2023-03-28,719409,Lineout,field_out,True,672515,615698,Gabriel Moreno,Cal Quantrill,1,0,0,7925da68-2a9c-4944-abb9-f83259f4ec54,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,,,,103.0,94.0,93.0,0.01,0.24100000000000002,,0.109,0.10099999999999999,-2.44,-0.89,,1.28,-2.42,93.8,88.1,,82.0,0.333,0.33,,0.344,0.188,86.0,96.0,90.0,113.0,104.0,104.0,0.41600000000000004,0.12300000000000001,-1.13,0.18,86.8,93.7,0.277,0.241
32,2023-03-28,719409,Groundout,field_out,True,677950,615698,Alek Thomas,Cal Quantrill,1,0,0,62c7fa47-10c1-49e2-8413-d5d9a8274218,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,,,,103.0,94.0,93.0,0.01,0.24100000000000002,,0.109,0.10099999999999999,-2.44,-0.89,,1.28,-2.42,93.8,88.1,,82.0,0.333,0.33,,0.344,0.188,86.0,96.0,90.0,113.0,104.0,104.0,0.41600000000000004,0.12300000000000001,-1.13,0.18,86.8,93.7,0.277,0.241
33,2023-03-28,719409,Groundout,field_out,True,672695,615698,Geraldo Perdomo,Cal Quantrill,1,1,0,272e5b52-6a0a-4352-82f3-0973f0774ebf,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,,,,103.0,94.0,93.0,0.01,0.24100000000000002,,0.109,0.10099999999999999,-2.44,-0.89,,1.28,-2.42,93.8,88.1,,82.0,0.333,0.33,,0.344,0.188,86.0,96.0,90.0,113.0,104.0,104.0,0.41600000000000004,0.12300000000000001,-1.13,0.18,86.8,93.7,0.277,0.241
34,2023-03-28,719409,Flyout,field_out,True,688907,669194,Pres Cavenaugh,Ryne Nelson,0,0,0,01641580-bac8-443c-948f-e17dba1cc2bf,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.22899999999999998,0.413,0.131,0.36200000000000004,0.46299999999999997,83.3,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,101.0,111.0,105.0,0.546,0.135,0.134,0.052000000000000005,0.133,-0.72,-1.72,0.52,-2.44,-0.16,94.4,85.6,81.7,76.4,0.308,0.326,0.177,0.203,0.429,,,,,,,,,,,,,,
