,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSL/C,wCU/C,vFA,vFC,vFS,vSL,vCU,FF_ba,FS_ba,FC_ba,CU_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,KC%,CH%,wSI/C,wKC/C,wCH/C,vSI,vKC,CH_ba,SI_ba,ST_ba
0,2023-04-29,718374,Groundout,field_out,True,683011,543135,Anthony Volpe,Nathan Eovaldi,0,0,0,8f6211d0-813d-46ba-af9e-bc8df62b0b53,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,
1,2023-04-29,718374,Strikeout,strikeout,True,519203,543135,Anthony Rizzo,Nathan Eovaldi,0,0,0,5442313c-cc73-4b4b-904a-68af71130b9e,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,
2,2023-04-29,718374,Flyout,field_out,True,650402,543135,Gleyber Torres,Nathan Eovaldi,1,1,0,fb2fbde6-b87f-4999-8f62-b3be8d508ef6,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,
3,2023-04-29,718374,Strikeout,strikeout,True,543760,666745,Marcus Semien,Jhony Brito,0,0,0,b8f3369b-7036-43f9-ad93-ee93a8afc156,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,,,,77.0,99.0,88.0,115.0,84.0,89.0,,,,,,,0.166,,,0.113,,-0.97,,,0.17,,95.8,,,83.0,,0.167,,,0.348,,88.8,87.0,104.0,106.0,106.0,105.0,104.0,0.327,0.10400000000000001,0.29,1.05,-1.87,0.5,96.0,80.4,0.232,0.282,0.172
4,2023-04-29,718374,Walk,walk,False,608671,666745,Travis Jankowski,Jhony Brito,0,0,0,23907d0c-c25e-460f-8025-c05172f4a0e5,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,,,,77.0,99.0,88.0,115.0,84.0,89.0,,,,,,,0.166,,,0.113,,-0.97,,,0.17,,95.8,,,83.0,,0.167,,,0.348,,88.8,87.0,104.0,106.0,106.0,105.0,104.0,0.327,0.10400000000000001,0.29,1.05,-1.87,0.5,96.0,80.4,0.232,0.282,0.172
5,2023-04-29,718374,Strikeout,strikeout,True,663993,666745,Nathaniel Lowe,Jhony Brito,0,0,1,2d373425-b5d9-4a7c-bd5e-f57f7c09bb0b,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,,,,77.0,99.0,88.0,115.0,84.0,89.0,,,,,,,0.166,,,0.113,,-0.97,,,0.17,,95.8,,,83.0,,0.167,,,0.348,,88.8,87.0,104.0,106.0,106.0,105.0,104.0,0.327,0.10400000000000001,0.29,1.05,-1.87,0.5,96.0,80.4,0.232,0.282,0.172
6,2023-04-29,718374,Flyout,field_out,True,666969,666745,Adolis García,Jhony Brito,0,0,0,fc647177-309e-4d38-b130-d17fe221b8cf,666745.0,jhonybrito,Brito,Right,Jhony Brito,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.39899999999999997,0.134,0.34700000000000003,0.424,,,,77.0,99.0,88.0,115.0,84.0,89.0,,,,,,,0.166,,,0.113,,-0.97,,,0.17,,95.8,,,83.0,,0.167,,,0.348,,88.8,87.0,104.0,106.0,106.0,105.0,104.0,0.327,0.10400000000000001,0.29,1.05,-1.87,0.5,96.0,80.4,0.232,0.282,0.172
7,2023-04-29,718374,Strikeout,strikeout,True,518934,543135,DJ LeMahieu,Nathan Eovaldi,0,0,0,1f52dc20-e2b6-475e-877c-9689d2c7da9e,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,
8,2023-04-29,718374,Groundout,field_out,True,641432,543135,Willie Calhoun,Nathan Eovaldi,0,0,0,827747e1-7df8-4418-821a-510cc1034b2a,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,
9,2023-04-29,718374,Flyout,field_out,True,665828,543135,Oswaldo Cabrera,Nathan Eovaldi,1,0,0,9389590b-a37a-42d5-82c7-59ae17b1961a,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.37200000000000005,0.17600000000000002,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.196,0.238,0.2,0.303,,,,,,,,,,,,,,,,,,
