,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,FF_ba,SL_ba,CH_ba,FC_ba,SI_ba,CU_ba,ST_ba,KC%,wKC/C,vKC,Stf+ KC,Loc+ KC,Pit+ KC
0,2023-08-22,716893,Strikeout,strikeout,True,641487,605182,J.P. Crawford,Mike Clevinger,0,0,0,68cddd6a-7ce2-4d0b-bb64-4644c3654c9d,605182.0,mikeclevinger,Clevinger,Right,Mike Clevinger,3.77,4.1,131.1,100.0,100.0,100.0,0.8,7.54,2.74,8.29,1.1,0.62,0.259,0.433,0.179,0.26899999999999996,0.43700000000000006,86.1,80.0,96.0,95.0,80.0,96.0,97.0,101.0,103.0,100.0,91.0,100.0,90.0,113.0,97.0,104.0,90.0,100.0,100.0,0.024,0.479,0.08199999999999999,0.271,0.016,0.128,-0.21,-0.07,1.47,0.5,0.55,1.69,94.3,84.9,93.1,79.4,76.0,0.283,0.203,0.175,0.256,0.2,0.167,,,,,,,
1,2023-08-22,716893,Walk,walk,False,553993,605182,Eugenio Suárez,Mike Clevinger,1,0,0,072d0052-7421-4074-8895-5920e4cec9dd,605182.0,mikeclevinger,Clevinger,Right,Mike Clevinger,3.77,4.1,131.1,100.0,100.0,100.0,0.8,7.54,2.74,8.29,1.1,0.62,0.259,0.433,0.179,0.26899999999999996,0.43700000000000006,86.1,80.0,96.0,95.0,80.0,96.0,97.0,101.0,103.0,100.0,91.0,100.0,90.0,113.0,97.0,104.0,90.0,100.0,100.0,0.024,0.479,0.08199999999999999,0.271,0.016,0.128,-0.21,-0.07,1.47,0.5,0.55,1.69,94.3,84.9,93.1,79.4,76.0,0.283,0.203,0.175,0.256,0.2,0.167,,,,,,,
2,2023-08-22,716893,Flyout,field_out,True,664034,605182,Ty France,Mike Clevinger,0,0,0,786a4aa9-c4bf-44b1-969c-d5cf159a3092,605182.0,mikeclevinger,Clevinger,Right,Mike Clevinger,3.77,4.1,131.1,100.0,100.0,100.0,0.8,7.54,2.74,8.29,1.1,0.62,0.259,0.433,0.179,0.26899999999999996,0.43700000000000006,86.1,80.0,96.0,95.0,80.0,96.0,97.0,101.0,103.0,100.0,91.0,100.0,90.0,113.0,97.0,104.0,90.0,100.0,100.0,0.024,0.479,0.08199999999999999,0.271,0.016,0.128,-0.21,-0.07,1.47,0.5,0.55,1.69,94.3,84.9,93.1,79.4,76.0,0.283,0.203,0.175,0.256,0.2,0.167,,,,,,,
3,2023-08-22,716893,Pop Out,field_out,True,663728,605182,Cal Raleigh,Mike Clevinger,0,0,1,341fff34-f040-4f6b-8aeb-89b39e111805,605182.0,mikeclevinger,Clevinger,Right,Mike Clevinger,3.77,4.1,131.1,100.0,100.0,100.0,0.8,7.54,2.74,8.29,1.1,0.62,0.259,0.433,0.179,0.26899999999999996,0.43700000000000006,86.1,80.0,96.0,95.0,80.0,96.0,97.0,101.0,103.0,100.0,91.0,100.0,90.0,113.0,97.0,104.0,90.0,100.0,100.0,0.024,0.479,0.08199999999999999,0.271,0.016,0.128,-0.21,-0.07,1.47,0.5,0.55,1.69,94.3,84.9,93.1,79.4,76.0,0.283,0.203,0.175,0.256,0.2,0.167,,,,,,,
4,2023-08-22,716893,Walk,walk,False,643217,693433,Andrew Benintendi,Bryan Woo,0,0,0,fc5b142b-43f2-435d-b8f8-6eb0d89b2dc2,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,89.7,85.0,91.0,93.0,,,,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,,,,0.255,0.469,,0.24,,0.037000000000000005,0.69,,1.34,-0.83,,-2.37,95.1,,95.0,86.0,,0.207,0.261,0.4,,0.213,,0.257,,,,,,
5,2023-08-22,716893,Pop Out,field_out,True,660162,693433,Yoán Moncada,Bryan Woo,0,0,0,359b5f0f-bef1-4e65-8d03-a57c03838d4d,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,89.7,85.0,91.0,93.0,,,,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,,,,0.255,0.469,,0.24,,0.037000000000000005,0.69,,1.34,-0.83,,-2.37,95.1,,95.0,86.0,,0.207,0.261,0.4,,0.213,,0.257,,,,,,
6,2023-08-22,716893,Forceout,force_out,True,673357,693433,Luis Robert Jr.,Bryan Woo,0,0,1,c94ab882-36fd-4d52-a8a7-26fd27bc7fa1,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,89.7,85.0,91.0,93.0,,,,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,,,,0.255,0.469,,0.24,,0.037000000000000005,0.69,,1.34,-0.83,,-2.37,95.1,,95.0,86.0,,0.207,0.261,0.4,,0.213,,0.257,,,,,,
7,2023-08-22,716893,Single,single,False,650391,693433,Eloy Jiménez,Bryan Woo,1,0,1,ff09118a-727a-4bfd-a8df-fa90e363d17e,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,89.7,85.0,91.0,93.0,,,,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,,,,0.255,0.469,,0.24,,0.037000000000000005,0.69,,1.34,-0.83,,-2.37,95.1,,95.0,86.0,,0.207,0.261,0.4,,0.213,,0.257,,,,,,
8,2023-08-22,716893,Single,single,False,683734,693433,Andrew Vaughn,Bryan Woo,0,0,1,f92707f8-c7fc-4b0f-8c27-caa8035b9f54,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,89.7,85.0,91.0,93.0,,,,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,,,,0.255,0.469,,0.24,,0.037000000000000005,0.69,,1.34,-0.83,,-2.37,95.1,,95.0,86.0,,0.207,0.261,0.4,,0.213,,0.257,,,,,,
9,2023-08-22,716893,Strikeout,strikeout,True,518735,693433,Yasmani Grandal,Bryan Woo,0,0,0,e5a11ced-3afe-417d-815d-1f17f82c81bf,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,89.7,85.0,91.0,93.0,,,,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,,,,0.255,0.469,,0.24,,0.037000000000000005,0.69,,1.34,-0.83,,-2.37,95.1,,95.0,86.0,,0.207,0.261,0.4,,0.213,,0.257,,,,,,
