,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vSI,vSL,FF_ba,SL_ba,CH_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,ST_ba,CU_ba,FC_ba,FS%,wFS/C,vFS
0,2023-04-05,718701,Strikeout,strikeout,True,621439,666200,Byron Buxton,Jesús Luzardo,0,0,0,9c5d36c7-63ea-4b4f-9703-cde34453d577,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,
1,2023-04-05,718701,Flyout,field_out,True,621043,666200,Carlos Correa,Jesús Luzardo,0,0,0,dbcb0cf4-c06a-4d6d-a543-8b0b45bb5ce6,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,
2,2023-04-05,718701,Strikeout,strikeout,True,456781,666200,Donovan Solano,Jesús Luzardo,0,0,0,be206599-92e7-4b8b-9744-3b00de50bcf6,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,
3,2023-04-05,718701,Single,single,False,665862,641154,Jazz Chisholm Jr.,Pablo López,0,0,0,77c7d3e4-a1f0-4bac-9ab0-b50eb333bb9b,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,88.4,90.0,108.0,109.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,,,,0.106,0.345,,0.214,0.21100000000000002,0.1,,2.08,1.34,-0.17,94.9,,94.5,84.4,0.268,,0.257,0.278,93.0,110.0,114.0,0.125,0.25,82.5,0.173,0.202,,,,
4,2023-04-05,718701,Home Run,home_run,False,624585,641154,Jorge Soler,Pablo López,1,0,1,bfd6fbd1-ad58-42ce-935a-5a35ec127172,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,88.4,90.0,108.0,109.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,,,,0.106,0.345,,0.214,0.21100000000000002,0.1,,2.08,1.34,-0.17,94.9,,94.5,84.4,0.268,,0.257,0.278,93.0,110.0,114.0,0.125,0.25,82.5,0.173,0.202,,,,
5,2023-04-05,718701,Groundout,field_out,True,643265,641154,Garrett Cooper,Pablo López,0,0,0,006bf06c-7c8d-4d9d-882e-d03ce95a44b5,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,88.4,90.0,108.0,109.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,,,,0.106,0.345,,0.214,0.21100000000000002,0.1,,2.08,1.34,-0.17,94.9,,94.5,84.4,0.268,,0.257,0.278,93.0,110.0,114.0,0.125,0.25,82.5,0.173,0.202,,,,
6,2023-04-05,718701,Strikeout,strikeout,True,541645,641154,Avisaíl García,Pablo López,0,0,0,7afe788d-7bb0-4196-ac44-315fb9b70ceb,641154.0,pablolopez,"López, P",Right,Pablo López,3.66,3.0,194.0,107.0,99.0,109.0,0.7170000000000001,10.86,2.23,8.16,1.11,1.25,0.20800000000000002,0.43799999999999994,0.175,0.295,0.428,88.4,90.0,108.0,109.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,,,,0.106,0.345,,0.214,0.21100000000000002,0.1,,2.08,1.34,-0.17,94.9,,94.5,84.4,0.268,,0.257,0.278,93.0,110.0,114.0,0.125,0.25,82.5,0.173,0.202,,,,
7,2023-04-05,718701,Groundout,field_out,True,669304,666200,Jose Miranda,Jesús Luzardo,0,0,0,719f9c3b-fab6-472e-a7e3-415ca10a37e0,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,
8,2023-04-05,718701,Flyout,field_out,True,571657,666200,Kyle Farmer,Jesús Luzardo,0,0,0,8ad8ce02-4fc9-4665-a3b2-fabdd74aefa7,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,
9,2023-04-05,718701,Strikeout,strikeout,True,680777,666200,Ryan Jeffers,Jesús Luzardo,0,0,0,a2fec68c-07bc-4bb2-8cf7-bc707d40f08a,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,
