,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,FS_ba,SI_ba,FC_ba,FF_ba,CU_ba,ST_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,CH_ba,SL_ba
0,2023-09-11,717664,Walk,walk,False,660670,592836,Ronald Acuña Jr.,Taijuan Walker,0,0,0,1b66c4fc-925a-44fc-8075-e8f7a4864d2a,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,104.0,97.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.332,0.026000000000000002,0.057,-0.82,-0.44,0.48,0.53,-1.43,-1.07,92.8,87.1,87.9,92.4,82.5,74.8,0.205,0.273,0.284,0.257,0.212,0.158,,,,,,,,
1,2023-09-11,717664,Strikeout Double Play,strikeout_double_play,True,645277,592836,Ozzie Albies,Taijuan Walker,0,0,1,6541bae2-d010-4c46-92a3-aa034aaa7b5c,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,104.0,97.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.332,0.026000000000000002,0.057,-0.82,-0.44,0.48,0.53,-1.43,-1.07,92.8,87.1,87.9,92.4,82.5,74.8,0.205,0.273,0.284,0.257,0.212,0.158,,,,,,,,
2,2023-09-11,717664,Triple,triple,False,663586,592836,Austin Riley,Taijuan Walker,0,0,1,f5f8bf98-3157-4c9d-abac-28333806b0ec,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,104.0,97.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.332,0.026000000000000002,0.057,-0.82,-0.44,0.48,0.53,-1.43,-1.07,92.8,87.1,87.9,92.4,82.5,74.8,0.205,0.273,0.284,0.257,0.212,0.158,,,,,,,,
3,2023-09-11,717664,Strikeout,strikeout,True,621566,592836,Matt Olson,Taijuan Walker,0,0,0,19f05fab-29a7-4444-8ccb-2fa71e6df447,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,104.0,97.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.332,0.026000000000000002,0.057,-0.82,-0.44,0.48,0.53,-1.43,-1.07,92.8,87.1,87.9,92.4,82.5,74.8,0.205,0.273,0.284,0.257,0.212,0.158,,,,,,,,
4,2023-09-11,717664,Flyout,field_out,True,656941,450203,Kyle Schwarber,Charlie Morton,1,0,0,85b4c30b-2a41-4592-beeb-1d09ec09be26,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,,,,89.0,92.0,87.0,,,,0.068,0.317,0.08,,,0.43200000000000005,-1.26,0.25,,-4.03,,1.79,94.9,89.1,,94.2,,82.3,,0.474,0.296,0.292,0.177,,86.0,100.0,91.0,88.0,0.10300000000000001,0.86,0.25,
5,2023-09-11,717664,Strikeout,strikeout,True,607208,450203,Trea Turner,Charlie Morton,0,0,0,9224f0fe-73af-4038-a869-78614eba2071,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,,,,89.0,92.0,87.0,,,,0.068,0.317,0.08,,,0.43200000000000005,-1.26,0.25,,-4.03,,1.79,94.9,89.1,,94.2,,82.3,,0.474,0.296,0.292,0.177,,86.0,100.0,91.0,88.0,0.10300000000000001,0.86,0.25,
6,2023-09-11,717664,Walk,walk,False,547180,450203,Bryce Harper,Charlie Morton,0,0,0,bf019bde-d19b-4024-b861-cfada183bc4b,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,,,,89.0,92.0,87.0,,,,0.068,0.317,0.08,,,0.43200000000000005,-1.26,0.25,,-4.03,,1.79,94.9,89.1,,94.2,,82.3,,0.474,0.296,0.292,0.177,,86.0,100.0,91.0,88.0,0.10300000000000001,0.86,0.25,
7,2023-09-11,717664,Walk,walk,False,664761,450203,Alec Bohm,Charlie Morton,0,0,1,0716d5c4-3169-46ef-b7fe-3f69f28e7d43,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,,,,89.0,92.0,87.0,,,,0.068,0.317,0.08,,,0.43200000000000005,-1.26,0.25,,-4.03,,1.79,94.9,89.1,,94.2,,82.3,,0.474,0.296,0.292,0.177,,86.0,100.0,91.0,88.0,0.10300000000000001,0.86,0.25,
8,2023-09-11,717664,Strikeout,strikeout,True,681082,450203,Bryson Stott,Charlie Morton,0,0,0,5100020b-6836-4b59-8432-13f33ffe9fab,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,,,,89.0,92.0,87.0,,,,0.068,0.317,0.08,,,0.43200000000000005,-1.26,0.25,,-4.03,,1.79,94.9,89.1,,94.2,,82.3,,0.474,0.296,0.292,0.177,,86.0,100.0,91.0,88.0,0.10300000000000001,0.86,0.25,
9,2023-09-11,717664,Pop Out,field_out,True,542303,592836,Marcell Ozuna,Taijuan Walker,0,0,0,e5268128-be38-4cdb-8851-8efd634deff5,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,104.0,97.0,100.0,0.233,0.17600000000000002,0.17600000000000002,0.332,0.026000000000000002,0.057,-0.82,-0.44,0.48,0.53,-1.43,-1.07,92.8,87.1,87.9,92.4,82.5,74.8,0.205,0.273,0.284,0.257,0.212,0.158,,,,,,,,
