,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vSI,vCU,FF_ba,CU_ba,CH_ba,SI_ba,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,SL%,wFC/C,wFS/C,wSL/C,vFC,vFS,vSL,FS_ba,FC_ba,SL_ba,ST_ba,KC%,wKC/C,vKC
0,2023-04-24,718445,Strikeout,strikeout,True,543760,666157,Marcus Semien,Nick Lodolo,0,0,0,1dda2058-08a8-4ff2-8cbe-88173247a853,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,6.29,4.83,34.1,101.0,97.0,98.0,0.722,12.32,2.62,13.11,2.62,1.24,0.304,0.382,0.13699999999999998,0.314,0.41200000000000003,87.3,78.0,99.0,88.0,97.0,94.0,97.0,103.0,106.0,100.0,92.0,102.0,101.0,0.053,0.46399999999999997,0.358,0.125,-0.45,-7.52,-2.74,-4.06,93.2,93.4,79.6,0.297,0.286,0.471,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-04-24,718445,Strikeout,strikeout,True,543257,666157,Robbie Grossman,Nick Lodolo,0,0,0,d237b187-5a2c-4935-8eb3-7346874e566c,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,6.29,4.83,34.1,101.0,97.0,98.0,0.722,12.32,2.62,13.11,2.62,1.24,0.304,0.382,0.13699999999999998,0.314,0.41200000000000003,87.3,78.0,99.0,88.0,97.0,94.0,97.0,103.0,106.0,100.0,92.0,102.0,101.0,0.053,0.46399999999999997,0.358,0.125,-0.45,-7.52,-2.74,-4.06,93.2,93.4,79.6,0.297,0.286,0.471,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-04-24,718445,Strikeout,strikeout,True,663993,666157,Nathaniel Lowe,Nick Lodolo,0,0,0,2298285e-0a9b-4766-ab7a-d192da65ac3e,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,6.29,4.83,34.1,101.0,97.0,98.0,0.722,12.32,2.62,13.11,2.62,1.24,0.304,0.382,0.13699999999999998,0.314,0.41200000000000003,87.3,78.0,99.0,88.0,97.0,94.0,97.0,103.0,106.0,100.0,92.0,102.0,101.0,0.053,0.46399999999999997,0.358,0.125,-0.45,-7.52,-2.74,-4.06,93.2,93.4,79.6,0.297,0.286,0.471,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-04-24,718445,Double,double,False,663697,543135,Jonathan India,Nathan Eovaldi,0,0,0,2d5857bf-2e1c-4172-a836-5c35d3271f04,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,,,,,99.0,104.0,102.0,92.0,97.0,93.0,,,,,0.37200000000000005,0.135,,0.41,,0.86,,95.1,,76.0,0.234,0.2,,,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.17600000000000002,0.276,0.04,1.33,1.26,-3.23,90.6,87.9,83.9,0.196,0.238,0.303,,,,
4,2023-04-24,718445,Strikeout,strikeout,True,670770,543135,TJ Friedl,Nathan Eovaldi,0,0,1,2f24231a-b397-4b90-b62e-bc3087e112a1,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,,,,,99.0,104.0,102.0,92.0,97.0,93.0,,,,,0.37200000000000005,0.135,,0.41,,0.86,,95.1,,76.0,0.234,0.2,,,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.17600000000000002,0.276,0.04,1.33,1.26,-3.23,90.6,87.9,83.9,0.196,0.238,0.303,,,,
5,2023-04-24,718445,Strikeout,strikeout,True,668715,543135,Spencer Steer,Nathan Eovaldi,0,0,0,33e59d3e-b4c3-4175-9594-fab891db7785,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,,,,,99.0,104.0,102.0,92.0,97.0,93.0,,,,,0.37200000000000005,0.135,,0.41,,0.86,,95.1,,76.0,0.234,0.2,,,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.17600000000000002,0.276,0.04,1.33,1.26,-3.23,90.6,87.9,83.9,0.196,0.238,0.303,,,,
6,2023-04-24,718445,Field Error,field_error,False,663886,543135,Tyler Stephenson,Nathan Eovaldi,0,0,1,9f2affce-4058-47d3-8bf0-f3e9eaa56c60,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,,,,,99.0,104.0,102.0,92.0,97.0,93.0,,,,,0.37200000000000005,0.135,,0.41,,0.86,,95.1,,76.0,0.234,0.2,,,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.17600000000000002,0.276,0.04,1.33,1.26,-3.23,90.6,87.9,83.9,0.196,0.238,0.303,,,,
7,2023-04-24,718445,Single,single,False,641584,543135,Jake Fraley,Nathan Eovaldi,0,0,1,d5ff9481-1d52-4cbb-b56b-88c8449fc143,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,,,,,99.0,104.0,102.0,92.0,97.0,93.0,,,,,0.37200000000000005,0.135,,0.41,,0.86,,95.1,,76.0,0.234,0.2,,,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.17600000000000002,0.276,0.04,1.33,1.26,-3.23,90.6,87.9,83.9,0.196,0.238,0.303,,,,
8,2023-04-24,718445,Strikeout,strikeout,True,571976,543135,Wil Myers,Nathan Eovaldi,0,0,0,571162c4-08d4-47e0-b8ba-85fe8e2ac311,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,,,,,99.0,104.0,102.0,92.0,97.0,93.0,,,,,0.37200000000000005,0.135,,0.41,,0.86,,95.1,,76.0,0.234,0.2,,,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.17600000000000002,0.276,0.04,1.33,1.26,-3.23,90.6,87.9,83.9,0.196,0.238,0.303,,,,
9,2023-04-24,718445,Strikeout,strikeout,True,666969,666157,Adolis García,Nick Lodolo,0,0,0,c419ef41-4a1b-4ac9-b61e-e2f65fff10df,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,6.29,4.83,34.1,101.0,97.0,98.0,0.722,12.32,2.62,13.11,2.62,1.24,0.304,0.382,0.13699999999999998,0.314,0.41200000000000003,87.3,78.0,99.0,88.0,97.0,94.0,97.0,103.0,106.0,100.0,92.0,102.0,101.0,0.053,0.46399999999999997,0.358,0.125,-0.45,-7.52,-2.74,-4.06,93.2,93.4,79.6,0.297,0.286,0.471,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
