,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,SI_ba,CH_ba,FF_ba,SL_ba,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba
0,2023-05-13,718198,Single,single,False,663697,645261,Jonathan India,Sandy Alcantara,0,0,0,8acdc408-d470-44af-b1c1-63279b972f52,645261.0,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,4.14,4.33,184.2,105.0,113.0,108.0,0.7709999999999999,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.34299999999999997,0.452,91.1,108.0,104.0,107.0,134.0,99.0,105.0,111.0,111.0,107.0,115.0,106.0,108.0,116.0,103.0,110.0,0.29,0.213,0.201,0.022000000000000002,0.273,-0.27,1.72,0.72,-0.52,-0.43,98.0,97.6,89.9,86.1,0.237,0.282,0.253,0.227,0.308,,,,,,,,,,,,,,,,,,,,,
1,2023-05-13,718198,Strikeout,strikeout,True,641584,645261,Jake Fraley,Sandy Alcantara,0,0,0,44fd36cc-f395-475b-8617-3ff4f1cb446f,645261.0,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,4.14,4.33,184.2,105.0,113.0,108.0,0.7709999999999999,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.34299999999999997,0.452,91.1,108.0,104.0,107.0,134.0,99.0,105.0,111.0,111.0,107.0,115.0,106.0,108.0,116.0,103.0,110.0,0.29,0.213,0.201,0.022000000000000002,0.273,-0.27,1.72,0.72,-0.52,-0.43,98.0,97.6,89.9,86.1,0.237,0.282,0.253,0.227,0.308,,,,,,,,,,,,,,,,,,,,,
2,2023-05-13,718198,Flyout,field_out,True,668715,645261,Spencer Steer,Sandy Alcantara,0,0,0,0c89584e-010c-44c3-9c61-e8e6f4962269,645261.0,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,4.14,4.33,184.2,105.0,113.0,108.0,0.7709999999999999,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.34299999999999997,0.452,91.1,108.0,104.0,107.0,134.0,99.0,105.0,111.0,111.0,107.0,115.0,106.0,108.0,116.0,103.0,110.0,0.29,0.213,0.201,0.022000000000000002,0.273,-0.27,1.72,0.72,-0.52,-0.43,98.0,97.6,89.9,86.1,0.237,0.282,0.253,0.227,0.308,,,,,,,,,,,,,,,,,,,,,
3,2023-05-13,718198,Flyout,field_out,True,663886,645261,Tyler Stephenson,Sandy Alcantara,1,0,1,a4264b7b-7182-4e6c-a154-81fb9e7bd45e,645261.0,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,4.14,4.33,184.2,105.0,113.0,108.0,0.7709999999999999,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.34299999999999997,0.452,91.1,108.0,104.0,107.0,134.0,99.0,105.0,111.0,111.0,107.0,115.0,106.0,108.0,116.0,103.0,110.0,0.29,0.213,0.201,0.022000000000000002,0.273,-0.27,1.72,0.72,-0.52,-0.43,98.0,97.6,89.9,86.1,0.237,0.282,0.253,0.227,0.308,,,,,,,,,,,,,,,,,,,,,
4,2023-05-13,718198,Groundout,field_out,True,665862,571882,Jazz Chisholm Jr.,Derek Law,0,0,0,92087f25-d3e9-4731-9c54-8dd30d5f9f21,571882.0,dereklaw,"Law, D",Right,Derek Law,3.6,4.77,55.0,100.0,101.0,97.0,0.76,7.36,4.25,8.18,0.98,1.08,0.27699999999999997,0.38,0.18100000000000002,0.259,0.401,88.7,78.0,96.0,91.0,116.0,104.0,100.0,83.0,110.0,101.0,95.0,101.0,93.0,118.0,103.0,106.0,0.121,0.18899999999999997,0.17300000000000001,0.10400000000000001,0.048,-0.99,0.69,1.87,0.16,-2.28,95.5,95.1,86.5,78.7,0.241,0.167,0.262,0.22,0.222,104.0,94.0,94.0,0.365,0.58,92.1,0.254,,,,,,,,,,,,,,
5,2023-05-13,718198,Single,single,False,624585,571882,Jorge Soler,Derek Law,1,0,0,6669fe76-3356-4c53-94ef-69c428e1d845,571882.0,dereklaw,"Law, D",Right,Derek Law,3.6,4.77,55.0,100.0,101.0,97.0,0.76,7.36,4.25,8.18,0.98,1.08,0.27699999999999997,0.38,0.18100000000000002,0.259,0.401,88.7,78.0,96.0,91.0,116.0,104.0,100.0,83.0,110.0,101.0,95.0,101.0,93.0,118.0,103.0,106.0,0.121,0.18899999999999997,0.17300000000000001,0.10400000000000001,0.048,-0.99,0.69,1.87,0.16,-2.28,95.5,95.1,86.5,78.7,0.241,0.167,0.262,0.22,0.222,104.0,94.0,94.0,0.365,0.58,92.1,0.254,,,,,,,,,,,,,,
6,2023-05-13,718198,Grounded Into DP,grounded_into_double_play,True,650333,571882,Luis Arraez,Derek Law,0,0,1,32583fe9-f54e-4fd0-aaf3-f14ddfdf3075,571882.0,dereklaw,"Law, D",Right,Derek Law,3.6,4.77,55.0,100.0,101.0,97.0,0.76,7.36,4.25,8.18,0.98,1.08,0.27699999999999997,0.38,0.18100000000000002,0.259,0.401,88.7,78.0,96.0,91.0,116.0,104.0,100.0,83.0,110.0,101.0,95.0,101.0,93.0,118.0,103.0,106.0,0.121,0.18899999999999997,0.17300000000000001,0.10400000000000001,0.048,-0.99,0.69,1.87,0.16,-2.28,95.5,95.1,86.5,78.7,0.241,0.167,0.262,0.22,0.222,104.0,94.0,94.0,0.365,0.58,92.1,0.254,,,,,,,,,,,,,,
7,2023-05-13,718198,Single,single,False,592656,645261,Henry Ramos,Sandy Alcantara,0,0,0,cdd9fde5-b026-4375-9566-d03799d40ae8,645261.0,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,4.14,4.33,184.2,105.0,113.0,108.0,0.7709999999999999,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.34299999999999997,0.452,91.1,108.0,104.0,107.0,134.0,99.0,105.0,111.0,111.0,107.0,115.0,106.0,108.0,116.0,103.0,110.0,0.29,0.213,0.201,0.022000000000000002,0.273,-0.27,1.72,0.72,-0.52,-0.43,98.0,97.6,89.9,86.1,0.237,0.282,0.253,0.227,0.308,,,,,,,,,,,,,,,,,,,,,
8,2023-05-13,718198,Forceout,force_out,True,656413,645261,Stuart Fairchild,Sandy Alcantara,0,0,1,235f28e0-1ae0-479a-9e06-ac0799c5beaf,645261.0,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,4.14,4.33,184.2,105.0,113.0,108.0,0.7709999999999999,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.34299999999999997,0.452,91.1,108.0,104.0,107.0,134.0,99.0,105.0,111.0,111.0,107.0,115.0,106.0,108.0,116.0,103.0,110.0,0.29,0.213,0.201,0.022000000000000002,0.273,-0.27,1.72,0.72,-0.52,-0.43,98.0,97.6,89.9,86.1,0.237,0.282,0.253,0.227,0.308,,,,,,,,,,,,,,,,,,,,,
9,2023-05-13,718198,Groundout,field_out,True,621028,645261,Kevin Newman,Sandy Alcantara,0,0,1,a2bd2f8d-c331-49ca-beb3-cec2d3239ec1,645261.0,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,4.14,4.33,184.2,105.0,113.0,108.0,0.7709999999999999,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.34299999999999997,0.452,91.1,108.0,104.0,107.0,134.0,99.0,105.0,111.0,111.0,107.0,115.0,106.0,108.0,116.0,103.0,110.0,0.29,0.213,0.201,0.022000000000000002,0.273,-0.27,1.72,0.72,-0.52,-0.43,98.0,97.6,89.9,86.1,0.237,0.282,0.253,0.227,0.308,,,,,,,,,,,,,,,,,,,,,
10,2023-05-13,718198,Strikeout,strikeout,True,676480,645261,Jose Barrero,Sandy Alcantara,0,0,0,d0fe927c-50e5-474e-9bb7-f6005935846a,645261.0,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,4.14,4.33,184.2,105.0,113.0,108.0,0.7709999999999999,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.34299999999999997,0.452,91.1,108.0,104.0,107.0,134.0,99.0,105.0,111.0,111.0,107.0,115.0,106.0,108.0,116.0,103.0,110.0,0.29,0.213,0.201,0.022000000000000002,0.273,-0.27,1.72,0.72,-0.52,-0.43,98.0,97.6,89.9,86.1,0.237,0.282,0.253,0.227,0.308,,,,,,,,,,,,,,,,,,,,,
11,2023-05-13,718198,Groundout,field_out,True,650559,571882,Bryan De La Cruz,Derek Law,0,0,0,38bf3c05-4a6c-4f00-9d83-fa41823aefa0,571882.0,dereklaw,"Law, D",Right,Derek Law,3.6,4.77,55.0,100.0,101.0,97.0,0.76,7.36,4.25,8.18,0.98,1.08,0.27699999999999997,0.38,0.18100000000000002,0.259,0.401,88.7,78.0,96.0,91.0,116.0,104.0,100.0,83.0,110.0,101.0,95.0,101.0,93.0,118.0,103.0,106.0,0.121,0.18899999999999997,0.17300000000000001,0.10400000000000001,0.048,-0.99,0.69,1.87,0.16,-2.28,95.5,95.1,86.5,78.7,0.241,0.167,0.262,0.22,0.222,104.0,94.0,94.0,0.365,0.58,92.1,0.254,,,,,,,,,,,,,,
12,2023-05-13,718198,Walk,walk,False,680814,571882,Peyton Burdick,Derek Law,1,0,0,5ecec641-e15e-41e4-958d-0a36a7ba5c8f,571882.0,dereklaw,"Law, D",Right,Derek Law,3.6,4.77,55.0,100.0,101.0,97.0,0.76,7.36,4.25,8.18,0.98,1.08,0.27699999999999997,0.38,0.18100000000000002,0.259,0.401,88.7,78.0,96.0,91.0,116.0,104.0,100.0,83.0,110.0,101.0,95.0,101.0,93.0,118.0,103.0,106.0,0.121,0.18899999999999997,0.17300000000000001,0.10400000000000001,0.048,-0.99,0.69,1.87,0.16,-2.28,95.5,95.1,86.5,78.7,0.241,0.167,0.262,0.22,0.222,104.0,94.0,94.0,0.365,0.58,92.1,0.254,,,,,,,,,,,,,,
13,2023-05-13,718198,Flyout,field_out,True,516416,686651,Jean Segura,Levi Stoudt,1,0,0,8c8543c0-a926-4e79-93fb-0cf33207cad5,686651.0,levistoudt,Stoudt,Right,Levi Stoudt,9.58,5.27,10.1,93.0,95.0,96.0,0.8059999999999999,7.84,6.97,13.94,0.87,1.55,0.184,0.5529999999999999,0.132,0.342,0.375,82.4,21.0,59.0,64.0,104.0,85.0,94.0,87.0,97.0,95.0,,,,120.0,97.0,104.0,,0.478,0.353,0.094,0.076,-1.29,,-2.88,-5.17,-1.97,94.4,,84.0,78.0,,,0.345,0.333,0.5,,,,,,,,,,,,,,,,,,,,,
14,2023-05-13,718198,Walk,walk,False,493329,686651,Yuli Gurriel,Levi Stoudt,0,0,1,bb0c9bc0-f2d7-4a34-a5a1-690a0de6bc88,686651.0,levistoudt,Stoudt,Right,Levi Stoudt,9.58,5.27,10.1,93.0,95.0,96.0,0.8059999999999999,7.84,6.97,13.94,0.87,1.55,0.184,0.5529999999999999,0.132,0.342,0.375,82.4,21.0,59.0,64.0,104.0,85.0,94.0,87.0,97.0,95.0,,,,120.0,97.0,104.0,,0.478,0.353,0.094,0.076,-1.29,,-2.88,-5.17,-1.97,94.4,,84.0,78.0,,,0.345,0.333,0.5,,,,,,,,,,,,,,,,,,,,,
15,2023-05-13,718198,Forceout,force_out,True,607732,686651,Jacob Stallings,Levi Stoudt,0,0,1,fec5378c-eb3a-40d7-91db-18ba5a498670,686651.0,levistoudt,Stoudt,Right,Levi Stoudt,9.58,5.27,10.1,93.0,95.0,96.0,0.8059999999999999,7.84,6.97,13.94,0.87,1.55,0.184,0.5529999999999999,0.132,0.342,0.375,82.4,21.0,59.0,64.0,104.0,85.0,94.0,87.0,97.0,95.0,,,,120.0,97.0,104.0,,0.478,0.353,0.094,0.076,-1.29,,-2.88,-5.17,-1.97,94.4,,84.0,78.0,,,0.345,0.333,0.5,,,,,,,,,,,,,,,,,,,,,
16,2023-05-13,718198,Groundout,field_out,True,592200,645261,Curt Casali,Sandy Alcantara,1,0,0,2ac144f9-57a6-4a96-846f-b6151b2fc6a3,645261.0,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,4.14,4.33,184.2,105.0,113.0,108.0,0.7709999999999999,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.34299999999999997,0.452,91.1,108.0,104.0,107.0,134.0,99.0,105.0,111.0,111.0,107.0,115.0,106.0,108.0,116.0,103.0,110.0,0.29,0.213,0.201,0.022000000000000002,0.273,-0.27,1.72,0.72,-0.52,-0.43,98.0,97.6,89.9,86.1,0.237,0.282,0.253,0.227,0.308,,,,,,,,,,,,,,,,,,,,,
