,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSL,vCU,FC_ba,FF_ba,SL_ba,CH_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SV_ba
10,2023-04-19,718501,Flyout,field_out,True,547989,621244,José Abreu,José Berríos,0,0,0,3495cf5d-8b4c-491a-be82-e5daa6519dee,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,,,,,,,0.204,,,0.29600000000000004,0.185,0.72,,,0.31,-0.38,94.3,,,82.6,,0.254,,0.245,,92.0,104.0,99.0,0.315,0.61,93.8,0.255,0.216
11,2023-04-19,718501,Groundout,field_out,True,663656,621244,Kyle Tucker,José Berríos,0,0,0,e65fadc0-378c-4725-a5a7-ac2cba4a49e1,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,,,,,,,0.204,,,0.29600000000000004,0.185,0.72,,,0.31,-0.38,94.3,,,82.6,,0.254,,0.245,,92.0,104.0,99.0,0.315,0.61,93.8,0.255,0.216
12,2023-04-19,718501,Hit By Pitch,hit_by_pitch,False,665161,621244,Jeremy Peña,José Berríos,0,0,0,708e366e-fb20-4e8f-9914-789a3e36a0de,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,,,,,,,0.204,,,0.29600000000000004,0.185,0.72,,,0.31,-0.38,94.3,,,82.6,,0.254,,0.245,,92.0,104.0,99.0,0.315,0.61,93.8,0.255,0.216
13,2023-04-19,718501,Walk,walk,False,682073,621244,David Hensley,José Berríos,1,0,1,730175b6-fb47-44b4-b572-5902d50f5561,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,,,,,,,0.204,,,0.29600000000000004,0.185,0.72,,,0.31,-0.38,94.3,,,82.6,,0.254,,0.245,,92.0,104.0,99.0,0.315,0.61,93.8,0.255,0.216
14,2023-04-19,718501,Double,double,False,676694,621244,Jake Meyers,José Berríos,0,0,1,8c60fd80-8061-4c34-a127-809bb5327aa6,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,,,,,,,0.204,,,0.29600000000000004,0.185,0.72,,,0.31,-0.38,94.3,,,82.6,,0.254,,0.245,,92.0,104.0,99.0,0.315,0.61,93.8,0.255,0.216
15,2023-04-19,718501,Strikeout,strikeout,True,455117,621244,Martín Maldonado,José Berríos,0,0,0,9e5e19bc-f644-4b70-b868-c0d71654b62f,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,,,,,,,0.204,,,0.29600000000000004,0.185,0.72,,,0.31,-0.38,94.3,,,82.6,,0.254,,0.245,,92.0,104.0,99.0,0.315,0.61,93.8,0.255,0.216
16,2023-04-19,718501,Groundout,field_out,True,595281,677651,Kevin Kiermaier,Luis Garcia,0,0,0,7c82947e-f0fe-48a1-8383-f27354fab8b6,677651.0,luisgarcia,"Garcia, L",Right,Luis Garcia,4.0,4.01,27.0,101.0,92.0,97.0,0.7070000000000001,10.33,3.33,8.33,1.0,0.59,0.205,0.384,0.247,0.342,0.387,84.4,53.0,106.0,89.0,99.0,94.0,99.0,79.0,94.0,89.0,87.0,103.0,111.0,107.0,105.0,98.0,0.312,0.42700000000000005,0.126,0.076,0.059000000000000004,-2.31,1.28,1.15,-0.26,-1.19,92.7,85.4,78.4,76.2,0.192,0.407,0.1,0.222,0.25,,,,,,,,
17,2023-04-19,718501,Lineout,field_out,True,664770,677651,Nathan Lukes,Luis Garcia,1,0,0,49ab080d-ad13-45e4-93c2-a01a6d02b8cb,677651.0,luisgarcia,"Garcia, L",Right,Luis Garcia,4.0,4.01,27.0,101.0,92.0,97.0,0.7070000000000001,10.33,3.33,8.33,1.0,0.59,0.205,0.384,0.247,0.342,0.387,84.4,53.0,106.0,89.0,99.0,94.0,99.0,79.0,94.0,89.0,87.0,103.0,111.0,107.0,105.0,98.0,0.312,0.42700000000000005,0.126,0.076,0.059000000000000004,-2.31,1.28,1.15,-0.26,-1.19,92.7,85.4,78.4,76.2,0.192,0.407,0.1,0.222,0.25,,,,,,,,
18,2023-04-19,718501,Strikeout,strikeout,True,543807,677651,George Springer,Luis Garcia,0,0,0,eb093dc5-f38f-4349-80b2-0225b13a1c5c,677651.0,luisgarcia,"Garcia, L",Right,Luis Garcia,4.0,4.01,27.0,101.0,92.0,97.0,0.7070000000000001,10.33,3.33,8.33,1.0,0.59,0.205,0.384,0.247,0.342,0.387,84.4,53.0,106.0,89.0,99.0,94.0,99.0,79.0,94.0,89.0,87.0,103.0,111.0,107.0,105.0,98.0,0.312,0.42700000000000005,0.126,0.076,0.059000000000000004,-2.31,1.28,1.15,-0.26,-1.19,92.7,85.4,78.4,76.2,0.192,0.407,0.1,0.222,0.25,,,,,,,,
19,2023-04-19,718501,Flyout,field_out,True,643289,621244,Mauricio Dubón,José Berríos,1,1,0,62acf553-bc3d-4527-b44f-f91909096715,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,,,,,,,0.204,,,0.29600000000000004,0.185,0.72,,,0.31,-0.38,94.3,,,82.6,,0.254,,0.245,,92.0,104.0,99.0,0.315,0.61,93.8,0.255,0.216
20,2023-04-19,718501,Flyout,field_out,True,608324,621244,Alex Bregman,José Berríos,0,0,0,00ff8041-954a-4f19-824e-d88cf0c95dec,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,,,,,,,0.204,,,0.29600000000000004,0.185,0.72,,,0.31,-0.38,94.3,,,82.6,,0.254,,0.245,,92.0,104.0,99.0,0.315,0.61,93.8,0.255,0.216
21,2023-04-19,718501,Strikeout,strikeout,True,670541,621244,Yordan Alvarez,José Berríos,0,0,0,699cf082-c85f-4b15-b06e-4682158173e1,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,,,,,,,0.204,,,0.29600000000000004,0.185,0.72,,,0.31,-0.38,94.3,,,82.6,,0.254,,0.245,,92.0,104.0,99.0,0.315,0.61,93.8,0.255,0.216
22,2023-04-19,718501,Lineout,field_out,True,666182,677651,Bo Bichette,Luis Garcia,1,0,0,3fd5b2e2-bdb9-4870-875e-035639949548,677651.0,luisgarcia,"Garcia, L",Right,Luis Garcia,4.0,4.01,27.0,101.0,92.0,97.0,0.7070000000000001,10.33,3.33,8.33,1.0,0.59,0.205,0.384,0.247,0.342,0.387,84.4,53.0,106.0,89.0,99.0,94.0,99.0,79.0,94.0,89.0,87.0,103.0,111.0,107.0,105.0,98.0,0.312,0.42700000000000005,0.126,0.076,0.059000000000000004,-2.31,1.28,1.15,-0.26,-1.19,92.7,85.4,78.4,76.2,0.192,0.407,0.1,0.222,0.25,,,,,,,,
23,2023-04-19,718501,Groundout,field_out,True,665489,677651,Vladimir Guerrero Jr.,Luis Garcia,1,0,0,ae75b4fd-9f58-4df9-854e-ec72add0d328,677651.0,luisgarcia,"Garcia, L",Right,Luis Garcia,4.0,4.01,27.0,101.0,92.0,97.0,0.7070000000000001,10.33,3.33,8.33,1.0,0.59,0.205,0.384,0.247,0.342,0.387,84.4,53.0,106.0,89.0,99.0,94.0,99.0,79.0,94.0,89.0,87.0,103.0,111.0,107.0,105.0,98.0,0.312,0.42700000000000005,0.126,0.076,0.059000000000000004,-2.31,1.28,1.15,-0.26,-1.19,92.7,85.4,78.4,76.2,0.192,0.407,0.1,0.222,0.25,,,,,,,,
24,2023-04-19,718501,Double,double,False,662139,677651,Daulton Varsho,Luis Garcia,0,0,0,d2084a2c-cb37-41da-a344-e6a10d38affb,677651.0,luisgarcia,"Garcia, L",Right,Luis Garcia,4.0,4.01,27.0,101.0,92.0,97.0,0.7070000000000001,10.33,3.33,8.33,1.0,0.59,0.205,0.384,0.247,0.342,0.387,84.4,53.0,106.0,89.0,99.0,94.0,99.0,79.0,94.0,89.0,87.0,103.0,111.0,107.0,105.0,98.0,0.312,0.42700000000000005,0.126,0.076,0.059000000000000004,-2.31,1.28,1.15,-0.26,-1.19,92.7,85.4,78.4,76.2,0.192,0.407,0.1,0.222,0.25,,,,,,,,
25,2023-04-19,718501,Pop Out,field_out,True,656305,677651,Matt Chapman,Luis Garcia,1,0,0,13590ff9-708a-4882-9800-ccb437802456,677651.0,luisgarcia,"Garcia, L",Right,Luis Garcia,4.0,4.01,27.0,101.0,92.0,97.0,0.7070000000000001,10.33,3.33,8.33,1.0,0.59,0.205,0.384,0.247,0.342,0.387,84.4,53.0,106.0,89.0,99.0,94.0,99.0,79.0,94.0,89.0,87.0,103.0,111.0,107.0,105.0,98.0,0.312,0.42700000000000005,0.126,0.076,0.059000000000000004,-2.31,1.28,1.15,-0.26,-1.19,92.7,85.4,78.4,76.2,0.192,0.407,0.1,0.222,0.25,,,,,,,,
26,2023-04-19,718501,Single,single,False,547989,621244,José Abreu,José Berríos,0,0,0,fde515d6-a6e1-4fc6-8bba-90e8ac5992a2,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,,,,,,,0.204,,,0.29600000000000004,0.185,0.72,,,0.31,-0.38,94.3,,,82.6,,0.254,,0.245,,92.0,104.0,99.0,0.315,0.61,93.8,0.255,0.216
27,2023-04-19,718501,Grounded Into DP,grounded_into_double_play,True,663656,621244,Kyle Tucker,José Berríos,0,0,1,cfb851a8-bcb8-4ebb-b6fa-dbf4f1efcc4f,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,,,,,,,0.204,,,0.29600000000000004,0.185,0.72,,,0.31,-0.38,94.3,,,82.6,,0.254,,0.245,,92.0,104.0,99.0,0.315,0.61,93.8,0.255,0.216
28,2023-04-19,718501,Flyout,field_out,True,665161,621244,Jeremy Peña,José Berríos,0,0,0,07f81d45-67f2-4aec-8345-8146abc178ae,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,,,,,,,0.204,,,0.29600000000000004,0.185,0.72,,,0.31,-0.38,94.3,,,82.6,,0.254,,0.245,,92.0,104.0,99.0,0.315,0.61,93.8,0.255,0.216
29,2023-04-19,718501,Groundout,field_out,True,672386,677651,Alejandro Kirk,Luis Garcia,1,0,0,caf860f6-6407-4249-a4c7-cff1b4a32452,677651.0,luisgarcia,"Garcia, L",Right,Luis Garcia,4.0,4.01,27.0,101.0,92.0,97.0,0.7070000000000001,10.33,3.33,8.33,1.0,0.59,0.205,0.384,0.247,0.342,0.387,84.4,53.0,106.0,89.0,99.0,94.0,99.0,79.0,94.0,89.0,87.0,103.0,111.0,107.0,105.0,98.0,0.312,0.42700000000000005,0.126,0.076,0.059000000000000004,-2.31,1.28,1.15,-0.26,-1.19,92.7,85.4,78.4,76.2,0.192,0.407,0.1,0.222,0.25,,,,,,,,
30,2023-04-19,718501,Single,single,False,593160,677651,Whit Merrifield,Luis Garcia,1,0,0,8b0337ac-1991-4ad5-8d29-0e77c90262b8,677651.0,luisgarcia,"Garcia, L",Right,Luis Garcia,4.0,4.01,27.0,101.0,92.0,97.0,0.7070000000000001,10.33,3.33,8.33,1.0,0.59,0.205,0.384,0.247,0.342,0.387,84.4,53.0,106.0,89.0,99.0,94.0,99.0,79.0,94.0,89.0,87.0,103.0,111.0,107.0,105.0,98.0,0.312,0.42700000000000005,0.126,0.076,0.059000000000000004,-2.31,1.28,1.15,-0.26,-1.19,92.7,85.4,78.4,76.2,0.192,0.407,0.1,0.222,0.25,,,,,,,,
31,2023-04-19,718501,Strikeout,strikeout,True,595281,677651,Kevin Kiermaier,Luis Garcia,0,0,1,334e08f1-be48-4dcc-8b59-780fc1045935,677651.0,luisgarcia,"Garcia, L",Right,Luis Garcia,4.0,4.01,27.0,101.0,92.0,97.0,0.7070000000000001,10.33,3.33,8.33,1.0,0.59,0.205,0.384,0.247,0.342,0.387,84.4,53.0,106.0,89.0,99.0,94.0,99.0,79.0,94.0,89.0,87.0,103.0,111.0,107.0,105.0,98.0,0.312,0.42700000000000005,0.126,0.076,0.059000000000000004,-2.31,1.28,1.15,-0.26,-1.19,92.7,85.4,78.4,76.2,0.192,0.407,0.1,0.222,0.25,,,,,,,,
32,2023-04-19,718501,Groundout,field_out,True,682073,621244,David Hensley,José Berríos,1,0,0,b28815e4-f5a4-491a-863d-5a7699adf984,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,,,,,,,0.204,,,0.29600000000000004,0.185,0.72,,,0.31,-0.38,94.3,,,82.6,,0.254,,0.245,,92.0,104.0,99.0,0.315,0.61,93.8,0.255,0.216
33,2023-04-19,718501,Flyout,field_out,True,676694,621244,Jake Meyers,José Berríos,0,0,0,6fe2b3d8-9690-47de-b257-6bc31ebff9bf,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,,,,,,,0.204,,,0.29600000000000004,0.185,0.72,,,0.31,-0.38,94.3,,,82.6,,0.254,,0.245,,92.0,104.0,99.0,0.315,0.61,93.8,0.255,0.216
34,2023-04-19,718501,Groundout,field_out,True,455117,621244,Martín Maldonado,José Berríos,0,0,0,ae9d2326-310c-4706-b500-8fc73b56e457,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,,,,,,,0.204,,,0.29600000000000004,0.185,0.72,,,0.31,-0.38,94.3,,,82.6,,0.254,,0.245,,92.0,104.0,99.0,0.315,0.61,93.8,0.255,0.216
35,2023-04-19,718501,Flyout,field_out,True,664770,677651,Nathan Lukes,Luis Garcia,0,0,0,1a625e02-5306-4f60-bb81-44996a98ba7e,677651.0,luisgarcia,"Garcia, L",Right,Luis Garcia,4.0,4.01,27.0,101.0,92.0,97.0,0.7070000000000001,10.33,3.33,8.33,1.0,0.59,0.205,0.384,0.247,0.342,0.387,84.4,53.0,106.0,89.0,99.0,94.0,99.0,79.0,94.0,89.0,87.0,103.0,111.0,107.0,105.0,98.0,0.312,0.42700000000000005,0.126,0.076,0.059000000000000004,-2.31,1.28,1.15,-0.26,-1.19,92.7,85.4,78.4,76.2,0.192,0.407,0.1,0.222,0.25,,,,,,,,
36,2023-04-19,718501,Pop Out,field_out,True,543807,677651,George Springer,Luis Garcia,0,0,0,b3248c83-eaa3-4830-94a7-b5458bb61aec,677651.0,luisgarcia,"Garcia, L",Right,Luis Garcia,4.0,4.01,27.0,101.0,92.0,97.0,0.7070000000000001,10.33,3.33,8.33,1.0,0.59,0.205,0.384,0.247,0.342,0.387,84.4,53.0,106.0,89.0,99.0,94.0,99.0,79.0,94.0,89.0,87.0,103.0,111.0,107.0,105.0,98.0,0.312,0.42700000000000005,0.126,0.076,0.059000000000000004,-2.31,1.28,1.15,-0.26,-1.19,92.7,85.4,78.4,76.2,0.192,0.407,0.1,0.222,0.25,,,,,,,,
37,2023-04-19,718501,Groundout,field_out,True,666182,677651,Bo Bichette,Luis Garcia,1,1,0,dbd18a3d-4273-4c71-887d-deaf27204362,677651.0,luisgarcia,"Garcia, L",Right,Luis Garcia,4.0,4.01,27.0,101.0,92.0,97.0,0.7070000000000001,10.33,3.33,8.33,1.0,0.59,0.205,0.384,0.247,0.342,0.387,84.4,53.0,106.0,89.0,99.0,94.0,99.0,79.0,94.0,89.0,87.0,103.0,111.0,107.0,105.0,98.0,0.312,0.42700000000000005,0.126,0.076,0.059000000000000004,-2.31,1.28,1.15,-0.26,-1.19,92.7,85.4,78.4,76.2,0.192,0.407,0.1,0.222,0.25,,,,,,,,
38,2023-04-19,718501,Field Error,field_error,False,643289,621244,Mauricio Dubón,José Berríos,0,0,0,292a805d-8e85-4f2d-82d5-5fbc7bbf7bd4,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,,,,,,,0.204,,,0.29600000000000004,0.185,0.72,,,0.31,-0.38,94.3,,,82.6,,0.254,,0.245,,92.0,104.0,99.0,0.315,0.61,93.8,0.255,0.216
39,2023-04-19,718501,Grounded Into DP,grounded_into_double_play,True,608324,621244,Alex Bregman,José Berríos,1,0,1,01dbee75-1547-4e9f-8833-221d957c25a6,621244.0,joseberrios,Berríos,Right,José Berríos,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,84.1,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,,,,,,,0.204,,,0.29600000000000004,0.185,0.72,,,0.31,-0.38,94.3,,,82.6,,0.254,,0.245,,92.0,104.0,99.0,0.315,0.61,93.8,0.255,0.216
