,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,FF_ba,FC_ba,SI_ba,CH_ba,CU_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,SL_ba,FS_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-09-17,716553,Groundout,field_out,True,650490,665152,Yandy Díaz,Dean Kremer,0,0,0,98907d2b-cc54-43b9-baf1-147fff2e56fa,665152.0,deankremer,Kremer,Right,Dean Kremer,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,85.3,86.0,91.0,93.0,93.0,94.0,98.0,106.0,103.0,102.0,84.0,106.0,99.0,116.0,98.0,105.0,104.0,106.0,102.0,0.145,0.371,0.239,0.033,0.08900000000000001,0.12300000000000001,0.43,0.02,1.81,-1.43,-2.29,-1.4,94.6,88.8,91.9,82.8,78.1,0.252,0.222,0.269,0.26,0.347,0.25,,,,,,,,,,,,,,
1,2023-09-17,716553,Home Run,home_run,False,664040,665152,Brandon Lowe,Dean Kremer,1,0,0,18339e41-320a-4b89-8154-c388002e888d,665152.0,deankremer,Kremer,Right,Dean Kremer,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,85.3,86.0,91.0,93.0,93.0,94.0,98.0,106.0,103.0,102.0,84.0,106.0,99.0,116.0,98.0,105.0,104.0,106.0,102.0,0.145,0.371,0.239,0.033,0.08900000000000001,0.12300000000000001,0.43,0.02,1.81,-1.43,-2.29,-1.4,94.6,88.8,91.9,82.8,78.1,0.252,0.222,0.269,0.26,0.347,0.25,,,,,,,,,,,,,,
2,2023-09-17,716553,Strikeout,strikeout,True,668227,665152,Randy Arozarena,Dean Kremer,0,0,0,2572d501-c598-4e1c-b828-13db5563d13b,665152.0,deankremer,Kremer,Right,Dean Kremer,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,85.3,86.0,91.0,93.0,93.0,94.0,98.0,106.0,103.0,102.0,84.0,106.0,99.0,116.0,98.0,105.0,104.0,106.0,102.0,0.145,0.371,0.239,0.033,0.08900000000000001,0.12300000000000001,0.43,0.02,1.81,-1.43,-2.29,-1.4,94.6,88.8,91.9,82.8,78.1,0.252,0.222,0.269,0.26,0.347,0.25,,,,,,,,,,,,,,
3,2023-09-17,716553,Strikeout,strikeout,True,666139,665152,Josh Lowe,Dean Kremer,0,0,0,0bd880ba-aeb0-4f70-97f1-5e84d84fc8ef,665152.0,deankremer,Kremer,Right,Dean Kremer,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,85.3,86.0,91.0,93.0,93.0,94.0,98.0,106.0,103.0,102.0,84.0,106.0,99.0,116.0,98.0,105.0,104.0,106.0,102.0,0.145,0.371,0.239,0.033,0.08900000000000001,0.12300000000000001,0.43,0.02,1.81,-1.43,-2.29,-1.4,94.6,88.8,91.9,82.8,78.1,0.252,0.222,0.269,0.26,0.347,0.25,,,,,,,,,,,,,,
4,2023-09-17,716553,Groundout,field_out,True,683002,641793,Gunnar Henderson,Zack Littell,0,0,0,c33b78dc-04b3-43ea-af8a-1cf88aeb6e97,641793.0,zacklittell,Littell,Right,Zack Littell,4.1,4.24,90.0,105.0,92.0,105.0,0.8009999999999999,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,,,,,,,,73.0,109.0,100.0,74.0,108.0,98.0,103.0,100.0,105.0,,,,0.099,0.312,,0.397,,,0.57,,0.28,0.34,,,94.1,,92.9,87.1,,0.26,,0.237,,,0.25,115.0,107.0,118.0,0.192,-1.3,84.3,0.27,0.268,,,,,,
5,2023-09-17,716553,Double,double,False,668939,641793,Adley Rutschman,Zack Littell,0,0,0,82685bb0-5300-4ef9-b676-960b8d0c5a34,641793.0,zacklittell,Littell,Right,Zack Littell,4.1,4.24,90.0,105.0,92.0,105.0,0.8009999999999999,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,,,,,,,,73.0,109.0,100.0,74.0,108.0,98.0,103.0,100.0,105.0,,,,0.099,0.312,,0.397,,,0.57,,0.28,0.34,,,94.1,,92.9,87.1,,0.26,,0.237,,,0.25,115.0,107.0,118.0,0.192,-1.3,84.3,0.27,0.268,,,,,,
6,2023-09-17,716553,Strikeout,strikeout,True,623993,641793,Anthony Santander,Zack Littell,0,0,0,dacba8ad-5854-4b6a-bd30-79da1e23a58c,641793.0,zacklittell,Littell,Right,Zack Littell,4.1,4.24,90.0,105.0,92.0,105.0,0.8009999999999999,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,,,,,,,,73.0,109.0,100.0,74.0,108.0,98.0,103.0,100.0,105.0,,,,0.099,0.312,,0.397,,,0.57,,0.28,0.34,,,94.1,,92.9,87.1,,0.26,,0.237,,,0.25,115.0,107.0,118.0,0.192,-1.3,84.3,0.27,0.268,,,,,,
7,2023-09-17,716553,Flyout,field_out,True,656811,641793,Ryan O'Hearn,Zack Littell,0,0,0,9d7cee41-fd4c-48d4-9ee7-0fe7b3ac3798,641793.0,zacklittell,Littell,Right,Zack Littell,4.1,4.24,90.0,105.0,92.0,105.0,0.8009999999999999,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,,,,,,,,73.0,109.0,100.0,74.0,108.0,98.0,103.0,100.0,105.0,,,,0.099,0.312,,0.397,,,0.57,,0.28,0.34,,,94.1,,92.9,87.1,,0.26,,0.237,,,0.25,115.0,107.0,118.0,0.192,-1.3,84.3,0.27,0.268,,,,,,
8,2023-09-17,716553,Flyout,field_out,True,670623,665152,Isaac Paredes,Dean Kremer,0,0,0,0c26ea81-38f9-4f85-8179-b0840959d96f,665152.0,deankremer,Kremer,Right,Dean Kremer,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,85.3,86.0,91.0,93.0,93.0,94.0,98.0,106.0,103.0,102.0,84.0,106.0,99.0,116.0,98.0,105.0,104.0,106.0,102.0,0.145,0.371,0.239,0.033,0.08900000000000001,0.12300000000000001,0.43,0.02,1.81,-1.43,-2.29,-1.4,94.6,88.8,91.9,82.8,78.1,0.252,0.222,0.269,0.26,0.347,0.25,,,,,,,,,,,,,,
9,2023-09-17,716553,Groundout,field_out,True,666018,665152,Jonathan Aranda,Dean Kremer,1,0,0,06292451-b308-4ea4-bae4-e99e1879672d,665152.0,deankremer,Kremer,Right,Dean Kremer,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,85.3,86.0,91.0,93.0,93.0,94.0,98.0,106.0,103.0,102.0,84.0,106.0,99.0,116.0,98.0,105.0,104.0,106.0,102.0,0.145,0.371,0.239,0.033,0.08900000000000001,0.12300000000000001,0.43,0.02,1.81,-1.43,-2.29,-1.4,94.6,88.8,91.9,82.8,78.1,0.252,0.222,0.269,0.26,0.347,0.25,,,,,,,,,,,,,,
