,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,FS%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wCU/C,vFA,vFC,vFS,vSI,vCU,FF_ba,FC_ba,CU_ba,FS_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SL%,CH%,wSL/C,wCH/C,vSL,CH_ba,SL_ba,SI_ba,ST_ba,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS
0,2023-09-19,716524,Groundout,field_out,True,694384,671737,Nolan Schanuel,Taj Bradley,0,0,0,68c11218-5619-4000-868c-cf7fa65d6c9a,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,88.0,107.0,111.0,131.0,101.0,109.0,106.0,99.0,99.0,0.001,0.449,0.248,0.136,0.16699999999999998,-0.8,-1.32,0.62,0.0,0.04,96.1,88.9,89.3,97.8,79.0,0.277,0.312,0.169,0.19,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-19,716524,Flyout,field_out,True,687263,671737,Zach Neto,Taj Bradley,0,0,0,bb86d6c5-2e71-4541-97f8-26e03cf6277b,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,88.0,107.0,111.0,131.0,101.0,109.0,106.0,99.0,99.0,0.001,0.449,0.248,0.136,0.16699999999999998,-0.8,-1.32,0.62,0.0,0.04,96.1,88.9,89.3,97.8,79.0,0.277,0.312,0.169,0.19,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-19,716524,Single,single,False,592273,671737,Brandon Drury,Taj Bradley,0,0,0,f9156aa6-bb2d-485a-bb41-ec8499e043af,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,88.0,107.0,111.0,131.0,101.0,109.0,106.0,99.0,99.0,0.001,0.449,0.248,0.136,0.16699999999999998,-0.8,-1.32,0.62,0.0,0.04,96.1,88.9,89.3,97.8,79.0,0.277,0.312,0.169,0.19,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-09-19,716524,Strikeout,strikeout,True,665120,671737,Jared Walsh,Taj Bradley,0,0,0,c142c85b-4a68-4cdf-90fb-4a302e9c0b94,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,88.0,107.0,111.0,131.0,101.0,109.0,106.0,99.0,99.0,0.001,0.449,0.248,0.136,0.16699999999999998,-0.8,-1.32,0.62,0.0,0.04,96.1,88.9,89.3,97.8,79.0,0.277,0.312,0.169,0.19,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-09-19,716524,Double,double,False,650490,663776,Yandy Díaz,Patrick Sandoval,0,0,1,5697872f-c80e-4c40-9e95-55f25e3fbbac,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,99.0,96.0,101.0,63.0,94.0,89.0,,,,0.111,0.256,,,0.09,-1.22,,,0.36,0.27,93.0,,,93.2,76.5,0.336,,0.286,,83.0,99.0,98.0,100.0,69.0,97.0,86.0,123.0,100.0,107.0,0.285,0.258,0.02,0.3,86.5,0.184,0.267,0.269,0.2,,,,,,
5,2023-09-19,716524,Home Run,home_run,False,668227,663776,Randy Arozarena,Patrick Sandoval,0,0,1,5faf0dab-ae92-47dd-8706-ccbdc32770c4,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,99.0,96.0,101.0,63.0,94.0,89.0,,,,0.111,0.256,,,0.09,-1.22,,,0.36,0.27,93.0,,,93.2,76.5,0.336,,0.286,,83.0,99.0,98.0,100.0,69.0,97.0,86.0,123.0,100.0,107.0,0.285,0.258,0.02,0.3,86.5,0.184,0.267,0.269,0.2,,,,,,
6,2023-09-19,716524,Walk,walk,False,623912,663776,Harold Ramírez,Patrick Sandoval,0,0,0,5c4cacfd-9432-4acc-9b64-c9df7458cfe3,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,99.0,96.0,101.0,63.0,94.0,89.0,,,,0.111,0.256,,,0.09,-1.22,,,0.36,0.27,93.0,,,93.2,76.5,0.336,,0.286,,83.0,99.0,98.0,100.0,69.0,97.0,86.0,123.0,100.0,107.0,0.285,0.258,0.02,0.3,86.5,0.184,0.267,0.269,0.2,,,,,,
7,2023-09-19,716524,Strikeout,strikeout,True,670623,663776,Isaac Paredes,Patrick Sandoval,0,0,0,e59dfceb-cac5-4bec-99c7-d8cb3e55a7c9,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,99.0,96.0,101.0,63.0,94.0,89.0,,,,0.111,0.256,,,0.09,-1.22,,,0.36,0.27,93.0,,,93.2,76.5,0.336,,0.286,,83.0,99.0,98.0,100.0,69.0,97.0,86.0,123.0,100.0,107.0,0.285,0.258,0.02,0.3,86.5,0.184,0.267,0.269,0.2,,,,,,
8,2023-09-19,716524,Double Play,double_play,True,622534,663776,Manuel Margot,Patrick Sandoval,1,0,1,242d5883-e914-4f75-aa72-585f3a35307b,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.42700000000000005,0.166,0.297,0.414,99.0,96.0,101.0,63.0,94.0,89.0,,,,0.111,0.256,,,0.09,-1.22,,,0.36,0.27,93.0,,,93.2,76.5,0.336,,0.286,,83.0,99.0,98.0,100.0,69.0,97.0,86.0,123.0,100.0,107.0,0.285,0.258,0.02,0.3,86.5,0.184,0.267,0.269,0.2,,,,,,
9,2023-09-19,716524,Groundout,field_out,True,681351,671737,Logan O'Hoppe,Taj Bradley,0,0,0,fecf2627-5f01-484d-bbac-83500b6e5463,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,88.0,107.0,111.0,131.0,101.0,109.0,106.0,99.0,99.0,0.001,0.449,0.248,0.136,0.16699999999999998,-0.8,-1.32,0.62,0.0,0.04,96.1,88.9,89.3,97.8,79.0,0.277,0.312,0.169,0.19,,,,,,,,,,,,,,,,,,,,,,,,,
