,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,wFA/C,wSI/C,wSL/C,wCU/C,vFA,vSI,vSL,vCU,CU_ba,SL_ba,FF_ba,SI_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,ST_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,KC%,wKC/C,vKC
0,2023-09-04,716727,Strikeout,strikeout,True,641487,622088,J.P. Crawford,Tejay Antone,0,0,0,a3eda1b0-ab03-4a98-8c22-cbd5e456d54f,622088.0,tejayantone,Antone,Right,Tejay Antone,1.59,2.67,5.2,98.0,100.0,95.0,0.757,11.12,3.18,4.76,0.0,4.0,0.25,0.25,0.25,0.33299999999999996,0.36700000000000005,112.0,103.0,106.0,86.0,107.0,89.0,82.0,79.0,79.0,108.0,98.0,96.0,0.2,0.2,0.2,0.4,1.11,3.09,5.52,1.28,94.3,93.3,83.8,79.5,0.143,0.143,0.0,0.333,,,,,,,,,,,,,,,,,,
1,2023-09-04,716727,Groundout,field_out,True,677594,622088,Julio Rodríguez,Tejay Antone,0,0,0,9ebcb69f-da0e-4771-9ae1-bdfcd1c90dd6,622088.0,tejayantone,Antone,Right,Tejay Antone,1.59,2.67,5.2,98.0,100.0,95.0,0.757,11.12,3.18,4.76,0.0,4.0,0.25,0.25,0.25,0.33299999999999996,0.36700000000000005,112.0,103.0,106.0,86.0,107.0,89.0,82.0,79.0,79.0,108.0,98.0,96.0,0.2,0.2,0.2,0.4,1.11,3.09,5.52,1.28,94.3,93.3,83.8,79.5,0.143,0.143,0.0,0.333,,,,,,,,,,,,,,,,,,
2,2023-09-04,716727,Strikeout,strikeout,True,606192,622088,Teoscar Hernández,Tejay Antone,0,0,0,816911c3-5a0c-46b0-8b3f-2bc279002c3b,622088.0,tejayantone,Antone,Right,Tejay Antone,1.59,2.67,5.2,98.0,100.0,95.0,0.757,11.12,3.18,4.76,0.0,4.0,0.25,0.25,0.25,0.33299999999999996,0.36700000000000005,112.0,103.0,106.0,86.0,107.0,89.0,82.0,79.0,79.0,108.0,98.0,96.0,0.2,0.2,0.2,0.4,1.11,3.09,5.52,1.28,94.3,93.3,83.8,79.5,0.143,0.143,0.0,0.333,,,,,,,,,,,,,,,,,,
3,2023-09-04,716727,Groundout,field_out,True,641584,693433,Jake Fraley,Bryan Woo,0,0,0,b41ddf7a-0909-4557-8f7b-ff451aefb6df,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,,,,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,0.255,0.469,0.24,,0.69,1.34,-0.83,,95.1,95.0,86.0,,,0.261,0.207,0.213,89.7,85.0,91.0,93.0,0.037000000000000005,-2.37,0.257,0.4,,,,,,,,,,
4,2023-09-04,716727,Hit By Pitch,hit_by_pitch,False,670770,693433,TJ Friedl,Bryan Woo,1,0,0,108d3ec9-43d9-48af-8bb0-6de83f2fce1b,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,,,,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,0.255,0.469,0.24,,0.69,1.34,-0.83,,95.1,95.0,86.0,,,0.261,0.207,0.213,89.7,85.0,91.0,93.0,0.037000000000000005,-2.37,0.257,0.4,,,,,,,,,,
5,2023-09-04,716727,Groundout,field_out,True,668715,693433,Spencer Steer,Bryan Woo,0,0,1,a678cf5d-c59e-491c-aef0-f788eb8cb765,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,,,,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,0.255,0.469,0.24,,0.69,1.34,-0.83,,95.1,95.0,86.0,,,0.261,0.207,0.213,89.7,85.0,91.0,93.0,0.037000000000000005,-2.37,0.257,0.4,,,,,,,,,,
6,2023-09-04,716727,Single,single,False,682829,693433,Elly De La Cruz,Bryan Woo,1,0,1,1b152e69-b624-4872-b761-dad4eaafde54,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,,,,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,0.255,0.469,0.24,,0.69,1.34,-0.83,,95.1,95.0,86.0,,,0.261,0.207,0.213,89.7,85.0,91.0,93.0,0.037000000000000005,-2.37,0.257,0.4,,,,,,,,,,
7,2023-09-04,716727,Hit By Pitch,hit_by_pitch,False,605361,693433,Nick Martini,Bryan Woo,1,0,1,1990ab27-18ee-4c27-be82-4d5fcbee0ba7,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,,,,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,0.255,0.469,0.24,,0.69,1.34,-0.83,,95.1,95.0,86.0,,,0.261,0.207,0.213,89.7,85.0,91.0,93.0,0.037000000000000005,-2.37,0.257,0.4,,,,,,,,,,
8,2023-09-04,716727,Single,single,False,592669,693433,Hunter Renfroe,Bryan Woo,0,0,1,81ea8edc-59e9-4c7e-ab87-7ae1e18312fe,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,,,,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,0.255,0.469,0.24,,0.69,1.34,-0.83,,95.1,95.0,86.0,,,0.261,0.207,0.213,89.7,85.0,91.0,93.0,0.037000000000000005,-2.37,0.257,0.4,,,,,,,,,,
9,2023-09-04,716727,Groundout,field_out,True,663886,693433,Tyler Stephenson,Bryan Woo,0,0,0,94fe1592-aac0-42d0-b7f8-0a699528b250,693433.0,bryanwoo,Woo,Right,Bryan Woo,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.29600000000000004,0.363,0.175,0.271,0.45299999999999996,,,,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,0.255,0.469,0.24,,0.69,1.34,-0.83,,95.1,95.0,86.0,,,0.261,0.207,0.213,89.7,85.0,91.0,93.0,0.037000000000000005,-2.37,0.257,0.4,,,,,,,,,,
