,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vSL,vKC,SL_ba,FF_ba,CU_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CU%,wFC/C,wSI/C,wCU/C,vFC,vSI,vCU,ST_ba,SI_ba,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-09-17,716542,Groundout,field_out,True,666397,656302,Edouard Julien,Dylan Cease,0,0,0,cf7afb75-c5b5-4414-8e7f-96ea18bf0fa3,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-17,716542,Walk,walk,False,593871,656302,Jorge Polanco,Dylan Cease,1,0,0,d46e136f-aa95-42db-b07f-b8218ca40383,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-17,716542,Flyout,field_out,True,650489,656302,Willi Castro,Dylan Cease,1,0,0,aad235b9-a188-415b-a731-a3bedc044747,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-09-17,716542,Flyout,field_out,True,668904,656302,Royce Lewis,Dylan Cease,1,1,0,289911c6-502f-4717-a0f7-0c14bc6af44f,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-09-17,716542,Flyout,field_out,True,462101,543243,Elvis Andrus,Sonny Gray,1,0,0,3850b58a-d8ba-46db-aac0-9f4a29d7dd79,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,105.0,99.0,100.0,122.0,108.0,121.0,,,,0.271,0.205,0.001,0.067,0.61,3.25,-0.41,-0.63,92.9,84.3,72.9,,0.301,0.257,0.27,91.0,98.0,101.0,82.0,99.0,94.0,118.0,102.0,102.0,0.157,0.131,0.168,1.3,-0.46,0.87,87.6,92.8,79.6,0.096,0.275,0.265,,,,,,,
5,2023-09-17,716542,Single,single,False,643217,543243,Andrew Benintendi,Sonny Gray,0,0,0,d6e408a3-7890-43d3-ba17-ea2fc0b63e95,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,105.0,99.0,100.0,122.0,108.0,121.0,,,,0.271,0.205,0.001,0.067,0.61,3.25,-0.41,-0.63,92.9,84.3,72.9,,0.301,0.257,0.27,91.0,98.0,101.0,82.0,99.0,94.0,118.0,102.0,102.0,0.157,0.131,0.168,1.3,-0.46,0.87,87.6,92.8,79.6,0.096,0.275,0.265,,,,,,,
6,2023-09-17,716542,Strikeout Double Play,strikeout_double_play,True,683734,543243,Andrew Vaughn,Sonny Gray,0,0,1,a786387e-55d7-4ff0-9aaa-b8ea6948bd52,543243.0,sonnygray,"Gray, So",Right,Sonny Gray,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.14300000000000002,0.3,0.42200000000000004,87.9,84.0,95.0,89.0,105.0,99.0,100.0,122.0,108.0,121.0,,,,0.271,0.205,0.001,0.067,0.61,3.25,-0.41,-0.63,92.9,84.3,72.9,,0.301,0.257,0.27,91.0,98.0,101.0,82.0,99.0,94.0,118.0,102.0,102.0,0.157,0.131,0.168,1.3,-0.46,0.87,87.6,92.8,79.6,0.096,0.275,0.265,,,,,,,
7,2023-09-17,716542,Lineout,field_out,True,621043,656302,Carlos Correa,Dylan Cease,0,0,0,248f026d-1b3f-4833-bf16-aadf0a84091e,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-09-17,716542,Double,double,False,670242,656302,Matt Wallner,Dylan Cease,0,0,0,0acbde05-c9fb-4fec-ac2e-4167c1f5fec8,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-09-17,716542,Pop Out,field_out,True,664057,656302,Andrew Stevenson,Dylan Cease,0,0,0,6283368a-630a-4fa5-93a2-84f37a789f68,656302.0,dylancease,Cease,Right,Dylan Cease,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.43200000000000005,0.17300000000000001,0.341,0.376,74.6,60.0,90.0,78.0,125.0,95.0,103.0,120.0,101.0,108.0,83.0,94.0,99.0,0.43200000000000005,0.386,0.152,0.03,-0.15,0.4,-1.83,1.0,95.6,86.3,80.2,0.216,0.273,0.298,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
