,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,SI_ba,CH_ba,FC_ba,FF_ba,CU_ba,SL_ba,FS%,wFS/C,vFS,FS_ba
0,2023-04-02,718739,Double,double,False,607208,527048,Trea Turner,Martín Pérez,0,0,0,6d40ed80-d3f9-4204-98a4-72524e49371f,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037000000000000005,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,91.6,83.4,79.1,0.244,0.316,0.342,0.167,0.063,0.0,,,,
1,2023-04-02,718739,Strikeout,strikeout,True,656941,527048,Kyle Schwarber,Martín Pérez,0,0,0,aed844da-fede-4995-9ba2-fa4a44ad771f,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037000000000000005,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,91.6,83.4,79.1,0.244,0.316,0.342,0.167,0.063,0.0,,,,
2,2023-04-02,718739,Pop Out,field_out,True,592663,527048,J.T. Realmuto,Martín Pérez,1,0,0,1a162169-3fd0-4ead-b6c6-5607bbd57fa6,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037000000000000005,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,91.6,83.4,79.1,0.244,0.316,0.342,0.167,0.063,0.0,,,,
3,2023-04-02,718739,Walk,walk,False,592206,527048,Nick Castellanos,Martín Pérez,0,0,0,074c17e3-111c-42c4-8047-f313f9ccc008,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037000000000000005,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,91.6,83.4,79.1,0.244,0.316,0.342,0.167,0.063,0.0,,,,
4,2023-04-02,718739,Strikeout,strikeout,True,664761,527048,Alec Bohm,Martín Pérez,0,0,0,d70aa68d-929f-4d81-a087-c6ae55c41327,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037000000000000005,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,91.6,83.4,79.1,0.244,0.316,0.342,0.167,0.063,0.0,,,,
5,2023-04-02,718739,Single,single,False,543760,663559,Marcus Semien,Bailey Falter,1,1,0,e2abafd9-d1be-41a9-b77b-77cc80547a43,663559.0,baileyfalter,Falter,Left,Bailey Falter,5.36,4.93,80.2,104.0,76.0,97.0,0.8440000000000001,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,84.6,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,,,,0.07200000000000001,0.444,,0.18899999999999997,0.225,0.046,-0.08,,-1.63,-1.91,-0.85,-0.8,90.7,,90.7,84.5,76.5,0.333,0.273,,0.305,0.267,0.288,0.024,3.65,85.0,0.0
6,2023-04-02,718739,Single,single,False,608369,663559,Corey Seager,Bailey Falter,1,1,1,24090315-fc47-463a-bff6-f721977ae04d,663559.0,baileyfalter,Falter,Left,Bailey Falter,5.36,4.93,80.2,104.0,76.0,97.0,0.8440000000000001,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,84.6,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,,,,0.07200000000000001,0.444,,0.18899999999999997,0.225,0.046,-0.08,,-1.63,-1.91,-0.85,-0.8,90.7,,90.7,84.5,76.5,0.333,0.273,,0.305,0.267,0.288,0.024,3.65,85.0,0.0
7,2023-04-02,718739,Strikeout,strikeout,True,663993,663559,Nathaniel Lowe,Bailey Falter,0,0,0,98b09cca-2506-47a1-91f1-95255bc776c4,663559.0,baileyfalter,Falter,Left,Bailey Falter,5.36,4.93,80.2,104.0,76.0,97.0,0.8440000000000001,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,84.6,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,,,,0.07200000000000001,0.444,,0.18899999999999997,0.225,0.046,-0.08,,-1.63,-1.91,-0.85,-0.8,90.7,,90.7,84.5,76.5,0.333,0.273,,0.305,0.267,0.288,0.024,3.65,85.0,0.0
8,2023-04-02,718739,Strikeout,strikeout,True,666969,663559,Adolis García,Bailey Falter,0,0,0,97310a4a-1af8-4bc2-a248-c86221577105,663559.0,baileyfalter,Falter,Left,Bailey Falter,5.36,4.93,80.2,104.0,76.0,97.0,0.8440000000000001,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,84.6,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,,,,0.07200000000000001,0.444,,0.18899999999999997,0.225,0.046,-0.08,,-1.63,-1.91,-0.85,-0.8,90.7,,90.7,84.5,76.5,0.333,0.273,,0.305,0.267,0.288,0.024,3.65,85.0,0.0
9,2023-04-02,718739,Groundout,field_out,True,543281,527048,Josh Harrison,Martín Pérez,0,0,0,0269b9df-fc5d-4266-a9a0-75fdddc8dafa,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,4.45,4.9,141.2,104.0,74.0,95.0,0.8370000000000001,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.39899999999999997,84.1,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037000000000000005,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,91.6,83.4,79.1,0.244,0.316,0.342,0.167,0.063,0.0,,,,
