,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vSL,vKC,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,FS_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,ST_ba
0,2023-07-28,717229,Strikeout,strikeout,True,650490,664299,Yandy Díaz,Cristian Javier,0,0,0,1693641a-19cd-4975-b1cc-3d100e69088d,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-28,717229,Triple,triple,False,677551,664299,Wander Franco,Cristian Javier,1,0,0,e2163b49-c162-46bc-9adf-162eb9a73936,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-28,717229,Strikeout,strikeout,True,670042,664299,Luke Raley,Cristian Javier,0,0,0,0878e158-2a86-44f2-8fcc-1a5b9955df47,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-28,717229,Hit By Pitch,hit_by_pitch,False,668227,664299,Randy Arozarena,Cristian Javier,1,0,0,1712205f-befd-4147-b075-eb946ce76d9f,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-07-28,717229,Home Run,home_run,False,664040,664299,Brandon Lowe,Cristian Javier,0,0,1,20915311-fd01-4f72-99f8-8182b5d2fecb,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-07-28,717229,Groundout,field_out,True,670623,664299,Isaac Paredes,Cristian Javier,1,0,0,47874d57-cb1b-474d-83d4-e6efaebf5727,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023-07-28,717229,Triple,triple,False,514888,663556,Jose Altuve,Shane McClanahan,0,0,0,2f091c7f-b3a6-403f-9a22-bc30726f88ef,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,111.0,100.0,104.0,107.0,102.0,105.0,,,,0.419,0.153,,0.258,-0.34,-0.27,,2.65,96.8,89.3,,0.269,0.261,0.197,0.153,115.0,101.0,107.0,0.17,1.12,83.5,,,,,,,,,,,,,,,,,,,,,,
7,2023-07-28,717229,Groundout,field_out,True,665161,663556,Jeremy Peña,Shane McClanahan,0,0,1,328b802d-2b85-4178-9e1f-e24cad48b5f8,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,111.0,100.0,104.0,107.0,102.0,105.0,,,,0.419,0.153,,0.258,-0.34,-0.27,,2.65,96.8,89.3,,0.269,0.261,0.197,0.153,115.0,101.0,107.0,0.17,1.12,83.5,,,,,,,,,,,,,,,,,,,,,,
8,2023-07-28,717229,Lineout,field_out,True,663656,663556,Kyle Tucker,Shane McClanahan,1,0,0,9729a731-a6d7-4dc0-9664-76c9915dc23e,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,111.0,100.0,104.0,107.0,102.0,105.0,,,,0.419,0.153,,0.258,-0.34,-0.27,,2.65,96.8,89.3,,0.269,0.261,0.197,0.153,115.0,101.0,107.0,0.17,1.12,83.5,,,,,,,,,,,,,,,,,,,,,,
9,2023-07-28,717229,Flyout,field_out,True,608324,663556,Alex Bregman,Shane McClanahan,1,1,0,40e86012-f402-44a5-9394-9fa99330921b,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,111.0,100.0,104.0,107.0,102.0,105.0,,,,0.419,0.153,,0.258,-0.34,-0.27,,2.65,96.8,89.3,,0.269,0.261,0.197,0.153,115.0,101.0,107.0,0.17,1.12,83.5,,,,,,,,,,,,,,,,,,,,,,
10,2023-07-28,717229,Strikeout,strikeout,True,666139,664299,Josh Lowe,Cristian Javier,0,0,0,c2bffc35-f8d4-47cf-b8ce-390429def313,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2023-07-28,717229,Strikeout,strikeout,True,642350,664299,Jose Siri,Cristian Javier,0,0,0,2e163c1a-9061-4b4c-816e-64db4c1add99,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2023-07-28,717229,Strikeout,strikeout,True,650907,664299,René Pinto,Cristian Javier,0,0,0,b72906a7-f881-4500-bed9-8fa923efde9b,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2023-07-28,717229,Strikeout,strikeout,True,670541,663556,Yordan Alvarez,Shane McClanahan,0,0,0,614c8af2-6415-4217-ba6f-6ad54179ba2c,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,111.0,100.0,104.0,107.0,102.0,105.0,,,,0.419,0.153,,0.258,-0.34,-0.27,,2.65,96.8,89.3,,0.269,0.261,0.197,0.153,115.0,101.0,107.0,0.17,1.12,83.5,,,,,,,,,,,,,,,,,,,,,,
14,2023-07-28,717229,Groundout,field_out,True,547989,663556,José Abreu,Shane McClanahan,0,0,0,582834bc-d8b4-4bcc-b255-7bd64e85a3be,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,111.0,100.0,104.0,107.0,102.0,105.0,,,,0.419,0.153,,0.258,-0.34,-0.27,,2.65,96.8,89.3,,0.269,0.261,0.197,0.153,115.0,101.0,107.0,0.17,1.12,83.5,,,,,,,,,,,,,,,,,,,,,,
15,2023-07-28,717229,Single,single,False,676801,663556,Chas McCormick,Shane McClanahan,0,0,0,72d1aceb-9fd1-4342-bfda-e3998808da45,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,111.0,100.0,104.0,107.0,102.0,105.0,,,,0.419,0.153,,0.258,-0.34,-0.27,,2.65,96.8,89.3,,0.269,0.261,0.197,0.153,115.0,101.0,107.0,0.17,1.12,83.5,,,,,,,,,,,,,,,,,,,,,,
16,2023-07-28,717229,Strikeout,strikeout,True,667452,663556,Corey Julks,Shane McClanahan,0,0,0,866e0e63-b2b7-4c6e-afe3-c4d7d2422d5f,663556.0,shanemcclanahan,McClanahan,Left,Shane McClanahan,3.29,4.13,115.0,102.0,112.0,106.0,0.6940000000000001,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,86.9,115.0,104.0,109.0,111.0,100.0,104.0,107.0,102.0,105.0,,,,0.419,0.153,,0.258,-0.34,-0.27,,2.65,96.8,89.3,,0.269,0.261,0.197,0.153,115.0,101.0,107.0,0.17,1.12,83.5,,,,,,,,,,,,,,,,,,,,,,
17,2023-07-28,717229,Flyout,field_out,True,650490,664299,Yandy Díaz,Cristian Javier,1,1,0,19517e10-faca-4f47-b771-fc8172562467,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2023-07-28,717229,Flyout,field_out,True,677551,664299,Wander Franco,Cristian Javier,0,0,0,809bc2b0-e0cd-4a13-a434-2047686a70be,664299.0,cristianjavier,Javier,Right,Cristian Javier,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.39899999999999997,83.7,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,91.0,99.0,102.0,0.584,0.3,0.075,0.040999999999999995,0.44,-0.09,-1.17,-1.29,92.7,79.5,76.6,0.236,0.211,0.268,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
