,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vSL,FF_ba,SL_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,KC%,wSI/C,wCU/C,wKC/C,vSI,vCU,vKC,SI_ba,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba
0,2023-09-10,716642,Walk,walk,False,663457,668881,Lars Nootbaar,Hunter Greene,0,0,0,295e8780-d9a1-4222-b1f1-71ca9ae57753,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.24100000000000002,0.40700000000000003,0.128,0.345,0.42,91.1,69.0,88.0,90.0,127.0,103.0,105.0,126.0,104.0,112.0,0.544,0.40399999999999997,0.053,-0.95,0.16,-2.39,98.3,87.3,0.265,0.229,0.304,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-10,716642,Strikeout,strikeout,True,669242,668881,Tommy Edman,Hunter Greene,0,0,0,0c8c6491-0250-490a-9378-563fb29c8c7f,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.24100000000000002,0.40700000000000003,0.128,0.345,0.42,91.1,69.0,88.0,90.0,127.0,103.0,105.0,126.0,104.0,112.0,0.544,0.40399999999999997,0.053,-0.95,0.16,-2.39,98.3,87.3,0.265,0.229,0.304,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-10,716642,Strikeout,strikeout,True,676475,668881,Alec Burleson,Hunter Greene,0,0,0,384c6b84-951a-418a-b946-f81d41c3b0ff,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.24100000000000002,0.40700000000000003,0.128,0.345,0.42,91.1,69.0,88.0,90.0,127.0,103.0,105.0,126.0,104.0,112.0,0.544,0.40399999999999997,0.053,-0.95,0.16,-2.39,98.3,87.3,0.265,0.229,0.304,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-09-10,716642,Forceout,force_out,True,571448,668881,Nolan Arenado,Hunter Greene,1,0,1,ec209a51-56cb-46f6-bc4e-c73794224fd5,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.24100000000000002,0.40700000000000003,0.128,0.345,0.42,91.1,69.0,88.0,90.0,127.0,103.0,105.0,126.0,104.0,112.0,0.544,0.40399999999999997,0.053,-0.95,0.16,-2.39,98.3,87.3,0.265,0.229,0.304,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-09-10,716642,Groundout,field_out,True,641584,571945,Jake Fraley,Miles Mikolas,0,0,0,1c7e1b97-cd1b-4e62-8663-3290b6a357ce,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,74.0,112.0,99.0,108.0,107.0,108.0,0.26,0.243,0.054000000000000006,-0.19,0.62,2.68,93.3,86.4,0.29,0.245,0.182,95.0,105.0,102.0,86.0,108.0,99.0,0.243,0.198,0.002,-1.61,-0.92,-0.89,92.7,75.9,68.1,0.34,0.261,,,,,,,
5,2023-09-10,716642,Groundout,field_out,True,682829,571945,Elly De La Cruz,Miles Mikolas,0,0,0,59e384c4-1584-40ce-af59-87f0a75eb0c4,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,74.0,112.0,99.0,108.0,107.0,108.0,0.26,0.243,0.054000000000000006,-0.19,0.62,2.68,93.3,86.4,0.29,0.245,0.182,95.0,105.0,102.0,86.0,108.0,99.0,0.243,0.198,0.002,-1.61,-0.92,-0.89,92.7,75.9,68.1,0.34,0.261,,,,,,,
6,2023-09-10,716642,Groundout,field_out,True,670770,571945,TJ Friedl,Miles Mikolas,1,0,0,2178071a-efc4-4646-9f8e-8bf2845a4a8c,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,74.0,112.0,99.0,108.0,107.0,108.0,0.26,0.243,0.054000000000000006,-0.19,0.62,2.68,93.3,86.4,0.29,0.245,0.182,95.0,105.0,102.0,86.0,108.0,99.0,0.243,0.198,0.002,-1.61,-0.92,-0.89,92.7,75.9,68.1,0.34,0.261,,,,,,,
7,2023-09-10,716642,Pop Out,field_out,True,641933,668881,Tyler O'Neill,Hunter Greene,1,1,0,fe3a08d8-f884-49ab-ad4f-012e4799a965,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.24100000000000002,0.40700000000000003,0.128,0.345,0.42,91.1,69.0,88.0,90.0,127.0,103.0,105.0,126.0,104.0,112.0,0.544,0.40399999999999997,0.053,-0.95,0.16,-2.39,98.3,87.3,0.265,0.229,0.304,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-09-10,716642,Walk,walk,False,663609,668881,Luken Baker,Hunter Greene,1,0,0,68cc9369-a129-444b-ab33-d7bccd8f580d,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.24100000000000002,0.40700000000000003,0.128,0.345,0.42,91.1,69.0,88.0,90.0,127.0,103.0,105.0,126.0,104.0,112.0,0.544,0.40399999999999997,0.053,-0.95,0.16,-2.39,98.3,87.3,0.265,0.229,0.304,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-09-10,716642,Strikeout,strikeout,True,691023,668881,Jordan Walker,Hunter Greene,0,0,0,30406681-2bda-4311-87c8-6dc3d96913c9,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.24100000000000002,0.40700000000000003,0.128,0.345,0.42,91.1,69.0,88.0,90.0,127.0,103.0,105.0,126.0,104.0,112.0,0.544,0.40399999999999997,0.053,-0.95,0.16,-2.39,98.3,87.3,0.265,0.229,0.304,,,,,,,,,,,,,,,,,,,,,,,,
