,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,FF_ba,SL_ba,SI_ba,CH_ba,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-04-09,718645,Pop Out,field_out,True,669743,663372,Alex Call,Ryan Feltner,0,0,0,da2fa7fd-2811-437a-8545-d837a681b25c,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,5.82,4.64,43.1,101.0,96.0,100.0,0.81,7.89,5.82,9.35,0.42,1.29,0.24100000000000002,0.331,0.188,0.248,0.44799999999999995,84.1,93.0,90.0,96.0,91.0,110.0,117.0,96.0,100.0,93.0,103.0,99.0,95.0,95.0,106.0,105.0,0.17300000000000001,0.278,0.313,0.08900000000000001,0.147,-0.01,-4.88,1.27,-2.31,2.91,94.8,94.3,88.6,79.7,0.25,0.178,0.475,0.08,0.333,,,,,,,,,,,,,,,,,,,,,
1,2023-04-09,718645,Strikeout,strikeout,True,600869,663372,Jeimer Candelario,Ryan Feltner,0,0,0,b8811f87-d6d3-4c59-a035-a78db5fa3ebf,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,5.82,4.64,43.1,101.0,96.0,100.0,0.81,7.89,5.82,9.35,0.42,1.29,0.24100000000000002,0.331,0.188,0.248,0.44799999999999995,84.1,93.0,90.0,96.0,91.0,110.0,117.0,96.0,100.0,93.0,103.0,99.0,95.0,95.0,106.0,105.0,0.17300000000000001,0.278,0.313,0.08900000000000001,0.147,-0.01,-4.88,1.27,-2.31,2.91,94.8,94.3,88.6,79.7,0.25,0.178,0.475,0.08,0.333,,,,,,,,,,,,,,,,,,,,,
2,2023-04-09,718645,Single,single,False,642086,663372,Dominic Smith,Ryan Feltner,1,0,0,18adfcd4-aa5e-4d5d-878f-fa8cdca02e6a,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,5.82,4.64,43.1,101.0,96.0,100.0,0.81,7.89,5.82,9.35,0.42,1.29,0.24100000000000002,0.331,0.188,0.248,0.44799999999999995,84.1,93.0,90.0,96.0,91.0,110.0,117.0,96.0,100.0,93.0,103.0,99.0,95.0,95.0,106.0,105.0,0.17300000000000001,0.278,0.313,0.08900000000000001,0.147,-0.01,-4.88,1.27,-2.31,2.91,94.8,94.3,88.6,79.7,0.25,0.178,0.475,0.08,0.333,,,,,,,,,,,,,,,,,,,,,
3,2023-04-09,718645,Flyout,field_out,True,660688,663372,Keibert Ruiz,Ryan Feltner,0,0,0,730bfc3b-4ea1-42ba-91f9-ccd12ec6e206,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,5.82,4.64,43.1,101.0,96.0,100.0,0.81,7.89,5.82,9.35,0.42,1.29,0.24100000000000002,0.331,0.188,0.248,0.44799999999999995,84.1,93.0,90.0,96.0,91.0,110.0,117.0,96.0,100.0,93.0,103.0,99.0,95.0,95.0,106.0,105.0,0.17300000000000001,0.278,0.313,0.08900000000000001,0.147,-0.01,-4.88,1.27,-2.31,2.91,94.8,94.3,88.6,79.7,0.25,0.178,0.475,0.08,0.333,,,,,,,,,,,,,,,,,,,,,
4,2023-04-09,718645,Flyout,field_out,True,595777,641771,Jurickson Profar,Chad Kuhl,0,0,0,7bbb55fb-5081-4195-86d9-c5180aa35077,641771.0,chadkuhl,Kuhl,Right,Chad Kuhl,8.45,8.79,38.1,93.0,102.0,94.0,0.7490000000000001,7.28,6.57,11.03,1.88,0.72,0.23199999999999998,0.43200000000000005,0.10400000000000001,0.392,0.405,87.0,80.0,84.0,84.0,,,,79.0,83.0,78.0,98.0,85.0,85.0,111.0,100.0,103.0,0.35100000000000003,0.075,0.435,,0.043,-2.3,-3.38,0.21,,-3.85,92.2,94.0,85.5,,0.25,0.235,0.459,0.5,0.375,105.0,100.0,106.0,0.096,-4.37,78.7,,,,,,,,,,,,,,,
5,2023-04-09,718645,Single,single,False,453568,641771,Charlie Blackmon,Chad Kuhl,0,0,0,117073ee-4778-44bd-b115-8e421156bf81,641771.0,chadkuhl,Kuhl,Right,Chad Kuhl,8.45,8.79,38.1,93.0,102.0,94.0,0.7490000000000001,7.28,6.57,11.03,1.88,0.72,0.23199999999999998,0.43200000000000005,0.10400000000000001,0.392,0.405,87.0,80.0,84.0,84.0,,,,79.0,83.0,78.0,98.0,85.0,85.0,111.0,100.0,103.0,0.35100000000000003,0.075,0.435,,0.043,-2.3,-3.38,0.21,,-3.85,92.2,94.0,85.5,,0.25,0.235,0.459,0.5,0.375,105.0,100.0,106.0,0.096,-4.37,78.7,,,,,,,,,,,,,,,
6,2023-04-09,718645,Walk,walk,False,592178,641771,Kris Bryant,Chad Kuhl,0,0,1,9ff2e7bb-bcdc-45a2-b1fc-ef3b18db715d,641771.0,chadkuhl,Kuhl,Right,Chad Kuhl,8.45,8.79,38.1,93.0,102.0,94.0,0.7490000000000001,7.28,6.57,11.03,1.88,0.72,0.23199999999999998,0.43200000000000005,0.10400000000000001,0.392,0.405,87.0,80.0,84.0,84.0,,,,79.0,83.0,78.0,98.0,85.0,85.0,111.0,100.0,103.0,0.35100000000000003,0.075,0.435,,0.043,-2.3,-3.38,0.21,,-3.85,92.2,94.0,85.5,,0.25,0.235,0.459,0.5,0.375,105.0,100.0,106.0,0.096,-4.37,78.7,,,,,,,,,,,,,,,
7,2023-04-09,718645,Flyout,field_out,True,641857,641771,Ryan McMahon,Chad Kuhl,1,0,1,3723e5ba-6fe6-42b9-af22-695b62dcee34,641771.0,chadkuhl,Kuhl,Right,Chad Kuhl,8.45,8.79,38.1,93.0,102.0,94.0,0.7490000000000001,7.28,6.57,11.03,1.88,0.72,0.23199999999999998,0.43200000000000005,0.10400000000000001,0.392,0.405,87.0,80.0,84.0,84.0,,,,79.0,83.0,78.0,98.0,85.0,85.0,111.0,100.0,103.0,0.35100000000000003,0.075,0.435,,0.043,-2.3,-3.38,0.21,,-3.85,92.2,94.0,85.5,,0.25,0.235,0.459,0.5,0.375,105.0,100.0,106.0,0.096,-4.37,78.7,,,,,,,,,,,,,,,
8,2023-04-09,718645,Intent Walk,intent_walk,False,519058,641771,Mike Moustakas,Chad Kuhl,0,0,0,07186456-0096-1013-000c-f08cd117d70a,641771.0,chadkuhl,Kuhl,Right,Chad Kuhl,8.45,8.79,38.1,93.0,102.0,94.0,0.7490000000000001,7.28,6.57,11.03,1.88,0.72,0.23199999999999998,0.43200000000000005,0.10400000000000001,0.392,0.405,87.0,80.0,84.0,84.0,,,,79.0,83.0,78.0,98.0,85.0,85.0,111.0,100.0,103.0,0.35100000000000003,0.075,0.435,,0.043,-2.3,-3.38,0.21,,-3.85,92.2,94.0,85.5,,0.25,0.235,0.459,0.5,0.375,105.0,100.0,106.0,0.096,-4.37,78.7,,,,,,,,,,,,,,,
9,2023-04-09,718645,Strikeout,strikeout,True,660707,641771,Elehuris Montero,Chad Kuhl,0,0,0,f0590958-556e-4351-86ec-231717ae6385,641771.0,chadkuhl,Kuhl,Right,Chad Kuhl,8.45,8.79,38.1,93.0,102.0,94.0,0.7490000000000001,7.28,6.57,11.03,1.88,0.72,0.23199999999999998,0.43200000000000005,0.10400000000000001,0.392,0.405,87.0,80.0,84.0,84.0,,,,79.0,83.0,78.0,98.0,85.0,85.0,111.0,100.0,103.0,0.35100000000000003,0.075,0.435,,0.043,-2.3,-3.38,0.21,,-3.85,92.2,94.0,85.5,,0.25,0.235,0.459,0.5,0.375,105.0,100.0,106.0,0.096,-4.37,78.7,,,,,,,,,,,,,,,
