,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,SL_ba,FF_ba,SI_ba,CH_ba,CU_ba,FC_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-05-23,718049,Strikeout,strikeout,True,656716,594577,Zach McKinstry,Mike Mayers,0,0,0,0f16e75b-3e8a-4eba-9585-ca05dc3d4a6d,594577.0,mikemayers,Mayers,Right,Mike Mayers,6.15,4.67,26.1,107.0,95.0,101.0,0.8220000000000001,5.81,3.42,11.62,1.37,1.15,0.272,0.446,0.076,0.37,0.451,85.8,77.0,112.0,107.0,86.0,92.0,93.0,92.0,106.0,100.0,77.0,104.0,94.0,109.0,110.0,106.0,108.0,104.0,94.0,0.114,0.31,0.092,0.312,0.064,0.10800000000000001,-0.83,-0.69,4.79,-1.9,-3.15,-2.42,92.9,88.6,91.7,83.9,75.9,0.382,0.233,0.133,0.429,0.286,0.5,,,,,,,,
1,2023-05-23,718049,Strikeout,strikeout,True,682985,594577,Riley Greene,Mike Mayers,0,0,0,48b41a75-cb28-4666-a77b-3870ed226f20,594577.0,mikemayers,Mayers,Right,Mike Mayers,6.15,4.67,26.1,107.0,95.0,101.0,0.8220000000000001,5.81,3.42,11.62,1.37,1.15,0.272,0.446,0.076,0.37,0.451,85.8,77.0,112.0,107.0,86.0,92.0,93.0,92.0,106.0,100.0,77.0,104.0,94.0,109.0,110.0,106.0,108.0,104.0,94.0,0.114,0.31,0.092,0.312,0.064,0.10800000000000001,-0.83,-0.69,4.79,-1.9,-3.15,-2.42,92.9,88.6,91.7,83.9,75.9,0.382,0.233,0.133,0.429,0.286,0.5,,,,,,,,
2,2023-05-23,718049,Strikeout,strikeout,True,595879,594577,Javier Báez,Mike Mayers,0,0,0,eff4612f-fa44-4d94-a10f-ebf7bec733a2,594577.0,mikemayers,Mayers,Right,Mike Mayers,6.15,4.67,26.1,107.0,95.0,101.0,0.8220000000000001,5.81,3.42,11.62,1.37,1.15,0.272,0.446,0.076,0.37,0.451,85.8,77.0,112.0,107.0,86.0,92.0,93.0,92.0,106.0,100.0,77.0,104.0,94.0,109.0,110.0,106.0,108.0,104.0,94.0,0.114,0.31,0.092,0.312,0.064,0.10800000000000001,-0.83,-0.69,4.79,-1.9,-3.15,-2.42,92.9,88.6,91.7,83.9,75.9,0.382,0.233,0.133,0.429,0.286,0.5,,,,,,,,
3,2023-05-23,718049,Groundout,field_out,True,668472,593958,Nick Pratto,Eduardo Rodriguez,0,0,0,af3d6f61-c52b-4a7c-a163-3e514b736335,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,3.3,4.04,152.2,103.0,83.0,97.0,0.7809999999999999,8.43,2.83,7.55,0.88,1.1,0.27899999999999997,0.40700000000000003,0.152,0.311,0.429,85.9,91.0,102.0,103.0,,,,73.0,101.0,91.0,84.0,117.0,107.0,103.0,107.0,106.0,90.0,101.0,98.0,0.09300000000000001,0.45399999999999996,0.192,0.07200000000000001,,0.18899999999999997,0.65,0.51,1.11,3.12,,0.71,92.2,88.8,92.4,84.5,,0.089,0.278,0.165,0.233,,0.2,,,,,,,,
4,2023-05-23,718049,Single,single,False,521692,593958,Salvador Perez,Eduardo Rodriguez,0,0,0,d73cdcc1-1568-4755-b971-caf14867285a,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,3.3,4.04,152.2,103.0,83.0,97.0,0.7809999999999999,8.43,2.83,7.55,0.88,1.1,0.27899999999999997,0.40700000000000003,0.152,0.311,0.429,85.9,91.0,102.0,103.0,,,,73.0,101.0,91.0,84.0,117.0,107.0,103.0,107.0,106.0,90.0,101.0,98.0,0.09300000000000001,0.45399999999999996,0.192,0.07200000000000001,,0.18899999999999997,0.65,0.51,1.11,3.12,,0.71,92.2,88.8,92.4,84.5,,0.089,0.278,0.165,0.233,,0.2,,,,,,,,
5,2023-05-23,718049,Walk,walk,False,686469,593958,Vinnie Pasquantino,Eduardo Rodriguez,0,0,1,d95f99aa-3164-4fb6-b1b5-48878fec67bc,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,3.3,4.04,152.2,103.0,83.0,97.0,0.7809999999999999,8.43,2.83,7.55,0.88,1.1,0.27899999999999997,0.40700000000000003,0.152,0.311,0.429,85.9,91.0,102.0,103.0,,,,73.0,101.0,91.0,84.0,117.0,107.0,103.0,107.0,106.0,90.0,101.0,98.0,0.09300000000000001,0.45399999999999996,0.192,0.07200000000000001,,0.18899999999999997,0.65,0.51,1.11,3.12,,0.71,92.2,88.8,92.4,84.5,,0.089,0.278,0.165,0.233,,0.2,,,,,,,,
6,2023-05-23,718049,Strikeout,strikeout,True,677951,593958,Bobby Witt Jr.,Eduardo Rodriguez,0,0,0,9bcc0b1b-aa35-4367-b2d1-c03b764712ac,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,3.3,4.04,152.2,103.0,83.0,97.0,0.7809999999999999,8.43,2.83,7.55,0.88,1.1,0.27899999999999997,0.40700000000000003,0.152,0.311,0.429,85.9,91.0,102.0,103.0,,,,73.0,101.0,91.0,84.0,117.0,107.0,103.0,107.0,106.0,90.0,101.0,98.0,0.09300000000000001,0.45399999999999996,0.192,0.07200000000000001,,0.18899999999999997,0.65,0.51,1.11,3.12,,0.71,92.2,88.8,92.4,84.5,,0.089,0.278,0.165,0.233,,0.2,,,,,,,,
7,2023-05-23,718049,Strikeout,strikeout,True,669004,593958,MJ Melendez,Eduardo Rodriguez,0,0,0,425ccfa3-5b1c-48fc-93ed-f3e760db14ca,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,3.3,4.04,152.2,103.0,83.0,97.0,0.7809999999999999,8.43,2.83,7.55,0.88,1.1,0.27899999999999997,0.40700000000000003,0.152,0.311,0.429,85.9,91.0,102.0,103.0,,,,73.0,101.0,91.0,84.0,117.0,107.0,103.0,107.0,106.0,90.0,101.0,98.0,0.09300000000000001,0.45399999999999996,0.192,0.07200000000000001,,0.18899999999999997,0.65,0.51,1.11,3.12,,0.71,92.2,88.8,92.4,84.5,,0.089,0.278,0.165,0.233,,0.2,,,,,,,,
8,2023-05-23,718049,Strikeout,strikeout,True,679529,594577,Spencer Torkelson,Mike Mayers,0,0,0,0fa99db1-7256-496b-8194-14533040993f,594577.0,mikemayers,Mayers,Right,Mike Mayers,6.15,4.67,26.1,107.0,95.0,101.0,0.8220000000000001,5.81,3.42,11.62,1.37,1.15,0.272,0.446,0.076,0.37,0.451,85.8,77.0,112.0,107.0,86.0,92.0,93.0,92.0,106.0,100.0,77.0,104.0,94.0,109.0,110.0,106.0,108.0,104.0,94.0,0.114,0.31,0.092,0.312,0.064,0.10800000000000001,-0.83,-0.69,4.79,-1.9,-3.15,-2.42,92.9,88.6,91.7,83.9,75.9,0.382,0.233,0.133,0.429,0.286,0.5,,,,,,,,
9,2023-05-23,718049,Single,single,False,665155,594577,Nick Maton,Mike Mayers,1,0,0,a3e89a63-e05a-471c-9d9a-7affa4fea68e,594577.0,mikemayers,Mayers,Right,Mike Mayers,6.15,4.67,26.1,107.0,95.0,101.0,0.8220000000000001,5.81,3.42,11.62,1.37,1.15,0.272,0.446,0.076,0.37,0.451,85.8,77.0,112.0,107.0,86.0,92.0,93.0,92.0,106.0,100.0,77.0,104.0,94.0,109.0,110.0,106.0,108.0,104.0,94.0,0.114,0.31,0.092,0.312,0.064,0.10800000000000001,-0.83,-0.69,4.79,-1.9,-3.15,-2.42,92.9,88.6,91.7,83.9,75.9,0.382,0.233,0.133,0.429,0.286,0.5,,,,,,,,
