,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vFS,vSI,vCU,SI_ba,FC_ba,FS_ba,CU_ba,CH_ba,FF_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba
0,2023-09-01,716767,Groundout,field_out,True,650490,615698,Yandy Díaz,Cal Quantrill,0,0,0,d0590703-0b8e-45d9-a0bb-547daec23b95,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,86.0,96.0,90.0,103.0,94.0,93.0,113.0,104.0,104.0,0.41600000000000004,0.01,0.24100000000000002,0.12300000000000001,0.109,0.10099999999999999,-2.44,-0.89,-1.13,0.18,1.28,-2.42,93.8,88.1,86.8,93.7,82.0,0.277,0.33,0.241,0.188,0.344,0.333,,,,,,,
1,2023-09-01,716767,Walk,walk,False,664040,615698,Brandon Lowe,Cal Quantrill,1,0,0,d44d298c-c39a-4d5d-abdc-3a17262fe99f,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,86.0,96.0,90.0,103.0,94.0,93.0,113.0,104.0,104.0,0.41600000000000004,0.01,0.24100000000000002,0.12300000000000001,0.109,0.10099999999999999,-2.44,-0.89,-1.13,0.18,1.28,-2.42,93.8,88.1,86.8,93.7,82.0,0.277,0.33,0.241,0.188,0.344,0.333,,,,,,,
2,2023-09-01,716767,Double,double,False,668227,615698,Randy Arozarena,Cal Quantrill,0,0,1,58b13f8e-13ae-4941-b87b-e6c7233a5e95,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,86.0,96.0,90.0,103.0,94.0,93.0,113.0,104.0,104.0,0.41600000000000004,0.01,0.24100000000000002,0.12300000000000001,0.109,0.10099999999999999,-2.44,-0.89,-1.13,0.18,1.28,-2.42,93.8,88.1,86.8,93.7,82.0,0.277,0.33,0.241,0.188,0.344,0.333,,,,,,,
3,2023-09-01,716767,Strikeout,strikeout,True,666139,615698,Josh Lowe,Cal Quantrill,0,0,0,74242d01-b99e-4d20-a2bc-b9e4380cc8b5,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,86.0,96.0,90.0,103.0,94.0,93.0,113.0,104.0,104.0,0.41600000000000004,0.01,0.24100000000000002,0.12300000000000001,0.109,0.10099999999999999,-2.44,-0.89,-1.13,0.18,1.28,-2.42,93.8,88.1,86.8,93.7,82.0,0.277,0.33,0.241,0.188,0.344,0.333,,,,,,,
4,2023-09-01,716767,Lineout,field_out,True,670623,615698,Isaac Paredes,Cal Quantrill,0,0,0,bdfd8a46-9a70-4d1f-b96c-3196c7671f50,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,86.0,96.0,90.0,103.0,94.0,93.0,113.0,104.0,104.0,0.41600000000000004,0.01,0.24100000000000002,0.12300000000000001,0.109,0.10099999999999999,-2.44,-0.89,-1.13,0.18,1.28,-2.42,93.8,88.1,86.8,93.7,82.0,0.277,0.33,0.241,0.188,0.344,0.333,,,,,,,
5,2023-09-01,716767,Strikeout,strikeout,True,680757,607192,Steven Kwan,Tyler Glasnow,0,0,0,0b3fec8c-2c13-45ea-9248-c1a677f7b3b2,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,,,,,,,,,,0.004,0.43200000000000005,,,0.213,0.003,0.54,,,-7.7,1.81,2.91,96.4,,,96.4,83.9,,,,0.095,,0.236,94.0,97.0,104.0,0.348,1.25,90.1,0.254
6,2023-09-01,716767,Groundout,field_out,True,608070,607192,José Ramírez,Tyler Glasnow,0,0,0,ac9742a6-9a27-4b99-9e86-56bf8234e999,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,,,,,,,,,,0.004,0.43200000000000005,,,0.213,0.003,0.54,,,-7.7,1.81,2.91,96.4,,,96.4,83.9,,,,0.095,,0.236,94.0,97.0,104.0,0.348,1.25,90.1,0.254
7,2023-09-01,716767,Groundout,field_out,True,594777,607192,Kole Calhoun,Tyler Glasnow,0,0,0,eb25c547-f73e-4cb2-afc8-3c9af8777b1c,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.24600000000000002,0.37200000000000005,0.161,0.386,0.45399999999999996,92.3,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,,,,,,,,,,0.004,0.43200000000000005,,,0.213,0.003,0.54,,,-7.7,1.81,2.91,96.4,,,96.4,83.9,,,,0.095,,0.236,94.0,97.0,104.0,0.348,1.25,90.1,0.254
8,2023-09-01,716767,Flyout,field_out,True,670042,615698,Luke Raley,Cal Quantrill,1,0,0,8ff91c7d-80b9-4240-a313-b29905f39667,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,86.0,96.0,90.0,103.0,94.0,93.0,113.0,104.0,104.0,0.41600000000000004,0.01,0.24100000000000002,0.12300000000000001,0.109,0.10099999999999999,-2.44,-0.89,-1.13,0.18,1.28,-2.42,93.8,88.1,86.8,93.7,82.0,0.277,0.33,0.241,0.188,0.344,0.333,,,,,,,
9,2023-09-01,716767,Flyout,field_out,True,678545,615698,Osleivis Basabe,Cal Quantrill,0,0,0,82b95f22-05a2-47fa-97d2-3125274e0647,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.22399999999999998,0.451,0.18600000000000003,0.311,0.384,86.1,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,86.0,96.0,90.0,103.0,94.0,93.0,113.0,104.0,104.0,0.41600000000000004,0.01,0.24100000000000002,0.12300000000000001,0.109,0.10099999999999999,-2.44,-0.89,-1.13,0.18,1.28,-2.42,93.8,88.1,86.8,93.7,82.0,0.277,0.33,0.241,0.188,0.344,0.333,,,,,,,
