,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,FF_ba,SI_ba,CH_ba,SL_ba,FC_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,FS%,wFS/C,vFS,ST_ba
0,2023-09-15,716582,Single,single,False,660670,456501,Ronald Acuña Jr.,Johnny Cueto,0,0,0,d794de8e-7902-441d-979d-11b0333c123a,456501.0,johnnycueto,Cueto,Right,Johnny Cueto,6.02,5.13,52.1,107.0,84.0,103.0,0.831,6.71,2.58,8.77,2.92,0.7,0.298,0.47200000000000003,0.161,0.32299999999999995,0.408,84.1,73.0,106.0,102.0,120.0,47.0,56.0,87.0,116.0,112.0,89.0,103.0,100.0,88.0,95.0,96.0,69.0,90.0,66.0,0.196,0.34600000000000003,0.027999999999999997,0.23399999999999999,0.004,0.192,-0.03,0.08,2.47,-1.92,-3.06,-3.11,92.2,88.1,92.2,86.1,76.0,0.242,0.244,0.286,0.27,0.222,,,,,,,,,,,
1,2023-09-15,716582,Single,single,False,645277,456501,Ozzie Albies,Johnny Cueto,0,0,1,8f83b3c4-5705-4791-b8c8-aa152b7c66fd,456501.0,johnnycueto,Cueto,Right,Johnny Cueto,6.02,5.13,52.1,107.0,84.0,103.0,0.831,6.71,2.58,8.77,2.92,0.7,0.298,0.47200000000000003,0.161,0.32299999999999995,0.408,84.1,73.0,106.0,102.0,120.0,47.0,56.0,87.0,116.0,112.0,89.0,103.0,100.0,88.0,95.0,96.0,69.0,90.0,66.0,0.196,0.34600000000000003,0.027999999999999997,0.23399999999999999,0.004,0.192,-0.03,0.08,2.47,-1.92,-3.06,-3.11,92.2,88.1,92.2,86.1,76.0,0.242,0.244,0.286,0.27,0.222,,,,,,,,,,,
2,2023-09-15,716582,Strikeout,strikeout,True,663586,456501,Austin Riley,Johnny Cueto,0,0,0,4c87a9d1-2105-455f-b602-05089c56beef,456501.0,johnnycueto,Cueto,Right,Johnny Cueto,6.02,5.13,52.1,107.0,84.0,103.0,0.831,6.71,2.58,8.77,2.92,0.7,0.298,0.47200000000000003,0.161,0.32299999999999995,0.408,84.1,73.0,106.0,102.0,120.0,47.0,56.0,87.0,116.0,112.0,89.0,103.0,100.0,88.0,95.0,96.0,69.0,90.0,66.0,0.196,0.34600000000000003,0.027999999999999997,0.23399999999999999,0.004,0.192,-0.03,0.08,2.47,-1.92,-3.06,-3.11,92.2,88.1,92.2,86.1,76.0,0.242,0.244,0.286,0.27,0.222,,,,,,,,,,,
3,2023-09-15,716582,Forceout,force_out,True,621566,456501,Matt Olson,Johnny Cueto,0,0,1,fd6f3700-de0b-487d-8191-6517d1ce81d4,456501.0,johnnycueto,Cueto,Right,Johnny Cueto,6.02,5.13,52.1,107.0,84.0,103.0,0.831,6.71,2.58,8.77,2.92,0.7,0.298,0.47200000000000003,0.161,0.32299999999999995,0.408,84.1,73.0,106.0,102.0,120.0,47.0,56.0,87.0,116.0,112.0,89.0,103.0,100.0,88.0,95.0,96.0,69.0,90.0,66.0,0.196,0.34600000000000003,0.027999999999999997,0.23399999999999999,0.004,0.192,-0.03,0.08,2.47,-1.92,-3.06,-3.11,92.2,88.1,92.2,86.1,76.0,0.242,0.244,0.286,0.27,0.222,,,,,,,,,,,
4,2023-09-15,716582,Forceout,force_out,True,542303,456501,Marcell Ozuna,Johnny Cueto,0,0,1,2cd13106-2001-4bf3-b519-b9799cb7871b,456501.0,johnnycueto,Cueto,Right,Johnny Cueto,6.02,5.13,52.1,107.0,84.0,103.0,0.831,6.71,2.58,8.77,2.92,0.7,0.298,0.47200000000000003,0.161,0.32299999999999995,0.408,84.1,73.0,106.0,102.0,120.0,47.0,56.0,87.0,116.0,112.0,89.0,103.0,100.0,88.0,95.0,96.0,69.0,90.0,66.0,0.196,0.34600000000000003,0.027999999999999997,0.23399999999999999,0.004,0.192,-0.03,0.08,2.47,-1.92,-3.06,-3.11,92.2,88.1,92.2,86.1,76.0,0.242,0.244,0.286,0.27,0.222,,,,,,,,,,,
5,2023-09-15,716582,Home Run,home_run,False,650333,693821,Luis Arraez,Bryce Elder,1,0,0,49fe39a7-4dfd-401d-9552-86c9289cacd6,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,,,,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,,,,0.376,0.134,,0.353,,0.13699999999999998,-1.13,,0.01,0.97,,1.3,90.7,,89.5,82.7,,0.286,0.28,0.188,0.21,,,,,,,,,,,,
6,2023-09-15,716582,Strikeout,strikeout,True,605137,693821,Josh Bell,Bryce Elder,0,0,0,a6dfd1f1-9b2f-43b8-8c33-d13d07f6a353,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,,,,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,,,,0.376,0.134,,0.353,,0.13699999999999998,-1.13,,0.01,0.97,,1.3,90.7,,89.5,82.7,,0.286,0.28,0.188,0.21,,,,,,,,,,,,
7,2023-09-15,716582,Double,double,False,669394,693821,Jake Burger,Bryce Elder,1,1,0,11e185ce-3150-4bcd-be57-4b5d34d63a2c,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,,,,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,,,,0.376,0.134,,0.353,,0.13699999999999998,-1.13,,0.01,0.97,,1.3,90.7,,89.5,82.7,,0.286,0.28,0.188,0.21,,,,,,,,,,,,
8,2023-09-15,716582,Strikeout,strikeout,True,665862,693821,Jazz Chisholm Jr.,Bryce Elder,0,0,0,7b796260-aa77-41f9-ba51-4277053fa64a,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,,,,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,,,,0.376,0.134,,0.353,,0.13699999999999998,-1.13,,0.01,0.97,,1.3,90.7,,89.5,82.7,,0.286,0.28,0.188,0.21,,,,,,,,,,,,
9,2023-09-15,716582,Single,single,False,650559,693821,Bryan De La Cruz,Bryce Elder,0,0,1,9b772eae-4116-4fcb-a597-e252d6be25e5,693821.0,bryceelder,Elder,Right,Bryce Elder,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.35700000000000004,0.382,85.0,64.0,95.0,91.0,,,,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,,,,0.376,0.134,,0.353,,0.13699999999999998,-1.13,,0.01,0.97,,1.3,90.7,,89.5,82.7,,0.286,0.28,0.188,0.21,,,,,,,,,,,,
