,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CU%,wSI/C,wSL/C,wCU/C,vSI,vSL,vCU,SL_ba,SI_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,CH%,wFA/C,wFC/C,wCH/C,vFA,vFC,CH_ba,FF_ba,FC_ba,CU_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-06-19,717697,Double,double,False,665487,676254,Fernando Tatis Jr.,Ryan Walker,0,0,0,aba3e85c-1d15-4fc9-83d9-cfb4cf369004,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-19,717697,Home Run,home_run,False,665742,676254,Juan Soto,Ryan Walker,0,0,1,8c7b564f-d1de-4b89-aa41-da19310e52b9,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-19,717697,Groundout,field_out,True,592518,676254,Manny Machado,Ryan Walker,0,0,0,d925be40-c6e2-4840-8537-40d57a238f3e,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-19,717697,Walk,walk,False,593428,676254,Xander Bogaerts,Ryan Walker,0,0,0,0ded0143-6b5c-46a6-803e-eeae5104f78d,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-06-19,717697,Forceout,force_out,True,630105,676254,Jake Cronenworth,Ryan Walker,0,0,1,325320b9-3e97-49e2-becd-07f52d5235c1,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-06-19,717697,Flyout,field_out,True,664774,608379,LaMonte Wade Jr.,Michael Wacha,1,0,0,983e5769-f7af-497a-9375-99455ef18f63,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,86.0,92.0,94.0,84.0,103.0,103.0,,,,0.133,,0.11,-0.36,,1.04,91.9,,74.0,,0.25,81.6,101.0,106.0,110.0,73.0,104.0,94.0,96.0,100.0,96.0,0.28800000000000003,0.124,0.345,1.23,-2.13,1.06,92.0,86.9,0.207,0.188,0.364,0.172,,,,,,,,
6,2023-06-19,717697,Walk,walk,False,592626,608379,Joc Pederson,Michael Wacha,1,0,0,d01aadf6-9477-41a4-944c-4797046f843e,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,86.0,92.0,94.0,84.0,103.0,103.0,,,,0.133,,0.11,-0.36,,1.04,91.9,,74.0,,0.25,81.6,101.0,106.0,110.0,73.0,104.0,94.0,96.0,100.0,96.0,0.28800000000000003,0.124,0.345,1.23,-2.13,1.06,92.0,86.9,0.207,0.188,0.364,0.172,,,,,,,,
7,2023-06-19,717697,Pop Out,field_out,True,642731,608379,Thairo Estrada,Michael Wacha,0,0,0,1a51403b-274f-42dc-9ba6-b84ecf565dbe,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,86.0,92.0,94.0,84.0,103.0,103.0,,,,0.133,,0.11,-0.36,,1.04,91.9,,74.0,,0.25,81.6,101.0,106.0,110.0,73.0,104.0,94.0,96.0,100.0,96.0,0.28800000000000003,0.124,0.345,1.23,-2.13,1.06,92.0,86.9,0.207,0.188,0.364,0.172,,,,,,,,
8,2023-06-19,717697,Groundout,field_out,True,624424,608379,Michael Conforto,Michael Wacha,1,0,0,80a78fdd-6e03-4318-87e2-48a371e788c8,608379.0,michaelwacha,Wacha,Right,Michael Wacha,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,86.0,92.0,94.0,84.0,103.0,103.0,,,,0.133,,0.11,-0.36,,1.04,91.9,,74.0,,0.25,81.6,101.0,106.0,110.0,73.0,104.0,94.0,96.0,100.0,96.0,0.28800000000000003,0.124,0.345,1.23,-2.13,1.06,92.0,86.9,0.207,0.188,0.364,0.172,,,,,,,,
9,2023-06-19,717697,Pop Out,field_out,True,596142,676254,Gary Sánchez,Ryan Walker,1,1,0,c5abd614-6b8c-4ec4-9396-1a31111a7e6a,676254.0,ryanwalker,"Walker, R",Right,Ryan Walker,3.23,3.06,61.1,101.0,115.0,104.0,0.7140000000000001,11.45,3.52,8.95,1.17,1.18,0.233,0.42100000000000004,0.233,0.18899999999999997,0.418,139.0,42.0,53.0,101.0,101.0,95.0,128.0,100.0,113.0,0.496,0.503,0.001,0.41,-0.84,-5.8,94.8,83.2,72.7,0.248,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
