,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vSI,vSL,ST_ba,FF_ba,FC_ba,SI_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,KC%,wCU/C,wKC/C,vCU,vKC,SL_ba,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-07-22,717308,Home Run,home_run,False,663457,605242,Lars Nootbaar,Michael Fulmer,0,0,0,959b4524-8aa1-4fd7-8274-9e9b88a5fce2,605242.0,michaelfulmer,Fulmer,Right,Michael Fulmer,4.42,4.3,57.0,97.0,105.0,100.0,0.6940000000000001,10.26,4.42,7.58,1.11,0.98,0.254,0.408,0.14800000000000002,0.29600000000000004,0.409,89.9,67.0,97.0,105.0,104.0,98.0,101.0,102.0,97.0,99.0,124.0,97.0,106.0,95.0,97.0,91.0,0.111,0.28600000000000003,0.22,0.306,0.077,-0.45,0.32,-0.8,1.56,-0.45,94.2,89.6,94.8,83.2,0.183,0.32,0.244,0.25,0.143,,,,,,,,,,,,,,,,,,,,,
1,2023-07-22,717308,Groundout,field_out,True,502671,605242,Paul Goldschmidt,Michael Fulmer,0,0,0,c238015b-52ac-44f9-ba58-f6cc2873f757,605242.0,michaelfulmer,Fulmer,Right,Michael Fulmer,4.42,4.3,57.0,97.0,105.0,100.0,0.6940000000000001,10.26,4.42,7.58,1.11,0.98,0.254,0.408,0.14800000000000002,0.29600000000000004,0.409,89.9,67.0,97.0,105.0,104.0,98.0,101.0,102.0,97.0,99.0,124.0,97.0,106.0,95.0,97.0,91.0,0.111,0.28600000000000003,0.22,0.306,0.077,-0.45,0.32,-0.8,1.56,-0.45,94.2,89.6,94.8,83.2,0.183,0.32,0.244,0.25,0.143,,,,,,,,,,,,,,,,,,,,,
2,2023-07-22,717308,Single,single,False,669357,605242,Nolan Gorman,Michael Fulmer,0,0,0,eaba54e5-6ab6-481d-857f-a83f66632dd5,605242.0,michaelfulmer,Fulmer,Right,Michael Fulmer,4.42,4.3,57.0,97.0,105.0,100.0,0.6940000000000001,10.26,4.42,7.58,1.11,0.98,0.254,0.408,0.14800000000000002,0.29600000000000004,0.409,89.9,67.0,97.0,105.0,104.0,98.0,101.0,102.0,97.0,99.0,124.0,97.0,106.0,95.0,97.0,91.0,0.111,0.28600000000000003,0.22,0.306,0.077,-0.45,0.32,-0.8,1.56,-0.45,94.2,89.6,94.8,83.2,0.183,0.32,0.244,0.25,0.143,,,,,,,,,,,,,,,,,,,,,
3,2023-07-22,717308,Walk,walk,False,571448,605242,Nolan Arenado,Michael Fulmer,0,0,1,4f565ad9-c9ae-4e14-af8a-de1db1e8dee1,605242.0,michaelfulmer,Fulmer,Right,Michael Fulmer,4.42,4.3,57.0,97.0,105.0,100.0,0.6940000000000001,10.26,4.42,7.58,1.11,0.98,0.254,0.408,0.14800000000000002,0.29600000000000004,0.409,89.9,67.0,97.0,105.0,104.0,98.0,101.0,102.0,97.0,99.0,124.0,97.0,106.0,95.0,97.0,91.0,0.111,0.28600000000000003,0.22,0.306,0.077,-0.45,0.32,-0.8,1.56,-0.45,94.2,89.6,94.8,83.2,0.183,0.32,0.244,0.25,0.143,,,,,,,,,,,,,,,,,,,,,
4,2023-07-22,717308,Grounded Into DP,grounded_into_double_play,True,575929,605242,Willson Contreras,Michael Fulmer,0,0,1,32528395-6717-4a2f-9037-da6964848e78,605242.0,michaelfulmer,Fulmer,Right,Michael Fulmer,4.42,4.3,57.0,97.0,105.0,100.0,0.6940000000000001,10.26,4.42,7.58,1.11,0.98,0.254,0.408,0.14800000000000002,0.29600000000000004,0.409,89.9,67.0,97.0,105.0,104.0,98.0,101.0,102.0,97.0,99.0,124.0,97.0,106.0,95.0,97.0,91.0,0.111,0.28600000000000003,0.22,0.306,0.077,-0.45,0.32,-0.8,1.56,-0.45,94.2,89.6,94.8,83.2,0.183,0.32,0.244,0.25,0.143,,,,,,,,,,,,,,,,,,,,,
5,2023-07-22,717308,Flyout,field_out,True,643565,571945,Mike Tauchman,Miles Mikolas,0,0,0,d932823f-88ac-4f64-be04-81b224e2d148,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,,,,0.243,0.26,,0.243,0.054000000000000006,-0.19,,-1.61,0.62,2.68,93.3,,92.7,86.4,,0.29,,0.34,0.182,95.0,105.0,102.0,0.198,0.002,-0.92,-0.89,75.9,68.1,0.245,0.261,,,,,,,,,,
6,2023-07-22,717308,Single,single,False,663538,571945,Nico Hoerner,Miles Mikolas,1,1,0,7a5c93c8-840f-4748-b293-702d64be0290,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,,,,0.243,0.26,,0.243,0.054000000000000006,-0.19,,-1.61,0.62,2.68,93.3,,92.7,86.4,,0.29,,0.34,0.182,95.0,105.0,102.0,0.198,0.002,-0.92,-0.89,75.9,68.1,0.245,0.261,,,,,,,,,,
7,2023-07-22,717308,Strikeout,strikeout,True,664023,571945,Ian Happ,Miles Mikolas,0,0,0,9cf87dae-c8a6-4d5a-abc9-5c2dbde8da96,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,,,,0.243,0.26,,0.243,0.054000000000000006,-0.19,,-1.61,0.62,2.68,93.3,,92.7,86.4,,0.29,,0.34,0.182,95.0,105.0,102.0,0.198,0.002,-0.92,-0.89,75.9,68.1,0.245,0.261,,,,,,,,,,
8,2023-07-22,717308,Lineout,field_out,True,641355,571945,Cody Bellinger,Miles Mikolas,1,0,1,e7c9127b-8967-4936-bf9e-7cdf90cc414d,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,84.4,58.0,96.0,93.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,,,,0.243,0.26,,0.243,0.054000000000000006,-0.19,,-1.61,0.62,2.68,93.3,,92.7,86.4,,0.29,,0.34,0.182,95.0,105.0,102.0,0.198,0.002,-0.92,-0.89,75.9,68.1,0.245,0.261,,,,,,,,,,
9,2023-07-22,717308,Single,single,False,641933,605242,Tyler O'Neill,Michael Fulmer,0,0,0,11736e89-cb7b-4729-a88e-cd5a9dd305cc,605242.0,michaelfulmer,Fulmer,Right,Michael Fulmer,4.42,4.3,57.0,97.0,105.0,100.0,0.6940000000000001,10.26,4.42,7.58,1.11,0.98,0.254,0.408,0.14800000000000002,0.29600000000000004,0.409,89.9,67.0,97.0,105.0,104.0,98.0,101.0,102.0,97.0,99.0,124.0,97.0,106.0,95.0,97.0,91.0,0.111,0.28600000000000003,0.22,0.306,0.077,-0.45,0.32,-0.8,1.56,-0.45,94.2,89.6,94.8,83.2,0.183,0.32,0.244,0.25,0.143,,,,,,,,,,,,,,,,,,,,,
