,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,wFA/C,wFS/C,wSL/C,vFA,vFS,vSL,FF_ba,FS_ba,ST_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CU%,CH%,wFC/C,wSI/C,wCU/C,wCH/C,vFC,vSI,vCU,SI_ba,CH_ba,FC_ba,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-07-09,717428,Strikeout,strikeout,True,683002,657746,Gunnar Henderson,Joe Ryan,0,0,0,6b9dbb2b-5ca0-42be-b8eb-6d6a805f6bc8,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-07-09,717428,Single,single,False,668939,657746,Adley Rutschman,Joe Ryan,0,0,0,b80dce01-9dc5-42be-b982-aa9057ae36db,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-07-09,717428,Strikeout,strikeout,True,623993,657746,Anthony Santander,Joe Ryan,0,0,0,7b5f5126-4fe1-4bc6-8e7f-ba7b2c95f106,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-07-09,717428,Strikeout,strikeout,True,656811,657746,Ryan O'Hearn,Joe Ryan,0,0,0,e099d7ea-f421-450c-9fff-60c3436e3288,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-07-09,717428,Walk,walk,False,621043,502043,Carlos Correa,Kyle Gibson,0,0,0,70570203-e934-407e-8c1b-c21c4f2f605e,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,78.0,96.0,89.0,110.0,105.0,107.0,,,,0.134,,0.184,-0.69,,2.01,92.1,,81.6,0.287,,0.147,,85.5,88.0,99.0,96.0,90.0,102.0,99.0,93.0,101.0,97.0,90.0,95.0,92.0,0.261,0.166,0.084,0.17,-1.02,-0.08,0.01,-0.29,89.8,91.9,79.5,0.289,0.288,0.345,0.279,,,,,,
5,2023-07-09,717428,Double,double,False,666397,502043,Edouard Julien,Kyle Gibson,0,0,1,76b2605e-2715-4f80-8c03-0a769756d4a3,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,78.0,96.0,89.0,110.0,105.0,107.0,,,,0.134,,0.184,-0.69,,2.01,92.1,,81.6,0.287,,0.147,,85.5,88.0,99.0,96.0,90.0,102.0,99.0,93.0,101.0,97.0,90.0,95.0,92.0,0.261,0.166,0.084,0.17,-1.02,-0.08,0.01,-0.29,89.8,91.9,79.5,0.289,0.288,0.345,0.279,,,,,,
6,2023-07-09,717428,Strikeout,strikeout,True,621439,502043,Byron Buxton,Kyle Gibson,0,0,0,ed084cd6-86f7-47ac-b553-4d15537525a8,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,78.0,96.0,89.0,110.0,105.0,107.0,,,,0.134,,0.184,-0.69,,2.01,92.1,,81.6,0.287,,0.147,,85.5,88.0,99.0,96.0,90.0,102.0,99.0,93.0,101.0,97.0,90.0,95.0,92.0,0.261,0.166,0.084,0.17,-1.02,-0.08,0.01,-0.29,89.8,91.9,79.5,0.289,0.288,0.345,0.279,,,,,,
7,2023-07-09,717428,Groundout,field_out,True,666135,502043,Alex Kirilloff,Kyle Gibson,1,0,1,4621efce-1ec2-4fdc-a118-93e137c301ac,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,78.0,96.0,89.0,110.0,105.0,107.0,,,,0.134,,0.184,-0.69,,2.01,92.1,,81.6,0.287,,0.147,,85.5,88.0,99.0,96.0,90.0,102.0,99.0,93.0,101.0,97.0,90.0,95.0,92.0,0.261,0.166,0.084,0.17,-1.02,-0.08,0.01,-0.29,89.8,91.9,79.5,0.289,0.288,0.345,0.279,,,,,,
8,2023-07-09,717428,Strikeout,strikeout,True,456781,502043,Donovan Solano,Kyle Gibson,0,0,0,136ca4ce-265f-49e8-baa7-78ab1bcb7c48,502043.0,kylegibson,Gibson,Right,Kyle Gibson,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.39399999999999996,78.0,96.0,89.0,110.0,105.0,107.0,,,,0.134,,0.184,-0.69,,2.01,92.1,,81.6,0.287,,0.147,,85.5,88.0,99.0,96.0,90.0,102.0,99.0,93.0,101.0,97.0,90.0,95.0,92.0,0.261,0.166,0.084,0.17,-1.02,-0.08,0.01,-0.29,89.8,91.9,79.5,0.289,0.288,0.345,0.279,,,,,,
9,2023-07-09,717428,Home Run,home_run,False,669720,657746,Austin Hays,Joe Ryan,0,0,0,9bb67f92-73ac-4d39-86fe-019e06ac53fd,657746.0,joeryan,Ryan,Right,Joe Ryan,4.51,3.53,161.2,107.0,99.0,105.0,0.7490000000000001,10.97,1.89,8.63,1.78,0.63,0.23199999999999998,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.242,0.286,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
