,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,FF_ba,SL_ba,CU_ba,SI_ba,CH_ba,ST_ba,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FC_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-04-18,718522,Walk,walk,False,543760,641745,Marcus Semien,Brad Keller,0,0,0,a3f11e50-687e-430b-bd18-ddd2f563586e,641745.0,bradkeller,"Keller, B",Right,Brad Keller,4.57,5.7,45.1,87.0,100.0,89.0,0.789,6.15,8.93,8.34,0.6,2.08,0.22,0.439,0.106,0.242,0.382,90.8,91.0,90.0,78.0,120.0,90.0,92.0,94.0,88.0,90.0,66.0,74.0,70.0,135.0,84.0,78.0,0.10400000000000001,0.311,0.265,0.19699999999999998,0.12300000000000001,-2.21,0.62,0.26,-0.24,1.66,93.3,92.5,84.3,85.1,0.359,0.239,0.267,0.143,0.125,0.5,,,,,,,,,,,,,,,,,,,,
1,2023-04-18,718522,Strikeout,strikeout,True,608671,641745,Travis Jankowski,Brad Keller,0,0,0,aef101c5-49d7-4be2-b0d4-bf809a375b46,641745.0,bradkeller,"Keller, B",Right,Brad Keller,4.57,5.7,45.1,87.0,100.0,89.0,0.789,6.15,8.93,8.34,0.6,2.08,0.22,0.439,0.106,0.242,0.382,90.8,91.0,90.0,78.0,120.0,90.0,92.0,94.0,88.0,90.0,66.0,74.0,70.0,135.0,84.0,78.0,0.10400000000000001,0.311,0.265,0.19699999999999998,0.12300000000000001,-2.21,0.62,0.26,-0.24,1.66,93.3,92.5,84.3,85.1,0.359,0.239,0.267,0.143,0.125,0.5,,,,,,,,,,,,,,,,,,,,
2,2023-04-18,718522,Forceout,force_out,True,663993,641745,Nathaniel Lowe,Brad Keller,0,0,1,27a0f824-0a9f-4006-a741-f1f2acd009e2,641745.0,bradkeller,"Keller, B",Right,Brad Keller,4.57,5.7,45.1,87.0,100.0,89.0,0.789,6.15,8.93,8.34,0.6,2.08,0.22,0.439,0.106,0.242,0.382,90.8,91.0,90.0,78.0,120.0,90.0,92.0,94.0,88.0,90.0,66.0,74.0,70.0,135.0,84.0,78.0,0.10400000000000001,0.311,0.265,0.19699999999999998,0.12300000000000001,-2.21,0.62,0.26,-0.24,1.66,93.3,92.5,84.3,85.1,0.359,0.239,0.267,0.143,0.125,0.5,,,,,,,,,,,,,,,,,,,,
3,2023-04-18,718522,Forceout,force_out,True,666969,641745,Adolis García,Brad Keller,0,0,1,44a29f23-cf95-43cc-924b-68941687d227,641745.0,bradkeller,"Keller, B",Right,Brad Keller,4.57,5.7,45.1,87.0,100.0,89.0,0.789,6.15,8.93,8.34,0.6,2.08,0.22,0.439,0.106,0.242,0.382,90.8,91.0,90.0,78.0,120.0,90.0,92.0,94.0,88.0,90.0,66.0,74.0,70.0,135.0,84.0,78.0,0.10400000000000001,0.311,0.265,0.19699999999999998,0.12300000000000001,-2.21,0.62,0.26,-0.24,1.66,93.3,92.5,84.3,85.1,0.359,0.239,0.267,0.143,0.125,0.5,,,,,,,,,,,,,,,,,,,,
4,2023-04-18,718522,Triple,triple,False,677951,543135,Bobby Witt Jr.,Nathan Eovaldi,0,0,0,71686ab2-e65c-4299-a602-cde557cfb1f9,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,,,,,99.0,104.0,102.0,92.0,97.0,93.0,,,,101.0,113.0,109.0,,0.37200000000000005,0.04,0.135,,0.41,,-3.23,0.86,,95.1,,83.9,76.0,0.234,0.303,0.2,,,,86.0,98.0,92.0,125.0,101.0,106.0,0.17600000000000002,0.276,1.33,1.26,90.6,87.9,0.196,0.238,,,,,,
5,2023-04-18,718522,Sac Fly,sac_fly,True,669004,543135,MJ Melendez,Nathan Eovaldi,1,0,1,11a11fee-9b20-43a6-b9c7-94b2037efeb1,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,,,,,99.0,104.0,102.0,92.0,97.0,93.0,,,,101.0,113.0,109.0,,0.37200000000000005,0.04,0.135,,0.41,,-3.23,0.86,,95.1,,83.9,76.0,0.234,0.303,0.2,,,,86.0,98.0,92.0,125.0,101.0,106.0,0.17600000000000002,0.276,1.33,1.26,90.6,87.9,0.196,0.238,,,,,,
6,2023-04-18,718522,Double,double,False,521692,543135,Salvador Perez,Nathan Eovaldi,1,0,0,aa119adc-4ca0-40aa-8f67-b7d44301f3fe,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,,,,,99.0,104.0,102.0,92.0,97.0,93.0,,,,101.0,113.0,109.0,,0.37200000000000005,0.04,0.135,,0.41,,-3.23,0.86,,95.1,,83.9,76.0,0.234,0.303,0.2,,,,86.0,98.0,92.0,125.0,101.0,106.0,0.17600000000000002,0.276,1.33,1.26,90.6,87.9,0.196,0.238,,,,,,
7,2023-04-18,718522,Lineout,field_out,True,686469,543135,Vinnie Pasquantino,Nathan Eovaldi,0,0,0,385881c2-750d-4ed3-9a12-06e17418a42e,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,,,,,99.0,104.0,102.0,92.0,97.0,93.0,,,,101.0,113.0,109.0,,0.37200000000000005,0.04,0.135,,0.41,,-3.23,0.86,,95.1,,83.9,76.0,0.234,0.303,0.2,,,,86.0,98.0,92.0,125.0,101.0,106.0,0.17600000000000002,0.276,1.33,1.26,90.6,87.9,0.196,0.238,,,,,,
8,2023-04-18,718522,Walk,walk,False,614177,543135,Franmil Reyes,Nathan Eovaldi,1,0,0,8bbe389f-a1f6-4b0f-a50d-c098095eea2f,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,,,,,99.0,104.0,102.0,92.0,97.0,93.0,,,,101.0,113.0,109.0,,0.37200000000000005,0.04,0.135,,0.41,,-3.23,0.86,,95.1,,83.9,76.0,0.234,0.303,0.2,,,,86.0,98.0,92.0,125.0,101.0,106.0,0.17600000000000002,0.276,1.33,1.26,90.6,87.9,0.196,0.238,,,,,,
9,2023-04-18,718522,Groundout,field_out,True,686681,543135,Michael Massey,Nathan Eovaldi,1,0,0,164ec777-5746-495a-b19f-2fd44a2aa982,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.36700000000000005,0.397,,,,,99.0,104.0,102.0,92.0,97.0,93.0,,,,101.0,113.0,109.0,,0.37200000000000005,0.04,0.135,,0.41,,-3.23,0.86,,95.1,,83.9,76.0,0.234,0.303,0.2,,,,86.0,98.0,92.0,125.0,101.0,106.0,0.17600000000000002,0.276,1.33,1.26,90.6,87.9,0.196,0.238,,,,,,
