,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,SI_ba,CH_ba,CU_ba,FF_ba,FC_ba,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,SL%,KC%,wFS/C,wSL/C,wKC/C,vFS,vSL,vKC,SL_ba,FS_ba,ST_ba
0,2023-09-18,716533,Flyout,field_out,True,678882,656756,Ceddanne Rafaela,Jordan Montgomery,1,0,0,1de02b8e-1885-43c9-8ecf-63aa558d8158,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,,,,,,,,
1,2023-09-18,716533,Single,single,False,646240,656756,Rafael Devers,Jordan Montgomery,0,0,0,344ebd90-4aa4-43e9-850c-1e808ca6eb1c,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,,,,,,,,
2,2023-09-18,716533,Grounded Into DP,grounded_into_double_play,True,608701,656756,Rob Refsnyder,Jordan Montgomery,0,0,1,fa68f6cf-56b9-46fb-9a96-d50c3669fff6,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,,,,,,,,
3,2023-09-18,716533,Home Run,home_run,False,543760,676710,Marcus Semien,Kutter Crawford,0,0,0,e4c4eddb-2e4c-45a4-b192-b6907dc73dac,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,,,,,,,,111.0,107.0,108.0,,,,108.0,94.0,95.0,,0.391,0.281,,,1.44,0.35,,,,93.6,88.6,,,,,0.34,0.163,0.289,113.0,110.0,113.0,92.0,101.0,103.0,88.0,95.0,103.0,0.077,0.132,0.11900000000000001,-0.82,1.5,-1.47,82.4,82.5,79.4,0.167,0.214,0.15
4,2023-09-18,716533,Pop Out,field_out,True,608369,676710,Corey Seager,Kutter Crawford,0,0,0,ea567997-e765-4edf-b03c-da3163ee789d,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,,,,,,,,111.0,107.0,108.0,,,,108.0,94.0,95.0,,0.391,0.281,,,1.44,0.35,,,,93.6,88.6,,,,,0.34,0.163,0.289,113.0,110.0,113.0,92.0,101.0,103.0,88.0,95.0,103.0,0.077,0.132,0.11900000000000001,-0.82,1.5,-1.47,82.4,82.5,79.4,0.167,0.214,0.15
5,2023-09-18,716533,Single,single,False,663993,676710,Nathaniel Lowe,Kutter Crawford,0,0,0,f15826ac-e204-403f-ac63-4df3bee9a53b,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,,,,,,,,111.0,107.0,108.0,,,,108.0,94.0,95.0,,0.391,0.281,,,1.44,0.35,,,,93.6,88.6,,,,,0.34,0.163,0.289,113.0,110.0,113.0,92.0,101.0,103.0,88.0,95.0,103.0,0.077,0.132,0.11900000000000001,-0.82,1.5,-1.47,82.4,82.5,79.4,0.167,0.214,0.15
6,2023-09-18,716533,Strikeout,strikeout,True,641598,676710,Mitch Garver,Kutter Crawford,0,0,0,ccc69076-3458-4e67-895a-e3f5f24f91a3,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,,,,,,,,111.0,107.0,108.0,,,,108.0,94.0,95.0,,0.391,0.281,,,1.44,0.35,,,,93.6,88.6,,,,,0.34,0.163,0.289,113.0,110.0,113.0,92.0,101.0,103.0,88.0,95.0,103.0,0.077,0.132,0.11900000000000001,-0.82,1.5,-1.47,82.4,82.5,79.4,0.167,0.214,0.15
7,2023-09-18,716533,Flyout,field_out,True,673962,676710,Josh Jung,Kutter Crawford,0,0,0,71895671-5348-45bf-a080-1754ffb660df,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,4.04,3.25,129.1,102.0,105.0,104.0,0.7609999999999999,9.39,2.51,7.45,1.18,0.71,0.21899999999999997,0.42700000000000005,0.188,0.319,0.418,,,,,,,,111.0,107.0,108.0,,,,108.0,94.0,95.0,,0.391,0.281,,,1.44,0.35,,,,93.6,88.6,,,,,0.34,0.163,0.289,113.0,110.0,113.0,92.0,101.0,103.0,88.0,95.0,103.0,0.077,0.132,0.11900000000000001,-0.82,1.5,-1.47,82.4,82.5,79.4,0.167,0.214,0.15
8,2023-09-18,716533,Strikeout,strikeout,True,594807,656756,Adam Duvall,Jordan Montgomery,0,0,0,585b8d32-2637-4309-8381-5223d71e2a3b,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,,,,,,,,
9,2023-09-18,716533,Pop Out,field_out,True,622569,656756,Pablo Reyes,Jordan Montgomery,0,0,0,8615c4ba-e897-400d-88fc-3d6a479cf8cf,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,,,,,,,,
