,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,FF_ba,SL_ba,SI_ba,CH_ba,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,ST_ba,FS_ba
0,2023-05-31,717949,Pop Out,field_out,True,660670,621076,Ronald Acuña Jr.,James Kaprielian,1,0,0,18f7a5d5-37cf-4187-bb32-6312e2c14ad3,621076.0,jameskaprielian,Kaprielian,Right,James Kaprielian,6.34,4.86,61.0,102.0,88.0,99.0,0.7659999999999999,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,83.3,72.0,104.0,102.0,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,0.139,0.414,0.307,0.061,0.078,0.35,-2.81,-0.35,-1.04,-2.75,92.3,92.0,80.8,75.9,0.202,0.263,0.412,0.368,0.444,,,,,,,,,
1,2023-05-31,717949,Pop Out,field_out,True,621566,621076,Matt Olson,James Kaprielian,1,0,0,1dab921b-c129-48bd-b99d-334f8bb84218,621076.0,jameskaprielian,Kaprielian,Right,James Kaprielian,6.34,4.86,61.0,102.0,88.0,99.0,0.7659999999999999,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,83.3,72.0,104.0,102.0,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,0.139,0.414,0.307,0.061,0.078,0.35,-2.81,-0.35,-1.04,-2.75,92.3,92.0,80.8,75.9,0.202,0.263,0.412,0.368,0.444,,,,,,,,,
2,2023-05-31,717949,Pop Out,field_out,True,663586,621076,Austin Riley,James Kaprielian,1,0,0,60d0c550-4afb-4c28-9a8e-cccef9929c10,621076.0,jameskaprielian,Kaprielian,Right,James Kaprielian,6.34,4.86,61.0,102.0,88.0,99.0,0.7659999999999999,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,83.3,72.0,104.0,102.0,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,0.139,0.414,0.307,0.061,0.078,0.35,-2.81,-0.35,-1.04,-2.75,92.3,92.0,80.8,75.9,0.202,0.263,0.412,0.368,0.444,,,,,,,,,
3,2023-05-31,717949,Field Error,field_error,False,665923,694363,Esteury Ruiz,Jared Shuster,1,0,0,ad62ed6f-37bb-4f2f-87c9-860649bb2687,694363.0,jaredshuster,Shuster,Left,Jared Shuster,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.27699999999999997,0.382,0.133,0.272,0.41700000000000004,82.2,61.0,88.0,85.0,,,,59.0,99.0,83.0,,,,75.0,98.0,95.0,,0.441,0.32899999999999996,,0.23,-0.83,,1.11,,-2.01,91.4,,84.9,,0.311,0.197,,0.26,,,,,,,,,,
4,2023-05-31,717949,Flyout,field_out,True,667670,694363,Brent Rooker,Jared Shuster,0,0,1,9f23656b-6384-4cf7-aa41-9e100fca2c35,694363.0,jaredshuster,Shuster,Left,Jared Shuster,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.27699999999999997,0.382,0.133,0.272,0.41700000000000004,82.2,61.0,88.0,85.0,,,,59.0,99.0,83.0,,,,75.0,98.0,95.0,,0.441,0.32899999999999996,,0.23,-0.83,,1.11,,-2.01,91.4,,84.9,,0.311,0.197,,0.26,,,,,,,,,,
5,2023-05-31,717949,Walk,walk,False,676116,694363,Ryan Noda,Jared Shuster,0,0,1,1dea4372-c45c-49f6-944d-370b416fd702,694363.0,jaredshuster,Shuster,Left,Jared Shuster,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.27699999999999997,0.382,0.133,0.272,0.41700000000000004,82.2,61.0,88.0,85.0,,,,59.0,99.0,83.0,,,,75.0,98.0,95.0,,0.441,0.32899999999999996,,0.23,-0.83,,1.11,,-2.01,91.4,,84.9,,0.311,0.197,,0.26,,,,,,,,,,
6,2023-05-31,717949,Pop Out,field_out,True,657656,694363,Ramón Laureano,Jared Shuster,0,0,0,f5bc879d-fffd-4a97-851b-df5ba1574b10,694363.0,jaredshuster,Shuster,Left,Jared Shuster,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.27699999999999997,0.382,0.133,0.272,0.41700000000000004,82.2,61.0,88.0,85.0,,,,59.0,99.0,83.0,,,,75.0,98.0,95.0,,0.441,0.32899999999999996,,0.23,-0.83,,1.11,,-2.01,91.4,,84.9,,0.311,0.197,,0.26,,,,,,,,,,
7,2023-05-31,717949,Strikeout,strikeout,True,518595,621076,Travis d'Arnaud,James Kaprielian,0,0,0,ff211987-4b68-4491-bf6a-612ff870eaba,621076.0,jameskaprielian,Kaprielian,Right,James Kaprielian,6.34,4.86,61.0,102.0,88.0,99.0,0.7659999999999999,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,83.3,72.0,104.0,102.0,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,0.139,0.414,0.307,0.061,0.078,0.35,-2.81,-0.35,-1.04,-2.75,92.3,92.0,80.8,75.9,0.202,0.263,0.412,0.368,0.444,,,,,,,,,
8,2023-05-31,717949,Strikeout,strikeout,True,542303,621076,Marcell Ozuna,James Kaprielian,0,0,0,915ab29a-b7cb-47cc-b2e5-0f7463a1979c,621076.0,jameskaprielian,Kaprielian,Right,James Kaprielian,6.34,4.86,61.0,102.0,88.0,99.0,0.7659999999999999,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,83.3,72.0,104.0,102.0,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,0.139,0.414,0.307,0.061,0.078,0.35,-2.81,-0.35,-1.04,-2.75,92.3,92.0,80.8,75.9,0.202,0.263,0.412,0.368,0.444,,,,,,,,,
9,2023-05-31,717949,Lineout,field_out,True,592696,621076,Eddie Rosario,James Kaprielian,1,0,0,4f71ca70-0896-488f-ba49-6da682f7766c,621076.0,jameskaprielian,Kaprielian,Right,James Kaprielian,6.34,4.86,61.0,102.0,88.0,99.0,0.7659999999999999,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,83.3,72.0,104.0,102.0,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,0.139,0.414,0.307,0.061,0.078,0.35,-2.81,-0.35,-1.04,-2.75,92.3,92.0,80.8,75.9,0.202,0.263,0.412,0.368,0.444,,,,,,,,,
