,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vSI,vSL,FF_ba,SL_ba,CH_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,SV_ba,FC_ba,FS_ba,CU_ba,ST_ba
0,2023-04-28,718391,Pop Out,field_out,True,663538,666200,Nico Hoerner,Jesús Luzardo,1,0,0,2a11b6be-7366-43e0-9e27-e1f430ea3815,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,,,,,,
1,2023-04-28,718391,Flyout,field_out,True,621020,666200,Dansby Swanson,Jesús Luzardo,0,0,0,ba1d3093-ffed-4661-b24d-2e637f316afa,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,,,,,,
2,2023-04-28,718391,Flyout,field_out,True,664023,666200,Ian Happ,Jesús Luzardo,0,0,0,3eff3231-03c1-4701-9a49-2c25a0cd20fb,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,,,,,,
3,2023-04-28,718391,Strikeout,strikeout,True,665862,573186,Jazz Chisholm Jr.,Marcus Stroman,0,0,0,fa59d946-53b2-4b14-98b0-f224faa5ccbf,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,105.0,96.0,98.0,0.46399999999999997,0.08199999999999999,0.096,0.051,,0.34,0.96,1.08,-0.41,,92.0,89.7,91.4,86.1,0.154,0.184,,0.245,139.0,103.0,111.0,46.0,95.0,91.0,0.077,0.23,0.12,0.34,86.6,84.6,0.24,0.26,0.205,,
4,2023-04-28,718391,Groundout,field_out,True,643265,573186,Garrett Cooper,Marcus Stroman,1,0,0,66066431-0609-4f22-b768-9147dc2b5ba5,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,105.0,96.0,98.0,0.46399999999999997,0.08199999999999999,0.096,0.051,,0.34,0.96,1.08,-0.41,,92.0,89.7,91.4,86.1,0.154,0.184,,0.245,139.0,103.0,111.0,46.0,95.0,91.0,0.077,0.23,0.12,0.34,86.6,84.6,0.24,0.26,0.205,,
5,2023-04-28,718391,Groundout,field_out,True,624585,573186,Jorge Soler,Marcus Stroman,1,0,0,1e9334ac-e3d2-4e4a-8fe8-a158aab02ac0,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,105.0,96.0,98.0,0.46399999999999997,0.08199999999999999,0.096,0.051,,0.34,0.96,1.08,-0.41,,92.0,89.7,91.4,86.1,0.154,0.184,,0.245,139.0,103.0,111.0,46.0,95.0,91.0,0.077,0.23,0.12,0.34,86.6,84.6,0.24,0.26,0.205,,
6,2023-04-28,718391,Strikeout,strikeout,True,673548,666200,Seiya Suzuki,Jesús Luzardo,0,0,0,a2621530-805c-4407-8159-4d83e28e723f,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,,,,,,
7,2023-04-28,718391,Single,single,False,641820,666200,Trey Mancini,Jesús Luzardo,1,0,0,a1f1bab8-3b99-4fa7-93b8-b2c76af66341,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,,,,,,
8,2023-04-28,718391,Grounded Into DP,grounded_into_double_play,True,641355,666200,Cody Bellinger,Jesús Luzardo,1,0,1,266d2b09-a953-44a8-a2c3-f03c248742d9,666200.0,jesusluzardo,Luzardo,Left,Jesús Luzardo,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.28600000000000003,0.38299999999999995,0.163,0.373,0.402,88.3,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.457,0.004,0.289,0.21,0.93,0.74,-0.81,-0.26,-0.09,96.7,91.4,96.5,85.1,0.232,0.233,0.248,0.314,,,,,,,,,,,,,,,,,
9,2023-04-28,718391,Single,single,False,650333,573186,Luis Arraez,Marcus Stroman,1,0,0,c0938981-1df1-41a1-8585-7086ecb06cdf,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,3.95,4.27,136.2,100.0,101.0,99.0,0.7929999999999999,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,105.0,96.0,98.0,0.46399999999999997,0.08199999999999999,0.096,0.051,,0.34,0.96,1.08,-0.41,,92.0,89.7,91.4,86.1,0.154,0.184,,0.245,139.0,103.0,111.0,46.0,95.0,91.0,0.077,0.23,0.12,0.34,86.6,84.6,0.24,0.26,0.205,,
