,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,wFA/C,wSI/C,wSL/C,vFA,vSI,vSL,FF_ba,SI_ba,ST_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,CH%,wFC/C,wKC/C,wCH/C,vFC,vKC,CU_ba,FC_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2023-05-07,718271,Strikeout,strikeout,True,683011,642770,Anthony Volpe,Javy Guerra,0,0,0,7ddc80fe-bf0a-4dba-a4f2-13966748de59,642770.0,javyguerra,Guerra,Right,Javy Guerra,6.05,7.3,19.1,85.0,117.0,90.0,0.812,6.52,10.24,7.91,0.93,0.96,0.203,0.39,0.153,0.35600000000000004,0.41200000000000003,126.0,85.0,90.0,94.0,82.0,82.0,125.0,87.0,95.0,0.331,0.35100000000000003,0.318,0.83,-0.96,-1.26,97.8,97.4,86.2,0.179,0.333,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-07,718271,Single,single,False,650402,642770,Gleyber Torres,Javy Guerra,1,0,0,f51109d6-fd6b-4d1b-8e83-d025729628b9,642770.0,javyguerra,Guerra,Right,Javy Guerra,6.05,7.3,19.1,85.0,117.0,90.0,0.812,6.52,10.24,7.91,0.93,0.96,0.203,0.39,0.153,0.35600000000000004,0.41200000000000003,126.0,85.0,90.0,94.0,82.0,82.0,125.0,87.0,95.0,0.331,0.35100000000000003,0.318,0.83,-0.96,-1.26,97.8,97.4,86.2,0.179,0.333,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-07,718271,Walk,walk,False,519203,642770,Anthony Rizzo,Javy Guerra,0,0,1,61a5215e-1da9-4464-ace2-a11828ac92bc,642770.0,javyguerra,Guerra,Right,Javy Guerra,6.05,7.3,19.1,85.0,117.0,90.0,0.812,6.52,10.24,7.91,0.93,0.96,0.203,0.39,0.153,0.35600000000000004,0.41200000000000003,126.0,85.0,90.0,94.0,82.0,82.0,125.0,87.0,95.0,0.331,0.35100000000000003,0.318,0.83,-0.96,-1.26,97.8,97.4,86.2,0.179,0.333,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-07,718271,Flyout,field_out,True,518934,642770,DJ LeMahieu,Javy Guerra,1,0,0,42665dab-459a-4323-8460-4071de65a641,642770.0,javyguerra,Guerra,Right,Javy Guerra,6.05,7.3,19.1,85.0,117.0,90.0,0.812,6.52,10.24,7.91,0.93,0.96,0.203,0.39,0.153,0.35600000000000004,0.41200000000000003,126.0,85.0,90.0,94.0,82.0,82.0,125.0,87.0,95.0,0.331,0.35100000000000003,0.318,0.83,-0.96,-1.26,97.8,97.4,86.2,0.179,0.333,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-05-07,718271,Forceout,force_out,True,664056,642770,Harrison Bader,Javy Guerra,0,0,1,15677e19-549b-4111-b0aa-d3507eeb831f,642770.0,javyguerra,Guerra,Right,Javy Guerra,6.05,7.3,19.1,85.0,117.0,90.0,0.812,6.52,10.24,7.91,0.93,0.96,0.203,0.39,0.153,0.35600000000000004,0.41200000000000003,126.0,85.0,90.0,94.0,82.0,82.0,125.0,87.0,95.0,0.331,0.35100000000000003,0.318,0.83,-0.96,-1.26,97.8,97.4,86.2,0.179,0.333,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-05-07,718271,Strikeout,strikeout,True,650490,543037,Yandy Díaz,Gerrit Cole,0,0,0,cd63462e-1cbe-426d-a13d-4cdcf270b686,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,125.0,104.0,108.0,,,,136.0,105.0,114.0,,0.53,0.20800000000000002,1.66,,1.69,96.7,,89.1,0.201,,,0.185,89.1,72.0,100.0,96.0,114.0,103.0,113.0,107.0,103.0,102.0,0.07,0.121,0.071,0.61,0.94,-0.54,92.7,82.9,0.215,0.271,0.235,,,,,,
6,2023-05-07,718271,Groundout,field_out,True,677551,543037,Wander Franco,Gerrit Cole,0,0,0,2ed395a7-303a-4bd2-bc9a-fc01b00fda1c,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,125.0,104.0,108.0,,,,136.0,105.0,114.0,,0.53,0.20800000000000002,1.66,,1.69,96.7,,89.1,0.201,,,0.185,89.1,72.0,100.0,96.0,114.0,103.0,113.0,107.0,103.0,102.0,0.07,0.121,0.071,0.61,0.94,-0.54,92.7,82.9,0.215,0.271,0.235,,,,,,
7,2023-05-07,718271,Flyout,field_out,True,668227,543037,Randy Arozarena,Gerrit Cole,0,0,0,f7557aa7-d49f-4a02-b4f1-de7255e1cd45,543037.0,gerritcole,Cole,Right,Gerrit Cole,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,125.0,104.0,108.0,,,,136.0,105.0,114.0,,0.53,0.20800000000000002,1.66,,1.69,96.7,,89.1,0.201,,,0.185,89.1,72.0,100.0,96.0,114.0,103.0,113.0,107.0,103.0,102.0,0.07,0.121,0.071,0.61,0.94,-0.54,92.7,82.9,0.215,0.271,0.235,,,,,,
8,2023-05-07,718271,Groundout,field_out,True,643396,676596,Isiah Kiner-Falefa,Josh Fleming,0,0,0,f60d661b-12dd-4750-9d25-be8e6e5b9d74,676596.0,joshfleming,Fleming,Left,Josh Fleming,4.7,5.37,51.2,101.0,86.0,97.0,0.8370000000000001,4.35,3.31,9.75,1.57,3.0,0.175,0.441,0.124,0.305,0.36,42.0,104.0,88.0,93.0,99.0,98.0,,,,0.44,0.049,,2.77,0.64,,91.5,90.3,,0.0,0.244,,,82.9,73.0,104.0,94.0,,,,,,,,,0.29,,,-1.13,,,0.278,,0.352,97.0,99.0,102.0,0.221,-0.59,76.5
9,2023-05-07,718271,Single,single,False,665828,676596,Oswaldo Cabrera,Josh Fleming,0,0,0,ab1e1767-90c0-438c-bd66-6d57d80918fb,676596.0,joshfleming,Fleming,Left,Josh Fleming,4.7,5.37,51.2,101.0,86.0,97.0,0.8370000000000001,4.35,3.31,9.75,1.57,3.0,0.175,0.441,0.124,0.305,0.36,42.0,104.0,88.0,93.0,99.0,98.0,,,,0.44,0.049,,2.77,0.64,,91.5,90.3,,0.0,0.244,,,82.9,73.0,104.0,94.0,,,,,,,,,0.29,,,-1.13,,,0.278,,0.352,97.0,99.0,102.0,0.221,-0.59,76.5
