,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CU_ba,CH_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-08-18,716959,Strikeout,strikeout,True,668731,675540,Akil Baddoo,Xzavion Curry,0,0,0,ef4c0c0f-4e55-4fdf-bc29-d3d6b35ffe9c,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,4.07,4.93,95.0,101.0,91.0,99.0,0.815,6.35,2.84,9.28,1.14,0.69,0.266,0.35700000000000004,0.128,0.364,0.44799999999999995,87.7,74.0,89.0,87.0,90.0,93.0,94.0,82.0,97.0,94.0,103.0,110.0,110.0,0.484,0.361,0.11599999999999999,0.039,-0.14,0.89,-2.04,-1.29,92.5,85.1,75.1,0.283,0.238,0.31,0.278,,,,,,,,,,,,,,,,,,,,,
1,2023-08-18,716959,Strikeout,strikeout,True,682985,675540,Riley Greene,Xzavion Curry,0,0,0,35aeb29e-8243-4340-9696-422f4dd51ce7,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,4.07,4.93,95.0,101.0,91.0,99.0,0.815,6.35,2.84,9.28,1.14,0.69,0.266,0.35700000000000004,0.128,0.364,0.44799999999999995,87.7,74.0,89.0,87.0,90.0,93.0,94.0,82.0,97.0,94.0,103.0,110.0,110.0,0.484,0.361,0.11599999999999999,0.039,-0.14,0.89,-2.04,-1.29,92.5,85.1,75.1,0.283,0.238,0.31,0.278,,,,,,,,,,,,,,,,,,,,,
2,2023-08-18,716959,Flyout,field_out,True,679529,675540,Spencer Torkelson,Xzavion Curry,0,0,0,b2f95f06-c7d4-449f-ba41-b18d2d6d4acf,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,4.07,4.93,95.0,101.0,91.0,99.0,0.815,6.35,2.84,9.28,1.14,0.69,0.266,0.35700000000000004,0.128,0.364,0.44799999999999995,87.7,74.0,89.0,87.0,90.0,93.0,94.0,82.0,97.0,94.0,103.0,110.0,110.0,0.484,0.361,0.11599999999999999,0.039,-0.14,0.89,-2.04,-1.29,92.5,85.1,75.1,0.283,0.238,0.31,0.278,,,,,,,,,,,,,,,,,,,,,
3,2023-08-18,716959,Flyout,field_out,True,680757,666214,Steven Kwan,Joey Wentz,0,0,0,deeb6b32-8985-4754-a4b7-7bd9c2ef82aa,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,,,,0.41600000000000004,,0.158,0.175,-2.53,,-0.86,-0.22,93.4,,77.5,0.374,,0.247,0.189,91.0,97.0,93.0,0.251,-0.57,86.0,0.271,,,,,,,,,,,,,,
4,2023-08-18,716959,Lineout,field_out,True,608070,666214,José Ramírez,Joey Wentz,1,0,0,6f2d4192-785d-440b-9983-3795a3a2b22d,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,,,,0.41600000000000004,,0.158,0.175,-2.53,,-0.86,-0.22,93.4,,77.5,0.374,,0.247,0.189,91.0,97.0,93.0,0.251,-0.57,86.0,0.271,,,,,,,,,,,,,,
5,2023-08-18,716959,Pop Out,field_out,True,665926,666214,Andrés Giménez,Joey Wentz,1,1,0,f8ad907b-ae00-4e77-823f-8bdf6e07b14f,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,,,,0.41600000000000004,,0.158,0.175,-2.53,,-0.86,-0.22,93.4,,77.5,0.374,,0.247,0.189,91.0,97.0,93.0,0.251,-0.57,86.0,0.271,,,,,,,,,,,,,,
6,2023-08-18,716959,Walk,walk,False,681481,675540,Kerry Carpenter,Xzavion Curry,0,0,0,64410248-e621-466d-b1f8-9288ee57d05e,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,4.07,4.93,95.0,101.0,91.0,99.0,0.815,6.35,2.84,9.28,1.14,0.69,0.266,0.35700000000000004,0.128,0.364,0.44799999999999995,87.7,74.0,89.0,87.0,90.0,93.0,94.0,82.0,97.0,94.0,103.0,110.0,110.0,0.484,0.361,0.11599999999999999,0.039,-0.14,0.89,-2.04,-1.29,92.5,85.1,75.1,0.283,0.238,0.31,0.278,,,,,,,,,,,,,,,,,,,,,
7,2023-08-18,716959,Pop Out,field_out,True,628451,675540,Andy Ibáñez,Xzavion Curry,0,0,0,e8259c50-bc8c-4b8a-9992-184a0fcbf03c,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,4.07,4.93,95.0,101.0,91.0,99.0,0.815,6.35,2.84,9.28,1.14,0.69,0.266,0.35700000000000004,0.128,0.364,0.44799999999999995,87.7,74.0,89.0,87.0,90.0,93.0,94.0,82.0,97.0,94.0,103.0,110.0,110.0,0.484,0.361,0.11599999999999999,0.039,-0.14,0.89,-2.04,-1.29,92.5,85.1,75.1,0.283,0.238,0.31,0.278,,,,,,,,,,,,,,,,,,,,,
8,2023-08-18,716959,Pop Out,field_out,True,595879,675540,Javier Báez,Xzavion Curry,0,0,0,1b828a3d-5e49-4b34-b659-6e7974503e42,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,4.07,4.93,95.0,101.0,91.0,99.0,0.815,6.35,2.84,9.28,1.14,0.69,0.266,0.35700000000000004,0.128,0.364,0.44799999999999995,87.7,74.0,89.0,87.0,90.0,93.0,94.0,82.0,97.0,94.0,103.0,110.0,110.0,0.484,0.361,0.11599999999999999,0.039,-0.14,0.89,-2.04,-1.29,92.5,85.1,75.1,0.283,0.238,0.31,0.278,,,,,,,,,,,,,,,,,,,,,
9,2023-08-18,716959,Single,single,True,656716,675540,Zach McKinstry,Xzavion Curry,1,0,1,d49a69cb-6748-4a6a-9662-ec39e7e5d29a,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,4.07,4.93,95.0,101.0,91.0,99.0,0.815,6.35,2.84,9.28,1.14,0.69,0.266,0.35700000000000004,0.128,0.364,0.44799999999999995,87.7,74.0,89.0,87.0,90.0,93.0,94.0,82.0,97.0,94.0,103.0,110.0,110.0,0.484,0.361,0.11599999999999999,0.039,-0.14,0.89,-2.04,-1.29,92.5,85.1,75.1,0.283,0.238,0.31,0.278,,,,,,,,,,,,,,,,,,,,,
10,2023-08-18,716959,Groundout,field_out,True,660757,666214,Oscar Gonzalez,Joey Wentz,1,0,0,076f4bd2-5df1-4db5-9342-2811f7cafb71,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,,,,0.41600000000000004,,0.158,0.175,-2.53,,-0.86,-0.22,93.4,,77.5,0.374,,0.247,0.189,91.0,97.0,93.0,0.251,-0.57,86.0,0.271,,,,,,,,,,,,,,
11,2023-08-18,716959,Single,single,False,594777,666214,Kole Calhoun,Joey Wentz,0,0,0,0c2310ab-547e-463d-96bd-bf1a4c2c834f,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,,,,0.41600000000000004,,0.158,0.175,-2.53,,-0.86,-0.22,93.4,,77.5,0.374,,0.247,0.189,91.0,97.0,93.0,0.251,-0.57,86.0,0.271,,,,,,,,,,,,,,
12,2023-08-18,716959,Strikeout,strikeout,True,677587,666214,Brayan Rocchio,Joey Wentz,0,0,0,348df62f-dcec-4c39-872f-876cd1623521,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,,,,0.41600000000000004,,0.158,0.175,-2.53,,-0.86,-0.22,93.4,,77.5,0.374,,0.247,0.189,91.0,97.0,93.0,0.251,-0.57,86.0,0.271,,,,,,,,,,,,,,
13,2023-08-18,716959,Single,single,False,686823,666214,Will Brennan,Joey Wentz,1,0,1,329a82b8-480d-4fba-a8a8-c08dc257645d,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,,,,0.41600000000000004,,0.158,0.175,-2.53,,-0.86,-0.22,93.4,,77.5,0.374,,0.247,0.189,91.0,97.0,93.0,0.251,-0.57,86.0,0.271,,,,,,,,,,,,,,
14,2023-08-18,716959,Lineout,field_out,True,672356,666214,Gabriel Arias,Joey Wentz,1,0,0,42e953a4-d24c-46b8-9b52-c3639585cd70,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,,,,0.41600000000000004,,0.158,0.175,-2.53,,-0.86,-0.22,93.4,,77.5,0.374,,0.247,0.189,91.0,97.0,93.0,0.251,-0.57,86.0,0.271,,,,,,,,,,,,,,
15,2023-08-18,716959,Single,single,False,670097,675540,Zack Short,Xzavion Curry,0,0,0,8f2680c9-7a8a-4232-ade6-36bdcecb7118,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,4.07,4.93,95.0,101.0,91.0,99.0,0.815,6.35,2.84,9.28,1.14,0.69,0.266,0.35700000000000004,0.128,0.364,0.44799999999999995,87.7,74.0,89.0,87.0,90.0,93.0,94.0,82.0,97.0,94.0,103.0,110.0,110.0,0.484,0.361,0.11599999999999999,0.039,-0.14,0.89,-2.04,-1.29,92.5,85.1,75.1,0.283,0.238,0.31,0.278,,,,,,,,,,,,,,,,,,,,,
16,2023-08-18,716959,Grounded Into DP,grounded_into_double_play,True,606992,675540,Eric Haase,Xzavion Curry,1,0,1,d55c96d9-1a17-4b08-8202-4a1cd5178b8b,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,4.07,4.93,95.0,101.0,91.0,99.0,0.815,6.35,2.84,9.28,1.14,0.69,0.266,0.35700000000000004,0.128,0.364,0.44799999999999995,87.7,74.0,89.0,87.0,90.0,93.0,94.0,82.0,97.0,94.0,103.0,110.0,110.0,0.484,0.361,0.11599999999999999,0.039,-0.14,0.89,-2.04,-1.29,92.5,85.1,75.1,0.283,0.238,0.31,0.278,,,,,,,,,,,,,,,,,,,,,
17,2023-08-18,716959,Strikeout,strikeout,True,668731,675540,Akil Baddoo,Xzavion Curry,0,0,0,3ed2b001-7bef-4a95-ac48-b3f8d73fdaa1,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,4.07,4.93,95.0,101.0,91.0,99.0,0.815,6.35,2.84,9.28,1.14,0.69,0.266,0.35700000000000004,0.128,0.364,0.44799999999999995,87.7,74.0,89.0,87.0,90.0,93.0,94.0,82.0,97.0,94.0,103.0,110.0,110.0,0.484,0.361,0.11599999999999999,0.039,-0.14,0.89,-2.04,-1.29,92.5,85.1,75.1,0.283,0.238,0.31,0.278,,,,,,,,,,,,,,,,,,,,,
18,2023-08-18,716959,Single,single,False,641470,666214,Zack Collins,Joey Wentz,1,0,0,e644d82e-7233-4978-8470-d33600dee7b5,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,,,,0.41600000000000004,,0.158,0.175,-2.53,,-0.86,-0.22,93.4,,77.5,0.374,,0.247,0.189,91.0,97.0,93.0,0.251,-0.57,86.0,0.271,,,,,,,,,,,,,,
19,2023-08-18,716959,Flyout,field_out,True,680757,666214,Steven Kwan,Joey Wentz,0,0,0,ba4a998a-69e3-425b-9d93-1844ee39425c,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,,,,0.41600000000000004,,0.158,0.175,-2.53,,-0.86,-0.22,93.4,,77.5,0.374,,0.247,0.189,91.0,97.0,93.0,0.251,-0.57,86.0,0.271,,,,,,,,,,,,,,
20,2023-08-18,716959,Pop Out,field_out,True,608070,666214,José Ramírez,Joey Wentz,0,0,0,8e608c42-1194-431e-8fa8-b4ce8c634739,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,,,,0.41600000000000004,,0.158,0.175,-2.53,,-0.86,-0.22,93.4,,77.5,0.374,,0.247,0.189,91.0,97.0,93.0,0.251,-0.57,86.0,0.271,,,,,,,,,,,,,,
21,2023-08-18,716959,Pop Out,field_out,True,665926,666214,Andrés Giménez,Joey Wentz,1,0,0,52081565-84bc-480a-ac02-0c74e937bb5c,666214.0,joeywentz,Wentz,Left,Joey Wentz,6.9,5.77,105.2,100.0,89.0,95.0,0.7659999999999999,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.35700000000000004,0.424,85.0,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,,,,0.41600000000000004,,0.158,0.175,-2.53,,-0.86,-0.22,93.4,,77.5,0.374,,0.247,0.189,91.0,97.0,93.0,0.251,-0.57,86.0,0.271,,,,,,,,,,,,,,
22,2023-08-18,716959,Single,single,False,682985,675540,Riley Greene,Xzavion Curry,1,1,0,f0a58b8d-2d23-4d6b-9b0c-04d24200ffd6,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,4.07,4.93,95.0,101.0,91.0,99.0,0.815,6.35,2.84,9.28,1.14,0.69,0.266,0.35700000000000004,0.128,0.364,0.44799999999999995,87.7,74.0,89.0,87.0,90.0,93.0,94.0,82.0,97.0,94.0,103.0,110.0,110.0,0.484,0.361,0.11599999999999999,0.039,-0.14,0.89,-2.04,-1.29,92.5,85.1,75.1,0.283,0.238,0.31,0.278,,,,,,,,,,,,,,,,,,,,,
23,2023-08-18,716959,Strikeout,strikeout,True,679529,675540,Spencer Torkelson,Xzavion Curry,0,0,0,eec7b539-b125-43f9-aa31-04b366c651f4,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,4.07,4.93,95.0,101.0,91.0,99.0,0.815,6.35,2.84,9.28,1.14,0.69,0.266,0.35700000000000004,0.128,0.364,0.44799999999999995,87.7,74.0,89.0,87.0,90.0,93.0,94.0,82.0,97.0,94.0,103.0,110.0,110.0,0.484,0.361,0.11599999999999999,0.039,-0.14,0.89,-2.04,-1.29,92.5,85.1,75.1,0.283,0.238,0.31,0.278,,,,,,,,,,,,,,,,,,,,,
