,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,FF_ba,CU_ba,SI_ba,CH_ba,SL_ba,SV_ba,ST_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC
0,2023-08-18,716942,Flyout,field_out,True,682998,607625,Corbin Carroll,Seth Lugo,0,0,0,7548519b-496b-4899-b399-aac265ad62b3,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,0.19899999999999998,0.318,0.111,0.313,0.059000000000000004,0.36,1.87,-0.6,0.26,-2.89,93.4,93.2,85.2,79.6,0.246,0.287,0.208,0.303,0.303,0.0,0.25,,,,,,
1,2023-08-18,716942,Walk,walk,False,606466,607625,Ketel Marte,Seth Lugo,0,0,0,a8fc78df-cd51-425f-9f99-3ec7881a3c9d,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,0.19899999999999998,0.318,0.111,0.313,0.059000000000000004,0.36,1.87,-0.6,0.26,-2.89,93.4,93.2,85.2,79.6,0.246,0.287,0.208,0.303,0.303,0.0,0.25,,,,,,
2,2023-08-18,716942,Strikeout,strikeout,True,502054,607625,Tommy Pham,Seth Lugo,0,0,0,cf2ea790-950d-452f-9e7f-42845f234150,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,0.19899999999999998,0.318,0.111,0.313,0.059000000000000004,0.36,1.87,-0.6,0.26,-2.89,93.4,93.2,85.2,79.6,0.246,0.287,0.208,0.303,0.303,0.0,0.25,,,,,,
3,2023-08-18,716942,Flyout,field_out,True,572233,607625,Christian Walker,Seth Lugo,0,0,0,924f50fd-1a92-45e2-8f79-7193cb0e20cc,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,0.19899999999999998,0.318,0.111,0.313,0.059000000000000004,0.36,1.87,-0.6,0.26,-2.89,93.4,93.2,85.2,79.6,0.246,0.287,0.208,0.303,0.303,0.0,0.25,,,,,,
4,2023-08-18,716942,Field Error,field_error,False,673490,694297,Ha-Seong Kim,Brandon Pfaadt,1,0,0,9e64b275-344a-48e5-b65c-ff77ac78ff12,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.44299999999999995,0.14800000000000002,0.386,0.466,86.7,90.0,100.0,97.0,106.0,89.0,97.0,97.0,105.0,102.0,97.0,108.0,100.0,119.0,106.0,117.0,0.099,0.45399999999999996,0.27,0.055,0.122,-1.63,-0.03,1.21,-1.24,-3.66,93.6,93.1,83.8,78.8,0.327,0.294,0.313,0.4,,,0.18,,,,,,
5,2023-08-18,716942,Strikeout Double Play,strikeout_double_play,True,665487,694297,Fernando Tatis Jr.,Brandon Pfaadt,0,0,1,408d2ac5-5064-45f0-bf39-08771cb4914b,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.44299999999999995,0.14800000000000002,0.386,0.466,86.7,90.0,100.0,97.0,106.0,89.0,97.0,97.0,105.0,102.0,97.0,108.0,100.0,119.0,106.0,117.0,0.099,0.45399999999999996,0.27,0.055,0.122,-1.63,-0.03,1.21,-1.24,-3.66,93.6,93.1,83.8,78.8,0.327,0.294,0.313,0.4,,,0.18,,,,,,
6,2023-08-18,716942,Flyout,field_out,True,665742,694297,Juan Soto,Brandon Pfaadt,1,1,0,a50a7089-06b3-4aaf-b711-effc8f6eb6c9,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.44299999999999995,0.14800000000000002,0.386,0.466,86.7,90.0,100.0,97.0,106.0,89.0,97.0,97.0,105.0,102.0,97.0,108.0,100.0,119.0,106.0,117.0,0.099,0.45399999999999996,0.27,0.055,0.122,-1.63,-0.03,1.21,-1.24,-3.66,93.6,93.1,83.8,78.8,0.327,0.294,0.313,0.4,,,0.18,,,,,,
7,2023-08-18,716942,Lineout,field_out,True,666971,607625,Lourdes Gurriel Jr.,Seth Lugo,1,0,0,3aa8f197-a5f3-4eb6-9b4f-5f20f5d20379,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,0.19899999999999998,0.318,0.111,0.313,0.059000000000000004,0.36,1.87,-0.6,0.26,-2.89,93.4,93.2,85.2,79.6,0.246,0.287,0.208,0.303,0.303,0.0,0.25,,,,,,
8,2023-08-18,716942,Groundout,field_out,True,607054,607625,Jace Peterson,Seth Lugo,1,1,0,f1f7da1a-b28e-45c3-9618-8d4c647adc01,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,0.19899999999999998,0.318,0.111,0.313,0.059000000000000004,0.36,1.87,-0.6,0.26,-2.89,93.4,93.2,85.2,79.6,0.246,0.287,0.208,0.303,0.303,0.0,0.25,,,,,,
9,2023-08-18,716942,Single,single,False,677950,607625,Alek Thomas,Seth Lugo,0,0,0,7784aa0c-043f-40ce-9152-34134b93196c,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.43799999999999994,0.139,0.35100000000000003,0.45899999999999996,86.3,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,0.19899999999999998,0.318,0.111,0.313,0.059000000000000004,0.36,1.87,-0.6,0.26,-2.89,93.4,93.2,85.2,79.6,0.246,0.287,0.208,0.303,0.303,0.0,0.25,,,,,,
