,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,ST_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SL_ba,SI_ba,CH_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-09-05,716712,Strikeout,strikeout,True,641487,683175,J.P. Crawford,Connor Phillips,0,0,0,c7575755-6e52-455d-aee7-42f8cbbd9ca7,683175.0,connorphillips,Phillips,Right,Connor Phillips,6.97,4.67,20.2,93.0,128.0,98.0,0.78,11.32,5.66,7.84,2.18,0.68,0.33899999999999997,0.35700000000000004,0.179,0.268,0.402,91.2,59.0,70.0,70.0,119.0,95.0,94.0,125.0,93.0,95.0,142.0,95.0,108.0,0.633,0.255,0.1,0.013000000000000001,-1.48,3.39,-2.94,-2.97,96.4,84.4,82.2,0.25,0.111,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-05,716712,Flyout,field_out,True,677594,683175,Julio Rodríguez,Connor Phillips,0,0,0,67a3abd5-3fe2-44fc-89b2-0f3d9f207ed2,683175.0,connorphillips,Phillips,Right,Connor Phillips,6.97,4.67,20.2,93.0,128.0,98.0,0.78,11.32,5.66,7.84,2.18,0.68,0.33899999999999997,0.35700000000000004,0.179,0.268,0.402,91.2,59.0,70.0,70.0,119.0,95.0,94.0,125.0,93.0,95.0,142.0,95.0,108.0,0.633,0.255,0.1,0.013000000000000001,-1.48,3.39,-2.94,-2.97,96.4,84.4,82.2,0.25,0.111,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-05,716712,Walk,walk,False,663728,683175,Cal Raleigh,Connor Phillips,1,0,0,68732cfd-90fb-4e97-b577-d16e5de399a5,683175.0,connorphillips,Phillips,Right,Connor Phillips,6.97,4.67,20.2,93.0,128.0,98.0,0.78,11.32,5.66,7.84,2.18,0.68,0.33899999999999997,0.35700000000000004,0.179,0.268,0.402,91.2,59.0,70.0,70.0,119.0,95.0,94.0,125.0,93.0,95.0,142.0,95.0,108.0,0.633,0.255,0.1,0.013000000000000001,-1.48,3.39,-2.94,-2.97,96.4,84.4,82.2,0.25,0.111,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-09-05,716712,Home Run,home_run,False,606192,683175,Teoscar Hernández,Connor Phillips,0,0,1,fec4091e-ff61-422b-869c-ffd74c48f636,683175.0,connorphillips,Phillips,Right,Connor Phillips,6.97,4.67,20.2,93.0,128.0,98.0,0.78,11.32,5.66,7.84,2.18,0.68,0.33899999999999997,0.35700000000000004,0.179,0.268,0.402,91.2,59.0,70.0,70.0,119.0,95.0,94.0,125.0,93.0,95.0,142.0,95.0,108.0,0.633,0.255,0.1,0.013000000000000001,-1.48,3.39,-2.94,-2.97,96.4,84.4,82.2,0.25,0.111,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-09-05,716712,Flyout,field_out,True,686527,683175,Dominic Canzone,Connor Phillips,0,0,0,e0ef83c8-2587-416f-b495-9f7b58dcb547,683175.0,connorphillips,Phillips,Right,Connor Phillips,6.97,4.67,20.2,93.0,128.0,98.0,0.78,11.32,5.66,7.84,2.18,0.68,0.33899999999999997,0.35700000000000004,0.179,0.268,0.402,91.2,59.0,70.0,70.0,119.0,95.0,94.0,125.0,93.0,95.0,142.0,95.0,108.0,0.633,0.255,0.1,0.013000000000000001,-1.48,3.39,-2.94,-2.97,96.4,84.4,82.2,0.25,0.111,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-09-05,716712,Hit By Pitch,hit_by_pitch,False,641584,682243,Jake Fraley,Bryce Miller,0,0,0,8ad6838c-5bb3-4730-b416-6a68a25feb71,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,4.32,4.86,131.1,104.0,117.0,109.0,0.7829999999999999,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.35600000000000004,0.46399999999999997,85.0,90.0,101.0,107.0,113.0,102.0,102.0,121.0,105.0,110.0,112.0,100.0,107.0,0.585,0.27399999999999997,0.009000000000000001,0.055999999999999994,0.3,0.14,-8.41,0.66,95.1,85.0,78.2,0.256,0.3,0.667,104.0,101.0,99.0,0.076,1.22,95.1,0.202,0.26,0.167,,,,,,,,,,,,,,,,,,,,
6,2023-09-05,716712,Strikeout,strikeout,True,670770,682243,TJ Friedl,Bryce Miller,0,0,0,00944245-f167-4853-8a4e-ccfd37d76140,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,4.32,4.86,131.1,104.0,117.0,109.0,0.7829999999999999,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.35600000000000004,0.46399999999999997,85.0,90.0,101.0,107.0,113.0,102.0,102.0,121.0,105.0,110.0,112.0,100.0,107.0,0.585,0.27399999999999997,0.009000000000000001,0.055999999999999994,0.3,0.14,-8.41,0.66,95.1,85.0,78.2,0.256,0.3,0.667,104.0,101.0,99.0,0.076,1.22,95.1,0.202,0.26,0.167,,,,,,,,,,,,,,,,,,,,
7,2023-09-05,716712,Grounded Into DP,grounded_into_double_play,True,668715,682243,Spencer Steer,Bryce Miller,1,0,1,6704b918-6910-4f83-ba4d-993a43d8a3fc,682243.0,brycemiller,"Miller, B",Right,Bryce Miller,4.32,4.86,131.1,104.0,117.0,109.0,0.7829999999999999,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.35600000000000004,0.46399999999999997,85.0,90.0,101.0,107.0,113.0,102.0,102.0,121.0,105.0,110.0,112.0,100.0,107.0,0.585,0.27399999999999997,0.009000000000000001,0.055999999999999994,0.3,0.14,-8.41,0.66,95.1,85.0,78.2,0.256,0.3,0.667,104.0,101.0,99.0,0.076,1.22,95.1,0.202,0.26,0.167,,,,,,,,,,,,,,,,,,,,
8,2023-09-05,716712,Walk,walk,False,664034,683175,Ty France,Connor Phillips,0,0,0,140d119f-1e95-4dbc-827b-59f2da394b69,683175.0,connorphillips,Phillips,Right,Connor Phillips,6.97,4.67,20.2,93.0,128.0,98.0,0.78,11.32,5.66,7.84,2.18,0.68,0.33899999999999997,0.35700000000000004,0.179,0.268,0.402,91.2,59.0,70.0,70.0,119.0,95.0,94.0,125.0,93.0,95.0,142.0,95.0,108.0,0.633,0.255,0.1,0.013000000000000001,-1.48,3.39,-2.94,-2.97,96.4,84.4,82.2,0.25,0.111,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-09-05,716712,Strikeout,strikeout,True,645801,683175,Mike Ford,Connor Phillips,0,0,0,0adc3953-fd0b-470b-b82e-5c6996d81ab0,683175.0,connorphillips,Phillips,Right,Connor Phillips,6.97,4.67,20.2,93.0,128.0,98.0,0.78,11.32,5.66,7.84,2.18,0.68,0.33899999999999997,0.35700000000000004,0.179,0.268,0.402,91.2,59.0,70.0,70.0,119.0,95.0,94.0,125.0,93.0,95.0,142.0,95.0,108.0,0.633,0.255,0.1,0.013000000000000001,-1.48,3.39,-2.94,-2.97,96.4,84.4,82.2,0.25,0.111,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
