,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,SI_ba,CH_ba,CU_ba,FF_ba,FC_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SL_ba
0,2023-07-28,717226,Flyout,field_out,True,663538,656756,Nico Hoerner,Jordan Montgomery,0,0,0,bfa56e2e-d7c0-44ed-8bc5-17a011f6bd41,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,
1,2023-07-28,717226,Flyout,field_out,True,673548,656756,Seiya Suzuki,Jordan Montgomery,0,0,0,eb1928cd-9ac4-45ce-a4e4-cf079bc4c754,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,
2,2023-07-28,717226,Walk,walk,False,664023,656756,Ian Happ,Jordan Montgomery,1,0,0,7dcc1482-ca9f-4d95-ab5d-575782fb130a,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,
3,2023-07-28,717226,Single,single,False,641355,656756,Cody Bellinger,Jordan Montgomery,1,0,1,5f9198bf-9a1c-48cc-a026-3362667b5872,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,
4,2023-07-28,717226,Strikeout,strikeout,True,621020,656756,Dansby Swanson,Jordan Montgomery,0,0,0,01fd1a6e-8cd5-47fe-8571-1abe04a59fb5,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,
5,2023-07-28,717226,Home Run,home_run,False,663457,669713,Lars Nootbaar,Hayden Wesneski,0,0,0,cb321fae-66ab-41af-b455-3017fcb97aa0,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,4.63,5.23,89.1,101.0,101.0,102.0,0.7959999999999999,8.36,3.22,8.26,2.01,1.07,0.242,0.431,0.142,0.369,0.444,84.5,77.0,102.0,103.0,,,,80.0,105.0,94.0,92.0,96.0,91.0,100.0,98.0,104.0,0.18899999999999997,0.29600000000000004,0.1,,0.049,-1.9,-0.42,-0.38,,0.65,94.3,88.8,92.9,,0.273,0.188,,0.327,0.308,123.0,98.0,110.0,0.366,1.49,82.0,0.14,,,,,,,
6,2023-07-28,717226,Strikeout,strikeout,True,502671,669713,Paul Goldschmidt,Hayden Wesneski,0,0,0,1ba490cb-4dbb-47c3-9104-02d43ef5a607,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,4.63,5.23,89.1,101.0,101.0,102.0,0.7959999999999999,8.36,3.22,8.26,2.01,1.07,0.242,0.431,0.142,0.369,0.444,84.5,77.0,102.0,103.0,,,,80.0,105.0,94.0,92.0,96.0,91.0,100.0,98.0,104.0,0.18899999999999997,0.29600000000000004,0.1,,0.049,-1.9,-0.42,-0.38,,0.65,94.3,88.8,92.9,,0.273,0.188,,0.327,0.308,123.0,98.0,110.0,0.366,1.49,82.0,0.14,,,,,,,
7,2023-07-28,717226,Strikeout,strikeout,True,669357,669713,Nolan Gorman,Hayden Wesneski,0,0,0,1cbdb01c-7ee2-431a-978a-f74a3f262137,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,4.63,5.23,89.1,101.0,101.0,102.0,0.7959999999999999,8.36,3.22,8.26,2.01,1.07,0.242,0.431,0.142,0.369,0.444,84.5,77.0,102.0,103.0,,,,80.0,105.0,94.0,92.0,96.0,91.0,100.0,98.0,104.0,0.18899999999999997,0.29600000000000004,0.1,,0.049,-1.9,-0.42,-0.38,,0.65,94.3,88.8,92.9,,0.273,0.188,,0.327,0.308,123.0,98.0,110.0,0.366,1.49,82.0,0.14,,,,,,,
8,2023-07-28,717226,Lineout,field_out,True,571448,669713,Nolan Arenado,Hayden Wesneski,0,0,0,ae124bcd-367f-47d6-8492-eb3767af7074,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,4.63,5.23,89.1,101.0,101.0,102.0,0.7959999999999999,8.36,3.22,8.26,2.01,1.07,0.242,0.431,0.142,0.369,0.444,84.5,77.0,102.0,103.0,,,,80.0,105.0,94.0,92.0,96.0,91.0,100.0,98.0,104.0,0.18899999999999997,0.29600000000000004,0.1,,0.049,-1.9,-0.42,-0.38,,0.65,94.3,88.8,92.9,,0.273,0.188,,0.327,0.308,123.0,98.0,110.0,0.366,1.49,82.0,0.14,,,,,,,
9,2023-07-28,717226,Single,single,False,543228,656756,Yan Gomes,Jordan Montgomery,0,0,0,f05df471-486d-4e10-af8d-4079c2ad8ea8,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,
