,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSL/C,wCU/C,vFA,vFC,vFS,vSL,vCU,FF_ba,FS_ba,FC_ba,ST_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vSI,CH_ba,SI_ba,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-04-15,718565,Strikeout,strikeout,True,607043,660261,Brandon Nimmo,Shintaro Fujinami,0,0,0,c959abc8-91fc-4e68-9f9f-20dedb0bbaaa,660261.0,shintarofujinami,Fujinami,Right,Shintaro Fujinami,7.18,4.8,79.0,92.0,112.0,94.0,0.7340000000000001,9.46,5.13,8.32,1.03,0.97,0.275,0.392,0.16699999999999998,0.37799999999999995,0.42,-279.0,111.0,65.0,107.0,90.0,91.0,118.0,92.0,105.0,94.0,92.0,93.0,138.0,95.0,100.0,0.5660000000000001,0.162,0.19899999999999998,0.073,0.001,0.08,1.27,-1.4,-1.47,-81.55,98.4,88.3,92.8,84.4,75.7,0.243,0.243,0.171,0.235,0.75,,,,,,,,,,,,,,,,,,,,,
1,2023-04-15,718565,Flyout,field_out,True,516782,660261,Starling Marte,Shintaro Fujinami,0,0,0,fdbc3fc8-e339-48cf-8d66-a3e658cc8582,660261.0,shintarofujinami,Fujinami,Right,Shintaro Fujinami,7.18,4.8,79.0,92.0,112.0,94.0,0.7340000000000001,9.46,5.13,8.32,1.03,0.97,0.275,0.392,0.16699999999999998,0.37799999999999995,0.42,-279.0,111.0,65.0,107.0,90.0,91.0,118.0,92.0,105.0,94.0,92.0,93.0,138.0,95.0,100.0,0.5660000000000001,0.162,0.19899999999999998,0.073,0.001,0.08,1.27,-1.4,-1.47,-81.55,98.4,88.3,92.8,84.4,75.7,0.243,0.243,0.171,0.235,0.75,,,,,,,,,,,,,,,,,,,,,
2,2023-04-15,718565,Double,double,False,596019,660261,Francisco Lindor,Shintaro Fujinami,0,0,0,5e2f1566-084e-4691-b161-84dbf97ee9a9,660261.0,shintarofujinami,Fujinami,Right,Shintaro Fujinami,7.18,4.8,79.0,92.0,112.0,94.0,0.7340000000000001,9.46,5.13,8.32,1.03,0.97,0.275,0.392,0.16699999999999998,0.37799999999999995,0.42,-279.0,111.0,65.0,107.0,90.0,91.0,118.0,92.0,105.0,94.0,92.0,93.0,138.0,95.0,100.0,0.5660000000000001,0.162,0.19899999999999998,0.073,0.001,0.08,1.27,-1.4,-1.47,-81.55,98.4,88.3,92.8,84.4,75.7,0.243,0.243,0.171,0.235,0.75,,,,,,,,,,,,,,,,,,,,,
3,2023-04-15,718565,Strikeout,strikeout,True,624413,660261,Pete Alonso,Shintaro Fujinami,0,0,0,357249b1-5c48-47f1-84e0-14baf5367369,660261.0,shintarofujinami,Fujinami,Right,Shintaro Fujinami,7.18,4.8,79.0,92.0,112.0,94.0,0.7340000000000001,9.46,5.13,8.32,1.03,0.97,0.275,0.392,0.16699999999999998,0.37799999999999995,0.42,-279.0,111.0,65.0,107.0,90.0,91.0,118.0,92.0,105.0,94.0,92.0,93.0,138.0,95.0,100.0,0.5660000000000001,0.162,0.19899999999999998,0.073,0.001,0.08,1.27,-1.4,-1.47,-81.55,98.4,88.3,92.8,84.4,75.7,0.243,0.243,0.171,0.235,0.75,,,,,,,,,,,,,,,,,,,,,
4,2023-04-15,718565,Flyout,field_out,True,643393,471911,Tony Kemp,Carlos Carrasco,0,0,0,0377bafb-a319-499c-8feb-bf3014e32aac,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.45899999999999996,0.13,0.35200000000000004,0.382,88.0,103.0,104.0,75.0,95.0,85.0,104.0,98.0,108.0,86.0,88.0,95.0,,,,0.32299999999999995,0.004,,0.184,0.091,-2.35,-9.5,,-1.99,-1.25,92.7,89.5,,84.1,80.1,0.358,,,,0.329,87.2,108.0,103.0,104.0,91.0,90.0,87.0,0.1,0.299,-3.88,0.12,91.5,0.22,0.45,0.25,,,,,,
5,2023-04-15,718565,Strikeout,strikeout,True,607054,471911,Jace Peterson,Carlos Carrasco,0,0,0,f326c3ae-f118-42d1-9b2a-33289837785b,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.45899999999999996,0.13,0.35200000000000004,0.382,88.0,103.0,104.0,75.0,95.0,85.0,104.0,98.0,108.0,86.0,88.0,95.0,,,,0.32299999999999995,0.004,,0.184,0.091,-2.35,-9.5,,-1.99,-1.25,92.7,89.5,,84.1,80.1,0.358,,,,0.329,87.2,108.0,103.0,104.0,91.0,90.0,87.0,0.1,0.299,-3.88,0.12,91.5,0.22,0.45,0.25,,,,,,
6,2023-04-15,718565,Groundout,field_out,True,667670,471911,Brent Rooker,Carlos Carrasco,1,1,0,698793e1-4a34-41e3-b879-439ce90d6503,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.45899999999999996,0.13,0.35200000000000004,0.382,88.0,103.0,104.0,75.0,95.0,85.0,104.0,98.0,108.0,86.0,88.0,95.0,,,,0.32299999999999995,0.004,,0.184,0.091,-2.35,-9.5,,-1.99,-1.25,92.7,89.5,,84.1,80.1,0.358,,,,0.329,87.2,108.0,103.0,104.0,91.0,90.0,87.0,0.1,0.299,-3.88,0.12,91.5,0.22,0.45,0.25,,,,,,
7,2023-04-15,718565,Flyout,field_out,True,643446,660261,Jeff McNeil,Shintaro Fujinami,0,0,0,f59ef86e-578c-428b-98df-af71608054d8,660261.0,shintarofujinami,Fujinami,Right,Shintaro Fujinami,7.18,4.8,79.0,92.0,112.0,94.0,0.7340000000000001,9.46,5.13,8.32,1.03,0.97,0.275,0.392,0.16699999999999998,0.37799999999999995,0.42,-279.0,111.0,65.0,107.0,90.0,91.0,118.0,92.0,105.0,94.0,92.0,93.0,138.0,95.0,100.0,0.5660000000000001,0.162,0.19899999999999998,0.073,0.001,0.08,1.27,-1.4,-1.47,-81.55,98.4,88.3,92.8,84.4,75.7,0.243,0.243,0.171,0.235,0.75,,,,,,,,,,,,,,,,,,,,,
8,2023-04-15,718565,Strikeout,strikeout,True,592192,660261,Mark Canha,Shintaro Fujinami,0,0,0,a65d7dff-39b3-4429-b2a2-d0303f61c7af,660261.0,shintarofujinami,Fujinami,Right,Shintaro Fujinami,7.18,4.8,79.0,92.0,112.0,94.0,0.7340000000000001,9.46,5.13,8.32,1.03,0.97,0.275,0.392,0.16699999999999998,0.37799999999999995,0.42,-279.0,111.0,65.0,107.0,90.0,91.0,118.0,92.0,105.0,94.0,92.0,93.0,138.0,95.0,100.0,0.5660000000000001,0.162,0.19899999999999998,0.073,0.001,0.08,1.27,-1.4,-1.47,-81.55,98.4,88.3,92.8,84.4,75.7,0.243,0.243,0.171,0.235,0.75,,,,,,,,,,,,,,,,,,,,,
9,2023-04-15,718565,Groundout,field_out,True,596129,660261,Daniel Vogelbach,Shintaro Fujinami,0,0,0,50610d4f-839c-407b-b2b7-7f3bb5949722,660261.0,shintarofujinami,Fujinami,Right,Shintaro Fujinami,7.18,4.8,79.0,92.0,112.0,94.0,0.7340000000000001,9.46,5.13,8.32,1.03,0.97,0.275,0.392,0.16699999999999998,0.37799999999999995,0.42,-279.0,111.0,65.0,107.0,90.0,91.0,118.0,92.0,105.0,94.0,92.0,93.0,138.0,95.0,100.0,0.5660000000000001,0.162,0.19899999999999998,0.073,0.001,0.08,1.27,-1.4,-1.47,-81.55,98.4,88.3,92.8,84.4,75.7,0.243,0.243,0.171,0.235,0.75,,,,,,,,,,,,,,,,,,,,,
