,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FS_ba,SL_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,FC_ba,ST_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,CH_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2023-05-01,718343,Flyout,field_out,True,681082,664062,Bryson Stott,Tony Gonsolin,0,0,0,bf6b9e4d-fe1e-4df1-ae67-da79d8c384a7,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,120.0,98.0,106.0,0.395,0.272,0.183,0.151,1.42,0.21,-0.82,-2.12,92.4,83.0,86.8,80.9,0.221,0.181,0.268,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-01,718343,Strikeout,strikeout,True,607208,664062,Trea Turner,Tony Gonsolin,0,0,0,6edfc8f4-4793-49d0-848b-4d27c1aebbdc,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,120.0,98.0,106.0,0.395,0.272,0.183,0.151,1.42,0.21,-0.82,-2.12,92.4,83.0,86.8,80.9,0.221,0.181,0.268,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-01,718343,Groundout,field_out,True,656941,664062,Kyle Schwarber,Tony Gonsolin,0,0,0,846ca31f-3235-4c2c-9b21-6bddf293acc0,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,120.0,98.0,106.0,0.395,0.272,0.183,0.151,1.42,0.21,-0.82,-2.12,92.4,83.0,86.8,80.9,0.221,0.181,0.268,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-01,718343,Strikeout,strikeout,True,605141,592836,Mookie Betts,Taijuan Walker,0,0,0,61d8c172-cbcd-417d-9ef7-1037133d687a,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,92.0,91.0,94.0,79.0,98.0,90.0,124.0,109.0,114.0,104.0,97.0,100.0,0.17600000000000002,0.332,0.026000000000000002,0.057,-0.82,0.48,-1.43,-1.07,92.8,87.9,82.5,74.8,0.257,0.205,,0.212,81.0,100.0,93.0,99.0,103.0,100.0,0.233,0.17600000000000002,-0.44,0.53,87.1,92.4,0.273,0.284,0.158,,,,,,,,,,,,,
4,2023-05-01,718343,Strikeout,strikeout,True,518692,592836,Freddie Freeman,Taijuan Walker,0,0,0,4a272f6b-98d7-41f2-9aaa-33ad5ae1902b,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,92.0,91.0,94.0,79.0,98.0,90.0,124.0,109.0,114.0,104.0,97.0,100.0,0.17600000000000002,0.332,0.026000000000000002,0.057,-0.82,0.48,-1.43,-1.07,92.8,87.9,82.5,74.8,0.257,0.205,,0.212,81.0,100.0,93.0,99.0,103.0,100.0,0.233,0.17600000000000002,-0.44,0.53,87.1,92.4,0.273,0.284,0.158,,,,,,,,,,,,,
5,2023-05-01,718343,Home Run,home_run,False,669257,592836,Will Smith,Taijuan Walker,0,0,0,7085a177-ef18-4e99-85bd-9e805a886aa1,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,92.0,91.0,94.0,79.0,98.0,90.0,124.0,109.0,114.0,104.0,97.0,100.0,0.17600000000000002,0.332,0.026000000000000002,0.057,-0.82,0.48,-1.43,-1.07,92.8,87.9,82.5,74.8,0.257,0.205,,0.212,81.0,100.0,93.0,99.0,103.0,100.0,0.233,0.17600000000000002,-0.44,0.53,87.1,92.4,0.273,0.284,0.158,,,,,,,,,,,,,
6,2023-05-01,718343,Walk,walk,False,571970,592836,Max Muncy,Taijuan Walker,0,0,0,db4d5e79-ba51-497e-a2da-567b1026e8ec,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,92.0,91.0,94.0,79.0,98.0,90.0,124.0,109.0,114.0,104.0,97.0,100.0,0.17600000000000002,0.332,0.026000000000000002,0.057,-0.82,0.48,-1.43,-1.07,92.8,87.9,82.5,74.8,0.257,0.205,,0.212,81.0,100.0,93.0,99.0,103.0,100.0,0.233,0.17600000000000002,-0.44,0.53,87.1,92.4,0.273,0.284,0.158,,,,,,,,,,,,,
7,2023-05-01,718343,Strikeout,strikeout,True,518792,592836,Jason Heyward,Taijuan Walker,0,0,0,3d9e0e7e-4a30-4809-9266-eab0903ef5a9,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,92.0,91.0,94.0,79.0,98.0,90.0,124.0,109.0,114.0,104.0,97.0,100.0,0.17600000000000002,0.332,0.026000000000000002,0.057,-0.82,0.48,-1.43,-1.07,92.8,87.9,82.5,74.8,0.257,0.205,,0.212,81.0,100.0,93.0,99.0,103.0,100.0,0.233,0.17600000000000002,-0.44,0.53,87.1,92.4,0.273,0.284,0.158,,,,,,,,,,,,,
8,2023-05-01,718343,Single,single,False,592206,664062,Nick Castellanos,Tony Gonsolin,1,0,0,fb610e3e-d7a4-45b7-a7c3-625e07c7e021,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,120.0,98.0,106.0,0.395,0.272,0.183,0.151,1.42,0.21,-0.82,-2.12,92.4,83.0,86.8,80.9,0.221,0.181,0.268,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-05-01,718343,Groundout,field_out,True,669016,664062,Brandon Marsh,Tony Gonsolin,1,1,1,3c92c40e-e2bd-40c8-ba72-440b95e9515f,664062.0,tonygonsolin,Gonsolin,Right,Tony Gonsolin,4.98,5.89,103.0,97.0,97.0,98.0,0.8029999999999999,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.38799999999999996,107.0,83.0,90.0,80.0,99.0,91.0,90.0,103.0,108.0,120.0,98.0,106.0,0.395,0.272,0.183,0.151,1.42,0.21,-0.82,-2.12,92.4,83.0,86.8,80.9,0.221,0.181,0.268,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
