,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,SI_ba,SL_ba,FF_ba,CU_ba,CH_ba,FC%,wFC/C,vFC,ST_ba,FC_ba,Stf+ FC,Loc+ FC,Pit+ FC,KC%,wKC/C,vKC
0,2023-08-09,717058,Strikeout,strikeout,True,660670,682990,Ronald Acuña Jr.,Quinn Priester,0,0,0,260f0c17-3fc0-43ac-9343-99eb928f7fd9,682990.0,quinnpriester,Priester,Right,Quinn Priester,7.74,6.28,50.0,98.0,95.0,96.0,0.7859999999999999,6.48,4.86,10.44,2.16,1.93,0.16699999999999998,0.524,0.179,0.35700000000000004,0.41,89.1,69.0,90.0,86.0,113.0,98.0,104.0,76.0,95.0,91.0,99.0,101.0,95.0,106.0,99.0,101.0,0.342,0.191,0.233,0.13,0.10400000000000001,-4.2,0.97,-2.71,-3.03,-1.98,92.7,93.6,85.3,80.6,0.261,0.295,0.386,0.208,0.263,,,,,,,,,,,
1,2023-08-09,717058,Single,single,False,645277,682990,Ozzie Albies,Quinn Priester,1,0,0,6c22c416-f2fa-4a23-82b1-4e9c7306144a,682990.0,quinnpriester,Priester,Right,Quinn Priester,7.74,6.28,50.0,98.0,95.0,96.0,0.7859999999999999,6.48,4.86,10.44,2.16,1.93,0.16699999999999998,0.524,0.179,0.35700000000000004,0.41,89.1,69.0,90.0,86.0,113.0,98.0,104.0,76.0,95.0,91.0,99.0,101.0,95.0,106.0,99.0,101.0,0.342,0.191,0.233,0.13,0.10400000000000001,-4.2,0.97,-2.71,-3.03,-1.98,92.7,93.6,85.3,80.6,0.261,0.295,0.386,0.208,0.263,,,,,,,,,,,
2,2023-08-09,717058,Double,double,False,663586,682990,Austin Riley,Quinn Priester,1,0,1,422118e7-d665-49c9-8208-8d18863b766a,682990.0,quinnpriester,Priester,Right,Quinn Priester,7.74,6.28,50.0,98.0,95.0,96.0,0.7859999999999999,6.48,4.86,10.44,2.16,1.93,0.16699999999999998,0.524,0.179,0.35700000000000004,0.41,89.1,69.0,90.0,86.0,113.0,98.0,104.0,76.0,95.0,91.0,99.0,101.0,95.0,106.0,99.0,101.0,0.342,0.191,0.233,0.13,0.10400000000000001,-4.2,0.97,-2.71,-3.03,-1.98,92.7,93.6,85.3,80.6,0.261,0.295,0.386,0.208,0.263,,,,,,,,,,,
3,2023-08-09,717058,Walk,walk,False,621566,682990,Matt Olson,Quinn Priester,1,0,0,81a332df-097a-4cbf-8917-aecaaada07cc,682990.0,quinnpriester,Priester,Right,Quinn Priester,7.74,6.28,50.0,98.0,95.0,96.0,0.7859999999999999,6.48,4.86,10.44,2.16,1.93,0.16699999999999998,0.524,0.179,0.35700000000000004,0.41,89.1,69.0,90.0,86.0,113.0,98.0,104.0,76.0,95.0,91.0,99.0,101.0,95.0,106.0,99.0,101.0,0.342,0.191,0.233,0.13,0.10400000000000001,-4.2,0.97,-2.71,-3.03,-1.98,92.7,93.6,85.3,80.6,0.261,0.295,0.386,0.208,0.263,,,,,,,,,,,
4,2023-08-09,717058,Grounded Into DP,grounded_into_double_play,True,669221,682990,Sean Murphy,Quinn Priester,0,0,1,36c65921-8612-47d3-9913-c660b1cb7347,682990.0,quinnpriester,Priester,Right,Quinn Priester,7.74,6.28,50.0,98.0,95.0,96.0,0.7859999999999999,6.48,4.86,10.44,2.16,1.93,0.16699999999999998,0.524,0.179,0.35700000000000004,0.41,89.1,69.0,90.0,86.0,113.0,98.0,104.0,76.0,95.0,91.0,99.0,101.0,95.0,106.0,99.0,101.0,0.342,0.191,0.233,0.13,0.10400000000000001,-4.2,0.97,-2.71,-3.03,-1.98,92.7,93.6,85.3,80.6,0.261,0.295,0.386,0.208,0.263,,,,,,,,,,,
5,2023-08-09,717058,Groundout,field_out,True,663647,608331,Ke'Bryan Hayes,Max Fried,1,0,0,7ef9a28e-c8b0-41e7-8d4d-6728f764d0fd,608331.0,maxfried,Fried,Left,Max Fried,2.55,2.75,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.39299999999999996,0.147,0.242,0.379,86.2,89.0,101.0,106.0,114.0,98.0,106.0,90.0,98.0,99.0,79.0,98.0,88.0,105.0,98.0,105.0,0.11699999999999999,0.332,0.11,0.231,0.165,0.71,-0.71,-0.19,2.64,1.75,94.0,93.5,83.6,74.2,0.302,0.4,0.291,0.109,0.232,0.044000000000000004,1.44,87.5,0.154,0.091,,,,,,
6,2023-08-09,717058,Groundout,field_out,True,668804,608331,Bryan Reynolds,Max Fried,0,0,0,14ff980c-5b79-451d-98d4-26652da819de,608331.0,maxfried,Fried,Left,Max Fried,2.55,2.75,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.39299999999999996,0.147,0.242,0.379,86.2,89.0,101.0,106.0,114.0,98.0,106.0,90.0,98.0,99.0,79.0,98.0,88.0,105.0,98.0,105.0,0.11699999999999999,0.332,0.11,0.231,0.165,0.71,-0.71,-0.19,2.64,1.75,94.0,93.5,83.6,74.2,0.302,0.4,0.291,0.109,0.232,0.044000000000000004,1.44,87.5,0.154,0.091,,,,,,
7,2023-08-09,717058,Strikeout,strikeout,True,457705,608331,Andrew McCutchen,Max Fried,0,0,0,0d2af394-d626-4ca2-b7e3-698cd0b6aa7a,608331.0,maxfried,Fried,Left,Max Fried,2.55,2.75,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.39299999999999996,0.147,0.242,0.379,86.2,89.0,101.0,106.0,114.0,98.0,106.0,90.0,98.0,99.0,79.0,98.0,88.0,105.0,98.0,105.0,0.11699999999999999,0.332,0.11,0.231,0.165,0.71,-0.71,-0.19,2.64,1.75,94.0,93.5,83.6,74.2,0.302,0.4,0.291,0.109,0.232,0.044000000000000004,1.44,87.5,0.154,0.091,,,,,,
8,2023-08-09,717058,Lineout,field_out,True,542303,682990,Marcell Ozuna,Quinn Priester,0,0,0,2e09b7d4-e5e9-44fa-8e64-298700ef0b2b,682990.0,quinnpriester,Priester,Right,Quinn Priester,7.74,6.28,50.0,98.0,95.0,96.0,0.7859999999999999,6.48,4.86,10.44,2.16,1.93,0.16699999999999998,0.524,0.179,0.35700000000000004,0.41,89.1,69.0,90.0,86.0,113.0,98.0,104.0,76.0,95.0,91.0,99.0,101.0,95.0,106.0,99.0,101.0,0.342,0.191,0.233,0.13,0.10400000000000001,-4.2,0.97,-2.71,-3.03,-1.98,92.7,93.6,85.3,80.6,0.261,0.295,0.386,0.208,0.263,,,,,,,,,,,
9,2023-08-09,717058,Groundout,field_out,True,592696,682990,Eddie Rosario,Quinn Priester,1,0,0,55ee4a7f-207a-4f5f-ae51-85b01106a592,682990.0,quinnpriester,Priester,Right,Quinn Priester,7.74,6.28,50.0,98.0,95.0,96.0,0.7859999999999999,6.48,4.86,10.44,2.16,1.93,0.16699999999999998,0.524,0.179,0.35700000000000004,0.41,89.1,69.0,90.0,86.0,113.0,98.0,104.0,76.0,95.0,91.0,99.0,101.0,95.0,106.0,99.0,101.0,0.342,0.191,0.233,0.13,0.10400000000000001,-4.2,0.97,-2.71,-3.03,-1.98,92.7,93.6,85.3,80.6,0.261,0.295,0.386,0.208,0.263,,,,,,,,,,,
10,2023-08-09,717058,Double,double,False,606115,682990,Orlando Arcia,Quinn Priester,0,0,0,4fc56028-bcfd-426e-acd2-a72d70676f64,682990.0,quinnpriester,Priester,Right,Quinn Priester,7.74,6.28,50.0,98.0,95.0,96.0,0.7859999999999999,6.48,4.86,10.44,2.16,1.93,0.16699999999999998,0.524,0.179,0.35700000000000004,0.41,89.1,69.0,90.0,86.0,113.0,98.0,104.0,76.0,95.0,91.0,99.0,101.0,95.0,106.0,99.0,101.0,0.342,0.191,0.233,0.13,0.10400000000000001,-4.2,0.97,-2.71,-3.03,-1.98,92.7,93.6,85.3,80.6,0.261,0.295,0.386,0.208,0.263,,,,,,,,,,,
11,2023-08-09,717058,Single,single,False,671739,682990,Michael Harris II,Quinn Priester,1,0,1,e082e19e-91ee-45ec-9609-11b4184de58c,682990.0,quinnpriester,Priester,Right,Quinn Priester,7.74,6.28,50.0,98.0,95.0,96.0,0.7859999999999999,6.48,4.86,10.44,2.16,1.93,0.16699999999999998,0.524,0.179,0.35700000000000004,0.41,89.1,69.0,90.0,86.0,113.0,98.0,104.0,76.0,95.0,91.0,99.0,101.0,95.0,106.0,99.0,101.0,0.342,0.191,0.233,0.13,0.10400000000000001,-4.2,0.97,-2.71,-3.03,-1.98,92.7,93.6,85.3,80.6,0.261,0.295,0.386,0.208,0.263,,,,,,,,,,,
12,2023-08-09,717058,Strikeout,strikeout,True,660670,682990,Ronald Acuña Jr.,Quinn Priester,0,0,0,e65b00e7-37f8-4622-ae3d-bb36f17e4ae6,682990.0,quinnpriester,Priester,Right,Quinn Priester,7.74,6.28,50.0,98.0,95.0,96.0,0.7859999999999999,6.48,4.86,10.44,2.16,1.93,0.16699999999999998,0.524,0.179,0.35700000000000004,0.41,89.1,69.0,90.0,86.0,113.0,98.0,104.0,76.0,95.0,91.0,99.0,101.0,95.0,106.0,99.0,101.0,0.342,0.191,0.233,0.13,0.10400000000000001,-4.2,0.97,-2.71,-3.03,-1.98,92.7,93.6,85.3,80.6,0.261,0.295,0.386,0.208,0.263,,,,,,,,,,,
13,2023-08-09,717058,Flyout,field_out,True,656582,608331,Connor Joe,Max Fried,1,0,0,e3935731-5cce-47be-a48b-3c2893943797,608331.0,maxfried,Fried,Left,Max Fried,2.55,2.75,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.39299999999999996,0.147,0.242,0.379,86.2,89.0,101.0,106.0,114.0,98.0,106.0,90.0,98.0,99.0,79.0,98.0,88.0,105.0,98.0,105.0,0.11699999999999999,0.332,0.11,0.231,0.165,0.71,-0.71,-0.19,2.64,1.75,94.0,93.5,83.6,74.2,0.302,0.4,0.291,0.109,0.232,0.044000000000000004,1.44,87.5,0.154,0.091,,,,,,
14,2023-08-09,717058,Double,double,False,680779,608331,Henry Davis,Max Fried,1,0,0,4c77a0fa-c9e2-43ed-aa71-b44566a6097b,608331.0,maxfried,Fried,Left,Max Fried,2.55,2.75,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.39299999999999996,0.147,0.242,0.379,86.2,89.0,101.0,106.0,114.0,98.0,106.0,90.0,98.0,99.0,79.0,98.0,88.0,105.0,98.0,105.0,0.11699999999999999,0.332,0.11,0.231,0.165,0.71,-0.71,-0.19,2.64,1.75,94.0,93.5,83.6,74.2,0.302,0.4,0.291,0.109,0.232,0.044000000000000004,1.44,87.5,0.154,0.091,,,,,,
15,2023-08-09,717058,Strikeout,strikeout,True,682848,608331,Endy Rodríguez,Max Fried,0,0,0,0c741b83-e654-4551-a638-aa4fa0dbd41b,608331.0,maxfried,Fried,Left,Max Fried,2.55,2.75,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.39299999999999996,0.147,0.242,0.379,86.2,89.0,101.0,106.0,114.0,98.0,106.0,90.0,98.0,99.0,79.0,98.0,88.0,105.0,98.0,105.0,0.11699999999999999,0.332,0.11,0.231,0.165,0.71,-0.71,-0.19,2.64,1.75,94.0,93.5,83.6,74.2,0.302,0.4,0.291,0.109,0.232,0.044000000000000004,1.44,87.5,0.154,0.091,,,,,,
