,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSI,vSL,vCU,SI_ba,CU_ba,CH_ba,SL_ba,FC_ba,Stf+ SL,Loc+ SL,Pit+ SL,FF_ba,ST_ba
0,2023-09-11,716624,Lineout,field_out,True,680869,664285,Zack Gelof,Framber Valdez,0,0,0,cfd542bd-d0a7-41cf-899e-a91ae4876652,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.24600000000000002,0.44299999999999995,0.109,0.374,0.445,90.1,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,99.0,99.0,95.0,0.46799999999999997,0.001,0.034,0.087,0.253,0.157,-16.35,0.45,0.93,-0.32,1.07,0.73,95.7,89.1,95.3,84.7,80.2,0.274,0.158,0.231,0.189,0.182,,,,,
1,2023-09-11,716624,Strikeout,strikeout,True,676116,664285,Ryan Noda,Framber Valdez,0,0,0,2039505c-2ac9-4e6c-9bd5-3397ce8b684f,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.24600000000000002,0.44299999999999995,0.109,0.374,0.445,90.1,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,99.0,99.0,95.0,0.46799999999999997,0.001,0.034,0.087,0.253,0.157,-16.35,0.45,0.93,-0.32,1.07,0.73,95.7,89.1,95.3,84.7,80.2,0.274,0.158,0.231,0.189,0.182,,,,,
2,2023-09-11,716624,Groundout,field_out,True,649557,664285,Aledmys Díaz,Framber Valdez,0,0,0,eb31dad3-f8f3-4f31-8fe0-ae95989b89ed,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.24600000000000002,0.44299999999999995,0.109,0.374,0.445,90.1,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,99.0,99.0,95.0,0.46799999999999997,0.001,0.034,0.087,0.253,0.157,-16.35,0.45,0.93,-0.32,1.07,0.73,95.7,89.1,95.3,84.7,80.2,0.274,0.158,0.231,0.189,0.182,,,,,
3,2023-09-11,716624,Lineout,field_out,True,514888,695243,Jose Altuve,Mason Miller,1,0,0,4c55d8ad-3a6a-4a29-b991-4c480be0d3fc,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,,,,136.0,98.0,106.0,,,,117.0,95.0,100.0,,0.555,0.158,0.23800000000000002,,0.049,0.94,-1.76,,1.87,,1.62,98.3,94.1,,85.8,,,,0.0,0.118,0.375,113.0,97.0,104.0,0.219,
4,2023-09-11,716624,Single,single,False,665161,695243,Jeremy Peña,Mason Miller,1,1,0,ec548333-00d2-468e-a751-33a75596697a,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,,,,136.0,98.0,106.0,,,,117.0,95.0,100.0,,0.555,0.158,0.23800000000000002,,0.049,0.94,-1.76,,1.87,,1.62,98.3,94.1,,85.8,,,,0.0,0.118,0.375,113.0,97.0,104.0,0.219,
5,2023-09-11,716624,Walk,walk,False,670541,695243,Yordan Alvarez,Mason Miller,1,0,1,9caa5773-0543-4c0e-91ee-798abf1a4dc3,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,,,,136.0,98.0,106.0,,,,117.0,95.0,100.0,,0.555,0.158,0.23800000000000002,,0.049,0.94,-1.76,,1.87,,1.62,98.3,94.1,,85.8,,,,0.0,0.118,0.375,113.0,97.0,104.0,0.219,
6,2023-09-11,716624,Pop Out,field_out,True,608324,695243,Alex Bregman,Mason Miller,1,0,0,4d0902e6-2be5-47ef-8b71-4f3d14437a48,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,,,,136.0,98.0,106.0,,,,117.0,95.0,100.0,,0.555,0.158,0.23800000000000002,,0.049,0.94,-1.76,,1.87,,1.62,98.3,94.1,,85.8,,,,0.0,0.118,0.375,113.0,97.0,104.0,0.219,
7,2023-09-11,716624,Strikeout,strikeout,True,663656,695243,Kyle Tucker,Mason Miller,0,0,0,4a0cdddc-ad9b-41a4-9a05-4ba4175a763c,695243.0,masonmiller,"Miller, M",Right,Mason Miller,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,90.3,83.0,80.0,77.0,,,,136.0,98.0,106.0,,,,117.0,95.0,100.0,,0.555,0.158,0.23800000000000002,,0.049,0.94,-1.76,,1.87,,1.62,98.3,94.1,,85.8,,,,0.0,0.118,0.375,113.0,97.0,104.0,0.219,
8,2023-09-11,716624,Home Run,home_run,False,667670,664285,Brent Rooker,Framber Valdez,0,0,0,2390a448-892d-4418-88e8-2b0077dda263,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.24600000000000002,0.44299999999999995,0.109,0.374,0.445,90.1,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,99.0,99.0,95.0,0.46799999999999997,0.001,0.034,0.087,0.253,0.157,-16.35,0.45,0.93,-0.32,1.07,0.73,95.7,89.1,95.3,84.7,80.2,0.274,0.158,0.231,0.189,0.182,,,,,
9,2023-09-11,716624,Strikeout,strikeout,True,672478,664285,Jordan Diaz,Framber Valdez,0,0,0,25c9a997-c588-4f14-908b-b77599c77359,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.24600000000000002,0.44299999999999995,0.109,0.374,0.445,90.1,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,99.0,99.0,95.0,0.46799999999999997,0.001,0.034,0.087,0.253,0.157,-16.35,0.45,0.93,-0.32,1.07,0.73,95.7,89.1,95.3,84.7,80.2,0.274,0.158,0.231,0.189,0.182,,,,,
