,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vSL,vCU,CH_ba,FF_ba,FC_ba,CU_ba,ST_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SL_ba,SI_ba
0,2023-09-04,716713,Lineout,field_out,True,669720,670046,Austin Hays,Kenny Rosenberg,0,0,0,89794d0f-a47d-4124-9cf8-8ee9ccac98ee,670046.0,kennyrosenberg,Rosenberg,Left,Kenny Rosenberg,3.82,3.58,33.0,93.0,72.0,90.0,0.778,7.91,3.82,9.55,0.82,1.1,0.196,0.529,0.16699999999999998,0.304,0.405,80.6,64.0,92.0,92.0,57.0,95.0,93.0,74.0,96.0,88.0,77.0,92.0,96.0,101.0,93.0,87.0,0.431,0.114,0.013000000000000001,0.066,0.376,1.57,-3.11,-11.22,-1.43,-0.67,90.7,83.6,78.7,77.4,0.258,0.234,0.357,0.286,,,,,,,,,
1,2023-09-04,716713,Groundout,field_out,True,623993,670046,Anthony Santander,Kenny Rosenberg,0,0,0,6fd94544-d68a-4f5c-a920-1c6da86ef32b,670046.0,kennyrosenberg,Rosenberg,Left,Kenny Rosenberg,3.82,3.58,33.0,93.0,72.0,90.0,0.778,7.91,3.82,9.55,0.82,1.1,0.196,0.529,0.16699999999999998,0.304,0.405,80.6,64.0,92.0,92.0,57.0,95.0,93.0,74.0,96.0,88.0,77.0,92.0,96.0,101.0,93.0,87.0,0.431,0.114,0.013000000000000001,0.066,0.376,1.57,-3.11,-11.22,-1.43,-0.67,90.7,83.6,78.7,77.4,0.258,0.234,0.357,0.286,,,,,,,,,
2,2023-09-04,716713,Strikeout,strikeout,True,663624,670046,Ryan Mountcastle,Kenny Rosenberg,0,0,0,8b242c54-c0f1-4989-981d-f9bb2bcd5054,670046.0,kennyrosenberg,Rosenberg,Left,Kenny Rosenberg,3.82,3.58,33.0,93.0,72.0,90.0,0.778,7.91,3.82,9.55,0.82,1.1,0.196,0.529,0.16699999999999998,0.304,0.405,80.6,64.0,92.0,92.0,57.0,95.0,93.0,74.0,96.0,88.0,77.0,92.0,96.0,101.0,93.0,87.0,0.431,0.114,0.013000000000000001,0.066,0.376,1.57,-3.11,-11.22,-1.43,-0.67,90.7,83.6,78.7,77.4,0.258,0.234,0.357,0.286,,,,,,,,,
3,2023-09-04,716713,Walk,walk,False,694384,680570,Nolan Schanuel,Grayson Rodriguez,1,0,0,214de121-ba0c-48f9-8514-b0ff2052facc,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.201,0.342,0.333,0.176,0.153,,,,,,,,
4,2023-09-04,716713,Grounded Into DP,grounded_into_double_play,True,592273,680570,Brandon Drury,Grayson Rodriguez,0,0,1,f5b3169d-4559-49a2-9669-b933a77e3b91,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.201,0.342,0.333,0.176,0.153,,,,,,,,
5,2023-09-04,716713,Single,single,False,650859,680570,Luis Rengifo,Grayson Rodriguez,0,0,0,ffe4fce6-6144-411e-bb4a-a012268576c7,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.201,0.342,0.333,0.176,0.153,,,,,,,,
6,2023-09-04,716713,Groundout,field_out,True,519058,680570,Mike Moustakas,Grayson Rodriguez,1,0,0,b9398b8e-72f6-4416-8b58-a60e5967976a,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.37200000000000005,0.44,83.9,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,76.0,90.0,86.0,0.496,0.052000000000000005,0.14800000000000002,0.081,0.22399999999999998,-0.83,-1.59,1.92,-0.49,1.7,97.4,90.0,82.4,79.9,0.201,0.342,0.333,0.176,0.153,,,,,,,,
7,2023-09-04,716713,Double,double,False,683002,670046,Gunnar Henderson,Kenny Rosenberg,0,0,0,5c932e41-95de-4d9d-9f10-56253117d803,670046.0,kennyrosenberg,Rosenberg,Left,Kenny Rosenberg,3.82,3.58,33.0,93.0,72.0,90.0,0.778,7.91,3.82,9.55,0.82,1.1,0.196,0.529,0.16699999999999998,0.304,0.405,80.6,64.0,92.0,92.0,57.0,95.0,93.0,74.0,96.0,88.0,77.0,92.0,96.0,101.0,93.0,87.0,0.431,0.114,0.013000000000000001,0.066,0.376,1.57,-3.11,-11.22,-1.43,-0.67,90.7,83.6,78.7,77.4,0.258,0.234,0.357,0.286,,,,,,,,,
8,2023-09-04,716713,Groundout,field_out,True,676059,670046,Jordan Westburg,Kenny Rosenberg,1,0,0,2cc6d056-c6d7-4dd9-a604-e15759ac9969,670046.0,kennyrosenberg,Rosenberg,Left,Kenny Rosenberg,3.82,3.58,33.0,93.0,72.0,90.0,0.778,7.91,3.82,9.55,0.82,1.1,0.196,0.529,0.16699999999999998,0.304,0.405,80.6,64.0,92.0,92.0,57.0,95.0,93.0,74.0,96.0,88.0,77.0,92.0,96.0,101.0,93.0,87.0,0.431,0.114,0.013000000000000001,0.066,0.376,1.57,-3.11,-11.22,-1.43,-0.67,90.7,83.6,78.7,77.4,0.258,0.234,0.357,0.286,,,,,,,,,
9,2023-09-04,716713,Walk,walk,False,543305,670046,Aaron Hicks,Kenny Rosenberg,0,0,0,cfd981e9-d7ec-49c0-ae72-c2b83187d52f,670046.0,kennyrosenberg,Rosenberg,Left,Kenny Rosenberg,3.82,3.58,33.0,93.0,72.0,90.0,0.778,7.91,3.82,9.55,0.82,1.1,0.196,0.529,0.16699999999999998,0.304,0.405,80.6,64.0,92.0,92.0,57.0,95.0,93.0,74.0,96.0,88.0,77.0,92.0,96.0,101.0,93.0,87.0,0.431,0.114,0.013000000000000001,0.066,0.376,1.57,-3.11,-11.22,-1.43,-0.67,90.7,83.6,78.7,77.4,0.258,0.234,0.357,0.286,,,,,,,,,
