,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vSI,vSL,vCU,FF_ba,CH_ba,SI_ba,CU_ba,SL_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-09-01,716770,Walk,walk,False,643565,680689,Mike Tauchman,Lyon Richardson,1,0,0,c1832176-c008-42b2-bcba-c6fac63f9906,680689.0,lyonrichardson,Richardson,Right,Lyon Richardson,8.64,8.07,16.2,103.0,94.0,101.0,0.855,6.48,8.1,9.18,3.24,1.24,0.16699999999999998,0.537,0.13,0.389,0.396,88.1,89.0,113.0,108.0,96.0,113.0,112.0,94.0,91.0,91.0,86.0,114.0,102.0,128.0,105.0,113.0,0.094,0.43200000000000005,0.066,0.109,0.299,-4.86,1.99,-0.58,-2.95,2.37,96.5,95.1,84.5,79.4,0.333,0.185,0.222,0.4,0.25,,,,,,,,,,,,,,,,,,,,,
1,2023-09-01,716770,Walk,walk,False,663538,680689,Nico Hoerner,Lyon Richardson,0,0,1,4eaf4730-db30-427e-8808-5774082413c4,680689.0,lyonrichardson,Richardson,Right,Lyon Richardson,8.64,8.07,16.2,103.0,94.0,101.0,0.855,6.48,8.1,9.18,3.24,1.24,0.16699999999999998,0.537,0.13,0.389,0.396,88.1,89.0,113.0,108.0,96.0,113.0,112.0,94.0,91.0,91.0,86.0,114.0,102.0,128.0,105.0,113.0,0.094,0.43200000000000005,0.066,0.109,0.299,-4.86,1.99,-0.58,-2.95,2.37,96.5,95.1,84.5,79.4,0.333,0.185,0.222,0.4,0.25,,,,,,,,,,,,,,,,,,,,,
2,2023-09-01,716770,Strikeout,strikeout,True,664023,680689,Ian Happ,Lyon Richardson,0,0,0,2d9e8cf2-34b0-42a4-ba2d-0d09b1a604b8,680689.0,lyonrichardson,Richardson,Right,Lyon Richardson,8.64,8.07,16.2,103.0,94.0,101.0,0.855,6.48,8.1,9.18,3.24,1.24,0.16699999999999998,0.537,0.13,0.389,0.396,88.1,89.0,113.0,108.0,96.0,113.0,112.0,94.0,91.0,91.0,86.0,114.0,102.0,128.0,105.0,113.0,0.094,0.43200000000000005,0.066,0.109,0.299,-4.86,1.99,-0.58,-2.95,2.37,96.5,95.1,84.5,79.4,0.333,0.185,0.222,0.4,0.25,,,,,,,,,,,,,,,,,,,,,
3,2023-09-01,716770,Walk,walk,False,641355,680689,Cody Bellinger,Lyon Richardson,0,0,1,499cea89-350b-4b2e-aa72-f6ea70ff19be,680689.0,lyonrichardson,Richardson,Right,Lyon Richardson,8.64,8.07,16.2,103.0,94.0,101.0,0.855,6.48,8.1,9.18,3.24,1.24,0.16699999999999998,0.537,0.13,0.389,0.396,88.1,89.0,113.0,108.0,96.0,113.0,112.0,94.0,91.0,91.0,86.0,114.0,102.0,128.0,105.0,113.0,0.094,0.43200000000000005,0.066,0.109,0.299,-4.86,1.99,-0.58,-2.95,2.37,96.5,95.1,84.5,79.4,0.333,0.185,0.222,0.4,0.25,,,,,,,,,,,,,,,,,,,,,
4,2023-09-01,716770,Strikeout,strikeout,True,621020,680689,Dansby Swanson,Lyon Richardson,0,0,0,285c34fa-5944-4bb1-9d4e-f885ca39efc7,680689.0,lyonrichardson,Richardson,Right,Lyon Richardson,8.64,8.07,16.2,103.0,94.0,101.0,0.855,6.48,8.1,9.18,3.24,1.24,0.16699999999999998,0.537,0.13,0.389,0.396,88.1,89.0,113.0,108.0,96.0,113.0,112.0,94.0,91.0,91.0,86.0,114.0,102.0,128.0,105.0,113.0,0.094,0.43200000000000005,0.066,0.109,0.299,-4.86,1.99,-0.58,-2.95,2.37,96.5,95.1,84.5,79.4,0.333,0.185,0.222,0.4,0.25,,,,,,,,,,,,,,,,,,,,,
5,2023-09-01,716770,Strikeout,strikeout,True,673548,680689,Seiya Suzuki,Lyon Richardson,0,0,0,d371b522-07c0-4d27-90b8-e9c11e72b6bb,680689.0,lyonrichardson,Richardson,Right,Lyon Richardson,8.64,8.07,16.2,103.0,94.0,101.0,0.855,6.48,8.1,9.18,3.24,1.24,0.16699999999999998,0.537,0.13,0.389,0.396,88.1,89.0,113.0,108.0,96.0,113.0,112.0,94.0,91.0,91.0,86.0,114.0,102.0,128.0,105.0,113.0,0.094,0.43200000000000005,0.066,0.109,0.299,-4.86,1.99,-0.58,-2.95,2.37,96.5,95.1,84.5,79.4,0.333,0.185,0.222,0.4,0.25,,,,,,,,,,,,,,,,,,,,,
6,2023-09-01,716770,Single,single,False,641584,621016,Jake Fraley,Jose Cuas,0,0,0,5bff8884-71a1-4570-9001-8fdfa899db9b,621016.0,josecuas,Cuas,Right,Jose Cuas,3.99,5.44,65.1,93.0,106.0,93.0,0.7190000000000001,9.78,4.82,8.68,1.1,1.41,0.24,0.33,0.128,0.397,0.384,87.7,86.0,91.0,96.0,,,,146.0,102.0,101.0,89.0,96.0,91.0,112.0,82.0,91.0,0.49700000000000005,0.196,0.266,,0.040999999999999995,-0.11,0.89,-1.13,,-6.68,92.3,92.7,82.5,,0.132,0.333,0.298,,0.254,0.0,,,,,,,,,,,,,,,,,,,,
7,2023-09-01,716770,Strikeout,strikeout,True,670770,621016,TJ Friedl,Jose Cuas,0,0,0,b0cd2942-81f0-41e3-beab-2aef266f5b74,621016.0,josecuas,Cuas,Right,Jose Cuas,3.99,5.44,65.1,93.0,106.0,93.0,0.7190000000000001,9.78,4.82,8.68,1.1,1.41,0.24,0.33,0.128,0.397,0.384,87.7,86.0,91.0,96.0,,,,146.0,102.0,101.0,89.0,96.0,91.0,112.0,82.0,91.0,0.49700000000000005,0.196,0.266,,0.040999999999999995,-0.11,0.89,-1.13,,-6.68,92.3,92.7,82.5,,0.132,0.333,0.298,,0.254,0.0,,,,,,,,,,,,,,,,,,,,
8,2023-09-01,716770,Flyout,field_out,True,668715,621016,Spencer Steer,Jose Cuas,1,0,0,d037b8e7-95b8-46eb-bda5-c8940fc2bf37,621016.0,josecuas,Cuas,Right,Jose Cuas,3.99,5.44,65.1,93.0,106.0,93.0,0.7190000000000001,9.78,4.82,8.68,1.1,1.41,0.24,0.33,0.128,0.397,0.384,87.7,86.0,91.0,96.0,,,,146.0,102.0,101.0,89.0,96.0,91.0,112.0,82.0,91.0,0.49700000000000005,0.196,0.266,,0.040999999999999995,-0.11,0.89,-1.13,,-6.68,92.3,92.7,82.5,,0.132,0.333,0.298,,0.254,0.0,,,,,,,,,,,,,,,,,,,,
9,2023-09-01,716770,Strikeout,strikeout,True,682829,592767,Elly De La Cruz,Drew Smyly,0,0,0,d53b8945-c65e-47f9-8571-b1a6fe195492,592767.0,drewsmyly,Smyly,Left,Drew Smyly,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.22899999999999998,0.428,0.182,0.31,0.382,,,,,,,,,,,77.0,94.0,88.0,,,,0.389,,,,,,-1.32,,,,,91.9,,,,,0.314,0.229,,,105.0,102.0,103.0,86.0,94.0,82.0,0.11699999999999999,0.494,-0.51,-0.09,88.6,78.6,0.293,,,,,,,
