,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,CU_ba,CH_ba,SL_ba,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,FC_ba,FS%,wFS/C,vFS,FS_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS
0,2023-06-12,717785,Lineout,field_out,True,656941,674072,Kyle Schwarber,Tommy Henry,0,0,0,4ae769fe-306b-4b78-8f6d-397bc70702d3,674072.0,tommyhenry,Henry,Left,Tommy Henry,4.15,4.3,89.0,96.0,83.0,91.0,0.7879999999999999,6.47,3.54,8.7,1.21,0.82,0.27699999999999997,0.40299999999999997,0.162,0.317,0.40700000000000003,84.0,91.0,102.0,99.0,95.0,101.0,102.0,72.0,91.0,83.0,92.0,101.0,93.0,0.49,0.127,0.191,0.193,-0.88,2.53,0.71,-0.09,90.7,83.1,79.1,0.292,0.229,0.278,0.158,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-12,717785,Strikeout,strikeout,True,607208,674072,Trea Turner,Tommy Henry,0,0,0,b7776aeb-23c6-434e-9085-1082fa8172eb,674072.0,tommyhenry,Henry,Left,Tommy Henry,4.15,4.3,89.0,96.0,83.0,91.0,0.7879999999999999,6.47,3.54,8.7,1.21,0.82,0.27699999999999997,0.40299999999999997,0.162,0.317,0.40700000000000003,84.0,91.0,102.0,99.0,95.0,101.0,102.0,72.0,91.0,83.0,92.0,101.0,93.0,0.49,0.127,0.191,0.193,-0.88,2.53,0.71,-0.09,90.7,83.1,79.1,0.292,0.229,0.278,0.158,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-12,717785,Single,single,False,592206,674072,Nick Castellanos,Tommy Henry,0,0,0,0e41a961-783b-4f5f-9a80-035478f78365,674072.0,tommyhenry,Henry,Left,Tommy Henry,4.15,4.3,89.0,96.0,83.0,91.0,0.7879999999999999,6.47,3.54,8.7,1.21,0.82,0.27699999999999997,0.40299999999999997,0.162,0.317,0.40700000000000003,84.0,91.0,102.0,99.0,95.0,101.0,102.0,72.0,91.0,83.0,92.0,101.0,93.0,0.49,0.127,0.191,0.193,-0.88,2.53,0.71,-0.09,90.7,83.1,79.1,0.292,0.229,0.278,0.158,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-12,717785,Groundout,field_out,True,547180,674072,Bryce Harper,Tommy Henry,1,0,0,5ef04f43-0f70-4425-81d6-24e62f6de424,674072.0,tommyhenry,Henry,Left,Tommy Henry,4.15,4.3,89.0,96.0,83.0,91.0,0.7879999999999999,6.47,3.54,8.7,1.21,0.82,0.27699999999999997,0.40299999999999997,0.162,0.317,0.40700000000000003,84.0,91.0,102.0,99.0,95.0,101.0,102.0,72.0,91.0,83.0,92.0,101.0,93.0,0.49,0.127,0.191,0.193,-0.88,2.53,0.71,-0.09,90.7,83.1,79.1,0.292,0.229,0.278,0.158,,,,,,,,,,,,,,,,,,,,,,
4,2023-06-12,717785,Single,single,False,606466,621381,Ketel Marte,Matt Strahm,0,0,0,2f173e68-ca6a-4953-8d24-b7c848d2bdb8,621381.0,mattstrahm,Strahm,Left,Matt Strahm,3.29,3.16,87.2,104.0,104.0,104.0,0.7390000000000001,11.09,2.16,6.98,1.13,0.7,0.242,0.397,0.155,0.35600000000000004,0.47600000000000003,86.5,114.0,99.0,105.0,,,,101.0,105.0,104.0,118.0,98.0,106.0,0.452,0.256,,0.004,1.08,2.22,,-9.98,93.4,83.1,,0.186,,,0.133,95.0,111.0,106.0,96.0,97.0,89.0,0.187,0.10099999999999999,-0.5,0.27,87.6,93.2,0.344,0.296,,,,,,,,
5,2023-06-12,717785,Strikeout,strikeout,True,656896,621381,Emmanuel Rivera,Matt Strahm,0,0,0,32b920e4-186c-4eb5-b542-87959ddb5424,621381.0,mattstrahm,Strahm,Left,Matt Strahm,3.29,3.16,87.2,104.0,104.0,104.0,0.7390000000000001,11.09,2.16,6.98,1.13,0.7,0.242,0.397,0.155,0.35600000000000004,0.47600000000000003,86.5,114.0,99.0,105.0,,,,101.0,105.0,104.0,118.0,98.0,106.0,0.452,0.256,,0.004,1.08,2.22,,-9.98,93.4,83.1,,0.186,,,0.133,95.0,111.0,106.0,96.0,97.0,89.0,0.187,0.10099999999999999,-0.5,0.27,87.6,93.2,0.344,0.296,,,,,,,,
6,2023-06-12,717785,Hit By Pitch,hit_by_pitch,False,682998,621381,Corbin Carroll,Matt Strahm,0,0,1,72f944e0-a6e5-432c-949b-a6b0a0d21253,621381.0,mattstrahm,Strahm,Left,Matt Strahm,3.29,3.16,87.2,104.0,104.0,104.0,0.7390000000000001,11.09,2.16,6.98,1.13,0.7,0.242,0.397,0.155,0.35600000000000004,0.47600000000000003,86.5,114.0,99.0,105.0,,,,101.0,105.0,104.0,118.0,98.0,106.0,0.452,0.256,,0.004,1.08,2.22,,-9.98,93.4,83.1,,0.186,,,0.133,95.0,111.0,106.0,96.0,97.0,89.0,0.187,0.10099999999999999,-0.5,0.27,87.6,93.2,0.344,0.296,,,,,,,,
7,2023-06-12,717785,Walk,walk,False,572233,621381,Christian Walker,Matt Strahm,1,0,1,ad115f36-8af3-467b-93fd-c57221bf6308,621381.0,mattstrahm,Strahm,Left,Matt Strahm,3.29,3.16,87.2,104.0,104.0,104.0,0.7390000000000001,11.09,2.16,6.98,1.13,0.7,0.242,0.397,0.155,0.35600000000000004,0.47600000000000003,86.5,114.0,99.0,105.0,,,,101.0,105.0,104.0,118.0,98.0,106.0,0.452,0.256,,0.004,1.08,2.22,,-9.98,93.4,83.1,,0.186,,,0.133,95.0,111.0,106.0,96.0,97.0,89.0,0.187,0.10099999999999999,-0.5,0.27,87.6,93.2,0.344,0.296,,,,,,,,
8,2023-06-12,717785,Sac Fly,sac_fly,True,446334,621381,Evan Longoria,Matt Strahm,0,0,1,0b536d70-ca76-4abe-8cb2-96ff44d050cb,621381.0,mattstrahm,Strahm,Left,Matt Strahm,3.29,3.16,87.2,104.0,104.0,104.0,0.7390000000000001,11.09,2.16,6.98,1.13,0.7,0.242,0.397,0.155,0.35600000000000004,0.47600000000000003,86.5,114.0,99.0,105.0,,,,101.0,105.0,104.0,118.0,98.0,106.0,0.452,0.256,,0.004,1.08,2.22,,-9.98,93.4,83.1,,0.186,,,0.133,95.0,111.0,106.0,96.0,97.0,89.0,0.187,0.10099999999999999,-0.5,0.27,87.6,93.2,0.344,0.296,,,,,,,,
9,2023-06-12,717785,Lineout,field_out,True,656976,621381,Pavin Smith,Matt Strahm,0,0,0,78f0c8e4-70b5-4614-896e-44432d93cad3,621381.0,mattstrahm,Strahm,Left,Matt Strahm,3.29,3.16,87.2,104.0,104.0,104.0,0.7390000000000001,11.09,2.16,6.98,1.13,0.7,0.242,0.397,0.155,0.35600000000000004,0.47600000000000003,86.5,114.0,99.0,105.0,,,,101.0,105.0,104.0,118.0,98.0,106.0,0.452,0.256,,0.004,1.08,2.22,,-9.98,93.4,83.1,,0.186,,,0.133,95.0,111.0,106.0,96.0,97.0,89.0,0.187,0.10099999999999999,-0.5,0.27,87.6,93.2,0.344,0.296,,,,,,,,
10,2023-06-12,717785,Home Run,home_run,False,592663,674072,J.T. Realmuto,Tommy Henry,0,0,0,fdfac10b-10fa-4e6e-9300-124a9c5597f2,674072.0,tommyhenry,Henry,Left,Tommy Henry,4.15,4.3,89.0,96.0,83.0,91.0,0.7879999999999999,6.47,3.54,8.7,1.21,0.82,0.27699999999999997,0.40299999999999997,0.162,0.317,0.40700000000000003,84.0,91.0,102.0,99.0,95.0,101.0,102.0,72.0,91.0,83.0,92.0,101.0,93.0,0.49,0.127,0.191,0.193,-0.88,2.53,0.71,-0.09,90.7,83.1,79.1,0.292,0.229,0.278,0.158,,,,,,,,,,,,,,,,,,,,,,
