,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,SL_ba,FF_ba,CH_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,FC_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-06-28,717576,Walk,walk,False,643217,642545,Andrew Benintendi,Jaime Barria,1,0,0,0a1f8e8f-e278-42c3-99c5-2cec994cc1f8,642545.0,jaimebarria,Barria,Right,Jaime Barria,5.68,5.41,82.1,100.0,96.0,99.0,0.787,6.78,3.28,9.95,2.19,0.81,0.213,0.46299999999999997,0.175,0.302,0.424,84.6,87.0,100.0,98.0,84.0,101.0,97.0,85.0,72.0,71.0,107.0,101.0,103.0,0.047,0.306,0.507,0.141,-2.05,-6.47,0.32,0.67,93.0,92.2,85.9,0.242,0.362,0.227,0.389,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-28,717576,Lineout,field_out,True,641313,642545,Tim Anderson,Jaime Barria,1,0,0,894c71a3-2f7c-4a45-b1a6-722ba820bf9f,642545.0,jaimebarria,Barria,Right,Jaime Barria,5.68,5.41,82.1,100.0,96.0,99.0,0.787,6.78,3.28,9.95,2.19,0.81,0.213,0.46299999999999997,0.175,0.302,0.424,84.6,87.0,100.0,98.0,84.0,101.0,97.0,85.0,72.0,71.0,107.0,101.0,103.0,0.047,0.306,0.507,0.141,-2.05,-6.47,0.32,0.67,93.0,92.2,85.9,0.242,0.362,0.227,0.389,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-28,717576,Home Run,home_run,False,673357,642545,Luis Robert Jr.,Jaime Barria,1,0,1,75844de7-127d-4c5a-9635-116787ebdda5,642545.0,jaimebarria,Barria,Right,Jaime Barria,5.68,5.41,82.1,100.0,96.0,99.0,0.787,6.78,3.28,9.95,2.19,0.81,0.213,0.46299999999999997,0.175,0.302,0.424,84.6,87.0,100.0,98.0,84.0,101.0,97.0,85.0,72.0,71.0,107.0,101.0,103.0,0.047,0.306,0.507,0.141,-2.05,-6.47,0.32,0.67,93.0,92.2,85.9,0.242,0.362,0.227,0.389,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-28,717576,Single,single,False,650391,642545,Eloy Jiménez,Jaime Barria,0,0,0,8c97c2e5-d98d-42e0-a750-708e98e9857b,642545.0,jaimebarria,Barria,Right,Jaime Barria,5.68,5.41,82.1,100.0,96.0,99.0,0.787,6.78,3.28,9.95,2.19,0.81,0.213,0.46299999999999997,0.175,0.302,0.424,84.6,87.0,100.0,98.0,84.0,101.0,97.0,85.0,72.0,71.0,107.0,101.0,103.0,0.047,0.306,0.507,0.141,-2.05,-6.47,0.32,0.67,93.0,92.2,85.9,0.242,0.362,0.227,0.389,,,,,,,,,,,,,,,,,,,,,,
4,2023-06-28,717576,Flyout,field_out,True,683734,642545,Andrew Vaughn,Jaime Barria,0,0,0,6e7c828e-4196-4d7f-b812-4540f2561410,642545.0,jaimebarria,Barria,Right,Jaime Barria,5.68,5.41,82.1,100.0,96.0,99.0,0.787,6.78,3.28,9.95,2.19,0.81,0.213,0.46299999999999997,0.175,0.302,0.424,84.6,87.0,100.0,98.0,84.0,101.0,97.0,85.0,72.0,71.0,107.0,101.0,103.0,0.047,0.306,0.507,0.141,-2.05,-6.47,0.32,0.67,93.0,92.2,85.9,0.242,0.362,0.227,0.389,,,,,,,,,,,,,,,,,,,,,,
5,2023-06-28,717576,Single,single,False,657757,642545,Gavin Sheets,Jaime Barria,1,0,1,aed96979-f5b9-44a6-8b07-623a77cb05c0,642545.0,jaimebarria,Barria,Right,Jaime Barria,5.68,5.41,82.1,100.0,96.0,99.0,0.787,6.78,3.28,9.95,2.19,0.81,0.213,0.46299999999999997,0.175,0.302,0.424,84.6,87.0,100.0,98.0,84.0,101.0,97.0,85.0,72.0,71.0,107.0,101.0,103.0,0.047,0.306,0.507,0.141,-2.05,-6.47,0.32,0.67,93.0,92.2,85.9,0.242,0.362,0.227,0.389,,,,,,,,,,,,,,,,,,,,,,
6,2023-06-28,717576,Forceout,force_out,True,669394,642545,Jake Burger,Jaime Barria,1,0,1,a971ec75-1da6-4434-acfd-6a54a4e130d3,642545.0,jaimebarria,Barria,Right,Jaime Barria,5.68,5.41,82.1,100.0,96.0,99.0,0.787,6.78,3.28,9.95,2.19,0.81,0.213,0.46299999999999997,0.175,0.302,0.424,84.6,87.0,100.0,98.0,84.0,101.0,97.0,85.0,72.0,71.0,107.0,101.0,103.0,0.047,0.306,0.507,0.141,-2.05,-6.47,0.32,0.67,93.0,92.2,85.9,0.242,0.362,0.227,0.389,,,,,,,,,,,,,,,,,,,,,,
7,2023-06-28,717576,Strikeout,strikeout,True,621493,608337,Taylor Ward,Lucas Giolito,0,0,0,fbb9441a-f5af-4240-8ebb-5ea1afffe6d6,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,80.9,99.0,100.0,107.0,84.0,100.0,95.0,,,,107.0,105.0,104.0,,0.419,0.282,0.28300000000000003,-0.85,,-0.25,-0.2,93.1,,84.0,0.236,0.262,0.209,,81.0,76.0,78.0,0.015,-3.72,77.9,0.5,,,,,,,,,,,,,,,
8,2023-06-28,717576,Triple,triple,False,660271,608337,Shohei Ohtani,Lucas Giolito,1,0,0,38e8deb1-d88a-48c8-a101-ed2d1595e8ae,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,80.9,99.0,100.0,107.0,84.0,100.0,95.0,,,,107.0,105.0,104.0,,0.419,0.282,0.28300000000000003,-0.85,,-0.25,-0.2,93.1,,84.0,0.236,0.262,0.209,,81.0,76.0,78.0,0.015,-3.72,77.9,0.5,,,,,,,,,,,,,,,
9,2023-06-28,717576,Triple,triple,False,545361,608337,Mike Trout,Lucas Giolito,0,0,1,f2e7416a-a508-455e-83a3-5bdc00cd1607,608337.0,lucasgiolito,Giolito,Right,Lucas Giolito,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.34299999999999997,0.413,80.9,99.0,100.0,107.0,84.0,100.0,95.0,,,,107.0,105.0,104.0,,0.419,0.282,0.28300000000000003,-0.85,,-0.25,-0.2,93.1,,84.0,0.236,0.262,0.209,,81.0,76.0,78.0,0.015,-3.72,77.9,0.5,,,,,,,,,,,,,,,
