,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vSI,vSL,FC_ba,SL_ba,SI_ba,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,FF_ba,CH_ba,CU_ba,ST_ba,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C
0,2023-05-07,718262,Strikeout,strikeout,True,641313,668933,Tim Anderson,Graham Ashcraft,0,0,0,a1d7a0c3-044a-4acb-be93-6a0223e92f62,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,57.0,90.0,82.0,166.0,102.0,114.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.373,0.0,0.15,-1.17,-0.37,-25.75,95.8,96.5,88.3,0.292,0.221,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-05-07,718262,Flyout,field_out,True,643217,668933,Andrew Benintendi,Graham Ashcraft,1,0,0,a324f49a-4a8a-4d20-9db8-14a3ae9f1432,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,57.0,90.0,82.0,166.0,102.0,114.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.373,0.0,0.15,-1.17,-0.37,-25.75,95.8,96.5,88.3,0.292,0.221,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-05-07,718262,Strikeout,strikeout,True,683734,668933,Andrew Vaughn,Graham Ashcraft,0,0,0,86a3b3df-7d3f-4885-96e9-abb2985ab1e3,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,57.0,90.0,82.0,166.0,102.0,114.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.373,0.0,0.15,-1.17,-0.37,-25.75,95.8,96.5,88.3,0.292,0.221,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-05-07,718262,Home Run,home_run,False,663697,656629,Jonathan India,Michael Kopech,0,0,0,18aca3f4-1625-400f-a453-8ae101ccf19f,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,,,,102.0,97.0,99.0,,,,,,0.272,0.07400000000000001,,,-1.5,0.15,,,84.8,,0.258,,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,0.614,0.04,-0.71,-0.94,95.2,80.6,0.244,0.133,0.158,,,,,,,,,,
4,2023-05-07,718262,Hit By Pitch,hit_by_pitch,False,670770,656629,TJ Friedl,Michael Kopech,1,0,0,6a73fb8e-ad93-45b4-a2a1-70fe87abab54,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,,,,102.0,97.0,99.0,,,,,,0.272,0.07400000000000001,,,-1.5,0.15,,,84.8,,0.258,,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,0.614,0.04,-0.71,-0.94,95.2,80.6,0.244,0.133,0.158,,,,,,,,,,
5,2023-05-07,718262,Single,single,False,668715,656629,Spencer Steer,Michael Kopech,0,0,1,ca184502-c135-4ea9-9a7d-72712253c83c,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,,,,102.0,97.0,99.0,,,,,,0.272,0.07400000000000001,,,-1.5,0.15,,,84.8,,0.258,,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,0.614,0.04,-0.71,-0.94,95.2,80.6,0.244,0.133,0.158,,,,,,,,,,
6,2023-05-07,718262,Strikeout,strikeout,True,663886,656629,Tyler Stephenson,Michael Kopech,0,0,0,f7761d91-0c30-45c7-9374-7f0420c9d9b5,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,,,,102.0,97.0,99.0,,,,,,0.272,0.07400000000000001,,,-1.5,0.15,,,84.8,,0.258,,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,0.614,0.04,-0.71,-0.94,95.2,80.6,0.244,0.133,0.158,,,,,,,,,,
7,2023-05-07,718262,Flyout,field_out,True,592656,656629,Henry Ramos,Michael Kopech,0,0,0,2f435b5a-fdb5-4f6b-b12e-bd062d48fb35,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,,,,102.0,97.0,99.0,,,,,,0.272,0.07400000000000001,,,-1.5,0.15,,,84.8,,0.258,,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,0.614,0.04,-0.71,-0.94,95.2,80.6,0.244,0.133,0.158,,,,,,,,,,
8,2023-05-07,718262,Flyout,field_out,True,669222,656629,Nick Senzel,Michael Kopech,0,0,0,701089a3-f860-406a-863d-324008c26786,656629.0,michaelkopech,Kopech,Right,Michael Kopech,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.34700000000000003,0.384,88.7,,,,102.0,97.0,99.0,,,,,,0.272,0.07400000000000001,,,-1.5,0.15,,,84.8,,0.258,,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,0.614,0.04,-0.71,-0.94,95.2,80.6,0.244,0.133,0.158,,,,,,,,,,
9,2023-05-07,718262,Walk,walk,False,673357,668933,Luis Robert Jr.,Graham Ashcraft,0,0,0,b33ed184-28c5-4d72-8555-b77e661a7d2d,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,57.0,90.0,82.0,166.0,102.0,114.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.373,0.0,0.15,-1.17,-0.37,-25.75,95.8,96.5,88.3,0.292,0.221,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2023-05-07,718262,Home Run,home_run,False,593643,668933,Hanser Alberto,Graham Ashcraft,0,0,1,a2d02c94-1542-496a-8cd9-d9d2cbb24415,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,57.0,90.0,82.0,166.0,102.0,114.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.373,0.0,0.15,-1.17,-0.37,-25.75,95.8,96.5,88.3,0.292,0.221,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2023-05-07,718262,Single,single,False,518735,668933,Yasmani Grandal,Graham Ashcraft,0,0,0,77614889-0fd7-4bae-beb9-fa718af3c9fa,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,57.0,90.0,82.0,166.0,102.0,114.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.373,0.0,0.15,-1.17,-0.37,-25.75,95.8,96.5,88.3,0.292,0.221,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2023-05-07,718262,Flyout,field_out,True,657757,668933,Gavin Sheets,Graham Ashcraft,1,0,0,ee3dff29-169a-4fd6-a12f-ac07edc8ed80,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,57.0,90.0,82.0,166.0,102.0,114.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.373,0.0,0.15,-1.17,-0.37,-25.75,95.8,96.5,88.3,0.292,0.221,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2023-05-07,718262,Single,single,False,462101,668933,Elvis Andrus,Graham Ashcraft,1,0,1,9417655f-a593-4a65-9212-ef62c07223b3,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,57.0,90.0,82.0,166.0,102.0,114.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.373,0.0,0.15,-1.17,-0.37,-25.75,95.8,96.5,88.3,0.292,0.221,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2023-05-07,718262,Strikeout,strikeout,True,664874,668933,Seby Zavala,Graham Ashcraft,0,0,0,32c32d53-4df1-45b4-a201-b318df5d0374,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,57.0,90.0,82.0,166.0,102.0,114.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.373,0.0,0.15,-1.17,-0.37,-25.75,95.8,96.5,88.3,0.292,0.221,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2023-05-07,718262,Walk,walk,False,641313,668933,Tim Anderson,Graham Ashcraft,0,0,1,1a237aa9-a426-4d95-a2a2-7eedf18ca6b6,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,57.0,90.0,82.0,166.0,102.0,114.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.373,0.0,0.15,-1.17,-0.37,-25.75,95.8,96.5,88.3,0.292,0.221,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2023-05-07,718262,Single,single,False,643217,668933,Andrew Benintendi,Graham Ashcraft,1,0,1,3b99c0a0-512d-48cb-ad85-7f79a4411054,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.16399999999999998,0.302,0.435,90.4,57.0,90.0,82.0,166.0,102.0,114.0,116.0,98.0,100.0,0.09699999999999999,0.529,0.373,0.0,0.15,-1.17,-0.37,-25.75,95.8,96.5,88.3,0.292,0.221,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
