,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,CU_ba,FF_ba,CH_ba,SI_ba,FC_ba,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,ST_ba,SL_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-08-16,716970,Single,single,False,518934,450203,DJ LeMahieu,Charlie Morton,1,1,0,3a9c8e0f-5ac5-411d-9be0-63006701719f,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.317,0.08,0.43200000000000005,0.10300000000000001,-1.26,0.25,-4.03,1.79,0.86,94.9,89.1,94.2,82.3,0.177,0.292,0.25,0.474,0.296,,,,,,,,,,,,,,,
1,2023-08-16,716970,Lineout,field_out,True,650402,450203,Gleyber Torres,Charlie Morton,0,0,0,9dd9d924-a2ea-4375-af7a-c8ea58d202d9,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.317,0.08,0.43200000000000005,0.10300000000000001,-1.26,0.25,-4.03,1.79,0.86,94.9,89.1,94.2,82.3,0.177,0.292,0.25,0.474,0.296,,,,,,,,,,,,,,,
2,2023-08-16,716970,Strikeout,strikeout,True,592450,450203,Aaron Judge,Charlie Morton,0,0,0,9340eb21-f919-4a1e-8180-2ec73f39c82d,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.317,0.08,0.43200000000000005,0.10300000000000001,-1.26,0.25,-4.03,1.79,0.86,94.9,89.1,94.2,82.3,0.177,0.292,0.25,0.474,0.296,,,,,,,,,,,,,,,
3,2023-08-16,716970,Flyout,field_out,True,519317,450203,Giancarlo Stanton,Charlie Morton,0,0,0,06e3e741-759e-487c-a0ef-7efa974d661a,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.317,0.08,0.43200000000000005,0.10300000000000001,-1.26,0.25,-4.03,1.79,0.86,94.9,89.1,94.2,82.3,0.177,0.292,0.25,0.474,0.296,,,,,,,,,,,,,,,
4,2023-08-16,716970,Strikeout,strikeout,True,660670,681190,Ronald Acuña Jr.,Randy Vásquez,0,0,0,c2d71237-2809-4170-b39e-147fd5382afa,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,2.87,5.37,37.2,99.0,100.0,96.0,0.85,7.88,4.3,7.17,1.19,0.87,0.22699999999999998,0.42700000000000005,0.255,0.273,0.405,87.8,83.0,101.0,94.0,84.0,101.0,98.0,100.0,101.0,96.0,89.0,102.0,98.0,107.0,85.0,79.0,0.223,0.262,0.166,0.105,0.11800000000000001,1.16,-1.61,0.44,-1.21,1.32,94.4,87.7,94.2,79.7,0.235,0.176,0.1,0.235,0.3,133.0,103.0,112.0,0.127,-1.01,80.9,0.235,,,,,,,,
5,2023-08-16,716970,Lineout,field_out,True,671739,681190,Michael Harris II,Randy Vásquez,1,0,0,91f1f0b0-6d3a-4c2f-a9ac-4a495db53a14,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,2.87,5.37,37.2,99.0,100.0,96.0,0.85,7.88,4.3,7.17,1.19,0.87,0.22699999999999998,0.42700000000000005,0.255,0.273,0.405,87.8,83.0,101.0,94.0,84.0,101.0,98.0,100.0,101.0,96.0,89.0,102.0,98.0,107.0,85.0,79.0,0.223,0.262,0.166,0.105,0.11800000000000001,1.16,-1.61,0.44,-1.21,1.32,94.4,87.7,94.2,79.7,0.235,0.176,0.1,0.235,0.3,133.0,103.0,112.0,0.127,-1.01,80.9,0.235,,,,,,,,
6,2023-08-16,716970,Walk,walk,False,663586,681190,Austin Riley,Randy Vásquez,1,0,0,fd8c9f86-b361-4ce2-8a46-ccbbf41a5a3d,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,2.87,5.37,37.2,99.0,100.0,96.0,0.85,7.88,4.3,7.17,1.19,0.87,0.22699999999999998,0.42700000000000005,0.255,0.273,0.405,87.8,83.0,101.0,94.0,84.0,101.0,98.0,100.0,101.0,96.0,89.0,102.0,98.0,107.0,85.0,79.0,0.223,0.262,0.166,0.105,0.11800000000000001,1.16,-1.61,0.44,-1.21,1.32,94.4,87.7,94.2,79.7,0.235,0.176,0.1,0.235,0.3,133.0,103.0,112.0,0.127,-1.01,80.9,0.235,,,,,,,,
7,2023-08-16,716970,Strikeout,strikeout,True,621566,681190,Matt Olson,Randy Vásquez,0,0,0,6d8e718c-935e-4a49-9ebe-09085d0861f3,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,2.87,5.37,37.2,99.0,100.0,96.0,0.85,7.88,4.3,7.17,1.19,0.87,0.22699999999999998,0.42700000000000005,0.255,0.273,0.405,87.8,83.0,101.0,94.0,84.0,101.0,98.0,100.0,101.0,96.0,89.0,102.0,98.0,107.0,85.0,79.0,0.223,0.262,0.166,0.105,0.11800000000000001,1.16,-1.61,0.44,-1.21,1.32,94.4,87.7,94.2,79.7,0.235,0.176,0.1,0.235,0.3,133.0,103.0,112.0,0.127,-1.01,80.9,0.235,,,,,,,,
8,2023-08-16,716970,Strikeout,strikeout,True,643396,450203,Isiah Kiner-Falefa,Charlie Morton,0,0,0,d6ee6330-91c0-4dd4-b693-880bbfb21bd8,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.317,0.08,0.43200000000000005,0.10300000000000001,-1.26,0.25,-4.03,1.79,0.86,94.9,89.1,94.2,82.3,0.177,0.292,0.25,0.474,0.296,,,,,,,,,,,,,,,
9,2023-08-16,716970,Strikeout,strikeout,True,641856,450203,Billy McKinney,Charlie Morton,0,0,0,c66fbed8-9884-479b-a0c0-4a027117b7a3,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,3.64,4.64,163.1,96.0,106.0,98.0,0.7040000000000001,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.13699999999999998,0.34299999999999997,0.379,86.0,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.317,0.08,0.43200000000000005,0.10300000000000001,-1.26,0.25,-4.03,1.79,0.86,94.9,89.1,94.2,82.3,0.177,0.292,0.25,0.474,0.296,,,,,,,,,,,,,,,
