,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vFC,vSI,vSL,vCU,vKC,FF_ba,SL_ba,CH_ba,SI_ba,CU_ba,FC_ba,ST_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,Stf+ KC,Loc+ KC,Pit+ KC
0,2023-06-12,717793,Flyout,field_out,True,670770,425844,TJ Friedl,Zack Greinke,1,0,0,d604d286-4a79-4d4e-a993-710109418d64,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,86.5,84.0,109.0,109.0,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,100.0,113.0,103.0,0.157,0.265,0.07,0.2,0.141,0.0,0.166,0.25,-0.94,-0.92,1.12,-2.99,-3.64,0.06,89.5,85.2,89.8,79.2,72.5,57.9,0.276,0.214,0.241,0.333,0.386,0.32,,,,,,,,,,,
1,2023-06-12,717793,Single,single,False,680574,425844,Matt McLain,Zack Greinke,1,0,0,fae905d4-0737-4acd-8c8b-f4a2c9927cac,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,86.5,84.0,109.0,109.0,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,100.0,113.0,103.0,0.157,0.265,0.07,0.2,0.141,0.0,0.166,0.25,-0.94,-0.92,1.12,-2.99,-3.64,0.06,89.5,85.2,89.8,79.2,72.5,57.9,0.276,0.214,0.241,0.333,0.386,0.32,,,,,,,,,,,
2,2023-06-12,717793,Single,single,True,663697,425844,Jonathan India,Zack Greinke,1,0,1,ef2bbbf7-ba75-4fb0-b60f-5eadbbbe70bd,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,86.5,84.0,109.0,109.0,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,100.0,113.0,103.0,0.157,0.265,0.07,0.2,0.141,0.0,0.166,0.25,-0.94,-0.92,1.12,-2.99,-3.64,0.06,89.5,85.2,89.8,79.2,72.5,57.9,0.276,0.214,0.241,0.333,0.386,0.32,,,,,,,,,,,
3,2023-06-12,717793,Groundout,field_out,True,682829,425844,Elly De La Cruz,Zack Greinke,1,0,0,50ae9673-adb0-4a42-a13d-9f98d10356ab,425844.0,zackgreinke,Greinke,Right,Zack Greinke,5.06,5.1,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,86.5,84.0,109.0,109.0,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,100.0,113.0,103.0,0.157,0.265,0.07,0.2,0.141,0.0,0.166,0.25,-0.94,-0.92,1.12,-2.99,-3.64,0.06,89.5,85.2,89.8,79.2,72.5,57.9,0.276,0.214,0.241,0.333,0.386,0.32,,,,,,,,,,,
4,2023-06-12,717793,Flyout,field_out,True,668472,596133,Nick Pratto,Luke Weaver,0,0,0,2f065949-5738-4b0b-ba68-b5cba75abee1,596133.0,lukeweaver,Weaver,Right,Luke Weaver,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.37799999999999995,0.433,86.1,83.0,103.0,100.0,,,,88.0,102.0,96.0,,,,112.0,101.0,104.0,99.0,103.0,102.0,,0.435,0.11,0.13699999999999998,,0.11800000000000001,0.2,-1.47,0.87,,-2.22,,-1.56,-2.01,94.0,90.3,,85.8,,81.7,0.311,0.385,0.316,,0.255,0.218,0.235,,,,,,,,,,
5,2023-06-12,717793,Groundout,field_out,True,521692,596133,Salvador Perez,Luke Weaver,0,0,0,80bd95f9-252a-4084-8b68-030a65ff6f3a,596133.0,lukeweaver,Weaver,Right,Luke Weaver,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.37799999999999995,0.433,86.1,83.0,103.0,100.0,,,,88.0,102.0,96.0,,,,112.0,101.0,104.0,99.0,103.0,102.0,,0.435,0.11,0.13699999999999998,,0.11800000000000001,0.2,-1.47,0.87,,-2.22,,-1.56,-2.01,94.0,90.3,,85.8,,81.7,0.311,0.385,0.316,,0.255,0.218,0.235,,,,,,,,,,
6,2023-06-12,717793,Single,single,False,669004,596133,MJ Melendez,Luke Weaver,1,0,0,90ce9cbd-1432-4d27-8c76-7c2b54433ebf,596133.0,lukeweaver,Weaver,Right,Luke Weaver,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.37799999999999995,0.433,86.1,83.0,103.0,100.0,,,,88.0,102.0,96.0,,,,112.0,101.0,104.0,99.0,103.0,102.0,,0.435,0.11,0.13699999999999998,,0.11800000000000001,0.2,-1.47,0.87,,-2.22,,-1.56,-2.01,94.0,90.3,,85.8,,81.7,0.311,0.385,0.316,,0.255,0.218,0.235,,,,,,,,,,
7,2023-06-12,717793,Walk,walk,False,677951,596133,Bobby Witt Jr.,Luke Weaver,0,0,1,30c8d4ab-fe3a-4500-9c91-0d45b815af73,596133.0,lukeweaver,Weaver,Right,Luke Weaver,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.37799999999999995,0.433,86.1,83.0,103.0,100.0,,,,88.0,102.0,96.0,,,,112.0,101.0,104.0,99.0,103.0,102.0,,0.435,0.11,0.13699999999999998,,0.11800000000000001,0.2,-1.47,0.87,,-2.22,,-1.56,-2.01,94.0,90.3,,85.8,,81.7,0.311,0.385,0.316,,0.255,0.218,0.235,,,,,,,,,,
8,2023-06-12,717793,Double,double,False,686681,596133,Michael Massey,Luke Weaver,1,0,1,e3c1949a-1d25-4fef-89a4-82bc95fa8695,596133.0,lukeweaver,Weaver,Right,Luke Weaver,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.37799999999999995,0.433,86.1,83.0,103.0,100.0,,,,88.0,102.0,96.0,,,,112.0,101.0,104.0,99.0,103.0,102.0,,0.435,0.11,0.13699999999999998,,0.11800000000000001,0.2,-1.47,0.87,,-2.22,,-1.56,-2.01,94.0,90.3,,85.8,,81.7,0.311,0.385,0.316,,0.255,0.218,0.235,,,,,,,,,,
9,2023-06-12,717793,Strikeout,strikeout,True,658668,596133,Edward Olivares,Luke Weaver,0,0,0,5e42853f-7fa3-43b5-9375-0836bb19e9e1,596133.0,lukeweaver,Weaver,Right,Luke Weaver,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.37799999999999995,0.433,86.1,83.0,103.0,100.0,,,,88.0,102.0,96.0,,,,112.0,101.0,104.0,99.0,103.0,102.0,,0.435,0.11,0.13699999999999998,,0.11800000000000001,0.2,-1.47,0.87,,-2.22,,-1.56,-2.01,94.0,90.3,,85.8,,81.7,0.311,0.385,0.316,,0.255,0.218,0.235,,,,,,,,,,
