,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vSI,vSL,vCU,FC_ba,CH_ba,CU_ba,SL_ba,SI_ba,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,wFA/C,wFS/C,vFA,vFS,FS_ba,FF_ba,ST_ba
0,2023-08-23,716882,Single,single,False,666397,669203,Edouard Julien,Corbin Burnes,1,0,0,411cbc0f-d46a-4a23-ba2e-ad1d77d83b59,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,,
1,2023-08-23,716882,Single,single,False,456781,669203,Donovan Solano,Corbin Burnes,0,0,1,02c0a095-534f-4f10-b772-9b53c6ed1cff,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,,
2,2023-08-23,716882,Sac Fly,sac_fly,True,621043,669203,Carlos Correa,Corbin Burnes,0,0,1,c74b3a46-0756-4da9-97e7-8bda56d4eea0,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,,
3,2023-08-23,716882,Pop Out,field_out,True,668904,669203,Royce Lewis,Corbin Burnes,0,0,0,ff8cb9e3-309b-4aba-8a25-653565291357,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,,
4,2023-08-23,716882,Single,single,False,596146,669203,Max Kepler,Corbin Burnes,0,0,1,fdc0dc34-702e-4306-bc61-154ee023a8f9,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,,
5,2023-08-23,716882,Strikeout,strikeout,True,680777,669203,Ryan Jeffers,Corbin Burnes,0,0,0,5d340797-5756-41d5-b221-4f8ff6b51ff5,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.5539999999999999,0.085,0.171,0.11199999999999999,1.51,-2.42,1.12,1.35,1.07,94.4,95.3,86.0,79.8,0.209,0.204,0.133,0.159,0.291,,,,,,,,,,,,,,,
6,2023-08-23,716882,Single,single,False,592885,628317,Christian Yelich,Kenta Maeda,0,0,0,78c127ea-21be-459d-9458-d7707358a140,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,,,,,94.0,96.0,95.0,73.0,107.0,96.0,105.0,99.0,103.0,,,,0.064,,0.306,0.036000000000000004,,,-0.88,-0.07,-2.4,,,90.3,81.6,76.4,,,0.333,0.247,0.385,76.0,102.0,91.0,138.0,107.0,112.0,0.27399999999999997,0.319,0.35,1.6,91.0,84.1,0.182,0.275,0.206
7,2023-08-23,716882,Walk,walk,False,661388,628317,William Contreras,Kenta Maeda,1,0,1,fbe516fc-2cb9-403f-8529-e72d182f31d2,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,,,,,94.0,96.0,95.0,73.0,107.0,96.0,105.0,99.0,103.0,,,,0.064,,0.306,0.036000000000000004,,,-0.88,-0.07,-2.4,,,90.3,81.6,76.4,,,0.333,0.247,0.385,76.0,102.0,91.0,138.0,107.0,112.0,0.27399999999999997,0.319,0.35,1.6,91.0,84.1,0.182,0.275,0.206
8,2023-08-23,716882,Flyout,field_out,True,467793,628317,Carlos Santana,Kenta Maeda,0,0,1,fee03024-5a0e-4181-a8ad-50b3c892229e,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,,,,,94.0,96.0,95.0,73.0,107.0,96.0,105.0,99.0,103.0,,,,0.064,,0.306,0.036000000000000004,,,-0.88,-0.07,-2.4,,,90.3,81.6,76.4,,,0.333,0.247,0.385,76.0,102.0,91.0,138.0,107.0,112.0,0.27399999999999997,0.319,0.35,1.6,91.0,84.1,0.182,0.275,0.206
9,2023-08-23,716882,Strikeout,strikeout,True,642715,628317,Willy Adames,Kenta Maeda,0,0,0,03c5fca9-ec07-44c8-8d73-f994e88f217c,628317.0,kentamaeda,Maeda,Right,Kenta Maeda,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.39899999999999997,,,,,94.0,96.0,95.0,73.0,107.0,96.0,105.0,99.0,103.0,,,,0.064,,0.306,0.036000000000000004,,,-0.88,-0.07,-2.4,,,90.3,81.6,76.4,,,0.333,0.247,0.385,76.0,102.0,91.0,138.0,107.0,112.0,0.27399999999999997,0.319,0.35,1.6,91.0,84.1,0.182,0.275,0.206
