,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vSI,vCU,SI_ba,CH_ba,CU_ba,FF_ba,FC_ba,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SL%,KC%,wSL/C,wKC/C,vSL,vKC,SL_ba,FS%,wFS/C,vFS,ST_ba,FS_ba
0,2023-04-13,718591,Flyout,field_out,True,663647,656756,Ke'Bryan Hayes,Jordan Montgomery,0,0,0,8fdc9f2f-848f-4d57-9835-afdca91a55f4,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,,,,,
1,2023-04-13,718591,Flyout,field_out,True,457705,656756,Andrew McCutchen,Jordan Montgomery,0,0,0,9ad5d879-5f9f-4d7f-9761-68cacbbe1910,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,,,,,
2,2023-04-13,718591,Strikeout,strikeout,True,467793,656756,Carlos Santana,Jordan Montgomery,0,0,0,f5d6e87d-ff4e-4c18-b73b-7587969615d7,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,,,,,
3,2023-04-13,718591,Double,double,False,680977,592826,Brendan Donovan,Vince Velasquez,0,0,0,69f53d94-f825-4b60-94a0-b45d505c3ace,592826.0,vincevelasquez,Velasquez,Right,Vince Velasquez,3.86,4.13,37.1,99.0,99.0,102.0,0.741,8.92,3.38,8.44,0.96,0.7,0.336,0.336,0.182,0.282,0.4,88.6,59.0,102.0,92.0,,,,110.0,97.0,102.0,63.0,94.0,91.0,,,,0.011000000000000001,0.415,,,0.125,-1.31,,6.0,,-1.78,93.2,,92.9,,,0.25,,0.314,,101.0,100.0,104.0,94.0,146.0,144.0,0.446,0.003,2.19,-2.3,83.2,80.6,0.192,,,,,
4,2023-04-13,718591,Flyout,field_out,True,676475,592826,Alec Burleson,Vince Velasquez,0,0,1,bffd293d-0321-4db9-8417-89171a678caa,592826.0,vincevelasquez,Velasquez,Right,Vince Velasquez,3.86,4.13,37.1,99.0,99.0,102.0,0.741,8.92,3.38,8.44,0.96,0.7,0.336,0.336,0.182,0.282,0.4,88.6,59.0,102.0,92.0,,,,110.0,97.0,102.0,63.0,94.0,91.0,,,,0.011000000000000001,0.415,,,0.125,-1.31,,6.0,,-1.78,93.2,,92.9,,,0.25,,0.314,,101.0,100.0,104.0,94.0,146.0,144.0,0.446,0.003,2.19,-2.3,83.2,80.6,0.192,,,,,
5,2023-04-13,718591,Strikeout,strikeout,True,502671,592826,Paul Goldschmidt,Vince Velasquez,0,0,0,29c1fd7d-31c0-4f32-a094-6a521c32c14b,592826.0,vincevelasquez,Velasquez,Right,Vince Velasquez,3.86,4.13,37.1,99.0,99.0,102.0,0.741,8.92,3.38,8.44,0.96,0.7,0.336,0.336,0.182,0.282,0.4,88.6,59.0,102.0,92.0,,,,110.0,97.0,102.0,63.0,94.0,91.0,,,,0.011000000000000001,0.415,,,0.125,-1.31,,6.0,,-1.78,93.2,,92.9,,,0.25,,0.314,,101.0,100.0,104.0,94.0,146.0,144.0,0.446,0.003,2.19,-2.3,83.2,80.6,0.192,,,,,
6,2023-04-13,718591,Pop Out,field_out,True,571448,592826,Nolan Arenado,Vince Velasquez,0,0,0,5d6d9ecf-5767-491d-8ced-d4489b20829e,592826.0,vincevelasquez,Velasquez,Right,Vince Velasquez,3.86,4.13,37.1,99.0,99.0,102.0,0.741,8.92,3.38,8.44,0.96,0.7,0.336,0.336,0.182,0.282,0.4,88.6,59.0,102.0,92.0,,,,110.0,97.0,102.0,63.0,94.0,91.0,,,,0.011000000000000001,0.415,,,0.125,-1.31,,6.0,,-1.78,93.2,,92.9,,,0.25,,0.314,,101.0,100.0,104.0,94.0,146.0,144.0,0.446,0.003,2.19,-2.3,83.2,80.6,0.192,,,,,
7,2023-04-13,718591,Groundout,field_out,True,596847,656756,Ji Man Choi,Jordan Montgomery,0,0,0,90238208-2ea5-4853-bf7d-5f310100c507,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,,,,,
8,2023-04-13,718591,Single,single,False,656582,656756,Connor Joe,Jordan Montgomery,1,1,0,65945205-ff9d-496b-9ab5-87cf1885bd39,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,,,,,
9,2023-04-13,718591,Walk,walk,False,666801,656756,Rodolfo Castro,Jordan Montgomery,1,0,1,98d2c8d0-df94-40e0-95f8-f7293f10dabc,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.27699999999999997,0.392,0.14300000000000002,0.322,0.405,83.5,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.106,0.016,0.222,0.22899999999999998,-0.68,-4.4,1.22,0.84,0.2,93.4,88.2,93.3,80.5,0.255,0.239,0.191,0.333,0.417,,,,,,,,,,,,,,,,,,
