,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vSI,vSL,FF_ba,CH_ba,SL_ba,ST_ba,SI_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,CU%,wCU/C,vCU,FC_ba,CU_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2023-05-05,718293,Double,double,False,661388,640455,William Contreras,Sean Manaea,0,0,0,e1ee4602-33ca-4622-ad29-9e3179d1d651,640455.0,seanmanaea,Manaea,Left,Sean Manaea,4.44,4.18,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.14300000000000002,0.305,0.44799999999999995,86.6,90.0,97.0,94.0,90.0,105.0,95.0,121.0,109.0,108.0,92.0,95.0,98.0,0.008,0.562,0.0,0.26,0.17,0.91,-5.8,-6.19,-0.93,1.06,93.6,90.3,94.0,82.3,0.235,0.224,0.317,0.122,0.4,,,,,,,,,,,,,,,,,
1,2023-05-05,718293,Single,single,False,680911,640455,Owen Miller,Sean Manaea,1,0,1,21da0046-e8ce-4b33-97a8-e1f4297447de,640455.0,seanmanaea,Manaea,Left,Sean Manaea,4.44,4.18,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.14300000000000002,0.305,0.44799999999999995,86.6,90.0,97.0,94.0,90.0,105.0,95.0,121.0,109.0,108.0,92.0,95.0,98.0,0.008,0.562,0.0,0.26,0.17,0.91,-5.8,-6.19,-0.93,1.06,93.6,90.3,94.0,82.3,0.235,0.224,0.317,0.122,0.4,,,,,,,,,,,,,,,,,
2,2023-05-05,718293,Single,single,False,642715,640455,Willy Adames,Sean Manaea,1,0,1,dee4b898-2d21-4b49-918b-1b4c6d0f3dd4,640455.0,seanmanaea,Manaea,Left,Sean Manaea,4.44,4.18,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.14300000000000002,0.305,0.44799999999999995,86.6,90.0,97.0,94.0,90.0,105.0,95.0,121.0,109.0,108.0,92.0,95.0,98.0,0.008,0.562,0.0,0.26,0.17,0.91,-5.8,-6.19,-0.93,1.06,93.6,90.3,94.0,82.3,0.235,0.224,0.317,0.122,0.4,,,,,,,,,,,,,,,,,
3,2023-05-05,718293,Grounded Into DP,grounded_into_double_play,True,592885,640455,Christian Yelich,Sean Manaea,0,0,1,cdf93959-9f1f-43b0-8747-358baaab843f,640455.0,seanmanaea,Manaea,Left,Sean Manaea,4.44,4.18,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.14300000000000002,0.305,0.44799999999999995,86.6,90.0,97.0,94.0,90.0,105.0,95.0,121.0,109.0,108.0,92.0,95.0,98.0,0.008,0.562,0.0,0.26,0.17,0.91,-5.8,-6.19,-0.93,1.06,93.6,90.3,94.0,82.3,0.235,0.224,0.317,0.122,0.4,,,,,,,,,,,,,,,,,
4,2023-05-05,718293,Walk,walk,False,605119,640455,Brian Anderson,Sean Manaea,1,0,0,0ef6886e-c34c-4867-9825-05cf8f3eab1e,640455.0,seanmanaea,Manaea,Left,Sean Manaea,4.44,4.18,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.14300000000000002,0.305,0.44799999999999995,86.6,90.0,97.0,94.0,90.0,105.0,95.0,121.0,109.0,108.0,92.0,95.0,98.0,0.008,0.562,0.0,0.26,0.17,0.91,-5.8,-6.19,-0.93,1.06,93.6,90.3,94.0,82.3,0.235,0.224,0.317,0.122,0.4,,,,,,,,,,,,,,,,,
5,2023-05-05,718293,Caught Stealing 2B,caught_stealing_2b,True,572228,640455,Luke Voit,Sean Manaea,1,0,1,10e12018-a2ac-4d55-8bb5-ceb05605198c,640455.0,seanmanaea,Manaea,Left,Sean Manaea,4.44,4.18,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.14300000000000002,0.305,0.44799999999999995,86.6,90.0,97.0,94.0,90.0,105.0,95.0,121.0,109.0,108.0,92.0,95.0,98.0,0.008,0.562,0.0,0.26,0.17,0.91,-5.8,-6.19,-0.93,1.06,93.6,90.3,94.0,82.3,0.235,0.224,0.317,0.122,0.4,,,,,,,,,,,,,,,,,
6,2023-05-05,718293,Walk,walk,False,664774,669203,LaMonte Wade Jr.,Corbin Burnes,0,0,0,2126d7c8-3fff-4aac-a56b-b6cb695d04a4,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,,,,103.0,97.0,90.0,144.0,110.0,127.0,0.077,,0.5539999999999999,0.085,0.11199999999999999,,1.51,-2.42,1.12,1.07,,94.4,95.3,86.0,,0.204,0.159,,0.291,160.0,104.0,113.0,127.0,101.0,103.0,0.171,1.35,79.8,0.209,0.133,,,,,,
7,2023-05-05,718293,Lineout,field_out,True,642731,669203,Thairo Estrada,Corbin Burnes,1,0,0,112d99e7-ba09-4d69-9c74-fe8b90adab84,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,,,,103.0,97.0,90.0,144.0,110.0,127.0,0.077,,0.5539999999999999,0.085,0.11199999999999999,,1.51,-2.42,1.12,1.07,,94.4,95.3,86.0,,0.204,0.159,,0.291,160.0,104.0,113.0,127.0,101.0,103.0,0.171,1.35,79.8,0.209,0.133,,,,,,
8,2023-05-05,718293,Home Run,home_run,False,605204,669203,J.D. Davis,Corbin Burnes,0,0,1,cc9e070d-51ed-4bbb-9574-c95a2b42b088,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,,,,103.0,97.0,90.0,144.0,110.0,127.0,0.077,,0.5539999999999999,0.085,0.11199999999999999,,1.51,-2.42,1.12,1.07,,94.4,95.3,86.0,,0.204,0.159,,0.291,160.0,104.0,113.0,127.0,101.0,103.0,0.171,1.35,79.8,0.209,0.133,,,,,,
9,2023-05-05,718293,Groundout,field_out,True,592626,669203,Joc Pederson,Corbin Burnes,0,0,0,493147f7-cd66-405b-9dc4-19b1fba19c34,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.45899999999999996,0.19,0.29,0.38,89.3,82.0,105.0,112.0,,,,103.0,97.0,90.0,144.0,110.0,127.0,0.077,,0.5539999999999999,0.085,0.11199999999999999,,1.51,-2.42,1.12,1.07,,94.4,95.3,86.0,,0.204,0.159,,0.291,160.0,104.0,113.0,127.0,101.0,103.0,0.171,1.35,79.8,0.209,0.133,,,,,,
