,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,wFA/C,wFC/C,wSI/C,wSL/C,vFA,vFC,vSI,vSL,FF_ba,SL_ba,FC_ba,SI_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,ST_ba,CH_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba
0,2023-09-19,716517,Walk,walk,False,680757,674444,Steven Kwan,Steven Cruz,0,0,0,2d7cfeb9-ae8b-4263-9299-02e6e208467c,674444.0,stevencruz,Cruz,Right,Steven Cruz,4.97,4.73,12.2,90.0,119.0,93.0,0.778,10.66,7.82,7.82,0.71,0.67,0.34299999999999997,0.34299999999999997,0.14300000000000002,0.257,0.418,109.0,82.0,82.0,128.0,92.0,96.0,129.0,99.0,106.0,119.0,100.0,98.0,0.217,0.439,0.07400000000000001,0.27,-1.04,-7.69,-0.41,1.99,97.7,93.5,97.3,89.4,0.263,0.111,0.429,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-09-19,716517,Walk,walk,False,608070,674444,José Ramírez,Steven Cruz,1,0,1,203104bb-19cf-4b23-8234-908fbb3bbee3,674444.0,stevencruz,Cruz,Right,Steven Cruz,4.97,4.73,12.2,90.0,119.0,93.0,0.778,10.66,7.82,7.82,0.71,0.67,0.34299999999999997,0.34299999999999997,0.14300000000000002,0.257,0.418,109.0,82.0,82.0,128.0,92.0,96.0,129.0,99.0,106.0,119.0,100.0,98.0,0.217,0.439,0.07400000000000001,0.27,-1.04,-7.69,-0.41,1.99,97.7,93.5,97.3,89.4,0.263,0.111,0.429,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-09-19,716517,Strikeout,strikeout,True,647304,674444,Josh Naylor,Steven Cruz,0,0,0,11e470b2-c3fb-42f7-a949-23179e3a765d,674444.0,stevencruz,Cruz,Right,Steven Cruz,4.97,4.73,12.2,90.0,119.0,93.0,0.778,10.66,7.82,7.82,0.71,0.67,0.34299999999999997,0.34299999999999997,0.14300000000000002,0.257,0.418,109.0,82.0,82.0,128.0,92.0,96.0,129.0,99.0,106.0,119.0,100.0,98.0,0.217,0.439,0.07400000000000001,0.27,-1.04,-7.69,-0.41,1.99,97.7,93.5,97.3,89.4,0.263,0.111,0.429,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-09-19,716517,Pop Out,field_out,True,594777,674444,Kole Calhoun,Steven Cruz,0,0,0,bdb96488-0b3a-4965-9784-fab8d1482788,674444.0,stevencruz,Cruz,Right,Steven Cruz,4.97,4.73,12.2,90.0,119.0,93.0,0.778,10.66,7.82,7.82,0.71,0.67,0.34299999999999997,0.34299999999999997,0.14300000000000002,0.257,0.418,109.0,82.0,82.0,128.0,92.0,96.0,129.0,99.0,106.0,119.0,100.0,98.0,0.217,0.439,0.07400000000000001,0.27,-1.04,-7.69,-0.41,1.99,97.7,93.5,97.3,89.4,0.263,0.111,0.429,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-09-19,716517,Groundout,field_out,True,657656,674444,Ramón Laureano,Steven Cruz,0,0,0,b09f331f-d149-46ec-a837-85e99b02b51f,674444.0,stevencruz,Cruz,Right,Steven Cruz,4.97,4.73,12.2,90.0,119.0,93.0,0.778,10.66,7.82,7.82,0.71,0.67,0.34299999999999997,0.34299999999999997,0.14300000000000002,0.257,0.418,109.0,82.0,82.0,128.0,92.0,96.0,129.0,99.0,106.0,119.0,100.0,98.0,0.217,0.439,0.07400000000000001,0.27,-1.04,-7.69,-0.41,1.99,97.7,93.5,97.3,89.4,0.263,0.111,0.429,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-09-19,716517,Single,single,False,672580,671106,Maikel Garcia,Logan Allen,1,0,1,d9a3c33a-8803-432e-bee7-0f5ce926ebbe,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.43200000000000005,0.155,0.337,0.414,82.0,101.0,95.0,,,,108.0,98.0,101.0,110.0,97.0,98.0,,0.451,0.08900000000000001,0.247,-0.12,-2.1,,-0.74,91.4,86.3,,79.3,0.257,0.3,0.462,,82.7,60.0,104.0,105.0,0.213,1.49,0.263,0.191,,,,,,,,,,,,,,,,,,,,
6,2023-09-19,716517,Single,single,False,677951,671106,Bobby Witt Jr.,Logan Allen,1,0,1,40c4cd0d-74dd-4c54-ae7c-87d79e24364a,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.43200000000000005,0.155,0.337,0.414,82.0,101.0,95.0,,,,108.0,98.0,101.0,110.0,97.0,98.0,,0.451,0.08900000000000001,0.247,-0.12,-2.1,,-0.74,91.4,86.3,,79.3,0.257,0.3,0.462,,82.7,60.0,104.0,105.0,0.213,1.49,0.263,0.191,,,,,,,,,,,,,,,,,,,,
7,2023-09-19,716517,Home Run,home_run,False,669004,671106,MJ Melendez,Logan Allen,0,0,1,df04c2d8-28b2-4f06-9f6d-388b9dbf140c,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.43200000000000005,0.155,0.337,0.414,82.0,101.0,95.0,,,,108.0,98.0,101.0,110.0,97.0,98.0,,0.451,0.08900000000000001,0.247,-0.12,-2.1,,-0.74,91.4,86.3,,79.3,0.257,0.3,0.462,,82.7,60.0,104.0,105.0,0.213,1.49,0.263,0.191,,,,,,,,,,,,,,,,,,,,
8,2023-09-19,716517,Walk,walk,False,658668,671106,Edward Olivares,Logan Allen,1,0,0,42eaa347-0362-4d5b-adfa-ff79cd87202c,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.43200000000000005,0.155,0.337,0.414,82.0,101.0,95.0,,,,108.0,98.0,101.0,110.0,97.0,98.0,,0.451,0.08900000000000001,0.247,-0.12,-2.1,,-0.74,91.4,86.3,,79.3,0.257,0.3,0.462,,82.7,60.0,104.0,105.0,0.213,1.49,0.263,0.191,,,,,,,,,,,,,,,,,,,,
9,2023-09-19,716517,Flyout,field_out,True,676369,671106,Nelson Velázquez,Logan Allen,0,0,1,f9ac3ad9-e903-4562-9b50-3f718910d3c9,671106.0,loganallen,"Allen, L.T.",Left,Logan Allen,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.43200000000000005,0.155,0.337,0.414,82.0,101.0,95.0,,,,108.0,98.0,101.0,110.0,97.0,98.0,,0.451,0.08900000000000001,0.247,-0.12,-2.1,,-0.74,91.4,86.3,,79.3,0.257,0.3,0.462,,82.7,60.0,104.0,105.0,0.213,1.49,0.263,0.191,,,,,,,,,,,,,,,,,,,,
