,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,KC%,wFA/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFS,vSI,vSL,vKC,FS_ba,SI_ba,CU_ba,SL_ba,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,CH_ba,FF_ba,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,FC_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
10,2023-07-05,717490,Single,single,False,663728,502171,Cal Raleigh,Alex Cobb,1,0,1,222ac3b4-a6ea-4d85-b99e-370a201ff853,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
11,2023-07-05,717490,Strikeout,strikeout,True,676609,502171,José Caballero,Alex Cobb,0,0,0,fe63f11d-b9ed-473e-bcc1-15d043d3b323,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
12,2023-07-05,717490,Flyout,field_out,True,672275,543548,Patrick Bailey,Tommy Milone,1,0,0,dd936059-7c31-4c98-a845-26436560d7ac,543548.0,tommymilone,Milone,Left,Tommy Milone,2.0,5.52,9.0,109.0,86.0,104.0,0.857,3.0,6.0,7.0,1.0,0.67,0.19399999999999998,0.484,0.129,0.226,0.368,97.0,110.0,102.0,,,,83.0,94.0,96.0,,,,,,,,0.374,,0.19,,-0.67,,,3.12,,86.6,,,76.9,,,,,0.0,79.0,78.0,115.0,110.0,0.436,0.07,0.25,0.2,,,,,,,,,,,,,,
13,2023-07-05,717490,Lineout,field_out,True,624424,543548,Michael Conforto,Tommy Milone,0,0,0,a24d6c04-eaab-44c1-b749-e4a72a2aa2ad,543548.0,tommymilone,Milone,Left,Tommy Milone,2.0,5.52,9.0,109.0,86.0,104.0,0.857,3.0,6.0,7.0,1.0,0.67,0.19399999999999998,0.484,0.129,0.226,0.368,97.0,110.0,102.0,,,,83.0,94.0,96.0,,,,,,,,0.374,,0.19,,-0.67,,,3.12,,86.6,,,76.9,,,,,0.0,79.0,78.0,115.0,110.0,0.436,0.07,0.25,0.2,,,,,,,,,,,,,,
14,2023-07-05,717490,Single,single,False,682641,543548,Luis Matos,Tommy Milone,1,1,0,1dc9d81b-67a9-441a-b0f4-1392559fd584,543548.0,tommymilone,Milone,Left,Tommy Milone,2.0,5.52,9.0,109.0,86.0,104.0,0.857,3.0,6.0,7.0,1.0,0.67,0.19399999999999998,0.484,0.129,0.226,0.368,97.0,110.0,102.0,,,,83.0,94.0,96.0,,,,,,,,0.374,,0.19,,-0.67,,,3.12,,86.6,,,76.9,,,,,0.0,79.0,78.0,115.0,110.0,0.436,0.07,0.25,0.2,,,,,,,,,,,,,,
15,2023-07-05,717490,Groundout,field_out,True,669477,543548,Casey Schmitt,Tommy Milone,0,0,0,6c59b3e0-bdb3-4660-b1ca-5d8c4ee1241b,543548.0,tommymilone,Milone,Left,Tommy Milone,2.0,5.52,9.0,109.0,86.0,104.0,0.857,3.0,6.0,7.0,1.0,0.67,0.19399999999999998,0.484,0.129,0.226,0.368,97.0,110.0,102.0,,,,83.0,94.0,96.0,,,,,,,,0.374,,0.19,,-0.67,,,3.12,,86.6,,,76.9,,,,,0.0,79.0,78.0,115.0,110.0,0.436,0.07,0.25,0.2,,,,,,,,,,,,,,
16,2023-07-05,717490,Flyout,field_out,True,543939,502171,Kolten Wong,Alex Cobb,1,1,0,c354087c-18a5-4c19-82f5-bf025ecafa24,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
17,2023-07-05,717490,Double,double,False,641487,502171,J.P. Crawford,Alex Cobb,0,0,0,a8c024f3-ba11-47ac-b431-f265627c6295,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
18,2023-07-05,717490,Groundout,field_out,True,677594,502171,Julio Rodríguez,Alex Cobb,0,0,0,37ee4e10-767a-49aa-9cfc-864f6df18a59,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
19,2023-07-05,717490,Groundout,field_out,True,606192,502171,Teoscar Hernández,Alex Cobb,0,0,0,b8b86aca-f2ea-4ecc-a9f1-d3228074624c,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
20,2023-07-05,717490,Walk,walk,False,543063,543548,Brandon Crawford,Tommy Milone,0,0,0,d75d38b0-101e-43dd-bdd6-282c479795ba,543548.0,tommymilone,Milone,Left,Tommy Milone,2.0,5.52,9.0,109.0,86.0,104.0,0.857,3.0,6.0,7.0,1.0,0.67,0.19399999999999998,0.484,0.129,0.226,0.368,97.0,110.0,102.0,,,,83.0,94.0,96.0,,,,,,,,0.374,,0.19,,-0.67,,,3.12,,86.6,,,76.9,,,,,0.0,79.0,78.0,115.0,110.0,0.436,0.07,0.25,0.2,,,,,,,,,,,,,,
21,2023-07-05,717490,Flyout,field_out,True,596103,543548,Austin Slater,Tommy Milone,0,0,0,70d207ce-3d22-4ee8-aa37-979c27550288,543548.0,tommymilone,Milone,Left,Tommy Milone,2.0,5.52,9.0,109.0,86.0,104.0,0.857,3.0,6.0,7.0,1.0,0.67,0.19399999999999998,0.484,0.129,0.226,0.368,97.0,110.0,102.0,,,,83.0,94.0,96.0,,,,,,,,0.374,,0.19,,-0.67,,,3.12,,86.6,,,76.9,,,,,0.0,79.0,78.0,115.0,110.0,0.436,0.07,0.25,0.2,,,,,,,,,,,,,,
22,2023-07-05,717490,Single,single,False,527038,543548,Wilmer Flores,Tommy Milone,0,0,1,27190d6d-804e-494f-badd-f679ddeacc17,543548.0,tommymilone,Milone,Left,Tommy Milone,2.0,5.52,9.0,109.0,86.0,104.0,0.857,3.0,6.0,7.0,1.0,0.67,0.19399999999999998,0.484,0.129,0.226,0.368,97.0,110.0,102.0,,,,83.0,94.0,96.0,,,,,,,,0.374,,0.19,,-0.67,,,3.12,,86.6,,,76.9,,,,,0.0,79.0,78.0,115.0,110.0,0.436,0.07,0.25,0.2,,,,,,,,,,,,,,
23,2023-07-05,717490,Sac Fly,sac_fly,True,664774,543548,LaMonte Wade Jr.,Tommy Milone,0,0,1,7726d8e0-cc53-4fb9-b34b-f59abf12fd66,543548.0,tommymilone,Milone,Left,Tommy Milone,2.0,5.52,9.0,109.0,86.0,104.0,0.857,3.0,6.0,7.0,1.0,0.67,0.19399999999999998,0.484,0.129,0.226,0.368,97.0,110.0,102.0,,,,83.0,94.0,96.0,,,,,,,,0.374,,0.19,,-0.67,,,3.12,,86.6,,,76.9,,,,,0.0,79.0,78.0,115.0,110.0,0.436,0.07,0.25,0.2,,,,,,,,,,,,,,
24,2023-07-05,717490,Flyout,field_out,True,605204,543548,J.D. Davis,Tommy Milone,0,0,0,3bffb45d-4ae6-4b85-ab75-85d3d3ad4d6c,543548.0,tommymilone,Milone,Left,Tommy Milone,2.0,5.52,9.0,109.0,86.0,104.0,0.857,3.0,6.0,7.0,1.0,0.67,0.19399999999999998,0.484,0.129,0.226,0.368,97.0,110.0,102.0,,,,83.0,94.0,96.0,,,,,,,,0.374,,0.19,,-0.67,,,3.12,,86.6,,,76.9,,,,,0.0,79.0,78.0,115.0,110.0,0.436,0.07,0.25,0.2,,,,,,,,,,,,,,
25,2023-07-05,717490,Strikeout,strikeout,True,645801,502171,Mike Ford,Alex Cobb,0,0,0,cdca66ff-7445-4320-8b96-e3f463e9fdc9,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
26,2023-07-05,717490,Strikeout,strikeout,True,553993,502171,Eugenio Suárez,Alex Cobb,0,0,0,64ab36e5-cad1-4d39-bbd3-dc736466bf4b,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
27,2023-07-05,717490,Groundout,field_out,True,672284,502171,Jarred Kelenic,Alex Cobb,1,0,0,f414cee7-a584-4494-a377-36a9d59a1159,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
28,2023-07-05,717490,Single,single,False,672275,543548,Patrick Bailey,Tommy Milone,0,0,0,1e9db7ce-98b2-48f7-888c-7050465a50c9,543548.0,tommymilone,Milone,Left,Tommy Milone,2.0,5.52,9.0,109.0,86.0,104.0,0.857,3.0,6.0,7.0,1.0,0.67,0.19399999999999998,0.484,0.129,0.226,0.368,97.0,110.0,102.0,,,,83.0,94.0,96.0,,,,,,,,0.374,,0.19,,-0.67,,,3.12,,86.6,,,76.9,,,,,0.0,79.0,78.0,115.0,110.0,0.436,0.07,0.25,0.2,,,,,,,,,,,,,,
29,2023-07-05,717490,Grounded Into DP,grounded_into_double_play,True,624424,543548,Michael Conforto,Tommy Milone,1,0,1,f145885a-7f9d-4b99-acda-4c362c05da61,543548.0,tommymilone,Milone,Left,Tommy Milone,2.0,5.52,9.0,109.0,86.0,104.0,0.857,3.0,6.0,7.0,1.0,0.67,0.19399999999999998,0.484,0.129,0.226,0.368,97.0,110.0,102.0,,,,83.0,94.0,96.0,,,,,,,,0.374,,0.19,,-0.67,,,3.12,,86.6,,,76.9,,,,,0.0,79.0,78.0,115.0,110.0,0.436,0.07,0.25,0.2,,,,,,,,,,,,,,
30,2023-07-05,717490,Walk,walk,False,682641,543548,Luis Matos,Tommy Milone,0,0,0,74b00370-d230-485f-a878-8971d5a7bf54,543548.0,tommymilone,Milone,Left,Tommy Milone,2.0,5.52,9.0,109.0,86.0,104.0,0.857,3.0,6.0,7.0,1.0,0.67,0.19399999999999998,0.484,0.129,0.226,0.368,97.0,110.0,102.0,,,,83.0,94.0,96.0,,,,,,,,0.374,,0.19,,-0.67,,,3.12,,86.6,,,76.9,,,,,0.0,79.0,78.0,115.0,110.0,0.436,0.07,0.25,0.2,,,,,,,,,,,,,,
31,2023-07-05,717490,Lineout,field_out,True,669477,543548,Casey Schmitt,Tommy Milone,0,0,0,cb67ea32-2055-4b89-aa58-f1c6b6eea9ce,543548.0,tommymilone,Milone,Left,Tommy Milone,2.0,5.52,9.0,109.0,86.0,104.0,0.857,3.0,6.0,7.0,1.0,0.67,0.19399999999999998,0.484,0.129,0.226,0.368,97.0,110.0,102.0,,,,83.0,94.0,96.0,,,,,,,,0.374,,0.19,,-0.67,,,3.12,,86.6,,,76.9,,,,,0.0,79.0,78.0,115.0,110.0,0.436,0.07,0.25,0.2,,,,,,,,,,,,,,
32,2023-07-05,717490,Double,double,False,663728,502171,Cal Raleigh,Alex Cobb,0,0,0,52776ea9-7f8f-44fd-9123-0981e5d2c1bd,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
33,2023-07-05,717490,Strikeout,strikeout,True,676609,502171,José Caballero,Alex Cobb,0,0,0,205cbb96-9082-4a94-9ac9-cd2e7395f839,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
34,2023-07-05,717490,Pop Out,field_out,True,543939,502171,Kolten Wong,Alex Cobb,1,0,0,c12612db-d6fc-434a-bf2d-8333aad1f363,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
35,2023-07-05,717490,Groundout,field_out,True,641487,502171,J.P. Crawford,Alex Cobb,0,0,0,35d106cd-9ef4-426a-b203-af06b6dc353b,502171.0,alexcobb,Cobb,Right,Alex Cobb,3.87,4.73,151.1,102.0,91.0,100.0,0.8079999999999999,7.79,2.2,9.69,1.13,2.6,0.21600000000000003,0.43,0.142,0.35600000000000004,0.39899999999999997,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.38799999999999996,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,0.239,0.28,0.379,0.333,,,,,,,,,,,,,,,,,,,,,,
36,2023-07-05,717490,Flyout,field_out,True,543063,543548,Brandon Crawford,Tommy Milone,0,0,0,64467b71-4cd0-4318-b18b-e7d9ae768d36,543548.0,tommymilone,Milone,Left,Tommy Milone,2.0,5.52,9.0,109.0,86.0,104.0,0.857,3.0,6.0,7.0,1.0,0.67,0.19399999999999998,0.484,0.129,0.226,0.368,97.0,110.0,102.0,,,,83.0,94.0,96.0,,,,,,,,0.374,,0.19,,-0.67,,,3.12,,86.6,,,76.9,,,,,0.0,79.0,78.0,115.0,110.0,0.436,0.07,0.25,0.2,,,,,,,,,,,,,,
37,2023-07-05,717490,Walk,walk,False,596103,543548,Austin Slater,Tommy Milone,1,0,0,acdbed7d-9a43-4c2c-a365-656ad2d813a6,543548.0,tommymilone,Milone,Left,Tommy Milone,2.0,5.52,9.0,109.0,86.0,104.0,0.857,3.0,6.0,7.0,1.0,0.67,0.19399999999999998,0.484,0.129,0.226,0.368,97.0,110.0,102.0,,,,83.0,94.0,96.0,,,,,,,,0.374,,0.19,,-0.67,,,3.12,,86.6,,,76.9,,,,,0.0,79.0,78.0,115.0,110.0,0.436,0.07,0.25,0.2,,,,,,,,,,,,,,
38,2023-07-05,717490,Single,single,False,527038,543548,Wilmer Flores,Tommy Milone,1,0,1,9f041575-4830-400a-868d-8bd245c18e91,543548.0,tommymilone,Milone,Left,Tommy Milone,2.0,5.52,9.0,109.0,86.0,104.0,0.857,3.0,6.0,7.0,1.0,0.67,0.19399999999999998,0.484,0.129,0.226,0.368,97.0,110.0,102.0,,,,83.0,94.0,96.0,,,,,,,,0.374,,0.19,,-0.67,,,3.12,,86.6,,,76.9,,,,,0.0,79.0,78.0,115.0,110.0,0.436,0.07,0.25,0.2,,,,,,,,,,,,,,
