,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vSI,vSL,FF_ba,ST_ba,CH_ba,SL_ba,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,CU%,wFC/C,wFS/C,wCU/C,vFC,vFS,vCU,FS_ba,SI_ba,FC_ba,CU_ba
0,2023-06-16,717735,Home Run,home_run,False,656941,676664,Kyle Schwarber,JP Sears,0,0,0,333629e5-5568-4ab2-9605-54221f3cbfff,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,0.001,0.501,0.34600000000000003,0.151,-0.84,0.63,-0.06,0.36,93.1,92.1,81.4,0.256,0.234,0.277,0.21,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-16,717735,Flyout,field_out,True,607208,676664,Trea Turner,JP Sears,1,0,0,f5a67c54-9cf7-4e05-b320-253a2e3c6c01,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,0.001,0.501,0.34600000000000003,0.151,-0.84,0.63,-0.06,0.36,93.1,92.1,81.4,0.256,0.234,0.277,0.21,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-16,717735,Flyout,field_out,True,592206,676664,Nick Castellanos,JP Sears,0,0,0,6d99213a-876f-4794-8ebd-c8f702b2c710,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,0.001,0.501,0.34600000000000003,0.151,-0.84,0.63,-0.06,0.36,93.1,92.1,81.4,0.256,0.234,0.277,0.21,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-16,717735,Lineout,field_out,True,547180,676664,Bryce Harper,JP Sears,1,0,0,1cc13939-82a8-42e3-818b-9c94c9362ea3,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,0.001,0.501,0.34600000000000003,0.151,-0.84,0.63,-0.06,0.36,93.1,92.1,81.4,0.256,0.234,0.277,0.21,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-06-16,717735,Groundout,field_out,True,665923,592836,Esteury Ruiz,Taijuan Walker,0,0,0,ffed1359-c4ae-40f9-9b04-11cb22e03a94,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,,,,,79.0,98.0,90.0,124.0,109.0,114.0,0.233,0.17600000000000002,0.026000000000000002,,-0.82,0.53,-1.43,,92.8,92.4,82.5,0.257,0.158,,,92.0,91.0,94.0,81.0,100.0,93.0,99.0,103.0,100.0,104.0,97.0,100.0,0.17600000000000002,0.332,0.057,-0.44,0.48,-1.07,87.1,87.9,74.8,0.205,0.273,0.284,0.212
5,2023-06-16,717735,Strikeout,strikeout,True,676116,592836,Ryan Noda,Taijuan Walker,0,0,0,a1c3aa54-c841-46de-b57d-92cbbac0b18f,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,,,,,79.0,98.0,90.0,124.0,109.0,114.0,0.233,0.17600000000000002,0.026000000000000002,,-0.82,0.53,-1.43,,92.8,92.4,82.5,0.257,0.158,,,92.0,91.0,94.0,81.0,100.0,93.0,99.0,103.0,100.0,104.0,97.0,100.0,0.17600000000000002,0.332,0.057,-0.44,0.48,-1.07,87.1,87.9,74.8,0.205,0.273,0.284,0.212
6,2023-06-16,717735,Flyout,field_out,True,667670,592836,Brent Rooker,Taijuan Walker,0,0,0,6f8d867f-c002-44d8-a7eb-b9ce5ceb9fe3,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,4.38,4.36,172.2,99.0,94.0,97.0,0.8079999999999999,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.16699999999999998,0.326,0.382,,,,,79.0,98.0,90.0,124.0,109.0,114.0,0.233,0.17600000000000002,0.026000000000000002,,-0.82,0.53,-1.43,,92.8,92.4,82.5,0.257,0.158,,,92.0,91.0,94.0,81.0,100.0,93.0,99.0,103.0,100.0,104.0,97.0,100.0,0.17600000000000002,0.332,0.057,-0.44,0.48,-1.07,87.1,87.9,74.8,0.205,0.273,0.284,0.212
7,2023-06-16,717735,Home Run,home_run,False,592663,676664,J.T. Realmuto,JP Sears,1,1,0,2fc2b999-7c28-405e-adc9-246c573171d6,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,0.001,0.501,0.34600000000000003,0.151,-0.84,0.63,-0.06,0.36,93.1,92.1,81.4,0.256,0.234,0.277,0.21,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-06-16,717735,Flyout,field_out,True,664761,676664,Alec Bohm,JP Sears,0,0,0,3b092350-ffdb-4caa-9122-9342188f7874,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,0.001,0.501,0.34600000000000003,0.151,-0.84,0.63,-0.06,0.36,93.1,92.1,81.4,0.256,0.234,0.277,0.21,,,,,,,,,,,,,,,,,,,,,,,,,
9,2023-06-16,717735,Strikeout,strikeout,True,543281,676664,Josh Harrison,JP Sears,0,0,0,2d7432f0-1a38-4532-8dda-dbd199e6f03c,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,0.001,0.501,0.34600000000000003,0.151,-0.84,0.63,-0.06,0.36,93.1,92.1,81.4,0.256,0.234,0.277,0.21,,,,,,,,,,,,,,,,,,,,,,,,,
10,2023-06-16,717735,Strikeout,strikeout,True,624641,676664,Edmundo Sosa,JP Sears,0,0,0,debbf2ed-96c8-4e82-9c08-732f482e8cff,676664.0,jpsears,Sears,Left,JP Sears,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.28300000000000003,0.41600000000000004,0.17800000000000002,0.301,0.43799999999999994,84.1,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,0.001,0.501,0.34600000000000003,0.151,-0.84,0.63,-0.06,0.36,93.1,92.1,81.4,0.256,0.234,0.277,0.21,,,,,,,,,,,,,,,,,,,,,,,,,
