,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,FF_ba,CH_ba,SL_ba,CU_ba,SI_ba,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vSI,vSL,vKC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,FO%,wFC/C,wFO/C,vFC,vFO,FS_ba,FC_ba,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,ST_ba
0,2023-06-03,717909,Hit By Pitch,hit_by_pitch,False,453568,663738,Charlie Blackmon,Daniel Lynch IV,1,1,0,593415eb-228a-451c-8f22-c2f0e970da87,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.293,0.125,0.238,0.417,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2023-06-03,717909,Fielders Choice,fielders_choice,False,595777,663738,Jurickson Profar,Daniel Lynch IV,1,1,1,c4846780-5dc0-42cd-b0ec-35dc6da5e894,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.293,0.125,0.238,0.417,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-06-03,717909,Single,single,False,641857,663738,Ryan McMahon,Daniel Lynch IV,0,0,1,075f5f5b-29de-49a0-aa05-0467c152fc0c,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.293,0.125,0.238,0.417,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2023-06-03,717909,Pop Out,field_out,True,553869,663738,Elias Díaz,Daniel Lynch IV,0,0,0,04cf1557-de8d-43fd-895e-319f5779d06c,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.293,0.125,0.238,0.417,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-06-03,717909,Single,single,False,545341,663738,Randal Grichuk,Daniel Lynch IV,1,0,1,eaf4fc55-5df7-4a13-9246-21c0c3cad48c,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.293,0.125,0.238,0.417,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2023-06-03,717909,Triple,triple,False,660707,663738,Elehuris Montero,Daniel Lynch IV,0,0,1,68bfa6f9-15be-43c6-9577-7196e57c472b,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.293,0.125,0.238,0.417,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023-06-03,717909,Sac Fly,sac_fly,True,686668,663738,Brenton Doyle,Daniel Lynch IV,1,0,1,b3d5e088-d376-4072-9747-027805ec4b10,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.293,0.125,0.238,0.417,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2023-06-03,717909,Strikeout,strikeout,True,676701,663738,Alan Trejo,Daniel Lynch IV,0,0,0,2243ad04-005e-443c-a2b8-868428fc041c,663738.0,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,0.293,0.125,0.238,0.417,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2023-06-03,717909,Home Run,home_run,False,668472,596295,Nick Pratto,Austin Gomber,1,1,0,f8821447-0138-4780-baf2-326388131007,596295.0,austingomber,Gomber,Left,Austin Gomber,0.344,0.296,0.275,0.226,0.4,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,90.0,103.0,104.0,0.012,0.439,0.201,0.168,0.18100000000000002,-1.99,-5.34,0.96,-0.75,-0.07,90.6,90.8,84.8,77.6,,,,,,,,,,,,,,,,,,
9,2023-06-03,717909,Single,single,False,677951,596295,Bobby Witt Jr.,Austin Gomber,0,0,0,6e88e947-44b2-4889-b01d-3bda3102a6d0,596295.0,austingomber,Gomber,Left,Austin Gomber,0.344,0.296,0.275,0.226,0.4,5.5,5.74,139.0,99.0,78.0,94.0,0.8290000000000001,5.63,2.78,10.62,1.68,1.1,0.213,0.44299999999999995,0.151,0.389,0.46299999999999997,81.6,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,90.0,103.0,104.0,0.012,0.439,0.201,0.168,0.18100000000000002,-1.99,-5.34,0.96,-0.75,-0.07,90.6,90.8,84.8,77.6,,,,,,,,,,,,,,,,,,
