,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vFC,vSI,vSL,vCU,vKC,CU_ba,FF_ba,FC_ba,ST_ba,SI_ba,CH_ba,SL_ba,SV_ba,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba
0,2023-05-10,718231,Walk,walk,False,595777,448179,Jurickson Profar,Rich Hill,1,0,0,628d0778-ba65-47f0-9457-60ea70682735,448179.0,richhill,Hill,Left,Rich Hill,5.41,5.66,146.1,97.0,94.0,97.0,0.8320000000000001,7.93,3.57,10.15,1.41,1.01,0.196,0.45899999999999996,0.14,0.336,0.44799999999999995,83.0,80.0,81.0,80.0,116.0,94.0,103.0,77.0,102.0,94.0,98.0,101.0,98.0,90.0,92.0,97.0,85.0,97.0,93.0,0.04,0.342,0.147,0.08800000000000001,0.354,0.008,0.023,-0.32,-1.27,2.5,-2.52,-1.16,-3.65,-0.06,88.4,83.3,86.1,71.1,72.0,67.1,0.283,0.249,0.39,0.233,0.105,0.263,0.5,,,,,,,,
1,2023-05-10,718231,Flyout,field_out,True,678662,448179,Ezequiel Tovar,Rich Hill,1,0,0,2ff80aa8-d074-4d2f-951b-d13421492716,448179.0,richhill,Hill,Left,Rich Hill,5.41,5.66,146.1,97.0,94.0,97.0,0.8320000000000001,7.93,3.57,10.15,1.41,1.01,0.196,0.45899999999999996,0.14,0.336,0.44799999999999995,83.0,80.0,81.0,80.0,116.0,94.0,103.0,77.0,102.0,94.0,98.0,101.0,98.0,90.0,92.0,97.0,85.0,97.0,93.0,0.04,0.342,0.147,0.08800000000000001,0.354,0.008,0.023,-0.32,-1.27,2.5,-2.52,-1.16,-3.65,-0.06,88.4,83.3,86.1,71.1,72.0,67.1,0.283,0.249,0.39,0.233,0.105,0.263,0.5,,,,,,,,
2,2023-05-10,718231,Double Play,double_play,True,592178,448179,Kris Bryant,Rich Hill,0,0,1,276a3ebc-8d2d-4499-ba12-b8e03e55df7d,448179.0,richhill,Hill,Left,Rich Hill,5.41,5.66,146.1,97.0,94.0,97.0,0.8320000000000001,7.93,3.57,10.15,1.41,1.01,0.196,0.45899999999999996,0.14,0.336,0.44799999999999995,83.0,80.0,81.0,80.0,116.0,94.0,103.0,77.0,102.0,94.0,98.0,101.0,98.0,90.0,92.0,97.0,85.0,97.0,93.0,0.04,0.342,0.147,0.08800000000000001,0.354,0.008,0.023,-0.32,-1.27,2.5,-2.52,-1.16,-3.65,-0.06,88.4,83.3,86.1,71.1,72.0,67.1,0.283,0.249,0.39,0.233,0.105,0.263,0.5,,,,,,,,
3,2023-05-10,718231,Groundout,field_out,True,663647,622608,Ke'Bryan Hayes,Antonio Senzatela,0,0,0,715a5282-850e-4755-a3e1-93d77df66414,622608.0,antoniosenzatela,Senzatela,Right,Antonio Senzatela,4.7,10.68,7.2,103.0,81.0,92.0,0.825,4.7,2.35,8.22,3.52,1.86,0.16699999999999998,0.45799999999999996,0.125,0.375,0.475,87.1,61.0,112.0,85.0,102.0,75.0,75.0,80.0,104.0,92.0,73.0,101.0,94.0,97.0,97.0,97.0,,,,0.11699999999999999,0.433,,0.275,0.017,,0.158,-3.39,,2.08,-1.95,0.51,,1.79,94.4,,92.4,85.7,78.8,,,0.25,,,0.25,0.2,0.286,,,,,,,,
4,2023-05-10,718231,Groundout,field_out,True,668804,622608,Bryan Reynolds,Antonio Senzatela,0,0,0,6c5f14e2-5d34-401f-be21-1765490d475f,622608.0,antoniosenzatela,Senzatela,Right,Antonio Senzatela,4.7,10.68,7.2,103.0,81.0,92.0,0.825,4.7,2.35,8.22,3.52,1.86,0.16699999999999998,0.45799999999999996,0.125,0.375,0.475,87.1,61.0,112.0,85.0,102.0,75.0,75.0,80.0,104.0,92.0,73.0,101.0,94.0,97.0,97.0,97.0,,,,0.11699999999999999,0.433,,0.275,0.017,,0.158,-3.39,,2.08,-1.95,0.51,,1.79,94.4,,92.4,85.7,78.8,,,0.25,,,0.25,0.2,0.286,,,,,,,,
5,2023-05-10,718231,Single,single,False,457705,622608,Andrew McCutchen,Antonio Senzatela,1,1,0,51f95531-0da6-406f-8e1e-627ede351c31,622608.0,antoniosenzatela,Senzatela,Right,Antonio Senzatela,4.7,10.68,7.2,103.0,81.0,92.0,0.825,4.7,2.35,8.22,3.52,1.86,0.16699999999999998,0.45799999999999996,0.125,0.375,0.475,87.1,61.0,112.0,85.0,102.0,75.0,75.0,80.0,104.0,92.0,73.0,101.0,94.0,97.0,97.0,97.0,,,,0.11699999999999999,0.433,,0.275,0.017,,0.158,-3.39,,2.08,-1.95,0.51,,1.79,94.4,,92.4,85.7,78.8,,,0.25,,,0.25,0.2,0.286,,,,,,,,
6,2023-05-10,718231,Strikeout,strikeout,True,467793,622608,Carlos Santana,Antonio Senzatela,0,0,0,ea4d3067-eacc-441e-ac3d-ee908f03c9aa,622608.0,antoniosenzatela,Senzatela,Right,Antonio Senzatela,4.7,10.68,7.2,103.0,81.0,92.0,0.825,4.7,2.35,8.22,3.52,1.86,0.16699999999999998,0.45799999999999996,0.125,0.375,0.475,87.1,61.0,112.0,85.0,102.0,75.0,75.0,80.0,104.0,92.0,73.0,101.0,94.0,97.0,97.0,97.0,,,,0.11699999999999999,0.433,,0.275,0.017,,0.158,-3.39,,2.08,-1.95,0.51,,1.79,94.4,,92.4,85.7,78.8,,,0.25,,,0.25,0.2,0.286,,,,,,,,
7,2023-05-10,718231,Double,double,False,543068,448179,C.J. Cron,Rich Hill,1,0,0,8ca5246a-8f04-46f3-8d16-63305fbfd875,448179.0,richhill,Hill,Left,Rich Hill,5.41,5.66,146.1,97.0,94.0,97.0,0.8320000000000001,7.93,3.57,10.15,1.41,1.01,0.196,0.45899999999999996,0.14,0.336,0.44799999999999995,83.0,80.0,81.0,80.0,116.0,94.0,103.0,77.0,102.0,94.0,98.0,101.0,98.0,90.0,92.0,97.0,85.0,97.0,93.0,0.04,0.342,0.147,0.08800000000000001,0.354,0.008,0.023,-0.32,-1.27,2.5,-2.52,-1.16,-3.65,-0.06,88.4,83.3,86.1,71.1,72.0,67.1,0.283,0.249,0.39,0.233,0.105,0.263,0.5,,,,,,,,
8,2023-05-10,718231,Flyout,field_out,True,545341,448179,Randal Grichuk,Rich Hill,0,0,0,8b9c58b6-a6d9-4994-98ff-b50f179bb299,448179.0,richhill,Hill,Left,Rich Hill,5.41,5.66,146.1,97.0,94.0,97.0,0.8320000000000001,7.93,3.57,10.15,1.41,1.01,0.196,0.45899999999999996,0.14,0.336,0.44799999999999995,83.0,80.0,81.0,80.0,116.0,94.0,103.0,77.0,102.0,94.0,98.0,101.0,98.0,90.0,92.0,97.0,85.0,97.0,93.0,0.04,0.342,0.147,0.08800000000000001,0.354,0.008,0.023,-0.32,-1.27,2.5,-2.52,-1.16,-3.65,-0.06,88.4,83.3,86.1,71.1,72.0,67.1,0.283,0.249,0.39,0.233,0.105,0.263,0.5,,,,,,,,
9,2023-05-10,718231,Flyout,field_out,True,641857,448179,Ryan McMahon,Rich Hill,0,0,0,d98c758d-05c7-4b0f-8c75-66ad05f33f59,448179.0,richhill,Hill,Left,Rich Hill,5.41,5.66,146.1,97.0,94.0,97.0,0.8320000000000001,7.93,3.57,10.15,1.41,1.01,0.196,0.45899999999999996,0.14,0.336,0.44799999999999995,83.0,80.0,81.0,80.0,116.0,94.0,103.0,77.0,102.0,94.0,98.0,101.0,98.0,90.0,92.0,97.0,85.0,97.0,93.0,0.04,0.342,0.147,0.08800000000000001,0.354,0.008,0.023,-0.32,-1.27,2.5,-2.52,-1.16,-3.65,-0.06,88.4,83.3,86.1,71.1,72.0,67.1,0.283,0.249,0.39,0.233,0.105,0.263,0.5,,,,,,,,
10,2023-05-10,718231,Strikeout,strikeout,True,642851,448179,Austin Wynns,Rich Hill,0,0,0,caac9bd5-fc11-4db8-8e87-eb11e0fdfcea,448179.0,richhill,Hill,Left,Rich Hill,5.41,5.66,146.1,97.0,94.0,97.0,0.8320000000000001,7.93,3.57,10.15,1.41,1.01,0.196,0.45899999999999996,0.14,0.336,0.44799999999999995,83.0,80.0,81.0,80.0,116.0,94.0,103.0,77.0,102.0,94.0,98.0,101.0,98.0,90.0,92.0,97.0,85.0,97.0,93.0,0.04,0.342,0.147,0.08800000000000001,0.354,0.008,0.023,-0.32,-1.27,2.5,-2.52,-1.16,-3.65,-0.06,88.4,83.3,86.1,71.1,72.0,67.1,0.283,0.249,0.39,0.233,0.105,0.263,0.5,,,,,,,,
11,2023-05-10,718231,Walk,walk,False,656582,622608,Connor Joe,Antonio Senzatela,1,0,0,5ea8e727-b080-499f-9780-fc1b41cf98b4,622608.0,antoniosenzatela,Senzatela,Right,Antonio Senzatela,4.7,10.68,7.2,103.0,81.0,92.0,0.825,4.7,2.35,8.22,3.52,1.86,0.16699999999999998,0.45799999999999996,0.125,0.375,0.475,87.1,61.0,112.0,85.0,102.0,75.0,75.0,80.0,104.0,92.0,73.0,101.0,94.0,97.0,97.0,97.0,,,,0.11699999999999999,0.433,,0.275,0.017,,0.158,-3.39,,2.08,-1.95,0.51,,1.79,94.4,,92.4,85.7,78.8,,,0.25,,,0.25,0.2,0.286,,,,,,,,
12,2023-05-10,718231,Lineout,field_out,True,669261,622608,Jack Suwinski,Antonio Senzatela,0,0,0,3452bd6e-cc0d-43e6-b93b-b0300f9d207c,622608.0,antoniosenzatela,Senzatela,Right,Antonio Senzatela,4.7,10.68,7.2,103.0,81.0,92.0,0.825,4.7,2.35,8.22,3.52,1.86,0.16699999999999998,0.45799999999999996,0.125,0.375,0.475,87.1,61.0,112.0,85.0,102.0,75.0,75.0,80.0,104.0,92.0,73.0,101.0,94.0,97.0,97.0,97.0,,,,0.11699999999999999,0.433,,0.275,0.017,,0.158,-3.39,,2.08,-1.95,0.51,,1.79,94.4,,92.4,85.7,78.8,,,0.25,,,0.25,0.2,0.286,,,,,,,,
13,2023-05-10,718231,Home Run,home_run,False,672779,622608,Tucupita Marcano,Antonio Senzatela,0,0,1,487897ae-b0cc-4320-b509-417dbe7b08cc,622608.0,antoniosenzatela,Senzatela,Right,Antonio Senzatela,4.7,10.68,7.2,103.0,81.0,92.0,0.825,4.7,2.35,8.22,3.52,1.86,0.16699999999999998,0.45799999999999996,0.125,0.375,0.475,87.1,61.0,112.0,85.0,102.0,75.0,75.0,80.0,104.0,92.0,73.0,101.0,94.0,97.0,97.0,97.0,,,,0.11699999999999999,0.433,,0.275,0.017,,0.158,-3.39,,2.08,-1.95,0.51,,1.79,94.4,,92.4,85.7,78.8,,,0.25,,,0.25,0.2,0.286,,,,,,,,
