,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,two_strikes,full_count,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,vCH (sc),Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vSL,vCU,FF_ba,SL_ba,CH_ba,CU_ba,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,ST_ba
0,2023-04-23,718453,Strikeout,strikeout,True,665923,594798,Esteury Ruiz,Jacob deGrom,0,0,0,1b6e939c-5b33-4eca-a830-9dd7ad5b0f24,594798.0,jacobdegrom,deGrom,Right,Jacob deGrom,2.67,1.87,30.1,106.0,161.0,117.0,0.603,13.35,1.19,5.64,0.59,0.83,0.33299999999999996,0.273,0.212,0.212,0.371,91.4,132.0,101.0,106.0,133.0,116.0,132.0,155.0,104.0,112.0,179.0,110.0,125.0,0.521,0.37,0.02,0.08900000000000001,2.0,0.39,6.08,3.57,98.7,91.8,84.8,0.177,0.189,0.1,,,,,,,,,
1,2023-04-23,718453,Strikeout,strikeout,True,676116,594798,Ryan Noda,Jacob deGrom,0,0,0,4c689a89-108d-45df-9583-f82996b4beec,594798.0,jacobdegrom,deGrom,Right,Jacob deGrom,2.67,1.87,30.1,106.0,161.0,117.0,0.603,13.35,1.19,5.64,0.59,0.83,0.33299999999999996,0.273,0.212,0.212,0.371,91.4,132.0,101.0,106.0,133.0,116.0,132.0,155.0,104.0,112.0,179.0,110.0,125.0,0.521,0.37,0.02,0.08900000000000001,2.0,0.39,6.08,3.57,98.7,91.8,84.8,0.177,0.189,0.1,,,,,,,,,
2,2023-04-23,718453,Flyout,field_out,True,542583,594798,Jesús Aguilar,Jacob deGrom,0,0,0,e76bd480-64c2-4e9e-9294-a467eeb8c9a4,594798.0,jacobdegrom,deGrom,Right,Jacob deGrom,2.67,1.87,30.1,106.0,161.0,117.0,0.603,13.35,1.19,5.64,0.59,0.83,0.33299999999999996,0.273,0.212,0.212,0.371,91.4,132.0,101.0,106.0,133.0,116.0,132.0,155.0,104.0,112.0,179.0,110.0,125.0,0.521,0.37,0.02,0.08900000000000001,2.0,0.39,6.08,3.57,98.7,91.8,84.8,0.177,0.189,0.1,,,,,,,,,
3,2023-04-23,718453,Walk,walk,False,543760,666205,Marcus Semien,Kyle Muller,0,0,0,119468de-078c-4eb2-a4f1-5d89a1ec0152,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,0.517,0.253,0.149,0.081,-2.52,-0.45,-2.07,-3.21,93.5,87.1,81.2,0.395,0.293,0.333,0.268,,,,,,,,
4,2023-04-23,718453,Pop Out,field_out,True,543257,666205,Robbie Grossman,Kyle Muller,0,0,0,a5acefd9-b85d-4ed3-9488-40c5f03b9b8e,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,0.517,0.253,0.149,0.081,-2.52,-0.45,-2.07,-3.21,93.5,87.1,81.2,0.395,0.293,0.333,0.268,,,,,,,,
5,2023-04-23,718453,Single,single,False,663993,666205,Nathaniel Lowe,Kyle Muller,0,0,1,c6c2126d-43d9-4a8f-ac9e-d385cca365bd,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,0.517,0.253,0.149,0.081,-2.52,-0.45,-2.07,-3.21,93.5,87.1,81.2,0.395,0.293,0.333,0.268,,,,,,,,
6,2023-04-23,718453,Walk,walk,False,666969,666205,Adolis García,Kyle Muller,0,0,1,94960f21-7245-4e6e-8a21-f47ffc60856b,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,0.517,0.253,0.149,0.081,-2.52,-0.45,-2.07,-3.21,93.5,87.1,81.2,0.395,0.293,0.333,0.268,,,,,,,,
7,2023-04-23,718453,Strikeout,strikeout,True,673962,666205,Josh Jung,Kyle Muller,0,0,0,10a03ded-9d47-4158-8aed-6d33a5b126e0,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,0.517,0.253,0.149,0.081,-2.52,-0.45,-2.07,-3.21,93.5,87.1,81.2,0.395,0.293,0.333,0.268,,,,,,,,
8,2023-04-23,718453,Groundout,field_out,True,641680,666205,Jonah Heim,Kyle Muller,0,0,0,5d86c0d8-7805-4aaa-b612-1f832d9a66ac,666205.0,kylemuller,Muller,Left,Kyle Muller,7.6,7.35,77.0,97.0,88.0,94.0,0.8109999999999999,6.55,4.56,13.09,1.87,1.2,0.19699999999999998,0.46,0.113,0.391,0.45299999999999996,87.9,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,0.517,0.253,0.149,0.081,-2.52,-0.45,-2.07,-3.21,93.5,87.1,81.2,0.395,0.293,0.333,0.268,,,,,,,,
9,2023-04-23,718453,Flyout,field_out,True,607054,594798,Jace Peterson,Jacob deGrom,1,0,0,129581c7-40d2-4092-8545-12b1aef8e99d,594798.0,jacobdegrom,deGrom,Right,Jacob deGrom,2.67,1.87,30.1,106.0,161.0,117.0,0.603,13.35,1.19,5.64,0.59,0.83,0.33299999999999996,0.273,0.212,0.212,0.371,91.4,132.0,101.0,106.0,133.0,116.0,132.0,155.0,104.0,112.0,179.0,110.0,125.0,0.521,0.37,0.02,0.08900000000000001,2.0,0.39,6.08,3.57,98.7,91.8,84.8,0.177,0.189,0.1,,,,,,,,,
